1.42809e-08+0i,-9.94512e-08+2.06172e-07i,9.06072e-08+1.21954e-07i,6.57608e-09-3.2781e-07i,-1.16141e-07+1.90839e-07i,4.0607e-07-3.01711e-08i,-4.0886e-07-4.47295e-08i,1.73131e-08+8.64429e-08i,1.3395e-07-6.43755e-08i,-5.50821e-08+1.19632e-07i,9.93479e-08-3.06511e-07i,-8.08571e-08+2.99988e-07i,-1.68147e-07-1.20452e-08i,2.3164e-07-2.39905e-08i,-4.56517e-08-7.3644e-08i,1.29261e-08-8.65841e-08i,-1.17519e-07+4.19638e-08i,1.29768e-07+1.73668e-07i,9.11317e-08-2.78081e-07i,-1.94082e-07+2.24539e-07i,2.5676e-07+6.10301e-08i,-3.31605e-07-7.23422e-08i,5.46388e-08-1.57199e-07i,1.99714e-08+1.10735e-07i,9.13505e-08+5.11596e-09i,-7.5321e-08-1.36892e-07i,8.11462e-08+1.60419e-07i,1.56406e-07-3.7289e-08i,-3.44379e-07+2.84837e-09i,-3.94543e-09-4.87255e-08i,2.68588e-07+7.40361e-08i,-1.87773e-07+1.38754e-07i,1.50457e-07-1.44661e-07i,-7.77741e-09-9.697e-08i,-1.88598e-07-1.57171e-07i,1.84369e-07+3.95628e-07i,-1.53755e-07-2.92834e-07i,1.77337e-07+2.59508e-07i,-5.32787e-08-7.11885e-08i,2.53123e-08+1.57017e-08i,-1.7542e-07-1.449e-07i,2.82144e-07+1.97365e-07i,-4.65104e-07-4.57522e-07i,3.65522e-07+5.27035e-07i,5.86705e-08-3.79193e-07i,-1.99418e-07+2.70134e-07i,2.52005e-08+1.70739e-07i,-1.85361e-08-4.43393e-07i,3.89875e-07+1.00222e-07i,-5.13719e-07+2.96157e-08i,2.11593e-07+1.5312e-07i,-3.45528e-08+5.5033e-08i,4.72211e-08-3.41612e-07i,-4.86208e-08+3.77994e-07i,-1.81375e-07-2.84086e-07i,3.264e-07+1.30326e-07i,-1.32431e-07+8.51233e-08i,5.92173e-08-1.65373e-07i,-1.30124e-07-4.30848e-08i,2.20887e-07+7.59363e-08i,-2.4875e-07-4.55379e-08i,1.16958e-07+6.36189e-08i,-5.10756e-08-2.41783e-09i,2.98767e-08+7.15189e-08i,9.9565e-09+0i,2.98767e-08-7.15189e-08i,-5.10756e-08+2.41783e-09i,1.16958e-07-6.36189e-08i,-2.4875e-07+4.55379e-08i,2.20887e-07-7.59363e-08i,-1.30124e-07+4.30848e-08i,5.92173e-08+1.65373e-07i,-1.32431e-07-8.51233e-08i,3.264e-07-1.30326e-07i,-1.81375e-07+2.84086e-07i,-4.86208e-08-3.77994e-07i,4.72211e-08+3.41612e-07i,-3.45528e-08-5.5033e-08i,2.11593e-07-1.5312e-07i,-5.13719e-07-2.96157e-08i,3.89875e-07-1.00222e-07i,-1.85361e-08+4.43393e-07i,2.52005e-08-1.70739e-07i,-1.99418e-07-2.70134e-07i,5.86705e-08+3.79193e-07i,3.65522e-07-5.27035e-07i,-4.65104e-07+4.57522e-07i,2.82144e-07-1.97365e-07i,-1.7542e-07+1.449e-07i,2.53123e-08-1.57017e-08i,-5.32787e-08+7.11885e-08i,1.77337e-07-2.59508e-07i,-1.53755e-07+2.92834e-07i,1.84369e-07-3.95628e-07i,-1.88598e-07+1.57171e-07i,-7.77741e-09+9.697e-08i,1.50457e-07+1.44661e-07i,-1.87773e-07-1.38754e-07i,2.68588e-07-7.40361e-08i,-3.94543e-09+4.87255e-08i,-3.44379e-07-2.84837e-09i,1.56406e-07+3.7289e-08i,8.11462e-08-1.60419e-07i,-7.5321e-08+1.36892e-07i,9.13505e-08-5.11596e-09i,1.99714e-08-1.10735e-07i,5.46388e-08+1.57199e-07i,-3.31605e-07+7.23422e-08i,2.5676e-07-6.10301e-08i,-1.94082e-07-2.24539e-07i,9.11317e-08+2.78081e-07i,1.29768e-07-1.73668e-07i,-1.17519e-07-4.19638e-08i,1.29261e-08+8.65841e-08i,-4.56517e-08+7.3644e-08i,2.3164e-07+2.39905e-08i,-1.68147e-07+1.20452e-08i,-8.08571e-08-2.99988e-07i,9.93479e-08+3.06511e-07i,-5.50821e-08-1.19632e-07i,1.3395e-07+6.43755e-08i,1.73131e-08-8.64429e-08i,-4.0886e-07+4.47295e-08i,4.0607e-07+3.01711e-08i,-1.16141e-07-1.90839e-07i,6.57608e-09+3.2781e-07i,9.06072e-08-1.21954e-07i,-9.94512e-08-2.06172e-07i
-2.16783e-07+8.22465e-08i,1.95229e-07-4.17596e-07i,1.38982e-07+2.39312e-07i,-1.89305e-07-8.40755e-08i,-9.38474e-08+1.74305e-07i,7.26269e-08-2.31541e-07i,1.30528e-07+9.84436e-08i,-2.42283e-08+4.30966e-08i,-1.93004e-07-1.84449e-07i,2.1702e-07+2.58791e-07i,-3.34604e-07+1.33911e-07i,3.81686e-07-4.43604e-07i,3.52159e-08+1.18283e-07i,-3.25911e-07+1.10307e-07i,1.47725e-07+5.21064e-08i,-1.00562e-08-2.41619e-07i,1.92664e-07+3.54751e-07i,-2.76262e-07-2.11271e-07i,-8.05217e-08+8.281e-08i,1.01285e-07-7.18781e-08i,-7.4277e-08-1.07564e-07i,3.63086e-07+6.09811e-09i,-1.84718e-07+2.09183e-07i,1.23502e-07-1.23956e-07i,-2.77471e-07+3.08377e-07i,1.53134e-07-3.97402e-07i,-6.69794e-08+1.07297e-07i,-1.38607e-08-1.14169e-07i,-7.1196e-08+3.28288e-07i,4.34589e-07-2.17691e-07i,-3.49181e-07-1.22e-07i,-4.63664e-08+1.14162e-07i,4.95873e-08-3.36262e-08i,-6.39238e-08+1.5807e-07i,2.65564e-07+8.77598e-08i,-2.82718e-07-4.38813e-07i,2.25926e-07+3.23845e-07i,-3.01321e-07-1.51549e-07i,3.39438e-07+1.38698e-07i,-2.48731e-07-2.34838e-07i,1.53497e-07+3.81134e-07i,-9.86502e-08-4.2885e-07i,2.70715e-07+5.43429e-07i,-4.03441e-07-4.96654e-07i,2.08228e-07+2.33184e-07i,-1.14477e-07+7.75238e-09i,2.26433e-07-2.75823e-07i,-1.64808e-07+4.16991e-07i,-2.54476e-07-2.13925e-07i,4.04888e-07-6.96197e-09i,-1.77193e-08-1.26101e-07i,-8.93234e-08+1.15603e-07i,-1.47282e-07+5.45425e-08i,1.78628e-07+3.01164e-08i,1.18194e-07-2.13386e-08i,-3.24276e-07-1.95936e-07i,1.46233e-07+8.3798e-08i,-2.0987e-08+2.007e-07i,-4.65211e-08-2.18817e-07i,8.17421e-08+1.171e-07i,8.59676e-08+1.09668e-07i,-1.34325e-07-1.41535e-07i,7.72844e-08-1.70168e-08i,-6.86176e-08+7.04632e-08i,1.0013e-07-3.09723e-07i,-1.35416e-07+4.32327e-07i,5.2457e-08-2.08238e-07i,-2.88978e-08+1.17367e-07i,1.57005e-07-3.13341e-07i,-2.12662e-07+3.86765e-07i,2.21843e-07-2.37578e-09i,-2.12322e-07-2.37865e-07i,2.08703e-07+8.82184e-08i,-3.25308e-07+3.34325e-08i,3.40258e-07-2.28404e-07i,-2.5668e-07+3.62491e-07i,9.96279e-08-3.70698e-07i,1.75836e-07+2.71731e-07i,-3.36077e-07-9.17801e-08i,3.56874e-07+9.46451e-08i,-1.85773e-07+4.24435e-08i,9.44805e-08-2.98934e-07i,-2.46754e-07+5.24629e-08i,2.19492e-07+2.84823e-07i,-8.50843e-08-2.25007e-07i,-6.61323e-08+2.69364e-07i,1.76972e-07-2.15713e-07i,-1.60535e-07-4.95521e-08i,1.91211e-07+9.95027e-08i,-1.21464e-07-1.79227e-07i,3.37902e-08+9.02305e-08i,-1.65385e-07+1.98897e-07i,2.01607e-07-1.54222e-07i,-1.03618e-07+1.71397e-07i,4.39947e-08-2.33913e-07i,1.23244e-07+6.73296e-09i,-2.46277e-07-7.45436e-08i,2.8201e-07+3.04076e-07i,-1.24592e-07-1.62533e-07i,-3.01541e-07-9.12972e-08i,3.91837e-07+2.01933e-07i,1.22868e-09-1.40641e-07i,-2.66024e-07+1.35265e-07i,3.91402e-08-1.40457e-07i,3.0063e-07+7.34492e-09i,-3.14576e-07-1.21126e-08i,9.52689e-08+2.30886e-07i,9.52681e-08-4.09006e-07i,-1.75273e-07+4.84403e-08i,1.40453e-07+4.18488e-07i,-4.49456e-08-5.12536e-07i,5.62294e-08+3.29362e-07i,-3.52008e-08+1.51093e-07i,-2.62954e-08-2.08976e-07i,-5.1616e-08-1.03326e-07i,7.71878e-09+5.69612e-08i,7.62216e-08+2.26903e-09i,3.41846e-08+1.35728e-07i,-7.77255e-08-2.72562e-07i,-9.10394e-09+3.03054e-07i,-8.10427e-08-1.94154e-07i,5.49585e-08+9.50216e-08i,3.21557e-07+8.87279e-08i,-3.88867e-07-2.33011e-07i,2.24499e-07+2.47756e-07i,-7.10212e-08-3.58629e-07i,-1.75672e-07+2.46849e-07i,2.0372e-07+1.02671e-07i
3.16695e-07-9.83324e-08i,-1.08639e-07+4.74533e-07i,-2.54176e-07-1.87632e-07i,2.20222e-07+2.84478e-08i,2.14493e-07-2.50431e-07i,-3.39299e-07+2.54e-07i,8.06112e-08-1.65633e-08i,-1.06001e-08-1.98699e-07i,1.75415e-07+2.71467e-07i,-2.51721e-07-2.6412e-07i,4.30119e-07-7.40334e-08i,-5.75251e-07+3.91067e-07i,1.98626e-07-1.37865e-07i,1.68161e-07-1.5623e-07i,-1.08241e-07+6.43991e-08i,7.79937e-08+3.11963e-07i,-2.07583e-07-5.0061e-07i,2.34829e-07+1.92654e-07i,-2.57077e-08-2.26517e-09i,9.13075e-08+7.10728e-08i,-2.06528e-07+1.05942e-07i,-6.78362e-08-2.37123e-07i,1.33002e-07+2.30761e-07i,-1.26028e-07-1.0157e-07i,2.99134e-07-4.63867e-07i,-2.81761e-07+6.50194e-07i,1.80877e-07-2.0229e-07i,-1.56405e-07+5.26347e-08i,1.92466e-07-2.69375e-07i,-3.32462e-07+2.51592e-07i,1.55349e-07+8.59775e-08i,2.43125e-07-3.01971e-07i,-1.49893e-07+2.98358e-07i,-5.41769e-08-3.71889e-07i,-1.88923e-07+2.74195e-07i,4.11438e-07+1.91401e-07i,-3.09786e-07-2.27249e-07i,1.3098e-07-6.71285e-08i,-7.0392e-08+2.76193e-09i,4.19305e-08+1.76683e-07i,1.44995e-07-2.09713e-07i,-3.3829e-07+2.49897e-07i,2.36778e-07-3.96798e-07i,7.66174e-08+4.03653e-07i,-1.99939e-07-1.42933e-07i,6.47393e-08-2.70988e-07i,-1.17626e-07+4.64106e-07i,2.77597e-07-5.27938e-07i,-7.84418e-08+4.87376e-07i,-9.59299e-08-4.70777e-08i,-8.46569e-08-6.0895e-08i,1.5686e-07-2.24445e-07i,-5.03763e-08+2.90663e-07i,8.16246e-08-2.62906e-07i,-3.21719e-07+1.08618e-07i,4.89762e-07+2.27021e-07i,-2.81594e-07-2.82021e-07i,5.11581e-08-2.92114e-08i,1.21628e-07+3.43433e-07i,-1.81883e-07-3.14698e-07i,-7.59602e-08-8.82446e-08i,2.33288e-07+2.91795e-07i,-1.12256e-07-2.22882e-07i,4.24915e-08+1.21213e-07i,-1.81792e-07+1.31567e-07i,1.82776e-07-3.5691e-07i,7.40407e-08+2.48944e-07i,-2.69394e-07-1.98781e-07i,2.32697e-07+4.68047e-07i,-5.27004e-08-4.15399e-07i,-1.17765e-07-4.44547e-08i,5.19366e-08+1.98688e-07i,1.28945e-07-7.73425e-08i,6.9314e-08+4.72748e-08i,-3.79019e-07-2.00968e-08i,2.93245e-07-6.05973e-08i,-4.96748e-09+3.27114e-07i,-1.92561e-07-4.64423e-07i,2.36924e-07+3.27747e-07i,-1.62966e-07-3.16603e-07i,4.88603e-08+2.25549e-07i,-1.06425e-08+8.32146e-08i,-2.96097e-08-1.9828e-07i,2.01978e-07+1.02439e-07i,-1.87188e-07-4.89861e-08i,-4.86564e-08-9.8144e-08i,1.24895e-07+1.53326e-07i,6.91076e-08-7.55204e-08i,-3.60592e-07+1.57733e-07i,4.95848e-07-4.66507e-08i,-4.13581e-07-1.6367e-07i,2.85983e-07+6.47689e-08i,-2.21424e-07-1.33557e-07i,1.19116e-07+1.09385e-07i,-3.99282e-08+2.78474e-07i,-2.58532e-08-1.7255e-07i,1.51258e-07-4.65598e-08i,-2.52687e-07-8.23908e-08i,1.73522e-07+6.06264e-08i,8.76726e-08+1.5438e-08i,-1.14398e-07-4.6187e-08i,-1.87543e-07+2.7603e-08i,2.89536e-07+3.94801e-08i,9.30243e-08-1.01747e-07i,-4.66583e-07+1.09109e-07i,2.77855e-07-8.29088e-09i,5.2616e-09-1.66559e-07i,4.48983e-08+4.37753e-07i,-4.61236e-08-1.70575e-07i,9.3048e-08-5.10385e-07i,-1.92804e-07+7.90789e-07i,7.3836e-08-5.34617e-07i,-1.64425e-08+9.53958e-08i,8.1131e-08-1.38599e-07i,1.2212e-07+2.90808e-07i,-2.38769e-07-1.4944e-07i,-3.25068e-08+1.05899e-07i,-1.10484e-08-1.69537e-07i,2.7685e-07+2.33766e-07i,-1.95432e-07-2.55482e-07i,2.16433e-07+2.03958e-07i,-2.76029e-07-1.15406e-07i,7.7401e-09-1.08871e-07i,1.0138e-07+2.02998e-07i,-2.8781e-07-9.81973e-08i,2.96325e-07+7.11285e-08i,2.82293e-07+7.70635e-08i,-4.83264e-07-2.49161e-07i
-1.04282e-07-1.86383e-07i,7.7607e-08-8.11645e-08i,4.0788e-09-2.32038e-07i,-5.81176e-08+3.83341e-07i,-6.017e-08-1.5984e-07i,1.89662e-07+6.84325e-08i,-3.09955e-07-4.8467e-08i,2.69579e-07+4.26957e-08i,-1.71393e-07-7.84474e-08i,1.95801e-07+5.41992e-08i,-3.41995e-07+1.46477e-07i,3.88294e-07-2.33737e-07i,-1.25664e-07+1.38808e-07i,-7.49202e-08-9.05133e-08i,3.76977e-09+3.49158e-08i,1.09877e-09-1.91425e-07i,8.4691e-09+3.69722e-07i,9.20623e-08-2.78127e-07i,-1.52445e-08+2.47119e-07i,-2.46679e-07-2.26035e-07i,3.66111e-07-2.31574e-08i,-1.76532e-07+2.77078e-07i,-1.19919e-07-4.00595e-07i,1.91834e-07+1.8858e-07i,-1.21497e-07+3.84416e-07i,7.93968e-08-4.71367e-07i,-1.53668e-07+7.73605e-08i,2.4493e-07+5.89193e-08i,-1.17652e-07+8.49785e-08i,-3.04792e-08-1.63181e-07i,1.86825e-07-1.20142e-07i,-3.03201e-07+3.75611e-07i,4.96194e-08-2.75185e-07i,2.34838e-07+3.74301e-07i,3.68728e-08-5.21025e-07i,-3.36708e-07+2.88577e-07i,1.22283e-07-2.01734e-07i,1.8182e-07+2.09443e-07i,-2.62544e-07-4.65841e-08i,1.25628e-07-9.06945e-08i,-1.27974e-07+1.6106e-07i,3.43671e-07-1.92152e-07i,-3.15845e-07+2.27201e-07i,3.83021e-08-2.92895e-07i,8.25092e-08+2.11127e-07i,1.6939e-08+1.75812e-07i,4.86674e-08-4.71883e-07i,-7.54663e-08+5.57087e-07i,-7.26499e-08-4.70748e-07i,-4.28811e-08+2.76474e-08i,1.74971e-07+1.94495e-07i,-1.72271e-07+1.26758e-07i,2.36849e-07-2.81214e-07i,-2.43986e-07+3.05438e-08i,2.11836e-07+1.06103e-07i,-3.01071e-07-1.1372e-07i,3.02776e-07+2.99216e-07i,-1.38085e-07-4.18937e-07i,5.60652e-09+6.10581e-08i,3.33525e-08+2.7214e-07i,1.03595e-07+3.34592e-08i,-2.39496e-07-3.87752e-07i,5.19136e-08+3.08961e-07i,1.66368e-07-1.36388e-07i,-1.62188e-07+1.2551e-07i,1.42514e-07-7.80207e-08i,-1.97685e-07+6.29744e-08i,3.60289e-07+8.24163e-08i,-4.31058e-07-3.46051e-07i,2.71943e-07+2.02696e-07i,-1.29622e-07-2.23022e-08i,3.44992e-07+6.84615e-08i,-5.37237e-07-1.0193e-07i,8.29962e-08+6.34384e-08i,4.12988e-07+8.84106e-08i,-2.11075e-07-1.79632e-07i,-1.27405e-07-9.99983e-08i,2.87137e-08+3.17205e-07i,5.37562e-08-3.44078e-07i,1.14233e-07+4.04824e-07i,-1.62153e-07-1.80901e-07i,1.10233e-08-1.02525e-07i,1.33949e-07+2.69889e-07i,-2.59259e-07-3.59879e-07i,1.78324e-07+2.11202e-07i,9.02169e-08+7.51574e-09i,-1.5398e-07-6.39936e-09i,-7.18571e-08+1.65326e-08i,3.28713e-07-2.3855e-07i,-3.97064e-07+8.68585e-08i,3.93546e-07+3.6025e-07i,-2.53724e-07-2.75635e-07i,1.69073e-07+6.85385e-08i,-1.04615e-07-6.10231e-08i,-1.13017e-09-2.01321e-07i,-7.47723e-08+1.77386e-07i,-1.20783e-08+8.83547e-08i,1.33115e-07-1.63909e-07i,-2.20783e-07+1.4729e-07i,1.9881e-07+6.69306e-08i,-1.03618e-07-1.09004e-07i,2.4269e-07-1.32514e-08i,-1.21833e-07+9.84985e-08i,-1.99326e-07-1.04775e-07i,2.50598e-07+8.61679e-09i,2.52608e-08+6.8076e-08i,-2.14459e-07-1.45658e-07i,-3.64661e-08-5.38189e-08i,1.10917e-07+1.26295e-07i,-8.81643e-09+4.19804e-07i,6.46248e-08-8.33113e-07i,-9.43424e-08+5.07988e-07i,1.69197e-07-1.48211e-07i,-1.4489e-07+2.48363e-07i,-1.10578e-07-2.27784e-07i,1.97532e-07+8.12598e-08i,2.5908e-08-7.41095e-08i,-4.202e-08+1.20868e-07i,-1.37908e-07-2.20209e-07i,8.67015e-08+2.43072e-07i,-1.86965e-07-1.59291e-07i,2.57663e-07+8.77417e-08i,-3.23748e-08+1.16102e-07i,3.33323e-08-2.40323e-07i,1.05217e-07+1.30027e-07i,-1.50949e-07-4.55636e-08i,-3.33438e-07-2.01322e-07i,3.99238e-07+4.53084e-07i
-9.1833e-09+1.90346e-07i,-5.89964e-08-2.59737e-07i,7.83749e-08+3.89765e-07i,1.13311e-08-3.23789e-07i,-5.2822e-08+1.87826e-07i,-1.24293e-07-1.05379e-07i,4.07364e-07+4.90947e-08i,-3.28523e-07+1.04962e-07i,4.78125e-08-9.28092e-08i,-4.59636e-08-2.34714e-08i,2.2134e-07-1.68888e-07i,-1.06053e-07+2.87961e-07i,-9.31435e-08-2.60283e-07i,8.78964e-10+2.51484e-07i,1.63164e-07-8.84404e-08i,-1.56216e-07+7.67911e-08i,1.71766e-07-1.59563e-07i,-3.27162e-07+2.35783e-07i,1.63531e-07-4.27269e-07i,2.10307e-07+4.08242e-07i,-2.39846e-07-2.03941e-07i,3.35197e-08+2.39612e-08i,1.89017e-07+9.51907e-08i,-2.08094e-07+1.89374e-08i,3.60198e-08-2.0902e-07i,9.74507e-08-2.49639e-08i,-6.70287e-08+2.33286e-07i,-1.35802e-07-4.1276e-08i,1.37644e-07-1.83684e-08i,8.69661e-08-8.43152e-08i,-1.95003e-07+2.24291e-07i,1.46611e-07-1.71722e-07i,8.67708e-08-1.23092e-07i,-3.66532e-07+6.90946e-08i,2.68391e-07+1.95033e-07i,-1.07495e-07-2.90381e-07i,1.9105e-07+2.42388e-07i,-2.64765e-07+6.72806e-08i,2.95713e-07-2.19301e-07i,-1.51349e-07+2.53091e-08i,1.35669e-08-1.34199e-07i,-1.26107e-07+3.0061e-07i,9.78314e-08-2.16544e-07i,-3.31729e-10+3.05138e-07i,1.03568e-07-3.14367e-07i,-1.38214e-07-1.03676e-11i,7.3582e-08+3.49013e-07i,-1.38163e-07-4.1083e-07i,2.02835e-07+2.03025e-07i,-1.02145e-07-4.3243e-09i,6.99917e-08-6.90301e-08i,-9.05612e-08-6.6306e-08i,5.82436e-09+5.33446e-08i,3.65604e-08+3.08518e-07i,1.19114e-07-3.21762e-07i,-1.37365e-07+5.92961e-08i,-1.21982e-07-2.01697e-07i,2.10231e-07+4.43414e-07i,-1.01224e-07-2.89902e-07i,-3.20059e-08+5.06709e-08i,-1.8941e-08-1.02297e-07i,2.24371e-07+2.16104e-07i,-1.78239e-07-1.4266e-07i,-1.25062e-07+2.91877e-08i,4.01821e-07-1.66639e-07i,-4.67132e-07+3.42411e-07i,3.49863e-07-3.80371e-07i,-2.61623e-07+1.06866e-07i,2.58777e-07+2.81346e-07i,-1.27831e-07-1.50906e-07i,5.16401e-08+2.13236e-08i,-2.71684e-07-2.58344e-07i,3.90925e-07+4.14689e-07i,-1.80323e-07-3.38422e-07i,-1.25948e-07+5.5686e-08i,1.28972e-07+1.79046e-07i,2.71918e-09-1.7134e-08i,1.75259e-07-1.30244e-07i,-2.09143e-07+1.49269e-07i,-2.44269e-07-1.46118e-07i,4.45808e-07-3.06135e-08i,-1.87122e-07-1.2448e-08i,2.4975e-09+6.41382e-08i,1.79932e-07+1.56756e-07i,-1.84115e-07-3.01102e-07i,-4.14562e-08+2.82202e-07i,1.43169e-07-3.36831e-07i,-4.91822e-08+3.67111e-07i,-1.00979e-07-1.5594e-07i,8.58647e-08+1.83917e-07i,-1.99503e-07-4.98045e-07i,3.01715e-07+3.62149e-07i,-2.46394e-07-1.06487e-07i,1.44159e-07+1.89438e-07i,1.66056e-08-3.23387e-08i,-4.83708e-09-5.10329e-08i,3.9765e-09-1.62823e-07i,1.24625e-08+2.8846e-07i,9.35182e-08-1.96246e-07i,-2.08817e-07-1.06826e-07i,1.39337e-07+1.3936e-07i,-1.52099e-07+4.49403e-09i,-7.79341e-08-1.84812e-07i,2.21007e-07+2.2525e-07i,-9.87622e-10-5.85246e-08i,-1.71069e-07+9.6429e-08i,1.29277e-07-5.54825e-09i,3.45143e-08-1.31193e-07i,1.71693e-07+7.97944e-09i,-4.87098e-07-1.79404e-07i,4.22446e-07+5.91566e-07i,-9.21502e-08-3.72982e-07i,-2.38546e-07-2.37083e-07i,1.82162e-07+3.94965e-07i,-8.75571e-08-2.50358e-07i,1.20699e-07+1.62513e-07i,-1.30666e-08-1.92357e-07i,1.02614e-08+1.37084e-07i,-1.32629e-07+9.25229e-08i,2.40059e-07-1.74195e-07i,-1.18629e-07+6.49079e-08i,1.85827e-08+5.52308e-08i,-1.73176e-07-2.56861e-07i,1.12629e-07+3.32833e-07i,6.84052e-08-1.07147e-07i,-5.73845e-08+1.26685e-08i,4.46182e-08+4.58517e-09i,-4.65801e-08-1.63235e-07i
9.39926e-08+2.23453e-07i,-6.08511e-08-4.79236e-09i,1.393e-07-2.27747e-07i,-1.20117e-07+2.22365e-07i,4.69843e-08+4.92154e-09i,7.01039e-08-1.45183e-07i,-1.24181e-07+4.1744e-08i,-1.33703e-08-2.10397e-07i,1.84678e-07+2.6728e-07i,-5.95738e-08+9.48627e-08i,-1.55356e-07-4.85267e-08i,-7.67077e-08-2.41621e-07i,2.52826e-07+3.15625e-07i,-4.44473e-09-2.50253e-07i,-1.46261e-07-1.43467e-09i,4.43111e-08+1.49703e-07i,3.96845e-08-7.966e-08i,4.84368e-08-1.63801e-07i,-4.23224e-08+4.53449e-07i,-9.45218e-08-4.10666e-07i,-1.74869e-10+3.16206e-07i,1.02852e-07-3.62954e-07i,-1.52606e-07+2.58829e-07i,1.29051e-07-1.92025e-07i,-5.58938e-09+8.8117e-08i,-7.48089e-08+3.27446e-07i,2.30114e-07-3.89141e-07i,-1.15547e-07+5.81622e-08i,-9.90436e-08-7.33122e-08i,7.31209e-09+2.21014e-07i,-5.12545e-08-2.23635e-07i,8.69836e-08-2.86777e-09i,4.14449e-08+4.50287e-07i,1.47513e-07-4.80336e-07i,-3.42873e-07+1.09281e-07i,2.55769e-07+1.09709e-07i,-8.39275e-08-7.75311e-08i,5.98885e-08-1.96905e-07i,-2.30992e-07+2.49623e-07i,1.36343e-07+1.03485e-07i,-8.62874e-09-9.44531e-08i,7.34694e-08-1.46396e-07i,3.90223e-08+2.11145e-07i,-6.0824e-08-3.30833e-07i,-1.07883e-07+3.75932e-07i,1.36843e-07-8.25473e-08i,-3.19174e-08-3.22003e-07i,-6.24211e-08+1.96246e-07i,3.38356e-08+8.23414e-08i,2.38316e-07+1.89352e-08i,-4.34952e-07-7.417e-08i,2.92371e-07+9.23735e-08i,-1.15393e-07-1.29719e-07i,6.67234e-08-1.00998e-07i,-2.04179e-07+1.71326e-07i,2.55423e-07-5.94537e-09i,4.93341e-09+2.77337e-08i,-2.86354e-07-5.6734e-08i,3.58835e-07+1.52883e-07i,-2.07968e-07-2.67857e-07i,1.28305e-07+4.90595e-08i,-2.8969e-07+1.41821e-07i,2.69706e-07-1.02996e-07i,2.01322e-08+1.39878e-07i,-2.1437e-07-4.89716e-09i,3.70288e-07-2.05636e-07i,-3.80475e-07+1.39079e-07i,1.77606e-07+5.70624e-08i,-1.04175e-07-2.44835e-07i,4.65787e-08+1.15705e-07i,-1.97166e-09+1.31119e-07i,3.62795e-08+1.06356e-07i,-6.40291e-08-4.52439e-07i,2.25738e-07+3.98271e-07i,-2.83448e-07-6.19052e-08i,1.30405e-07-1.40252e-07i,1.63645e-07-2.28851e-08i,-3.24444e-07+2.85428e-08i,1.19451e-07+1.17366e-07i,1.95874e-07-3.28887e-08i,-4.48707e-07-1.05566e-07i,4.53709e-07+1.49679e-07i,-2.01795e-07-6.38805e-08i,-1.03512e-07-1.30776e-07i,1.86024e-07+4.09142e-07i,-7.08354e-09-5.0356e-07i,-1.7687e-07+5.00926e-07i,1.5162e-07-5.78477e-07i,1.68836e-08+3.1812e-07i,9.16088e-11-1.12928e-07i,3.1334e-08+2.4689e-07i,-2.81204e-07-2.0281e-07i,3.66438e-07+2.12384e-07i,-2.27579e-07-3.55091e-07i,-2.14964e-08+2.15701e-07i,2.038e-07-1.60624e-07i,-2.48622e-07+2.96059e-07i,1.14884e-07-2.33473e-07i,5.7978e-09+9.94627e-08i,3.77361e-08-4.9477e-09i,-5.68289e-08-1.36625e-07i,-1.0336e-08+2.72419e-07i,1.74627e-07-7.13867e-08i,-2.05607e-08-1.00322e-07i,-3.62859e-07-1.61148e-08i,3.44908e-07-1.2262e-07i,2.04017e-08+2.20453e-07i,-7.85634e-08-1.06347e-07i,-3.80855e-07+9.93211e-08i,6.61671e-07+3.01849e-08i,-4.7582e-07-2.81856e-07i,7.56299e-08+1.09895e-07i,1.82887e-07+4.75555e-07i,-9.90418e-08-6.8755e-07i,1.59665e-07+3.65109e-07i,-2.54819e-07-9.81191e-08i,3.06245e-08-2.70477e-08i,5.78403e-08+2.05764e-07i,9.94169e-08-2.994e-07i,-2.67722e-07+7.5075e-08i,2.75808e-07+2.28612e-07i,-2.21302e-07-2.78918e-07i,3.71779e-07+2.54033e-07i,-4.28418e-07-1.4052e-07i,1.53494e-07-1.24134e-07i,-3.47133e-08+2.59178e-07i,1.85356e-07-9.85545e-08i,-2.17443e-07-1.57876e-07i
