-4.09191e-07+0i,3.09186e-07-1.81421e-08i,-1.25936e-07-2.88111e-08i,-5.60943e-08-6.35505e-08i,1.70859e-07+1.23062e-07i,-4.59654e-08+7.21677e-08i,-5.23415e-08-1.66034e-07i,-2.61168e-07-3.95123e-08i,4.82019e-07+2.17677e-07i,-1.3938e-07-1.63847e-07i,-2.53869e-07+1.80233e-08i,2.3927e-07-7.68636e-08i,-1.52105e-07+3.06417e-07i,1.83093e-07-3.04714e-07i,-1.75832e-07+1.62135e-07i,1.78887e-07-1.88897e-07i,-1.80208e-07+1.45795e-07i,1.8253e-07-2.9089e-09i,-1.14007e-07+1.73246e-08i,-4.39819e-09-6.10253e-08i,1.52084e-07+8.03157e-08i,-2.39711e-07+3.94446e-08i,1.42146e-07-2.58887e-07i,-1.83201e-07+1.72566e-07i,1.70232e-07+2.51453e-08i,-9.22805e-08-2.13288e-08i,1.60127e-07+1.63548e-07i,-1.36078e-07-4.41478e-07i,1.14692e-07+3.83493e-07i,-1.09411e-08-9.11006e-08i,-1.05105e-07+1.72846e-08i,3.78521e-08+1.89091e-08i,7.84514e-08-2.67021e-07i,-7.5965e-08+2.94909e-07i,4.98348e-09-1.28631e-07i,-8.78575e-08+4.16531e-08i,2.69284e-07+8.14464e-08i,-2.62138e-07-1.91916e-07i,1.04627e-07+2.81261e-07i,-1.42625e-07-2.67756e-07i,1.95048e-07+6.32203e-08i,-7.33134e-08+8.97222e-08i,-1.04339e-07-1.34476e-07i,1.77704e-07+1.17789e-07i,-2.86496e-07-1.73321e-07i,6.68792e-07+3.25499e-07i,-6.65441e-07-3.13405e-07i,2.80065e-07+1.45199e-07i,-2.74849e-07+1.26772e-07i,2.36798e-07-2.57419e-07i,8.92943e-08+5.92348e-08i,-2.25544e-07-2.52102e-08i,2.64316e-07+1.70063e-07i,-3.63763e-07-8.01887e-08i,3.26813e-07-1.31267e-07i,-1.14451e-07+2.0063e-07i,5.13276e-08+4.73337e-08i,-1.01015e-07-4.06649e-07i,1.66237e-08+4.36106e-07i,1.33722e-08-2.13265e-07i,8.54274e-08+2.02407e-07i,-8.08471e-08-3.59475e-07i,-1.20456e-07+2.96445e-07i,3.73633e-07-1.08118e-07i,-4.94441e-07+0i,3.73633e-07+1.08118e-07i,-1.20456e-07-2.96445e-07i,-8.08471e-08+3.59475e-07i,8.54274e-08-2.02407e-07i,1.33722e-08+2.13265e-07i,1.66237e-08-4.36106e-07i,-1.01015e-07+4.06649e-07i,5.13276e-08-4.73337e-08i,-1.14451e-07-2.0063e-07i,3.26813e-07+1.31267e-07i,-3.63763e-07+8.01887e-08i,2.64316e-07-1.70063e-07i,-2.25544e-07+2.52102e-08i,8.92943e-08-5.92348e-08i,2.36798e-07+2.57419e-07i,-2.74849e-07-1.26772e-07i,2.80065e-07-1.45199e-07i,-6.65441e-07+3.13405e-07i,6.68792e-07-3.25499e-07i,-2.86496e-07+1.73321e-07i,1.77704e-07-1.17789e-07i,-1.04339e-07+1.34476e-07i,-7.33134e-08-8.97222e-08i,1.95048e-07-6.32203e-08i,-1.42625e-07+2.67756e-07i,1.04627e-07-2.81261e-07i,-2.62138e-07+1.91916e-07i,2.69284e-07-8.14464e-08i,-8.78575e-08-4.16531e-08i,4.98348e-09+1.28631e-07i,-7.5965e-08-2.94909e-07i,7.84514e-08+2.67021e-07i,3.78521e-08-1.89091e-08i,-1.05105e-07-1.72846e-08i,-1.09411e-08+9.11006e-08i,1.14692e-07-3.83493e-07i,-1.36078e-07+4.41478e-07i,1.60127e-07-1.63548e-07i,-9.22805e-08+2.13288e-08i,1.70232e-07-2.51453e-08i,-1.83201e-07-1.72566e-07i,1.42146e-07+2.58887e-07i,-2.39711e-07-3.94446e-08i,1.52084e-07-8.03157e-08i,-4.39819e-09+6.10253e-08i,-1.14007e-07-1.73246e-08i,1.8253e-07+2.9089e-09i,-1.80208e-07-1.45795e-07i,1.78887e-07+1.88897e-07i,-1.75832e-07-1.62135e-07i,1.83093e-07+3.04714e-07i,-1.52105e-07-3.06417e-07i,2.3927e-07+7.68636e-08i,-2.53869e-07-1.80233e-08i,-1.3938e-07+1.63847e-07i,4.82019e-07-2.17677e-07i,-2.61168e-07+3.95123e-08i,-5.23415e-08+1.66034e-07i,-4.59654e-08-7.21677e-08i,1.70859e-07-1.23062e-07i,-5.60943e-08+6.35505e-08i,-1.25936e-07+2.88111e-08i,3.09186e-07+1.81421e-08i
2.99997e-07-7.21186e-08i,-5.97085e-08+3.21739e-08i,7.51621e-08+1.90248e-08i,-2.01834e-08+1.331e-07i,-1.3523e-07-3.37041e-07i,-6.24641e-08+2.05571e-07i,2.94273e-07+2.07831e-08i,-1.2232e-07-8.29599e-09i,-1.32293e-07+1.43782e-07i,1.2127e-07-2.98261e-07i,1.95913e-07+1.44137e-07i,-2.33096e-07+2.64896e-07i,9.40328e-08-5.81044e-07i,-2.40175e-07+2.9617e-07i,1.92259e-07+1.15188e-07i,-3.93111e-08-1.19033e-07i,7.47299e-08+4.8482e-08i,1.019e-08-9.73832e-08i,-2.28371e-07+1.3928e-07i,1.93371e-07-1.24485e-07i,-4.29368e-08+1.34509e-07i,1.69731e-07-2.23351e-07i,-2.60151e-07+2.43658e-07i,1.15217e-07-6.94611e-08i,2.64464e-08-1.42581e-07i,3.1867e-08+2.31272e-07i,-2.27933e-07-2.95056e-07i,2.16847e-07+3.13235e-07i,-9.10866e-10-3.51188e-07i,-1.96473e-07+2.6604e-07i,1.91961e-07-9.45548e-09i,-4.2858e-08-1.29219e-07i,-1.61355e-08+2.72691e-07i,-1.01241e-07-2.42225e-07i,2.59468e-07+1.3985e-07i,-1.14651e-07-1.57182e-07i,-2.34168e-07-1.09949e-07i,3.56319e-07+3.93397e-07i,-3.06589e-07-3.69419e-07i,1.97693e-07+1.91079e-07i,-5.38535e-08+1.05191e-07i,9.30402e-08-2.54123e-07i,-6.16043e-08+1.67592e-07i,-7.39502e-08-4.4323e-08i,1.01881e-07+7.66119e-08i,-3.12856e-07-2.87124e-07i,3.63463e-07+4.23624e-07i,-7.61502e-08-2.93421e-07i,1.04838e-07-2.72277e-08i,-1.42203e-07+9.12473e-08i,-1.12616e-07+1.2597e-08i,1.65933e-07+8.41259e-08i,-8.24289e-08-1.44492e-07i,1.11041e-07+7.71378e-08i,-1.32953e-07-8.80575e-09i,4.73205e-08-8.79178e-08i,-5.78152e-08-6.62827e-09i,2.35672e-07+2.2122e-07i,-1.73571e-07-1.64111e-07i,-1.12887e-07+6.79469e-08i,1.15963e-07-1.52862e-07i,-4.77608e-09+2.72774e-07i,6.46473e-08-2.06916e-07i,-2.27428e-07-1.73789e-07i,3.33698e-07+4.37808e-07i,-2.61731e-07-3.34171e-07i,1.1072e-07+2.86358e-07i,7.82397e-08-3.27342e-07i,-2.50097e-07+1.6205e-07i,2.76176e-07-9.37143e-08i,-1.19323e-07+2.03833e-07i,5.74112e-09-1.28804e-07i,6.81604e-09-1.61476e-07i,8.50465e-08+3.08871e-07i,-3.19479e-07-1.54285e-07i,3.74692e-07-2.33426e-10i,-1.26956e-07+1.37125e-07i,4.19544e-08-1.62651e-07i,-1.44705e-07+1.67686e-07i,-1.96843e-08-2.83915e-07i,1.04302e-07+2.02653e-07i,-1.22867e-07-4.82524e-08i,4.76586e-07-1.42234e-07i,-4.86695e-07+3.14902e-07i,1.65193e-07-2.91106e-07i,-1.34997e-07+3.03071e-07i,1.605e-07-1.76364e-07i,-8.54586e-08-6.03836e-08i,-2.71185e-08+4.25636e-08i,6.7221e-08-1.04873e-07i,-6.00489e-08+1.22115e-07i,5.27239e-08+4.44845e-08i,-1.77592e-08-1.77984e-08i,-1.12622e-08+2.35538e-08i,3.43397e-08-1.60092e-07i,1.53587e-08+4.1202e-07i,-9.66708e-08-6.03787e-07i,1.47726e-07+3.24079e-07i,-1.13965e-07-8.06169e-08i,1.36455e-07+5.58005e-08i,-7.27645e-08+2.36002e-07i,-1.48949e-07-3.61766e-07i,1.76163e-07+7.31982e-08i,-2.35973e-08+5.6479e-09i,-1.61223e-07+7.36996e-08i,6.14117e-08+3.16665e-08i,-2.08387e-08-4.17467e-08i,2.41145e-07-2.02237e-07i,-1.75206e-07+4.32828e-07i,-2.27765e-08-3.59856e-07i,2.37721e-07+2.23721e-08i,-3.68837e-07+9.33922e-08i,3.96749e-07+5.53757e-08i,-3.42941e-07+3.42705e-08i,1.2146e-07-9.76197e-08i,-7.20651e-08-5.27443e-08i,6.15651e-08-1.64423e-08i,2.65966e-08+8.68319e-08i,-3.59316e-08+1.71655e-07i,1.50618e-07-4.42461e-07i,-3.86774e-07+2.67504e-07i,3.81709e-07+1.51591e-07i,-1.13929e-07-4.05026e-07i,-2.00475e-09+4.14862e-07i,-7.70902e-08-1.86364e-07i,4.68029e-08+1.58597e-07i,2.11182e-07-2.40403e-07i,-4.41122e-07+1.20395e-07i
-2.25283e-07+5.8161e-08i,-2.59962e-08-2.38774e-08i,2.89052e-08+4.64663e-08i,1.85007e-08-7.66597e-08i,-5.63083e-09+1.0123e-07i,2.76226e-07-2.10385e-08i,-4.6137e-07-4.25067e-08i,3.83803e-07+1.43807e-08i,-2.42034e-07-2.76276e-07i,-1.20259e-07+4.55655e-07i,1.10198e-07-8.48785e-08i,1.04151e-07-4.24388e-07i,-7.48974e-08+5.73314e-07i,4.68217e-08-2.02854e-07i,9.5328e-08-2.35345e-07i,-1.72821e-07+3.32273e-07i,6.33364e-08-2.19141e-07i,-7.62197e-08+1.79497e-07i,3.45655e-07-2.20774e-07i,-4.04789e-07+1.51386e-07i,6.69767e-08-6.28595e-08i,4.10618e-08+6.17219e-08i,1.57399e-08+6.10885e-08i,1.59987e-07-2.98545e-07i,-1.92229e-07+3.56844e-07i,1.48684e-08-2.79045e-07i,9.29124e-08+3.06257e-07i,-7.4887e-08-3.60978e-07i,-3.33559e-08+3.82443e-07i,6.22024e-08-1.93357e-07i,-6.19302e-08-1.67102e-07i,9.38449e-08+2.60883e-07i,-1.32073e-07-2.32248e-07i,2.18056e-07+1.63898e-07i,-3.4354e-07-9.15442e-08i,3.04785e-07+2.88995e-08i,1.14858e-08+1.91612e-07i,-3.08007e-07-2.33488e-07i,3.10566e-07+1.46191e-07i,-4.29092e-08-1.13346e-07i,-5.9796e-08-1.61184e-08i,-1.59956e-07+1.15915e-07i,1.92882e-07+3.25153e-08i,-1.73608e-08-2.24081e-07i,9.30587e-08+1.04724e-07i,-9.57863e-08+6.20705e-08i,9.69443e-08-1.68515e-07i,-3.38296e-07+1.91887e-07i,1.5798e-07-1.29416e-08i,-1.07978e-07+6.19964e-08i,3.6253e-07-1.82536e-07i,-6.41193e-08-3.62208e-09i,-2.576e-07+1.9708e-07i,1.24325e-07-2.71866e-07i,4.77161e-08+1.09175e-07i,-1.39325e-07+2.18028e-07i,1.55278e-07-1.63023e-07i,-1.78819e-07-9.6585e-09i,2.11383e-07-9.03619e-08i,-4.4766e-08+2.69564e-08i,-4.65552e-08+2.07377e-07i,8.20961e-08-3.33429e-07i,-8.14654e-08+2.98007e-07i,-6.7587e-08-1.08696e-08i,5.58218e-08-2.07422e-07i,1.69791e-08+1.88597e-07i,2.29932e-08-1.3994e-07i,-5.9793e-08+1.31914e-07i,1.57357e-07-1.24198e-07i,-3.53335e-07+5.5276e-09i,3.10917e-07+1.82518e-07i,-5.64751e-08-2.80858e-07i,-2.67404e-08+1.97009e-07i,-4.85942e-08+2.11593e-08i,2.43048e-07-3.93537e-08i,-3.10732e-07-1.03205e-07i,2.46433e-08-1.36201e-07i,1.10398e-07+4.05751e-07i,4.82642e-08-4.01987e-07i,-7.39576e-08+3.9432e-07i,7.96224e-08-3.2833e-07i,-1.0229e-07+1.70617e-07i,-3.78531e-09+1.46636e-07i,-1.26353e-07-2.88442e-07i,2.62377e-07+1.79229e-07i,-1.07724e-07-2.84524e-07i,4.16651e-08+1.64984e-07i,-5.96648e-09+1.78846e-07i,-1.96628e-08-1.60001e-07i,-6.07274e-08+1.57795e-07i,1.80512e-08-1.00613e-07i,1.18535e-07-2.24564e-07i,-1.10123e-07+3.30919e-07i,8.64574e-08-2.32955e-07i,-1.17262e-07+1.02114e-07i,6.07613e-08-2.6688e-07i,9.64481e-08+6.512e-07i,-2.74934e-07-4.95652e-07i,2.32419e-07+1.47248e-07i,-8.52527e-08-1.60064e-07i,-7.59326e-08+1.59795e-07i,2.7231e-07-1.39909e-08i,-3.42434e-07-8.83756e-08i,2.28524e-07+1.95571e-07i,-1.07744e-08-1.67773e-07i,-1.13644e-07-1.38406e-10i,2.62363e-07-1.50395e-08i,-3.02084e-07+1.54763e-07i,1.36305e-07-3.58866e-07i,-9.78809e-08+3.50354e-07i,-3.1657e-08+1.23031e-07i,3.13906e-07-3.26656e-07i,-3.76994e-07+1.41388e-07i,2.0057e-07-2.03581e-07i,-1.44668e-07+2.91631e-07i,2.31746e-07-1.15488e-07i,-5.60756e-08-6.74517e-08i,-2.25721e-07+7.65603e-08i,2.29866e-07-4.55359e-08i,-9.32955e-08+1.53792e-07i,1.0242e-07-9.61168e-08i,-2.23736e-07-2.29602e-07i,1.89043e-07+4.90186e-07i,-7.02838e-08-4.71313e-07i,6.34741e-08+2.24724e-07i,1.19e-07-3.43161e-07i,-4.21845e-07+6.0867e-07i,4.62486e-07-3.59229e-07i
2.31243e-07+1.48377e-07i,-5.47596e-08+3.03528e-08i,9.82289e-08-2.71137e-07i,-1.60965e-07+8.39983e-08i,1.00005e-07+1.32795e-07i,-3.16375e-07-1.40595e-07i,5.31905e-07+8.7964e-08i,-3.89201e-07-3.59545e-08i,1.72267e-07+1.52255e-07i,1.15269e-07-2.69553e-07i,-1.39468e-07-3.89568e-08i,-1.77984e-07+4.11309e-07i,1.90163e-07-3.35624e-07i,1.01658e-07+1.09626e-07i,-2.89942e-07+2.78031e-08i,3.47179e-07-2.69651e-07i,-3.20263e-07+4.63876e-07i,1.56657e-07-3.15718e-07i,-1.4616e-07+1.46412e-07i,3.74104e-07-3.78725e-08i,-2.79358e-07-1.94794e-07i,6.39259e-09+2.09991e-07i,4.93212e-08-1.82843e-07i,-1.36834e-07+2.3739e-07i,1.20364e-07-9.03548e-08i,-6.26141e-09+3.0825e-08i,-7.69375e-10-1.83161e-07i,-3.00935e-08+4.08671e-07i,-1.08325e-07-3.74348e-07i,3.39885e-07-1.34091e-07i,-2.16784e-07+4.95394e-07i,2.33027e-08-3.19495e-07i,5.96849e-09+1.81707e-08i,-2.91335e-08+1.48375e-07i,9.12673e-08-1.69576e-07i,-1.93694e-07+1.56455e-07i,3.80891e-08-1.51438e-07i,2.81169e-07+4.61566e-08i,-1.32239e-07-1.33849e-07i,-2.43882e-07+3.55945e-07i,1.19213e-07-2.34505e-07i,2.05703e-07-8.48451e-08i,-2.19396e-07-5.33926e-08i,4.07882e-08+3.17704e-07i,-1.46515e-07-4.29548e-08i,3.28674e-07-9.49528e-08i,-3.0004e-07-5.15848e-08i,2.10084e-07+2.65976e-08i,1.72075e-07-1.46195e-08i,-1.28732e-07-9.97832e-08i,-2.84188e-07+4.08514e-07i,-6.94257e-10-3.94475e-07i,2.79369e-07-7.34397e-08i,-1.15523e-07+3.30336e-07i,4.3383e-08-9.05876e-08i,4.38423e-08-1.60479e-07i,-1.0493e-07+9.90814e-08i,8.76505e-08-4.44058e-08i,-1.62981e-07+1.16754e-07i,2.63138e-07+5.45545e-08i,-2.97375e-07-2.81928e-07i,4.65568e-08+3.353e-07i,1.10641e-07-3.63934e-07i,8.48356e-08+1.76755e-07i,-9.76838e-08+1.52132e-07i,-4.59828e-08-3.32124e-07i,6.63771e-08+2.2865e-07i,-1.25987e-07+1.90849e-09i,1.19894e-07-1.81663e-08i,2.0877e-07+8.08949e-08i,-3.72318e-07-3.02764e-07i,1.2113e-07+2.93261e-07i,3.50592e-08+2.52361e-08i,-8.224e-09-3.76251e-07i,-1.57545e-07+2.66501e-07i,2.32284e-07+1.03379e-07i,2.10043e-08+4.38231e-08i,-1.22438e-07-4.03082e-07i,5.23983e-08+5.01604e-07i,-5.43933e-08-4.27427e-07i,-1.18316e-07+3.60089e-07i,1.98538e-07-3.00151e-07i,-8.36981e-08+6.94791e-08i,2.24118e-07-1.99522e-08i,-3.00612e-07+1.87835e-07i,1.25326e-07-1.3128e-07i,-8.71193e-08+1.00777e-07i,1.35494e-07-3.06524e-07i,-7.91719e-08+3.55311e-07i,-6.36552e-08-1.57444e-07i,2.21509e-07-1.35683e-07i,-1.88963e-07+3.97067e-07i,-1.00564e-07-5.48647e-07i,2.43455e-07+4.42432e-07i,-1.53661e-07-3.59251e-08i,8.08664e-08-3.6807e-08i,-8.68039e-08-2.54441e-07i,2.34617e-07+2.44285e-07i,-3.4713e-07-1.08935e-07i,1.87163e-07+2.20766e-07i,6.65031e-08-3.81476e-07i,-2.44883e-07+2.40111e-07i,3.49189e-07+1.43968e-07i,-2.29996e-07-3.67142e-07i,-1.7235e-08+2.62339e-07i,2.35479e-07-2.9132e-08i,-3.28848e-07-9.89311e-09i,9.43857e-08+3.78848e-08i,5.15226e-08+1.42314e-08i,1.40557e-07-1.63619e-07i,-1.18662e-07-8.52908e-08i,-9.75413e-08+2.62593e-07i,-5.88484e-08-8.42501e-08i,3.19735e-07-5.38988e-09i,-1.13518e-07-3.9563e-09i,-1.00922e-07-6.73611e-08i,-8.26624e-08+2.5537e-07i,3.11409e-07-2.15961e-07i,-2.98485e-07-2.06492e-07i,1.03152e-07+4.09544e-07i,8.51366e-08-1.77324e-07i,1.19072e-08+9.03383e-08i,-2.87873e-07-3.10835e-07i,3.27449e-07+3.00479e-07i,-7.89128e-08-1.33457e-07i,-2.76197e-07+3.6076e-07i,3.97367e-07-6.0253e-07i,-3.5047e-07+2.5382e-07i
-3.20669e-07-2.16451e-07i,2.58683e-07+8.42197e-08i,-1.83392e-07+1.63711e-07i,8.88273e-08+2.12899e-08i,-2.12349e-10-1.69464e-07i,2.49811e-07-6.14779e-08i,-5.3495e-07+8.86045e-08i,3.11395e-07+2.10623e-07i,8.35276e-08-3.70304e-07i,-1.76924e-07+2.66154e-07i,8.57722e-09-7.96136e-08i,2.78523e-07+4.21509e-09i,-2.43884e-07-3.98127e-08i,-1.70567e-07-2.70405e-10i,3.89654e-07-3.92851e-08i,-4.79067e-07+2.94701e-07i,5.04114e-07-4.907e-07i,-2.04455e-07+2.56826e-07i,-4.40017e-08+3.69128e-08i,-1.78231e-07-1.30295e-07i,3.25612e-07+2.34788e-07i,-9.15985e-08-1.87045e-07i,-7.71609e-08+6.60371e-08i,5.79023e-08+1.09533e-07i,9.01571e-08-2.92108e-07i,-1.11294e-07+1.75386e-07i,5.45947e-08+9.25757e-08i,-7.94079e-08-4.444e-07i,3.06096e-07+4.94035e-07i,-6.06467e-07+1.21499e-08i,4.27622e-07-3.02935e-07i,-1.70806e-07+2.01599e-07i,1.86836e-07-4.40956e-08i,-1.61223e-07-3.9394e-08i,8.35015e-08+6.68622e-09i,2.53148e-08-4.94826e-08i,1.8789e-08+8.65487e-08i,-3.09966e-07-3.29378e-08i,1.86913e-07+6.26074e-08i,1.84878e-07-2.14822e-07i,-1.45781e-07+2.87883e-07i,1.04958e-08-1.55505e-07i,7.00819e-08+1.80506e-07i,-2.80616e-08-1.97134e-07i,6.75799e-10-1.67751e-07i,-1.29918e-07+2.1396e-07i,2.94198e-08+1.25254e-07i,2.16113e-07-1.42265e-07i,-4.55211e-07-5.77561e-09i,4.06878e-07+1.4321e-07i,-2.24864e-08-4.13633e-07i,-4.54842e-08+4.96605e-07i,-1.01535e-08-1.71015e-07i,1.74058e-08-1.07422e-07i,-2.25988e-07+1.79791e-07i,1.7254e-07-1.58321e-07i,1.10522e-07-7.12363e-08i,-2.26912e-07+2.28085e-07i,2.39411e-07-2.2425e-07i,-3.79198e-07+1.7933e-07i,5.35689e-07+3.19729e-08i,-2.75911e-07-2.20245e-07i,1.17829e-08+2.23274e-07i,1.52004e-08-5.71034e-08i,-2.69958e-07-3.01106e-07i,4.56294e-07+5.831e-07i,-3.56941e-07-4.03712e-07i,4.18861e-07+1.23999e-08i,-3.93629e-07+3.92801e-08i,-4.42106e-08-1.46096e-09i,2.84704e-07+1.24902e-07i,-6.56202e-08-7.65353e-09i,-9.66632e-08-2.44453e-07i,9.68573e-08+3.45517e-07i,1.9613e-09-1.73163e-07i,-1.44208e-07-2.37438e-07i,-1.69966e-08+3.049e-07i,1.62178e-07+1.95626e-08i,-5.10042e-08-2.2708e-07i,-2.9434e-08+1.4621e-07i,2.05449e-07-1.17599e-07i,-2.18255e-07+2.51648e-07i,-4.2984e-09-2.71706e-07i,3.54052e-09+1.78343e-07i,5.43622e-08-2.22848e-07i,-6.41756e-08+3.59692e-07i,8.56049e-08-2.01901e-07i,-1.36117e-07+3.76534e-08i,1.59672e-07-9.58245e-08i,1.14342e-07-2.17824e-08i,-3.52247e-07+2.15559e-07i,9.3438e-08-1.66373e-07i,2.8835e-07+2.31057e-07i,-3.33176e-07-3.17743e-07i,2.62554e-07-4.65688e-08i,-2.66105e-07+1.99974e-07i,2.76792e-07+1.78934e-08i,-3.47169e-07-8.22604e-08i,3.9737e-07+1.44234e-07i,-3.57483e-07-2.88235e-07i,2.24624e-07+3.41595e-07i,1.79396e-07-1.67483e-07i,-5.69616e-07-7.90437e-08i,3.99517e-07+1.85068e-07i,1.76707e-08-1.1797e-07i,-2.84423e-07-1.0991e-08i,3.59837e-07+2.45075e-08i,-1.04577e-07-6.07094e-08i,-1.26204e-07+7.2415e-08i,6.82492e-08-9.02353e-08i,-7.12641e-09+2.64438e-07i,-9.16667e-08-2.75986e-07i,3.7704e-07-6.03984e-09i,-5.13123e-07+1.53393e-07i,3.28986e-07-1.56721e-07i,-2.38155e-07+3.23466e-07i,3.94009e-07-4.47772e-07i,-4.8419e-07+2.71689e-07i,3.82109e-07+2.16184e-07i,-1.22502e-07-5.38724e-07i,-2.27984e-07+3.09665e-07i,1.59359e-07-8.92774e-08i,2.8737e-07+2.1739e-07i,-3.27507e-07-2.20152e-07i,-1.1924e-07+9.86248e-08i,3.8789e-07-1.08624e-07i,-2.7683e-07+1.96969e-08i,2.44285e-07+1.26059e-07i
3.84411e-07+3.06536e-07i,-3.93984e-07-2.77688e-07i,2.39518e-08+8.59035e-08i,2.74954e-07-3.35261e-08i,-1.63149e-07+5.59192e-08i,-1.87463e-07+1.21861e-07i,3.3194e-07-1.54543e-07i,-1.03124e-07-2.21414e-07i,-1.93999e-07+5.35347e-07i,1.29002e-07-3.61487e-07i,9.25285e-08+2.23247e-07i,-1.72488e-07-2.82323e-07i,1.33128e-07+1.9486e-07i,1.53331e-07-7.70732e-08i,-3.50362e-07+1.33204e-07i,3.60097e-07-1.82965e-07i,-2.78413e-07+1.56284e-07i,6.92441e-08-1.55371e-07i,3.17884e-09+1.12594e-07i,1.23312e-07-5.80786e-08i,-2.69225e-07+1.46112e-07i,9.6321e-08-2.20956e-07i,2.2136e-07+2.64403e-07i,-1.13945e-07-4.43393e-07i,-1.55551e-07+4.69709e-07i,1.6158e-07-2.3959e-07i,-1.93237e-07-2.97405e-08i,2.60127e-07+3.24254e-07i,-3.5738e-07-3.81106e-07i,4.32351e-07+1.64005e-07i,-2.21308e-07-1.03611e-07i,1.52368e-07+1.36687e-07i,-2.64782e-07-5.09282e-08i,2.38133e-07-2.84549e-07i,-1.75663e-07+4.52309e-07i,3.58489e-08-1.08007e-07i,5.35013e-08-9.57396e-08i,9.45666e-08+2.48873e-09i,-1.45981e-09+1.39965e-07i,-1.07993e-07-1.12407e-07i,-9.35238e-08-2.23555e-07i,6.95916e-08+4.25445e-07i,-4.54542e-08-3.41161e-07i,4.66018e-08+8.82354e-08i,9.19396e-08+2.36414e-07i,-7.82278e-08-2.10462e-07i,1.39842e-07-1.03795e-07i,-2.2938e-07+1.3507e-07i,1.36747e-07+7.38172e-08i,-1.25631e-07-1.58484e-07i,7.58569e-08+2.2901e-07i,8.68276e-08-2.62195e-07i,-1.6538e-07+9.01663e-08i,2.4694e-08+1.17182e-07i,2.93811e-07-3.09452e-07i,-1.24401e-07+2.45763e-07i,-2.80162e-07+1.50478e-07i,1.87942e-07-2.63633e-07i,-6.66627e-08+2.51427e-07i,2.58317e-07-4.29813e-07i,-4.74088e-07+2.01957e-07i,4.12389e-07+1.60679e-07i,-2.60336e-07-1.4901e-07i,1.5425e-07+1.04144e-07i,2.87009e-07+1.19584e-07i,-6.2231e-07-4.23694e-07i,5.05255e-07+2.48133e-07i,-5.06291e-07+4.60465e-10i,4.51599e-07+1.6736e-07i,-9.75045e-08-2.31657e-07i,-8.86999e-08-3.96575e-08i,-6.93363e-10+2.89624e-08i,-2.46716e-08+2.65827e-07i,7.26011e-08-3.06291e-07i,-4.90542e-08+4.87795e-08i,2.22527e-07+3.25166e-07i,-1.67155e-07-5.54055e-07i,3.65216e-08+3.83886e-07i,-2.48113e-07-7.0723e-08i,3.74873e-07-7.00093e-08i,-2.7404e-07+8.04905e-08i,1.07992e-07-1.12993e-07i,-8.23668e-08+1.93624e-07i,1.02905e-07-1.11432e-07i,-2.4384e-08+1.24862e-07i,2.12699e-08-3.36565e-07i,-8.13441e-08+1.40786e-07i,2.41038e-07+1.53373e-07i,-4.23406e-07-5.75944e-09i,1.23921e-07-1.09516e-07i,2.70084e-07+6.0887e-09i,-8.61551e-09-1.22493e-07i,-2.74522e-07+2.11072e-07i,1.66697e-07-5.8813e-08i,-1.27775e-07+2.15522e-07i,1.04107e-07-3.88946e-07i,-5.2619e-08+2.55595e-07i,6.45691e-08-1.41041e-07i,-9.05468e-08+4.36666e-08i,2.29034e-07+1.14177e-07i,-2.16975e-07-1.71599e-07i,-1.95285e-07+1.54201e-08i,5.44743e-07+5.33261e-09i,-4.22483e-07+1.30214e-08i,2.07663e-07+1.45151e-08i,-1.17997e-07+1.305e-07i,-4.11284e-08-1.55369e-07i,7.17318e-08-2.42687e-09i,7.6467e-08+5.51968e-09i,-1.98314e-07+2.52606e-07i,6.29118e-08-4.86022e-07i,1.96378e-07+3.17146e-07i,-2.55509e-07+1.50589e-07i,1.85814e-07-2.51408e-07i,-1.63082e-07+1.98656e-07i,3.25372e-07-4.50439e-07i,-6.048e-07+5.52619e-07i,5.99704e-07-2.69859e-07i,-3.09606e-07-1.60473e-07i,3.10191e-08+2.72915e-07i,2.47278e-07-4.74181e-08i,-2.24132e-07+5.70568e-08i,-1.35374e-07-1.83044e-07i,1.07779e-07+7.52542e-08i,2.78919e-07+8.10738e-08i,-2.90147e-07-2.33306e-07i,1.60065e-07+4.95622e-07i,-2.16179e-07-4.79672e-07i
