1.30698e-07+0i,-2.49363e-07+1.73502e-07i,3.99874e-07+2.24404e-08i,-1.73816e-07-1.14705e-07i,-2.82223e-07+5.78606e-09i,6.21179e-07+5.10323e-09i,-4.14693e-07+6.79791e-08i,-1.26571e-08+1.97354e-08i,-1.89809e-07-2.01485e-07i,2.9133e-07+4.89143e-07i,-1.47174e-07-5.68036e-07i,4.44973e-07+1.41714e-08i,-5.21269e-07+4.78742e-07i,-8.0311e-08-3.25111e-07i,3.28684e-07-1.44662e-07i,3.19161e-07+3.51543e-07i,-6.05085e-07-4.4411e-08i,4.25422e-07-2.51094e-07i,-7.60022e-07+1.6502e-07i,8.74998e-07+1.35631e-07i,-2.68694e-07-3.62512e-07i,-2.68124e-08+1.926e-07i,-1.63321e-07-1.5671e-07i,3.3461e-07+2.47404e-07i,-4.30832e-07-1.52529e-07i,2.25684e-07+1.91122e-07i,-3.84251e-08-3.02293e-07i,1.19644e-07+5.53806e-07i,-1.72675e-07-4.39259e-07i,-3.26893e-08-1.09641e-07i,4.93396e-07+7.83963e-08i,-5.74074e-07+1.95294e-07i,3.10239e-07-2.95326e-08i,-4.24026e-07-8.80739e-08i,4.41512e-07-1.28519e-07i,-1.03195e-07+3.39353e-07i,1.28433e-07-3.60859e-07i,-3.83854e-07+3.75379e-07i,3.46624e-07-2.04727e-07i,-1.19891e-07-1.39831e-07i,3.36947e-08+4.92015e-08i,-1.74938e-07+5.82391e-08i,1.47033e-07+2.38825e-08i,2.52549e-07+2.77875e-07i,-3.90972e-07-3.64527e-07i,2.28404e-07-1.35925e-07i,-2.15509e-07+4.66689e-07i,2.45847e-08-3.57569e-07i,1.00008e-07+1.50027e-07i,1.06672e-07+8.10315e-08i,-2.74017e-07-1.97865e-07i,3.89397e-07+2.32225e-07i,-4.66349e-07-4.61406e-07i,2.73717e-07+4.95152e-07i,1.28914e-07-3.0948e-07i,-8.92832e-08+4.82137e-07i,2.80633e-08-5.37215e-07i,-1.59822e-07+1.76751e-09i,2.69747e-08+3.97869e-07i,8.95592e-09-2.45156e-07i,-3.6523e-08-7.87634e-08i,2.07493e-08+2.91377e-07i,1.37319e-07-3.8558e-07i,-9.78248e-08+2.62631e-07i,4.00275e-09+0i,-9.78248e-08-2.62631e-07i,1.37319e-07+3.8558e-07i,2.07493e-08-2.91377e-07i,-3.6523e-08+7.87634e-08i,8.95592e-09+2.45156e-07i,2.69747e-08-3.97869e-07i,-1.59822e-07-1.76751e-09i,2.80633e-08+5.37215e-07i,-8.92832e-08-4.82137e-07i,1.28914e-07+3.0948e-07i,2.73717e-07-4.95152e-07i,-4.66349e-07+4.61406e-07i,3.89397e-07-2.32225e-07i,-2.74017e-07+1.97865e-07i,1.06672e-07-8.10315e-08i,1.00008e-07-1.50027e-07i,2.45847e-08+3.57569e-07i,-2.15509e-07-4.66689e-07i,2.28404e-07+1.35925e-07i,-3.90972e-07+3.64527e-07i,2.52549e-07-2.77875e-07i,1.47033e-07-2.38825e-08i,-1.74938e-07-5.82391e-08i,3.36947e-08-4.92015e-08i,-1.19891e-07+1.39831e-07i,3.46624e-07+2.04727e-07i,-3.83854e-07-3.75379e-07i,1.28433e-07+3.60859e-07i,-1.03195e-07-3.39353e-07i,4.41512e-07+1.28519e-07i,-4.24026e-07+8.80739e-08i,3.10239e-07+2.95326e-08i,-5.74074e-07-1.95294e-07i,4.93396e-07-7.83963e-08i,-3.26893e-08+1.09641e-07i,-1.72675e-07+4.39259e-07i,1.19644e-07-5.53806e-07i,-3.84251e-08+3.02293e-07i,2.25684e-07-1.91122e-07i,-4.30832e-07+1.52529e-07i,3.3461e-07-2.47404e-07i,-1.63321e-07+1.5671e-07i,-2.68124e-08-1.926e-07i,-2.68694e-07+3.62512e-07i,8.74998e-07-1.35631e-07i,-7.60022e-07-1.6502e-07i,4.25422e-07+2.51094e-07i,-6.05085e-07+4.4411e-08i,3.19161e-07-3.51543e-07i,3.28684e-07+1.44662e-07i,-8.0311e-08+3.25111e-07i,-5.21269e-07-4.78742e-07i,4.44973e-07-1.41714e-08i,-1.47174e-07+5.68036e-07i,2.9133e-07-4.89143e-07i,-1.89809e-07+2.01485e-07i,-1.26571e-08-1.97354e-08i,-4.14693e-07-6.79791e-08i,6.21179e-07-5.10323e-09i,-2.82223e-07-5.78606e-09i,-1.73816e-07+1.14705e-07i,3.99874e-07-2.24404e-08i,-2.49363e-07-1.73502e-07i
-1.13105e-07+1.52586e-07i,2.93842e-07-2.4525e-07i,-1.21024e-07+1.01224e-07i,1.07637e-07-1.07839e-07i,-1.12023e-07+2.05859e-08i,-2.97001e-07+1.88529e-07i,3.04291e-07-8.6323e-08i,2.04166e-07+3.17015e-08i,-2.56242e-07-1.36411e-07i,2.52555e-07+9.80109e-08i,-1.12139e-07+1.18657e-07i,-3.43032e-07-1.93973e-07i,2.16117e-07-9.71087e-08i,2.74529e-07+1.03906e-08i,-4.02962e-07+3.98796e-07i,8.75981e-08-2.46729e-07i,1.04809e-07-6.38601e-08i,-9.32551e-09+2.39514e-07i,9.44981e-08-3.00219e-07i,-3.5379e-07-7.14306e-08i,3.52904e-07+3.20619e-07i,-9.74013e-08-7.73848e-08i,1.69934e-07+2.90129e-08i,-3.45215e-07-2.04032e-07i,4.36912e-07+3.00541e-07i,-4.08229e-07-1.89224e-07i,4.45581e-08-1.49438e-07i,1.62872e-07+7.10456e-08i,-7.52137e-08+7.12364e-08i,1.82364e-07+9.47639e-08i,-5.06362e-07-3.54418e-08i,3.78313e-07+4.42573e-08i,-1.67676e-07-2.71024e-07i,3.48277e-07+2.94344e-07i,-1.25235e-07+9.69796e-09i,-2.88411e-07-2.98387e-07i,-3.02348e-09+1.97635e-07i,4.66648e-07-1.11605e-07i,-4.19762e-07+3.65674e-07i,1.52759e-07-3.10299e-07i,3.04109e-07+8.2575e-08i,-4.95797e-07+1.83204e-08i,2.99478e-07-2.9408e-08i,-4.81314e-07-2.98009e-07i,4.74736e-07+3.90111e-07i,3.55766e-09-4.42291e-08i,-1.65894e-07-2.34597e-07i,2.8549e-07+1.31751e-07i,-4.21948e-07+1.35653e-07i,1.929e-07-4.30489e-07i,4.5718e-08+4.07284e-07i,-5.51089e-08-8.17707e-08i,1.23257e-07+2.18607e-07i,-2.30759e-07-2.76197e-07i,-1.61045e-08+2.26716e-07i,1.23153e-07-6.99858e-07i,4.44523e-08+6.76504e-07i,-1.87437e-07+1.33571e-08i,3.4268e-07-2.29368e-07i,-3.86952e-07-8.12612e-09i,2.71762e-07+1.92897e-07i,-5.38638e-08-2.60615e-07i,-9.70252e-08+3.89263e-07i,4.07962e-08-3.99228e-07i,1.52955e-07+1.17428e-07i,-1.25566e-07+7.02688e-09i,1.53687e-07-4.69791e-08i,-3.77827e-07+1.99061e-07i,1.32053e-07-6.33987e-09i,2.41228e-07-1.87588e-07i,-3.52741e-07-7.02467e-08i,4.22432e-07+2.99091e-07i,-2.11422e-07-1.24989e-07i,1.11945e-07-1.07451e-07i,-6.58224e-08-6.99558e-10i,-3.74847e-07+1.73883e-07i,7.09341e-07-2.63391e-07i,-7.71804e-07+4.86727e-08i,6.09563e-07+3.87396e-07i,-2.17212e-07-4.42172e-07i,-8.78912e-08+3.76778e-07i,-3.29065e-08-4.47003e-07i,3.2958e-07+4.33376e-07i,-4.13272e-07-2.41574e-07i,3.17826e-07-1.44379e-07i,-2.05268e-07+4.66485e-07i,-4.02096e-09-5.67565e-07i,3.28066e-07+4.72513e-07i,-2.83722e-07+3.16655e-08i,9.56525e-08-3.98904e-07i,-9.9806e-08+3.12864e-08i,8.12275e-08+3.13607e-07i,-2.16249e-07-2.78501e-07i,4.23663e-07+5.75126e-08i,-4.42092e-07+2.81584e-07i,2.51791e-07-4.08799e-07i,-1.6242e-07+1.51208e-09i,2.68835e-07+6.43358e-07i,-2.17379e-07-5.89068e-07i,2.9681e-08+1.81019e-07i,1.68304e-07-3.65642e-07i,-2.03219e-07+5.24602e-07i,-1.12944e-07-2.43116e-07i,2.16658e-07-8.35231e-08i,1.77519e-07-2.56824e-08i,-5.14859e-07+5.43902e-07i,4.80568e-07-5.44745e-07i,-8.28936e-08+2.97675e-07i,2.52495e-07-2.73393e-07i,-1.01296e-06+2.80357e-07i,1.11068e-06-2.20789e-07i,-8.07959e-07+1.69328e-08i,8.72871e-07-1.68046e-07i,-7.61635e-07+2.4176e-07i,1.64275e-07+3.02051e-07i,-6.40859e-09-5.85682e-07i,3.80887e-07+4.3159e-07i,-4.01331e-07-1.3438e-07i,8.82208e-08-4.32044e-07i,-2.14299e-07+6.00036e-07i,3.67549e-07-3.00074e-07i,-1.06855e-07+3.5232e-08i,4.48234e-08+7.7993e-08i,-1.88771e-07+6.4738e-08i,2.3922e-07-8.22271e-08i,-1.11709e-07-1.60308e-07i,1.04392e-07+2.67125e-07i,-1.78177e-07-1.15938e-07i
-4.14749e-08-4.40425e-08i,-9.79354e-08+3.80385e-08i,-2.90383e-07-4.73609e-08i,1.28246e-08+3.48199e-07i,5.36435e-07-3.55485e-07i,-4.9701e-07+1.6726e-07i,3.20818e-07-2.41256e-07i,-3.51085e-07+1.21774e-08i,4.04369e-07+4.47809e-07i,-5.21313e-07-6.73031e-07i,4.01119e-07+4.56943e-07i,-1.10421e-07+5.99261e-08i,1.26971e-07-6.49563e-08i,-1.35578e-07+3.95173e-08i,1.51257e-07-3.72073e-07i,-1.54048e-07+1.49858e-07i,-5.18196e-08+7.21342e-08i,9.98283e-08+7.30078e-08i,-3.43062e-08-1.03533e-07i,2.78622e-07+2.60978e-07i,-4.49287e-07-3.43526e-07i,3.06172e-07+8.51686e-08i,-4.1119e-07+8.60812e-08i,4.32372e-07-6.85659e-09i,-3.70152e-07-1.15667e-07i,3.88399e-07+3.13656e-08i,3.66899e-09+3.00965e-07i,-3.58091e-07-3.76423e-07i,3.35251e-07+2.97577e-07i,-2.93297e-07-4.07519e-08i,4.18506e-07-4.23139e-07i,-3.44936e-07+1.61916e-07i,2.28386e-07+4.7861e-07i,-1.66702e-07-6.41123e-07i,-2.93953e-07+2.93053e-07i,5.15043e-07+1.03993e-07i,-1.05424e-07-8.09484e-08i,-2.49292e-07+7.79249e-08i,3.36016e-07-1.89193e-07i,-3.34063e-07-6.93658e-08i,-1.37187e-07+1.63582e-07i,6.40724e-07-1.99771e-08i,-7.09529e-07-6.14139e-08i,7.56344e-07+3.29185e-07i,-4.69226e-07-3.84835e-07i,-1.20137e-08+2.45125e-07i,7.04964e-08-3.83335e-08i,-8.48985e-09-1.76991e-07i,9.15051e-08+1.08347e-07i,-4.01457e-08+1.21129e-07i,-8.66889e-08-5.42492e-08i,-1.06383e-07-2.53512e-07i,1.38425e-07+8.92884e-08i,2.50401e-07+1.60071e-07i,-2.20866e-07-1.54131e-07i,1.70567e-08+3.72214e-07i,-1.3132e-07-4.09112e-07i,1.36649e-07+1.34664e-07i,-5.26136e-08-1.20917e-07i,1.24703e-07+1.81973e-07i,-1.34263e-07-1.66544e-07i,1.54193e-07+1.64556e-07i,-2.48619e-07-1.27686e-07i,3.71628e-07-1.58379e-07i,-5.41669e-07+5.1269e-07i,3.864e-07+9.50784e-09i,-3.93181e-07-4.40474e-07i,7.39979e-07+1.83408e-08i,-4.62104e-07-2.9513e-08i,-1.23328e-07+4.71885e-08i,1.54781e-07+3.90462e-07i,-9.58279e-08-3.07734e-07i,2.06502e-07-2.52782e-07i,-2.28442e-07+3.47534e-07i,1.54136e-07-8.26403e-09i,1.91006e-07-1.69293e-08i,-4.76974e-07-1.47091e-07i,4.76916e-07+4.37716e-07i,-3.72597e-07-6.8307e-07i,1.06567e-08+3.78468e-07i,2.88312e-07-4.30469e-08i,-1.22651e-07+1.90924e-07i,-1.45235e-07-3.74077e-07i,7.98845e-08+3.7083e-07i,2.75855e-07-2.20226e-07i,-2.79217e-07-3.90609e-07i,-4.22224e-08+8.71659e-07i,-9.91219e-08-6.29273e-07i,1.67126e-07+1.08529e-07i,7.83609e-08+4.5776e-08i,-1.88206e-07+1.43268e-07i,2.89426e-07-2.12492e-07i,5.24905e-08+1.63549e-07i,-4.82552e-07+1.79284e-08i,3.45512e-07-2.4553e-07i,-7.28081e-08+3.45809e-07i,-2.31632e-07-8.00812e-08i,4.29765e-07-6.61613e-07i,-2.23884e-07+1.11078e-06i,-3.22726e-08-8.05636e-07i,-1.21648e-07+4.6589e-07i,2.96171e-07-2.43807e-07i,4.82533e-08-1.35401e-07i,-3.56676e-07+4.20583e-07i,-3.88415e-08-2.56781e-07i,6.11868e-07-3.83252e-07i,-5.53305e-07+6.43e-07i,9.59216e-08-2.40592e-07i,-9.84251e-08+1.09996e-07i,3.94713e-07-3.97052e-07i,-4.3246e-07+3.71666e-07i,4.65933e-07-1.45956e-07i,-6.19846e-07+2.10354e-07i,6.41066e-07-1.27881e-07i,-3.4274e-07-2.98463e-07i,1.48745e-08+3.13533e-07i,-9.9792e-09-2.66331e-08i,1.19807e-07-4.09636e-08i,-4.04057e-08+1.09857e-07i,1.561e-08+6.62447e-08i,-3.38334e-08-3.49338e-07i,-3.55592e-09+3.39179e-07i,-2.53679e-09-2.43105e-07i,-1.07563e-07+4.07204e-08i,1.5948e-07+9.50328e-08i,4.3226e-08-5.00786e-10i,-4.62736e-07-9.92125e-08i,5.75365e-07+4.25362e-08i
2.51753e-07-1.56357e-07i,-5.69198e-08+1.21334e-07i,1.54967e-07+4.2053e-08i,1.07448e-08-3.62835e-07i,-2.34314e-07+3.20658e-07i,2.62183e-07-6.07549e-08i,-7.62177e-08+6.10114e-08i,-1.12143e-07+1.21195e-07i,7.18458e-08-5.0237e-07i,-6.00542e-08+4.73657e-07i,-9.98903e-08+2.18651e-08i,3.5515e-07-1.97127e-07i,-1.72554e-07+3.73946e-08i,-1.05768e-07-2.25346e-07i,4.82903e-08+4.77327e-07i,3.82066e-08-2.81997e-07i,-5.58988e-08+8.00447e-08i,1.92761e-07-2.60468e-07i,-1.70783e-07+4.61001e-07i,-6.12281e-08-4.60691e-07i,1.18987e-07+3.08896e-07i,-2.34719e-07-1.86178e-07i,4.49459e-07+6.85507e-10i,-3.72224e-07+3.30223e-07i,2.67774e-07-2.865e-07i,-2.3018e-07-9.89889e-08i,-2.62843e-08+1.90298e-07i,2.27328e-07-1.10708e-07i,-7.47824e-08+6.77835e-09i,-2.85678e-08-5.74726e-08i,-2.62581e-07+3.85616e-07i,4.06647e-07-1.25352e-07i,-1.97614e-07-4.31318e-07i,1.28726e-08+3.29531e-07i,1.4454e-07+2.79171e-08i,-1.75028e-07-9.40176e-08i,-9.56013e-09+1.50981e-07i,1.22984e-07-3.08288e-07i,-2.87985e-07+1.12394e-08i,5.10541e-07+5.20034e-07i,-1.91691e-07-4.7665e-07i,-3.49202e-07+2.5287e-07i,5.37411e-07-1.51859e-07i,-4.49179e-07-6.21931e-08i,2.49603e-07+4.47903e-09i,-1.79756e-07+6.5259e-08i,2.88464e-07+2.72788e-08i,-3.93998e-07-1.20326e-08i,2.65538e-07-3.28256e-08i,-8.46903e-08+1.21704e-07i,-6.99333e-08-2.40779e-07i,3.94255e-07+3.36936e-07i,-3.6567e-07-1.84478e-07i,-1.27679e-08+3.03716e-10i,1.36194e-07-1.06978e-07i,-1.73277e-07+1.46931e-07i,2.43532e-07+9.55784e-08i,1.98791e-08-1.72803e-07i,-3.11557e-07+1.15328e-07i,2.17736e-07-3.79972e-07i,-2.23747e-08+6.06423e-07i,-2.60369e-07-4.8894e-07i,4.33452e-07+9.0259e-08i,-4.13094e-07+4.3689e-07i,4.1181e-07-6.28234e-07i,-2.1675e-07-1.10973e-08i,2.05351e-07+4.89826e-07i,-4.92131e-07-2.41258e-07i,2.85731e-07+2.65301e-07i,6.37786e-08-2.18461e-07i,1.45743e-07-4.04515e-08i,-2.31503e-07-1.26811e-07i,-5.90461e-08+3.90595e-07i,2.74837e-07-8.68847e-08i,-3.93994e-07-3.06128e-07i,2.47267e-07+8.92862e-09i,-9.72471e-08+3.87807e-07i,-1.28437e-09-4.9778e-07i,2.83629e-07+4.30621e-07i,-1.42973e-07-1.26849e-07i,-1.21119e-07-1.21297e-07i,-1.33583e-07-7.98395e-08i,2.31575e-07+3.48053e-07i,6.68145e-08-2.50331e-07i,-3.65588e-07+2.67027e-08i,4.26316e-07+2.99347e-07i,-1.02428e-07-4.22366e-07i,-1.0636e-07+2.48168e-07i,1.65483e-07-1.22266e-07i,-3.6005e-07+1.20308e-07i,4.50709e-07-1.01003e-08i,-5.25075e-07+4.62103e-08i,2.95502e-07-3.46108e-07i,1.51452e-07+2.8508e-07i,-1.66268e-07-1.16013e-07i,-3.78529e-08+6.2243e-08i,3.95331e-07-3.55151e-09i,-4.97879e-07+3.56442e-07i,1.68135e-07-9.40299e-07i,5.79285e-08+8.16954e-07i,-6.00611e-08-2.91623e-07i,-7.73809e-08-4.31851e-08i,-8.28494e-08+3.93077e-07i,1.37763e-07-5.30885e-07i,3.21149e-07+3.88125e-07i,-5.27279e-07-9.09541e-08i,2.2263e-07-2.72034e-07i,1.39477e-07+2.73549e-07i,-2.53575e-07-1.78221e-07i,2.52413e-07+2.88153e-07i,-1.00774e-07-2.5527e-07i,-3.05198e-07+2.2971e-07i,3.98844e-07-1.87255e-07i,-2.16148e-08-4.88308e-08i,-1.45221e-07+1.4874e-07i,7.58139e-08-1.18627e-07i,-2.27968e-07+9.36836e-08i,2.81854e-07+6.68198e-08i,-8.32918e-08+4.80744e-08i,9.35328e-08-5.70803e-07i,-3.2253e-07+7.9061e-07i,2.34905e-07-6.15844e-07i,-9.71183e-08+1.80382e-07i,3.52482e-07+3.08868e-07i,-4.21881e-07-2.99212e-07i,1.09859e-07+1.1676e-07i,3.39381e-07-8.01992e-08i,-5.59861e-07+1.06228e-07i
-2.40106e-07+2.24935e-07i,9.66427e-08-1.00127e-07i,-5.47045e-08-5.20658e-08i,1.57752e-08+1.7024e-07i,-1.35921e-07-9.26321e-08i,2.65812e-07-4.2218e-07i,-3.75969e-07+6.24913e-07i,4.75091e-07-4.2439e-07i,-4.16146e-07+3.56725e-07i,3.94109e-07-1.38009e-07i,-9.66616e-08-3.70993e-07i,-4.07915e-07+2.70844e-07i,2.55835e-07-1.04152e-07i,2.38396e-08+3.75702e-07i,-6.84037e-08-4.59301e-07i,-8.39583e-08+4.7178e-07i,4.42074e-07-2.76667e-07i,-4.69752e-07+2.66328e-07i,3.00683e-07-3.61779e-07i,-9.43553e-08+1.25904e-07i,-9.15606e-08-5.53933e-08i,1.8237e-07+1.56146e-07i,-8.23342e-08-4.33262e-08i,-1.34277e-07-3.28487e-07i,1.7605e-07+3.8257e-07i,-1.75409e-07+8.47151e-08i,2.31217e-07-2.76364e-07i,-2.20744e-07+7.66554e-08i,-5.10933e-08+2.45171e-08i,1.44609e-07+2.99587e-08i,1.08457e-07-1.17931e-07i,-5.77217e-08-5.27276e-08i,-8.68124e-08+2.06557e-07i,-5.5979e-08+2.00888e-07i,1.82752e-07-4.71831e-07i,-1.35406e-07+2.47573e-07i,2.59243e-07-3.63925e-07i,-4.77372e-07+4.98486e-07i,6.20535e-07-1.51933e-07i,-6.39702e-07-2.3616e-07i,3.68206e-07+4.14751e-07i,-1.98477e-07-3.52033e-07i,1.00552e-07+1.86975e-07i,1.63007e-07-1.00169e-07i,-3.43638e-07+2.14918e-07i,3.24215e-07-3.00526e-07i,-2.97001e-07+1.70128e-07i,2.30509e-07-5.97078e-08i,-1.59341e-08+1.18505e-07i,5.73804e-08-2.47687e-07i,1.02507e-07+1.49096e-07i,-5.5427e-07+8.07242e-08i,4.33734e-07+8.27762e-08i,-1.39758e-07-4.35033e-07i,-6.44958e-08+5.02044e-07i,2.29768e-07-3.84251e-07i,-1.96136e-07-1.31261e-09i,3.78324e-08+1.11754e-07i,1.66756e-07+1.15813e-07i,-1.56584e-07+2.96391e-07i,-8.32417e-08-8.56833e-07i,3.14922e-07+7.78374e-07i,-3.10213e-07-4.14112e-07i,1.43135e-07+1.68217e-07i,-4.72812e-08+6.52427e-09i,-8.26795e-08+5.96181e-08i,1.75492e-07-1.04151e-07i,-4.98266e-08+1.20691e-07i,1.44421e-07-4.01029e-07i,-2.77414e-07+3.30828e-07i,2.34456e-08-2.39096e-07i,1.54578e-07+3.83074e-07i,-1.49714e-07-3.03111e-07i,1.05559e-07-4.56477e-08i,3.52619e-09+1.0513e-07i,-1.77391e-07+4.11918e-07i,1.75561e-07-6.31786e-07i,2.21217e-07+5.32656e-07i,-4.68008e-07-4.50225e-07i,1.73749e-07+2.43081e-07i,-5.9518e-08-5.63294e-08i,4.03476e-07+4.50474e-09i,-4.60658e-07-5.70252e-08i,3.60765e-07+5.47417e-08i,-2.87189e-07+1.67641e-07i,-3.55096e-08-2.57564e-07i,4.78871e-08-8.04946e-08i,1.97629e-07+2.36315e-07i,-2.4123e-07+7.39015e-09i,4.25286e-07-1.00249e-07i,-5.94911e-07-2.83731e-07i,5.39113e-07+1.55893e-07i,-3.46214e-07+5.6985e-07i,-1.14268e-07-4.59241e-07i,2.62025e-07+9.65276e-08i,7.60999e-08-1.34583e-07i,-3.01396e-07-6.85868e-08i,8.61072e-08+3.37736e-08i,7.94959e-08+4.11516e-07i,1.40263e-08-2.37615e-07i,1.47882e-07-2.10519e-07i,-2.59288e-07+2.39678e-07i,3.6354e-07-2.94576e-07i,-1.83493e-07+3.11065e-07i,-3.46683e-07-7.17917e-08i,3.29562e-07-5.68548e-08i,1.71136e-08+1.33819e-07i,-3.51147e-07-3.06739e-07i,6.57896e-07+3.82741e-07i,-7.52462e-07-2.24021e-07i,3.21865e-07+1.21227e-07i,3.83168e-07-2.94627e-07i,-3.30036e-07+3.10031e-07i,-4.23141e-07-1.56912e-07i,7.02732e-07+9.79371e-08i,-3.08856e-07+1.54116e-07i,1.42131e-07-3.6536e-07i,-1.2274e-07+1.30508e-08i,-7.36374e-08+1.92895e-10i,-5.63424e-08+4.44741e-07i,2.8515e-07-4.94535e-07i,-1.67433e-07+3.91708e-07i,2.39119e-07-9.70523e-08i,-5.51485e-07-3.42241e-07i,3.6199e-07+3.66636e-07i,-1.36876e-08-1.37465e-07i,-1.44087e-07-4.72051e-08i,3.20551e-07-2.21204e-08i
1.84705e-08-2.61215e-09i,1.67671e-07-1.33032e-07i,-7.13039e-08+8.40902e-08i,2.10158e-07+7.3304e-08i,-7.15053e-08-7.2345e-08i,-1.55177e-07+4.18251e-07i,1.96819e-07-7.48529e-07i,-3.8595e-07+6.45186e-07i,3.71346e-07-4.56069e-07i,-2.05577e-07+3.62174e-07i,-7.72851e-08-2.00444e-07i,4.59957e-07+4.01273e-08i,-3.35019e-07+1.39909e-07i,1.25358e-07-1.35882e-07i,-1.47017e-07+2.23072e-07i,3.98965e-07-4.79988e-07i,-5.21296e-07+2.34866e-07i,1.01427e-07-2.63964e-07i,2.50037e-08+3.01268e-07i,-1.44364e-08+1.09415e-07i,2.36417e-07-2.70881e-08i,-1.68903e-07-1.16949e-07i,-2.96068e-07-2.04007e-08i,7.15791e-07+1.93714e-07i,-6.28459e-07-2.39961e-07i,2.95739e-07-1.32608e-07i,-1.36322e-07+1.87098e-07i,1.67478e-07+3.15194e-07i,-1.1472e-07-3.85035e-07i,8.24653e-08-4.57795e-09i,-6.41639e-08+1.11429e-07i,-1.87549e-07+1.4573e-08i,7.77876e-08+8.69443e-08i,2.33107e-07-3.99034e-07i,-9.45277e-08+4.38413e-07i,-2.52528e-08-3.88092e-07i,-2.46222e-07+7.27639e-07i,5.39173e-07-8.30319e-07i,-5.07443e-07+4.69191e-07i,3.2559e-07-1.23427e-07i,-3.54435e-07-1.3451e-07i,6.07626e-07+1.73862e-07i,-5.21716e-07-1.84041e-07i,-3.98967e-08+3.14275e-07i,2.19744e-07-2.21666e-07i,-5.04341e-09+8.10227e-08i,4.95272e-08-1.53052e-07i,-6.09539e-08+4.83104e-07i,-6.71934e-08-7.77159e-07i,-1.96284e-07+6.49682e-07i,1.14082e-07-2.31622e-07i,4.82159e-07-1.39813e-07i,-4.34931e-07-1.07868e-07i,7.82939e-09+5.77087e-07i,2.5028e-07-6.16651e-07i,-2.22451e-07+5.44306e-07i,1.28073e-07-3.18131e-07i,-1.41873e-07+1.78045e-07i,-4.39787e-08-2.98313e-07i,8.90671e-08+4.74826e-08i,1.68276e-07+4.78267e-07i,-3.0475e-07-5.33023e-07i,2.30231e-07+4.5916e-07i,-6.00405e-08-4.46724e-07i,2.28977e-09+7.43956e-08i,9.09379e-08+4.93669e-08i,-2.92451e-07-4.34553e-08i,9.8278e-08-7.99643e-08i,-6.10782e-08+3.98351e-07i,4.20945e-07-1.75775e-07i,-4.57093e-07+3.56904e-08i,2.07459e-07-1.43039e-07i,1.63093e-07+9.24511e-08i,-5.58318e-07-1.57595e-08i,6.67663e-07+1.85936e-07i,-4.36774e-07-5.90264e-07i,5.07795e-07+7.31401e-07i,-7.15657e-07-8.04991e-07i,2.38111e-07+6.768e-07i,1.60675e-07-3.81587e-07i,1.32619e-07+2.30055e-07i,-4.27756e-07+6.82302e-08i,5.07271e-07-1.65826e-07i,-5.77929e-07-5.67202e-08i,4.81427e-07+9.30868e-08i,-7.86627e-08-8.90707e-08i,-2.13588e-07+2.61709e-07i,1.95246e-07-3.34556e-07i,-2.07782e-09+8.90198e-08i,-2.1513e-07+1.08004e-07i,2.98462e-07+2.36675e-07i,-4.18644e-07-2.42639e-07i,3.9703e-07-2.45114e-07i,7.86929e-08+2.18615e-08i,-3.98653e-07+3.07277e-07i,1.40271e-07-1.97133e-08i,2.11383e-07-8.22296e-09i,-2.81206e-07-1.08165e-07i,1.61714e-07-1.51042e-07i,2.36977e-08+1.26767e-07i,-2.85336e-07+1.06903e-07i,3.28427e-07-8.93859e-08i,-2.8855e-07+2.15791e-07i,2.62915e-07-2.58635e-07i,-6.40707e-08-1.61221e-07i,-1.56317e-08+3.67647e-07i,-5.98789e-08-1.74298e-07i,2.40229e-07+1.3398e-07i,-5.59306e-07-3.12314e-07i,8.79936e-07+2.58647e-07i,-6.2144e-07-1.90235e-07i,-3.95573e-08+2.23503e-07i,1.26204e-07-2.0564e-07i,2.70702e-07+3.11905e-07i,-4.69318e-07-2.78109e-07i,2.72483e-07-4.94164e-08i,-2.0458e-07+2.92724e-07i,1.11421e-07-6.5655e-08i,2.63647e-07+2.24703e-07i,-2.89503e-07-6.083e-07i,8.24469e-08+2.91125e-07i,7.61097e-08+4.21256e-08i,-3.76318e-07+1.16172e-08i,5.31245e-07-2.79318e-08i,-2.49114e-07-1.85555e-07i,7.21751e-08+1.56774e-07i,8.11831e-09+1.38683e-07i,-2.41373e-07-1.3983e-07i
