5.70267e-08+0i,-1.37449e-07-1.16282e-08i,2.21267e-07+1.58447e-08i,-1.81124e-07+1.03272e-07i,1.33575e-07-8.65797e-08i,-4.00679e-08-1.50006e-07i,-7.16443e-08+2.25555e-07i,2.98285e-08-2.00602e-07i,-4.16466e-08+1.17637e-07i,1.1913e-07-8.14614e-08i,-1.31941e-07+2.52507e-07i,1.41576e-07-3.75892e-07i,-5.87642e-08+3.14889e-07i,1.48939e-08-1.39098e-07i,-6.07707e-09+5.78712e-08i,-9.71716e-08-2.25783e-08i,6.78442e-09-1.54815e-07i,2.16811e-07+1.83856e-07i,-2.20855e-07-5.85896e-08i,1.61373e-07+1.41581e-07i,-1.00048e-07-2.39483e-07i,4.12874e-08+7.89173e-08i,7.63237e-09+8.19016e-08i,-1.43222e-07-8.87593e-08i,1.2353e-07+5.74796e-08i,-1.1087e-07+1.69847e-08i,1.62708e-07-1.85448e-08i,-5.48394e-08-1.18231e-07i,4.59661e-08+1.57407e-07i,-5.21919e-08-5.702e-08i,-7.68254e-08-6.28685e-08i,1.14747e-07+1.35277e-07i,-3.73017e-08-9.2601e-08i,-6.46965e-08-4.40945e-08i,9.8665e-08+5.5001e-08i,-1.54437e-07+1.3376e-07i,2.35308e-07-1.17026e-07i,-1.04297e-07-1.01879e-07i,-7.19714e-08+8.98806e-08i,1.8082e-08+5.13076e-08i,9.76927e-08-9.74229e-09i,-1.3654e-07-1.18637e-07i,1.09637e-07+9.28958e-08i,-1.24269e-07-8.16735e-08i,1.83652e-07+1.86651e-07i,-8.43521e-08-1.22358e-07i,2.82223e-08-1.52277e-07i,-7.926e-08+2.82057e-07i,1.18117e-07-1.25885e-07i,-1.11305e-07-2.3545e-08i,8.12852e-08+5.55653e-08i,-1.9577e-07-1.26296e-07i,1.72204e-07+2.22962e-07i,7.47614e-09-1.95654e-07i,-4.68101e-08+1.02369e-07i,1.14953e-08-8.39864e-08i,1.77477e-08+1.42366e-07i,3.34588e-08-2.11236e-07i,-5.42832e-08+1.48207e-07i,-2.46856e-08+7.47941e-09i,-3.52513e-08+1.79687e-09i,1.19407e-07-8.40221e-08i,2.82001e-08+4.54444e-08i,-1.57059e-07-4.38034e-09i,1.53508e-07+0i,-1.57059e-07+4.38034e-09i,2.82001e-08-4.54444e-08i,1.19407e-07+8.40221e-08i,-3.52513e-08-1.79687e-09i,-2.46856e-08-7.47941e-09i,-5.42832e-08-1.48207e-07i,3.34588e-08+2.11236e-07i,1.77477e-08-1.42366e-07i,1.14953e-08+8.39864e-08i,-4.68101e-08-1.02369e-07i,7.47614e-09+1.95654e-07i,1.72204e-07-2.22962e-07i,-1.9577e-07+1.26296e-07i,8.12852e-08-5.55653e-08i,-1.11305e-07+2.3545e-08i,1.18117e-07+1.25885e-07i,-7.926e-08-2.82057e-07i,2.82223e-08+1.52277e-07i,-8.43521e-08+1.22358e-07i,1.83652e-07-1.86651e-07i,-1.24269e-07+8.16735e-08i,1.09637e-07-9.28958e-08i,-1.3654e-07+1.18637e-07i,9.76927e-08+9.74229e-09i,1.8082e-08-5.13076e-08i,-7.19714e-08-8.98806e-08i,-1.04297e-07+1.01879e-07i,2.35308e-07+1.17026e-07i,-1.54437e-07-1.3376e-07i,9.8665e-08-5.5001e-08i,-6.46965e-08+4.40945e-08i,-3.73017e-08+9.2601e-08i,1.14747e-07-1.35277e-07i,-7.68254e-08+6.28685e-08i,-5.21919e-08+5.702e-08i,4.59661e-08-1.57407e-07i,-5.48394e-08+1.18231e-07i,1.62708e-07+1.85448e-08i,-1.1087e-07-1.69847e-08i,1.2353e-07-5.74796e-08i,-1.43222e-07+8.87593e-08i,7.63237e-09-8.19016e-08i,4.12874e-08-7.89173e-08i,-1.00048e-07+2.39483e-07i,1.61373e-07-1.41581e-07i,-2.20855e-07+5.85896e-08i,2.16811e-07-1.83856e-07i,6.78442e-09+1.54815e-07i,-9.71716e-08+2.25783e-08i,-6.07707e-09-5.78712e-08i,1.48939e-08+1.39098e-07i,-5.87642e-08-3.14889e-07i,1.41576e-07+3.75892e-07i,-1.31941e-07-2.52507e-07i,1.1913e-07+8.14614e-08i,-4.16466e-08-1.17637e-07i,2.98285e-08+2.00602e-07i,-7.16443e-08-2.25555e-07i,-4.00679e-08+1.50006e-07i,1.33575e-07+8.65797e-08i,-1.81124e-07-1.03272e-07i,2.21267e-07-1.58447e-08i,-1.37449e-07+1.16282e-08i
5.65058e-08+5.88206e-09i,1.55909e-07+8.14023e-08i,-2.36853e-07-9.996e-08i,1.84395e-07-1.7277e-08i,-1.35915e-07-3.31917e-08i,5.90025e-08+2.78494e-07i,1.61567e-08-3.35362e-07i,-1.12305e-07+1.9798e-07i,1.90869e-07-2.81709e-08i,-1.00748e-07-6.19497e-08i,3.74982e-08-5.94347e-08i,-4.21392e-08+2.93367e-07i,-5.92485e-08-3.74075e-07i,7.25555e-08+1.5929e-07i,2.45769e-08+3.98592e-09i,1.65608e-08-9.19497e-09i,-4.85654e-08+8.20793e-08i,-1.33181e-07-1.45198e-07i,2.65181e-07+1.95611e-07i,-2.2406e-07-3.22169e-07i,6.29687e-08+2.93484e-07i,4.83202e-08-6.80936e-08i,3.71425e-08-1.62691e-08i,-6.98392e-08-9.63433e-08i,-2.6856e-08+2.29069e-07i,1.00217e-07-1.87365e-07i,-4.64501e-09+5.73192e-08i,-9.17481e-08+7.52801e-09i,-6.58929e-08-4.60042e-08i,1.52504e-07-1.98411e-08i,-4.9297e-08+1.56614e-07i,-5.21623e-08-1.24927e-07i,9.62079e-08-1.84128e-08i,1.02446e-08+9.53261e-08i,-4.44412e-08-1.5291e-07i,4.22656e-08+8.42974e-08i,-2.11065e-07-3.1509e-08i,2.30333e-07+1.66802e-07i,-5.93754e-08-2.05689e-07i,2.54219e-08+1.57864e-07i,-1.74474e-07-2.25904e-07i,2.75348e-07+2.32139e-07i,-1.90863e-07-8.78508e-08i,1.52201e-07+7.25642e-08i,-1.60651e-07-1.40128e-07i,9.26284e-08+2.0958e-09i,-1.17585e-07+1.71076e-07i,3.69171e-08-2.02066e-07i,5.85616e-08+1.9185e-07i,-2.29842e-08-1.06923e-07i,2.92745e-08+7.03237e-08i,1.41531e-07-4.36926e-08i,-2.64304e-07-1.36254e-07i,8.89088e-08+2.64581e-07i,5.12086e-08-2.06845e-07i,-2.76268e-08+1.07512e-07i,3.22095e-08-1.49235e-07i,-9.99485e-08+1.41199e-07i,4.89596e-08-1.11866e-08i,4.12982e-08-5.13707e-08i,6.40171e-08+2.76428e-08i,-1.58227e-07-2.22483e-08i,4.48641e-09+3.45617e-08i,1.31209e-07+1.14408e-07i,-7.01932e-08-1.89798e-07i,-2.75642e-08-2.79876e-09i,3.25317e-08+8.61224e-08i,4.70455e-08-2.67794e-08i,-8.90795e-08+3.66414e-08i,-4.1242e-08-5.4399e-08i,1.2979e-07+1.02656e-07i,-1.27105e-08-9.72809e-08i,-5.89798e-08+1.30135e-07i,1.92305e-08-2.43222e-07i,9.99709e-08+1.66414e-07i,-1.87737e-07-7.01729e-08i,1.40702e-07+6.14873e-08i,-7.93877e-08-1.43304e-07i,-2.20046e-08+2.15453e-07i,1.01877e-07-1.09161e-07i,-1.22376e-07-1.13457e-07i,1.18965e-07+2.69868e-07i,2.3686e-08-9.0821e-08i,-9.03896e-08-1.33733e-07i,-3.69707e-08+7.36817e-08i,1.17941e-07+1.9601e-08i,-6.65598e-08+1.82207e-08i,-3.93556e-08-9.72372e-09i,9.09173e-09-6.31903e-08i,2.13767e-08+4.40027e-08i,4.14961e-08+4.22948e-08i,1.49781e-08-8.3356e-08i,-1.58776e-07-3.31581e-08i,2.50324e-07+1.04022e-07i,-2.49186e-07+4.73705e-09i,1.32881e-07-1.92514e-08i,5.04225e-08-3.87288e-08i,-1.98782e-07+1.04307e-09i,2.61095e-07+1.19918e-07i,-1.45262e-07-1.88146e-07i,-4.00839e-08+1.54051e-07i,1.75753e-07-3.1468e-08i,-2.28001e-07-1.01963e-07i,1.33684e-07+3.31734e-08i,-8.44379e-08+1.0981e-07i,7.85498e-08-1.68034e-07i,-1.34643e-08+1.40495e-07i,3.01562e-08+1.71638e-08i,-4.04659e-08-9.68921e-08i,-5.25028e-08+2.70227e-08i,1.362e-07-4.70153e-08i,-8.52414e-08+1.35902e-07i,-5.40075e-08-7.35948e-08i,1.11281e-07-1.08111e-07i,-1.51825e-08+1.59464e-07i,-1.03209e-07-7.12956e-08i,7.5247e-08+1.08375e-08i,4.10386e-08-9.02505e-08i,-9.11111e-08+1.75028e-07i,9.25634e-08-1.19506e-07i,-1.64122e-07+1.02002e-07i,1.65224e-07-6.527e-08i,-4.94614e-08+1.1126e-09i,-1.35728e-08+3.50635e-08i,4.60954e-08-1.47547e-07i,-3.39187e-08+9.94288e-08i,1.37309e-08+1.3368e-08i,-9.61844e-08-1.80922e-08i
-2.30273e-07+1.01527e-07i,5.21268e-08-1.28057e-07i,-6.12426e-10+1.26619e-07i,5.83535e-08-9.27479e-08i,-6.50759e-08+1.64447e-07i,-3.38495e-08-2.66698e-07i,1.83535e-07+2.17278e-07i,-8.32782e-08-9.19717e-08i,-3.29562e-08+4.03391e-08i,-6.34576e-08-8.77585e-08i,9.39263e-08+6.17211e-08i,-9.96732e-08-4.73024e-08i,1.10958e-07+1.40471e-07i,-7.52755e-08-4.26433e-08i,-2.83826e-08-6.26185e-08i,9.60044e-08+1.01591e-08i,6.51662e-08-6.53569e-08i,-4.99917e-08+1.36091e-07i,-2.0884e-07-1.76148e-07i,1.98449e-07+2.85007e-07i,-1.42643e-08-2.5995e-07i,-3.66543e-08+5.71926e-08i,-1.2169e-07+6.6068e-08i,2.62144e-07+4.92923e-08i,-1.27959e-07-2.59792e-07i,3.64267e-08+2.11256e-07i,-1.12008e-07-1.06189e-07i,7.32295e-08+1.44211e-07i,6.45877e-08-1.19103e-07i,-8.84154e-08+8.41646e-08i,4.08524e-08-8.87314e-08i,4.00258e-08-3.39117e-08i,-1.4574e-07+1.87304e-07i,7.48882e-08-1.62398e-07i,2.85107e-08+1.80579e-07i,-9.07061e-08-2.47088e-07i,2.24664e-07+1.93795e-07i,-2.77802e-07-1.51225e-07i,1.72525e-07+1.85637e-07i,-1.40059e-07-2.30792e-07i,2.74563e-07+2.48496e-07i,-3.11873e-07-1.73499e-07i,2.01049e-07+4.2263e-08i,-1.60241e-07+1.90854e-09i,1.51941e-07+2.82913e-08i,-1.10106e-07-5.25291e-09i,1.45985e-07-8.77489e-08i,-5.28663e-08+1.57837e-07i,-1.01828e-07-1.62153e-07i,8.49746e-08+3.91881e-08i,-6.09717e-08+1.83854e-08i,-5.4187e-08+3.69187e-08i,2.0237e-07+1.96038e-08i,-8.74206e-08-9.86052e-08i,-2.79588e-08+1.77478e-07i,-8.80535e-08-1.92509e-07i,1.26852e-07+7.01863e-08i,-2.72085e-08+6.65145e-08i,3.61369e-08-1.24107e-07i,-9.2212e-08+3.12779e-08i,7.77483e-08-1.81977e-08i,-9.18882e-08+1.56865e-07i,9.93632e-08-7.51934e-08i,-4.63045e-08-2.12064e-07i,-3.26722e-08+2.22131e-07i,3.42897e-08+4.03222e-08i,8.61965e-08-6.05459e-08i,-1.64085e-07-6.21397e-08i,5.99299e-08+4.52636e-08i,1.98207e-07-7.76529e-08i,-2.70941e-07+1.21494e-07i,1.35696e-07-7.42461e-08i,-7.19437e-08-8.85715e-08i,3.69669e-08+2.72817e-07i,-9.04902e-08-2.41534e-07i,2.55824e-07+1.20412e-07i,-4.02769e-07-1.63985e-08i,3.50755e-07+8.47285e-09i,-1.33464e-07-1.22919e-07i,5.98006e-08+1.17723e-07i,-4.71676e-08+5.54562e-08i,-3.66799e-08-1.57867e-07i,-4.88233e-08+1.70233e-08i,2.938e-07+1.73277e-07i,-3.02398e-07-1.51417e-07i,5.87933e-08+2.27144e-08i,5.63931e-08+1.84454e-08i,2.1466e-08-1.31833e-08i,4.66751e-08-1.2198e-08i,-1.27012e-07+6.82518e-08i,5.95076e-09-9.3264e-08i,2.85128e-08+1.01537e-07i,5.12128e-08-9.49173e-08i,-1.64549e-07+1.11183e-07i,2.48074e-07-9.22443e-08i,-1.46756e-07-2.03273e-08i,1.42063e-09-2.39399e-08i,3.09839e-08+1.7757e-07i,-9.71633e-08-2.51846e-07i,9.95825e-08+2.21452e-07i,7.7802e-08-1.20198e-07i,-1.77387e-07+1.80083e-08i,1.72846e-07+1.05438e-07i,-1.50834e-07-1.30081e-07i,1.0387e-08-7.48925e-09i,1.17885e-07+1.35736e-07i,2.31556e-09-1.20923e-07i,-1.98179e-07-1.85314e-08i,1.73657e-07+9.691e-08i,-1.79122e-08-1.10125e-07i,-3.95076e-09+1.31866e-07i,-9.09953e-08-4.68826e-08i,6.55634e-08+4.32327e-08i,-3.5423e-09-6.16063e-08i,-1.41723e-08-2.22823e-08i,8.18811e-08-4.61043e-08i,3.11173e-08+1.93872e-07i,-2.65109e-07-2.54359e-07i,2.20376e-07+2.38257e-07i,2.00778e-08-1.4162e-07i,-3.90866e-08+4.05177e-08i,-1.01961e-07-8.70639e-08i,6.57415e-08+1.32578e-07i,2.40612e-08-1.39831e-07i,-1.11964e-07+2.10514e-07i,1.00736e-07-7.90669e-08i,1.02622e-08-1.14956e-07i,1.39497e-07+2.52956e-08i
1.68879e-07-2.89709e-10i,-5.98534e-08+5.41499e-08i,8.41628e-08-1.43747e-07i,-1.50109e-07+2.34112e-07i,1.26117e-07-2.35368e-07i,-1.94449e-08+1.71977e-07i,-1.31937e-07-8.81897e-08i,1.34936e-07-3.89985e-08i,-2.83591e-08+8.66026e-08i,-9.21908e-08+7.99785e-08i,1.2229e-07-7.7129e-08i,6.3514e-08-1.16827e-07i,-1.39794e-07+1.00477e-07i,6.16802e-08-9.72784e-08i,2.21043e-08+1.46127e-07i,-8.32531e-08-7.50605e-08i,-3.20878e-08+8.03826e-08i,6.27683e-08-7.42064e-08i,8.37956e-08+4.78765e-08i,-3.19601e-08-1.24233e-07i,-1.09333e-07+1.43996e-07i,1.22664e-07-1.51399e-08i,1.98841e-08-1.42714e-07i,-1.97879e-07+1.08989e-07i,2.24838e-07+5.98084e-08i,-2.0778e-07-1.4056e-07i,1.60909e-07+1.46461e-07i,-3.17465e-08-2.03683e-07i,-6.41268e-08+2.64162e-07i,7.90774e-08-1.65151e-07i,-5.95248e-08-2.4211e-09i,-8.33651e-08+1.59187e-07i,2.9817e-07-2.02943e-07i,-3.17155e-07+1.16294e-07i,1.3966e-07-1.92784e-07i,1.03399e-07+2.5978e-07i,-2.92162e-07-1.3227e-07i,2.9439e-07+4.22465e-08i,-1.5713e-07-4.9059e-08i,1.1326e-07+5.92324e-08i,-1.10508e-07+1.01474e-08i,2.62668e-08-1.76875e-07i,-2.65165e-08+1.94359e-07i,9.09405e-08-9.81167e-09i,-9.94664e-08-1.34259e-07i,5.93973e-08+2.02318e-07i,-7.39796e-08-8.1651e-08i,7.1516e-08-1.15003e-07i,-1.68491e-08+1.03515e-07i,6.33679e-08-2.14151e-09i,-1.16213e-07-4.31298e-08i,1.62441e-07+9.76052e-08i,-2.26999e-07-1.61789e-07i,1.77358e-07+6.06663e-08i,-1.26436e-07+4.66343e-09i,1.99728e-07+2.41918e-08i,-2.57733e-07+1.56099e-07i,2.30838e-07-3.0151e-07i,-2.19874e-07+2.02366e-07i,1.34403e-07-3.58193e-08i,-9.19381e-08+5.50388e-08i,2.69938e-07-1.01361e-07i,-2.67239e-07-6.65897e-08i,8.62547e-09+1.6939e-07i,5.31739e-08-9.8459e-08i,1.80896e-07+5.79654e-08i,-3.18456e-07-1.27521e-07i,1.97418e-07+1.3513e-07i,-1.03338e-08-1.76133e-07i,-1.39928e-07+2.80453e-07i,1.75356e-07-2.36004e-07i,-1.47363e-07+1.23815e-07i,1.01966e-07+5.12778e-08i,-3.07026e-08-1.70121e-07i,4.89989e-08+1.18485e-07i,-2.56083e-07-6.09078e-08i,4.21722e-07+1.1199e-09i,-2.70358e-07+4.64675e-08i,1.66648e-07+1.01484e-07i,-2.03803e-07-2.21587e-07i,1.68915e-07+9.75612e-08i,-1.14303e-07-3.35955e-08i,1.11388e-07+1.17724e-07i,-2.66243e-07-2.48743e-07i,3.54559e-07+2.76594e-07i,-1.58011e-07-1.57957e-07i,-1.01196e-07+8.58565e-08i,1.9514e-07-5.10362e-08i,-2.6454e-07+8.91493e-08i,2.40487e-07-2.004e-07i,-4.93775e-08+1.88546e-07i,-4.3202e-08-9.79346e-08i,8.73165e-08+7.2627e-08i,-8.15904e-08-1.49983e-07i,-7.62535e-08+1.46119e-07i,2.1313e-07+2.03182e-08i,-2.2079e-07+1.94221e-08i,1.72494e-07-1.90295e-07i,-8.64431e-08+1.94007e-07i,1.40795e-08-1.9814e-07i,-5.61668e-08+2.21951e-07i,8.10105e-08-1.43879e-07i,-4.23514e-08-2.94524e-08i,5.17621e-08+6.61001e-08i,6.29818e-08+1.24152e-07i,-2.2523e-07-1.96212e-07i,4.79529e-08+1.14994e-07i,2.00267e-07-6.82989e-08i,-1.21694e-07+4.50998e-08i,3.09104e-08+2.40459e-08i,-1.50355e-07-9.8867e-08i,1.89777e-07+2.75746e-08i,-3.70444e-08-1.52993e-08i,-3.71645e-08+8.15904e-08i,-3.95934e-08-1.38655e-08i,6.62491e-08+6.19138e-08i,-1.4101e-07-2.23667e-07i,3.54548e-07+3.16367e-07i,-2.92832e-07-3.67684e-07i,-9.58873e-08+2.14794e-07i,1.31938e-07+1.92096e-08i,1.17451e-07-2.34688e-08i,-5.74389e-08-4.57048e-08i,-8.22281e-08+1.19477e-07i,1.10919e-07-2.32956e-07i,-5.50394e-08+9.98217e-08i,-2.56884e-08+1.79684e-07i,-1.0913e-07-1.56935e-07i
9.80682e-08-9.1285e-08i,-2.18566e-07-1.11019e-07i,5.29135e-08+2.80018e-07i,7.68128e-08-3.53695e-07i,-1.38326e-07+1.95629e-07i,1.13756e-07+2.37401e-08i,3.36288e-08-8.55078e-08i,-1.28522e-07+1.73587e-07i,1.84001e-08-2.76963e-07i,1.56811e-07+1.70618e-07i,-6.16275e-08-7.66955e-08i,-2.07807e-07+1.66367e-07i,2.10943e-07-1.79733e-07i,5.49218e-09+7.09396e-08i,-4.53897e-08+5.30423e-09i,-7.6127e-08-2.96263e-08i,9.24165e-08+3.78985e-08i,-3.27648e-08-2.66364e-09i,2.23574e-08-9.70793e-08i,-1.08746e-07+1.00802e-07i,2.31545e-07-4.47683e-08i,-2.20141e-07-4.67137e-08i,4.41059e-08+1.70499e-07i,1.0409e-07-1.63471e-07i,-1.67334e-07+1.30777e-07i,2.11512e-07+5.21968e-09i,-2.02102e-07-1.55638e-07i,1.31674e-07+1.91354e-07i,-3.42303e-08-2.04889e-07i,-5.59819e-08+7.82319e-08i,9.08009e-08+5.192e-08i,1.51811e-08-1.43384e-07i,-1.94048e-07+1.03211e-07i,2.27906e-07+2.15334e-08i,-1.47172e-07+1.18855e-07i,-6.41127e-09-1.84525e-07i,2.37953e-07+3.51459e-08i,-2.48526e-07+1.1024e-08i,3.78866e-09-1.05562e-08i,1.53513e-07+3.4016e-08i,-2.1027e-07-1.50458e-07i,2.0992e-07+4.07756e-07i,-5.91583e-08-3.2988e-07i,-1.45216e-08-4.2586e-08i,-9.69277e-08+1.2179e-07i,1.40173e-07-9.69904e-08i,-1.04709e-08+7.45418e-08i,-7.71969e-08+6.06053e-08i,9.08749e-08-1.75647e-07i,-1.58776e-07+2.07096e-07i,1.72296e-07-6.99353e-08i,-2.02458e-07-1.53664e-07i,2.4175e-07+2.98596e-07i,-1.33501e-07-2.16176e-07i,8.80463e-08+2.7222e-08i,-1.21055e-07+7.97424e-08i,1.0318e-07-2.25611e-07i,-1.45407e-07+3.21639e-07i,2.0488e-07-1.7061e-07i,-8.32451e-08-1.8093e-08i,-5.11596e-08-5.43807e-08i,-6.24254e-08+2.24998e-08i,1.14571e-07+1.42054e-07i,6.67331e-08-2.27122e-08i,-7.40463e-08-3.07608e-08i,-1.7056e-07-1.18774e-07i,2.87534e-07+1.1051e-07i,-2.2203e-07-1.26893e-09i,9.5103e-08+1.2813e-07i,-1.45565e-08-3.0244e-07i,-4.37206e-09+2.5363e-07i,2.95447e-08-1.65046e-07i,3.98506e-08+4.02321e-08i,-5.48915e-08+4.75063e-08i,-5.06708e-08-2.13635e-08i,1.80665e-07+3.40244e-09i,-2.30256e-07+2.72888e-08i,1.06862e-07+4.27097e-08i,-1.08189e-07-2.54793e-07i,1.5758e-07+2.394e-07i,-1.13755e-07-7.34233e-08i,8.2261e-08+7.38034e-08i,-7.30687e-08-1.12466e-07i,1.4517e-07+1.66857e-07i,-1.44722e-07-1.4747e-07i,4.44212e-08+3.56988e-08i,6.26589e-08+1.15489e-09i,-1.95992e-07-4.44158e-08i,2.98418e-07-5.76412e-08i,-2.0724e-07+2.79677e-07i,6.28123e-08-2.43375e-07i,-2.60743e-08+4.52986e-08i,-7.16037e-08+7.26487e-08i,1.60817e-07+5.08776e-08i,-5.42592e-08-1.9609e-07i,-1.42176e-07+6.99722e-08i,2.03975e-07-1.65515e-08i,-1.13651e-07+2.5691e-08i,9.90854e-09+5.53789e-08i,-9.14346e-09+1.90769e-08i,1.70568e-08-1.64699e-07i,5.5329e-08+1.49512e-07i,-1.03214e-07+9.15196e-09i,1.32326e-07-5.33528e-10i,-1.66414e-07-1.7617e-07i,1.25621e-07+1.5283e-07i,3.68501e-08-5.72792e-08i,-1.64139e-07+1.60184e-07i,7.09681e-08-2.57633e-07i,4.45802e-09+1.37793e-07i,1.08844e-07+3.84105e-08i,-1.02336e-07-4.57062e-08i,-3.68858e-08-9.18451e-08i,6.34334e-09+1.67123e-07i,1.39719e-07-1.47322e-07i,-1.81542e-07-6.91015e-08i,1.09706e-07+3.08978e-07i,-1.6356e-07-2.98373e-07i,2.64812e-07+2.9676e-07i,-8.27584e-08-1.07914e-07i,-1.69878e-08-1.93127e-07i,-1.53556e-07+1.39974e-07i,4.34456e-08+2.73734e-08i,1.67048e-07-1.49115e-07i,-8.87996e-08+2.22665e-07i,2.16653e-08-1.41132e-07i,-1.18702e-07-5.21803e-08i,1.42682e-07+1.83032e-07i
-1.42677e-07+8.86007e-08i,2.63631e-07+3.60442e-08i,-9.93756e-08-1.80356e-07i,-6.21065e-08+2.38439e-07i,1.75192e-07-1.06045e-07i,-1.46468e-07-1.66579e-07i,1.14489e-08+3.14722e-07i,7.19514e-08-2.8607e-07i,-5.00426e-08+2.61726e-07i,5.60911e-08-2.24606e-07i,-2.24362e-07+1.32615e-07i,3.45556e-07-9.34531e-08i,-2.30332e-07+1.0347e-07i,-2.80764e-08-5.59042e-08i,3.53395e-08-1.66091e-08i,1.69615e-07+5.85274e-08i,-1.55188e-07-8.60181e-08i,5.4319e-08+5.84813e-09i,-5.62337e-09+1.54612e-07i,4.33273e-08-1.77736e-07i,-1.50142e-07+1.61385e-07i,8.82214e-08-4.97973e-08i,2.51635e-08-1.2884e-07i,7.10336e-09+1.01371e-07i,-6.07161e-08-1.02847e-07i,4.66967e-08+7.62628e-08i,1.07014e-08+2.90193e-08i,-1.13881e-07-5.04969e-08i,1.48974e-07+1.03406e-07i,-3.74722e-08-7.27356e-08i,-1.3523e-07-1.84379e-08i,2.24604e-07+6.38492e-08i,-1.49586e-07-8.3297e-09i,8.08333e-08-7.3621e-08i,-6.58972e-08-3.33324e-08i,1.04794e-07+4.58707e-08i,-2.09699e-07+6.39289e-08i,9.71993e-08+6.84238e-09i,2.47777e-07-8.09479e-09i,-4.17992e-07-9.21663e-08i,2.99855e-07+1.12876e-07i,-1.64723e-07-2.01959e-07i,5.5414e-08+1.62628e-07i,-7.14309e-09-1.11674e-08i,1.42107e-07+5.67399e-08i,-1.28875e-07-9.15998e-08i,-1.93957e-08+1.07525e-08i,-2.16855e-08+3.44846e-09i,1.83386e-08+1.16071e-07i,6.11383e-08-1.85684e-07i,-1.28703e-08+3.60034e-08i,1.59167e-08+1.38203e-07i,-5.91261e-08-1.6445e-07i,-9.1972e-08+1.54985e-07i,1.02507e-07-1.6145e-07i,9.1442e-08+6.63084e-08i,-9.91721e-08+1.11522e-07i,3.12661e-08-2.11918e-07i,1.09237e-08+9.21798e-08i,-5.77596e-08+7.0733e-08i,6.43731e-08+3.44086e-09i,2.23369e-08-3.038e-08i,-1.49374e-07-3.09848e-08i,1.38011e-07-5.63745e-08i,-4.93747e-08-8.39606e-09i,2.66919e-08+9.36195e-08i,-4.46976e-08+1.13051e-07i,1.2355e-07-1.55615e-07i,-1.74558e-07-1.29986e-07i,1.1165e-07+3.07093e-07i,8.50183e-09-2.37494e-07i,-3.96018e-08+1.37557e-07i,-9.25241e-08-1.0356e-07i,1.00301e-07+6.07506e-08i,2.30618e-08-3.0811e-08i,-1.23595e-07+1.72662e-08i,2.12152e-07+5.28056e-09i,-2.20061e-07-9.31865e-08i,1.73251e-07+2.15601e-07i,-7.67742e-08-8.87252e-08i,-2.1351e-08-9.20446e-08i,6.77271e-08+7.63522e-08i,-1.98378e-08-7.43754e-08i,-1.27026e-07+6.86526e-08i,1.40643e-07-6.98392e-08i,-4.07645e-08+1.15377e-07i,-2.2326e-08-1.87181e-07i,1.49733e-07+3.04567e-07i,-2.2457e-07-1.53322e-07i,2.81709e-08-1.4949e-07i,8.94978e-08+1.15707e-07i,-3.9933e-08+6.73095e-08i,5.66355e-08-1.32212e-07i,-4.20909e-09-2.23797e-08i,-4.29712e-08+2.1595e-07i,-1.86938e-08-1.51088e-07i,4.47476e-08+6.02276e-08i,-4.46797e-08+6.16368e-08i,8.59859e-08-2.15967e-07i,2.89828e-08+1.70045e-07i,-1.68306e-07-2.0456e-08i,8.67898e-08-4.25818e-08i,4.55945e-08+1.26589e-08i,-1.50992e-07-2.87944e-08i,7.42194e-08+9.62399e-08i,1.51016e-07-1.18591e-07i,-1.86921e-07+7.07573e-08i,1.1925e-07-7.37811e-08i,-7.47975e-08+1.21841e-07i,1.2393e-08-7.75826e-08i,3.8818e-08-2.4987e-08i,-1.17415e-07+5.56167e-08i,1.6441e-07+8.59379e-08i,-6.99497e-08-2.38241e-07i,-7.49815e-08+1.59076e-07i,9.91599e-08+1.60714e-07i,2.45587e-08-3.26969e-07i,-5.24401e-08+2.35402e-07i,-1.00704e-07-2.47416e-07i,1.56514e-08+4.33563e-08i,1.38195e-07+2.26832e-07i,6.98971e-08-2.46161e-08i,-4.91034e-08-2.3877e-07i,-1.73207e-07+2.8482e-07i,4.95044e-08-2.15639e-07i,8.2592e-08+1.60101e-07i,2.47841e-08-9.17639e-08i,-8.69551e-08-5.79243e-08i
