6.73879e-09+0i,7.17986e-09+2.87322e-08i,1.35583e-09-1.00636e-08i,-2.46446e-08-3.74748e-09i,1.89324e-08-5.21503e-09i,-4.81184e-09+2.27577e-09i,-1.42443e-09+1.92112e-08i,4.50948e-09-3.58395e-08i,-1.93239e-08+2.31273e-08i,2.42566e-08-5.30505e-09i,-1.07777e-08+2.91166e-09i,4.72503e-10-1.25161e-08i,1.35444e-08+1.8405e-08i,-2.22806e-08-2.24652e-08i,1.70697e-08+2.107e-08i,-2.5469e-10-7.82921e-09i,-2.21362e-08+1.71688e-08i,2.59302e-08-1.1142e-08i,-3.03204e-08-1.93746e-08i,2.36897e-08-4.59441e-09i,-3.95187e-09+2.83849e-08i,-1.40631e-08+1.32695e-08i,4.93546e-08-2.95279e-08i,-6.52482e-08-4.33932e-10i,5.39768e-08+3.22686e-09i,-3.64324e-08+1.46496e-08i,1.03234e-08-2.29924e-08i,-1.03146e-08+2.51247e-08i,2.56329e-08-1.77037e-08i,-8.48529e-09+3.3045e-10i,-4.94536e-09+5.96988e-09i,-5.00268e-09-1.53611e-08i,6.58284e-10+3.6255e-08i,-4.88676e-09-9.07062e-09i,1.42391e-08-5.02564e-08i,1.30506e-08+4.7397e-08i,-3.21679e-08+2.84703e-09i,1.43441e-08-3.18319e-08i,-1.15801e-08+3.22743e-08i,3.69236e-08-1.65143e-08i,-4.09597e-08-3.10317e-09i,8.45642e-09+1.88654e-08i,1.60507e-08-1.61881e-08i,-7.21597e-09+1.25537e-08i,1.33543e-08-1.69671e-08i,-3.76678e-08+4.75422e-09i,2.10698e-08-6.15853e-09i,7.22781e-09+1.58651e-08i,-8.39299e-09+4.40282e-09i,1.17671e-08-1.29795e-08i,-2.00409e-08-1.86504e-08i,1.48308e-08+1.74022e-08i,-1.61582e-08+1.49485e-08i,1.63796e-08-7.70882e-09i,8.9367e-09-8.92894e-09i,-1.88829e-08+2.64358e-08i,1.46857e-09-3.43415e-08i,3.93902e-09+4.65736e-09i,-7.53422e-09+1.8722e-08i,9.20244e-09+3.41035e-09i,6.44343e-09-3.67744e-08i,-2.67572e-08+2.67645e-08i,2.18096e-08-9.02652e-09i,1.83062e-10+1.2943e-08i,-6.54121e-09+0i,1.83062e-10-1.2943e-08i,2.18096e-08+9.02652e-09i,-2.67572e-08-2.67645e-08i,6.44343e-09+3.67744e-08i,9.20244e-09-3.41035e-09i,-7.53422e-09-1.8722e-08i,3.93902e-09-4.65736e-09i,1.46857e-09+3.43415e-08i,-1.88829e-08-2.64358e-08i,8.9367e-09+8.92894e-09i,1.63796e-08+7.70882e-09i,-1.61582e-08-1.49485e-08i,1.48308e-08-1.74022e-08i,-2.00409e-08+1.86504e-08i,1.17671e-08+1.29795e-08i,-8.39299e-09-4.40282e-09i,7.22781e-09-1.58651e-08i,2.10698e-08+6.15853e-09i,-3.76678e-08-4.75422e-09i,1.33543e-08+1.69671e-08i,-7.21597e-09-1.25537e-08i,1.60507e-08+1.61881e-08i,8.45642e-09-1.88654e-08i,-4.09597e-08+3.10317e-09i,3.69236e-08+1.65143e-08i,-1.15801e-08-3.22743e-08i,1.43441e-08+3.18319e-08i,-3.21679e-08-2.84703e-09i,1.30506e-08-4.7397e-08i,1.42391e-08+5.02564e-08i,-4.88676e-09+9.07062e-09i,6.58284e-10-3.6255e-08i,-5.00268e-09+1.53611e-08i,-4.94536e-09-5.96988e-09i,-8.48529e-09-3.3045e-10i,2.56329e-08+1.77037e-08i,-1.03146e-08-2.51247e-08i,1.03234e-08+2.29924e-08i,-3.64324e-08-1.46496e-08i,5.39768e-08-3.22686e-09i,-6.52482e-08+4.33932e-10i,4.93546e-08+2.95279e-08i,-1.40631e-08-1.32695e-08i,-3.95187e-09-2.83849e-08i,2.36897e-08+4.59441e-09i,-3.03204e-08+1.93746e-08i,2.59302e-08+1.1142e-08i,-2.21362e-08-1.71688e-08i,-2.5469e-10+7.82921e-09i,1.70697e-08-2.107e-08i,-2.22806e-08+2.24652e-08i,1.35444e-08-1.8405e-08i,4.72503e-10+1.25161e-08i,-1.07777e-08-2.91166e-09i,2.42566e-08+5.30505e-09i,-1.93239e-08-2.31273e-08i,4.50948e-09+3.58395e-08i,-1.42443e-09-1.92112e-08i,-4.81184e-09-2.27577e-09i,1.89324e-08+5.21503e-09i,-2.46446e-08+3.74748e-09i,1.35583e-09+1.00636e-08i,7.17986e-09-2.87322e-08i
-8.33863e-09-1.67819e-08i,-1.86712e-08-9.91103e-09i,1.68919e-08+8.26407e-09i,-8.3957e-09+1.02223e-08i,2.64489e-08-2.07113e-08i,-4.00993e-08+1.94495e-08i,4.85146e-08-8.19289e-09i,-4.55796e-08+1.09991e-08i,4.31903e-08-3.81581e-09i,-3.32535e-08-1.63973e-08i,-4.30018e-09+2.29879e-08i,3.2581e-08-1.01588e-08i,-2.86091e-08-2.80151e-09i,1.99912e-08+6.58002e-09i,-2.33994e-08-2.01245e-08i,9.66261e-09+3.15793e-08i,1.58317e-08-3.53765e-08i,-2.43857e-08+2.08541e-08i,2.97405e-08+1.17198e-08i,-2.29408e-08+1.63029e-10i,9.27634e-09-1.97317e-08i,4.58353e-09-1.48275e-08i,-3.71739e-08+2.81215e-08i,4.92298e-08-2.67573e-09i,-2.81345e-08-2.29065e-09i,5.55352e-09-1.15132e-08i,3.86924e-09+1.32996e-08i,2.14837e-08-3.18102e-09i,-4.23244e-08-2.54865e-09i,2.02339e-08+9.51466e-09i,1.16633e-08-1.17825e-08i,-2.51989e-08+1.92962e-08i,-8.66492e-10-3.96572e-08i,4.40304e-08+2.37626e-08i,-4.30184e-08+2.62764e-08i,-4.87615e-09-2.40479e-08i,3.06535e-08-1.2576e-08i,-9.14429e-09+2.25216e-08i,8.56586e-09-3.847e-08i,-4.32877e-08+4.31554e-08i,4.35251e-08-1.58099e-08i,2.03777e-09-4.22763e-10i,-2.60318e-08+5.37738e-10i,-1.83679e-09-1.5098e-08i,2.05854e-08+2.99063e-08i,4.94105e-09-1.81564e-08i,-1.71422e-08+1.65387e-08i,-5.16546e-10-1.81931e-08i,4.80816e-09-7.9814e-09i,1.91122e-09+6.62434e-09i,-1.28669e-09+1.64611e-08i,-8.54174e-09+1.92233e-09i,2.59733e-08-3.24693e-08i,-1.64614e-08+2.95636e-08i,-4.89406e-09-1.61657e-08i,-4.73024e-09+1.22658e-08i,1.72467e-08-1.23918e-08i,-1.38283e-08+3.00557e-09i,1.67349e-09+1.24851e-08i,3.0454e-11-3.12343e-08i,4.73553e-09+3.41025e-08i,2.43191e-08+6.62068e-09i,-2.99806e-08-2.96253e-08i,3.37769e-10+2.25416e-08i,-9.5427e-09-3.02511e-08i,1.6436e-08+2.1951e-08i,-1.91987e-08-4.00778e-09i,3.04905e-08+2.31081e-08i,-1.15262e-08-3.247e-08i,4.71567e-09-5.51843e-09i,-1.65697e-08+2.78927e-08i,4.89421e-09+1.3183e-08i,-1.22047e-08-6.14844e-08i,3.36245e-08+4.72402e-08i,-2.00521e-08-1.50059e-08i,1.82547e-08-4.34308e-09i,-3.17229e-08-6.13975e-09i,3.1093e-09+4.52997e-08i,3.60526e-08-2.01564e-08i,-2.69319e-08-1.44618e-08i,3.59132e-11-1.87167e-08i,-1.5217e-09+3.82419e-08i,-1.55256e-08-7.05955e-09i,4.5447e-08-1.69478e-08i,-2.61929e-08+9.55692e-09i,4.13779e-09-1.01402e-09i,5.20542e-09-6.28139e-09i,-1.181e-08+9.97476e-10i,7.7502e-10+1.42196e-08i,-4.65679e-10-5.72821e-09i,4.8623e-09-7.29113e-09i,4.85104e-09+1.01187e-08i,-7.51224e-09-2.22892e-08i,9.80791e-10+3.47606e-08i,1.25537e-08-2.67874e-08i,-1.92776e-08-3.52835e-09i,-6.34081e-09+2.59766e-08i,1.12631e-08-1.32866e-08i,2.35408e-08-2.94775e-09i,-3.27315e-08+3.65401e-09i,7.41938e-09+9.97872e-10i,9.934e-09-1.85705e-08i,-1.26759e-08+2.49293e-08i,2.27978e-08-9.95317e-10i,-3.75995e-08-4.86969e-09i,4.65956e-08+3.94697e-09i,-3.21696e-08-1.76995e-08i,-1.53258e-09+5.14742e-09i,1.75671e-08+5.3253e-09i,-1.9083e-08+2.08216e-08i,1.28704e-08-3.05703e-08i,-4.89265e-09-6.90504e-09i,7.89701e-09+1.06341e-08i,-1.70656e-08+5.806e-09i,6.48183e-09+3.14503e-08i,2.43136e-08-5.05128e-08i,-1.90622e-08+2.35499e-08i,8.20433e-09-9.04508e-09i,-2.06318e-08+1.33565e-08i,3.32529e-09-3.51824e-09i,9.56272e-09+6.87701e-09i,2.36425e-08-3.2628e-08i,-3.89222e-08+1.87631e-08i,2.51341e-08+3.17168e-08i,-2.59e-08-4.72134e-08i,2.32158e-08+4.87159e-09i,1.07459e-09+1.57673e-08i,5.22972e-10+1.18619e-08i
4.68516e-09+2.36844e-08i,1.66577e-08+2.69586e-09i,-2.79308e-08-4.84096e-09i,4.21789e-08-9.23718e-09i,-6.5547e-08+9.36932e-09i,6.93455e-08+6.14852e-09i,-6.17652e-08-3.09801e-08i,5.5893e-08+2.39331e-08i,-5.17089e-08-2.83468e-08i,2.16205e-08+4.93676e-08i,3.22996e-08-4.5275e-08i,-4.67949e-08+3.34323e-08i,2.26658e-08-1.98296e-08i,-1.77708e-08+3.08284e-09i,2.11674e-08+1.16455e-08i,-8.48942e-09-2.25669e-08i,-9.04776e-09+4.23461e-08i,1.7319e-08-4.52041e-08i,-2.34925e-08-2.033e-10i,2.45566e-08+2.05343e-08i,5.09195e-10+6.60398e-09i,-1.48153e-08+1.91237e-09i,1.20468e-08-2.01626e-08i,-4.56695e-09+1.8494e-08i,-1.76532e-08-2.08349e-08i,1.92532e-08+1.01587e-08i,2.155e-08+7.7842e-10i,-5.16372e-08-1.5988e-08i,3.53476e-08+1.7818e-08i,-1.34503e-08+6.1292e-09i,-9.4712e-09-3.33978e-09i,1.86696e-08-1.43423e-08i,2.19839e-08+1.87373e-08i,-4.60863e-08-2.28417e-08i,1.71194e-08+1.27261e-08i,-4.47243e-09-2.5147e-09i,3.28546e-09-7.19972e-09i,-2.23464e-10+1.65722e-08i,4.65251e-09+2.83862e-08i,7.97976e-09-6.1149e-08i,-1.49924e-08+2.63442e-08i,1.33397e-08-1.13244e-08i,-2.22923e-08+3.0061e-08i,4.41974e-08-2.24996e-08i,-6.11698e-08-8.62292e-10i,3.67714e-08-2.01954e-09i,8.02712e-09+5.46699e-09i,-2.96629e-08+1.94679e-08i,2.3763e-08-2.8647e-08i,-1.1767e-08+1.50439e-08i,1.09529e-08-4.54408e-09i,-1.73425e-09-1.05632e-08i,5.61315e-09+3.81199e-08i,-4.39063e-08-5.32477e-08i,2.96591e-08+4.11487e-08i,2.89452e-08-3.0275e-08i,-2.9638e-08+2.61033e-08i,-9.30137e-09+8.32523e-10i,3.59804e-08-3.39914e-08i,-1.6542e-08+4.24251e-08i,-1.52611e-08-1.85707e-08i,-1.59942e-08-2.33438e-08i,4.2336e-08+2.56297e-08i,-3.30885e-08+2.80918e-09i,3.92819e-08-2.07569e-08i,-2.23758e-08+1.78397e-08i,1.79309e-08-7.17495e-09i,-2.47993e-08+7.9247e-09i,-9.18686e-09-9.52266e-09i,6.54906e-09+1.6995e-08i,1.05398e-08-1.80789e-08i,-5.23774e-09-1.51634e-08i,4.2712e-08+3.09229e-08i,-5.64309e-08-1.21496e-08i,8.09058e-09+7.47307e-09i,-2.2545e-08+9.78715e-10i,6.96478e-08+2.34331e-08i,-3.85926e-08-6.49026e-08i,-1.24864e-08+1.6725e-08i,1.97892e-08+3.62786e-08i,-1.29875e-08-6.38898e-09i,2.43018e-08-4.4716e-08i,-6.55531e-09+5.50347e-08i,-3.31686e-08-2.00207e-08i,1.46804e-08-9.24255e-09i,1.91924e-08+2.52254e-08i,-1.11641e-08-3.9425e-08i,-1.94528e-08+4.81991e-08i,3.92587e-08-4.69619e-08i,-1.67084e-08+1.76664e-08i,-1.62904e-08+1.48455e-08i,1.5278e-08-3.21787e-08i,-1.14368e-08+3.2898e-08i,3.3961e-09-2.01473e-08i,6.60765e-09+2.4505e-08i,-1.36875e-08-1.88645e-08i,3.20602e-08+9.46929e-10i,-9.75112e-09-1.25385e-08i,-4.25886e-08+9.02419e-09i,6.68767e-08+2.06475e-08i,-3.60159e-08-4.02244e-08i,-7.93565e-10+5.00587e-08i,-7.53351e-10-4.8865e-08i,-9.92626e-09+1.89012e-08i,2.62215e-08+3.63848e-09i,-1.64254e-08+1.11241e-08i,-9.83166e-09-2.4531e-08i,3.52424e-08+3.41165e-08i,-1.64279e-08-2.2785e-08i,-3.42447e-08-6.24536e-09i,3.95569e-08+1.22645e-08i,-1.69539e-08+1.38471e-08i,1.6449e-09-2.54219e-08i,3.40291e-08+2.63644e-10i,-3.62015e-08-1.77188e-08i,-1.16838e-08+5.78091e-08i,1.06258e-08-3.24628e-08i,1.35841e-08-5.11905e-09i,2.10918e-08-4.55178e-09i,-3.68848e-08+3.18106e-09i,1.41111e-08+1.25366e-09i,-2.16468e-08+1.87352e-08i,2.81858e-08-1.56429e-08i,-1.13668e-08-3.30192e-09i,-2.86992e-09+2.05707e-09i,-1.7862e-08+2.18504e-08i,3.35314e-08-2.9229e-08i,-1.87819e-08-5.59535e-09i
1.75127e-08-3.89308e-08i,9.89782e-09-6.24217e-09i,-2.85728e-08+1.03812e-09i,1.68569e-08+4.0486e-08i,1.68648e-08-2.48182e-08i,-4.33998e-08-3.39758e-08i,2.58627e-08+2.75851e-08i,-5.5144e-09+1.28647e-08i,2.95061e-08+1.54378e-08i,-1.46038e-08-4.57101e-08i,-3.50647e-08+4.32587e-08i,1.18431e-08-4.16108e-08i,4.30846e-08+2.95261e-08i,-3.08096e-08-2.99875e-08i,-3.55619e-10+3.04188e-08i,-7.35557e-09-1.44837e-08i,2.65645e-08-9.37908e-09i,-1.85484e-08+7.34553e-09i,1.17919e-08+2.55682e-08i,-3.30028e-08-4.37129e-09i,-1.04053e-09-4.33898e-08i,3.95609e-08+4.91338e-08i,-5.33139e-09-5.18354e-08i,-1.96876e-08+1.81028e-08i,7.81625e-09+3.72901e-08i,6.61699e-09-3.49669e-08i,-2.83699e-08+3.14178e-08i,3.11999e-08-1.21913e-08i,-1.86742e-08-6.24766e-09i,1.52118e-08-1.34098e-08i,-8.99992e-09+1.85613e-08i,3.23661e-08-1.92465e-08i,-6.73668e-08-6.6091e-09i,3.28311e-08+4.28485e-08i,3.91742e-08-3.96718e-08i,-1.88943e-08+1.52704e-08i,-5.82744e-09+2.51779e-08i,-3.95246e-09-5.01502e-08i,-4.39414e-08+1.85542e-08i,4.61226e-08+1.97027e-08i,-3.6641e-09-1.64507e-09i,2.17222e-09-3.45011e-08i,1.45148e-09+2.94016e-09i,-4.13229e-08+7.0795e-08i,8.08279e-08-7.30468e-08i,-6.8149e-08+1.46838e-08i,1.68386e-08-7.32316e-09i,2.78345e-08+1.39472e-08i,-3.53939e-08+9.51996e-09i,-5.46033e-10-1.28482e-08i,3.59057e-08+1.40408e-08i,-3.12311e-08-4.91964e-09i,-2.01576e-08-1.30621e-08i,6.41187e-08+2.00061e-08i,-1.21939e-08-4.69848e-08i,-5.53623e-08+4.41768e-08i,1.04414e-08-2.98667e-09i,4.10075e-08-9.895e-09i,-3.68472e-08+8.25194e-09i,1.08858e-08-1.72589e-08i,1.89505e-08+8.17712e-09i,2.919e-08+1.29045e-08i,-1.00622e-07-1.15977e-08i,1.01319e-07-2.50941e-08i,-5.68901e-08+8.32227e-08i,2.25532e-08-5.64471e-08i,-3.87491e-08-1.77517e-08i,3.71133e-08-1.81635e-08i,1.41325e-08+7.18971e-08i,-3.44745e-08-3.86465e-08i,2.6366e-08+5.02486e-09i,-1.35188e-09+3.31474e-09i,-4.23795e-08+1.63397e-08i,1.53527e-08-3.51442e-08i,5.33174e-08+1.46592e-08i,-1.48279e-09-2.13592e-08i,-7.03267e-08+8.60237e-09i,4.04403e-08+2.51792e-08i,-1.12963e-09+1.23346e-08i,-2.49143e-08-6.31365e-08i,1.73417e-08+5.06705e-08i,-1.58011e-08+1.7463e-08i,3.72158e-08-5.92861e-08i,-2.96674e-11+4.14626e-08i,-2.78774e-09-1.82029e-08i,-5.46772e-08-2.47683e-09i,4.1531e-08+2.26849e-08i,1.10487e-08-3.13779e-08i,-2.07583e-08+3.29704e-08i,4.66189e-09-4.26916e-08i,2.06526e-08+2.13891e-08i,-4.87892e-08+3.51226e-08i,5.46206e-08-3.03981e-08i,-1.61156e-08+2.00412e-08i,-1.45397e-08-6.98881e-08i,2.05993e-08+6.08322e-08i,-3.74282e-08-2.12863e-08i,2.2624e-08+1.73379e-08i,3.41021e-08+3.1724e-08i,-6.83984e-08-6.78397e-08i,1.12686e-08+6.42862e-08i,4.83005e-08-6.41618e-08i,-2.56842e-08+4.88883e-08i,1.14185e-08-2.4538e-08i,-1.65918e-08-4.41305e-10i,7.97004e-09+8.24148e-09i,1.71293e-10+8.83586e-09i,-8.55334e-09-4.43002e-08i,-1.10123e-08+3.33287e-08i,6.36689e-08-1.21388e-08i,-5.26216e-08+3.36966e-08i,1.83903e-08-5.46442e-08i,-1.15682e-08+6.92313e-08i,-3.63002e-08-3.50846e-08i,4.22462e-08-1.21728e-08i,5.20658e-10+2.35608e-10i,1.94265e-08+8.29445e-09i,-6.2355e-08+2.89743e-08i,2.48205e-08-3.63924e-08i,2.52194e-08+1.0224e-08i,-2.94927e-08-4.15344e-09i,2.68534e-08-7.83639e-09i,-9.62518e-09+3.24047e-08i,-1.18221e-08-6.11617e-08i,2.6158e-08+6.47829e-08i,2.19515e-08-2.75984e-08i,-6.55965e-08-1.07902e-08i,1.33646e-08+4.51719e-08i
-9.3805e-09+3.64351e-08i,-7.34786e-08+7.70963e-09i,1.00574e-07+1.33091e-08i,-6.73513e-08-5.7879e-08i,1.09732e-08+4.33591e-08i,4.43481e-08+4.64397e-09i,-1.48458e-08+4.84594e-08i,-3.17539e-08-7.88004e-08i,-6.82094e-10-2.82858e-09i,-4.41561e-09+1.48376e-08i,4.60104e-08-6.9512e-09i,9.74279e-09+2.8579e-08i,-9.96933e-08-1.20304e-08i,6.8822e-08+3.0925e-08i,1.66337e-08-4.21576e-08i,-1.91735e-08-4.50248e-09i,-1.72586e-08+1.54153e-08i,4.06784e-09+3.83592e-08i,-6.19878e-09-4.40503e-08i,6.6406e-08-2.18058e-08i,-5.23816e-08+5.26307e-08i,-1.60518e-08-9.78384e-08i,1.28443e-08+1.58908e-07i,-9.26299e-09-6.34786e-08i,5.51015e-08-7.43845e-08i,-5.06665e-08+6.96566e-08i,9.22109e-09-4.72214e-08i,-2.99362e-09+1.64867e-08i,2.5856e-08+4.35691e-08i,-3.48172e-08-4.91796e-08i,3.44905e-08-7.72063e-09i,-6.60181e-08+5.51297e-08i,8.93045e-08+1.27657e-08i,-1.38935e-08-9.69626e-08i,-8.88084e-08+1.02035e-07i,5.11198e-08-8.12479e-08i,8.64838e-09+3.0078e-08i,-2.89415e-08+4.11229e-08i,9.05841e-08-6.09961e-08i,-7.9744e-08-8.72557e-10i,1.25203e-08+2.8341e-08i,-2.36571e-08+4.74383e-08i,5.96211e-08-6.06173e-08i,-2.60938e-08-3.31831e-08i,-1.18862e-08+4.59884e-08i,1.57909e-08+3.43025e-08i,-3.21319e-08-3.20119e-08i,-3.19009e-09-3.97395e-08i,7.01498e-08+6.79622e-08i,-2.05719e-08-2.17797e-08i,-7.71992e-08-6.17753e-08i,6.58359e-08+5.75239e-08i,-2.44445e-08-2.21059e-08i,3.47176e-08+2.27185e-08i,-7.6637e-08+3.8816e-08i,9.77798e-08-5.35346e-08i,-1.5368e-08-1.1679e-08i,-3.89496e-08-1.65797e-08i,2.12699e-08+8.66205e-08i,-2.07203e-08-8.04139e-08i,2.19491e-08+6.16577e-08i,-7.366e-08-6.3373e-08i,1.40034e-07+4.95693e-08i,-1.17463e-07+3.04055e-08i,2.93573e-08-1.29529e-07i,-7.08287e-09+8.09124e-08i,5.12429e-08+3.04575e-08i,-3.73997e-08+5.64937e-10i,-1.67225e-08-6.12285e-08i,3.7643e-08+1.34758e-08i,-3.44734e-08+1.33599e-10i,2.81225e-08+3.82184e-08i,-1.54351e-08-4.26578e-08i,4.62543e-08+3.85153e-08i,-8.14349e-08-3.01896e-08i,1.97289e-08+4.85917e-08i,1.62207e-08-6.10045e-08i,-1.62661e-09+3.77792e-08i,-3.30262e-09-4.03612e-08i,5.32835e-08+6.36897e-08i,-4.30374e-08-4.66345e-08i,2.70175e-08+1.51516e-09i,-8.47168e-08-8.097e-09i,6.54488e-08+2.32255e-08i,-3.24475e-08+2.88096e-08i,4.00678e-08-9.68875e-08i,-1.2992e-08+1.0939e-07i,-9.13388e-09-6.65089e-08i,-2.73938e-09+1.84847e-08i,2.60517e-08+4.18893e-08i,-4.25203e-08-2.96029e-08i,7.43214e-08-7.16701e-08i,-7.11136e-08+6.03217e-08i,2.86045e-08-2.24377e-08i,-3.46966e-08+6.51103e-08i,1.25844e-08-3.8273e-08i,3.70433e-08-1.09594e-08i,-3.40236e-08+4.0022e-08i,-2.69529e-09-1.05087e-07i,2.70623e-08+8.9736e-08i,1.49313e-08-5.55987e-08i,-4.13491e-08+7.86513e-08i,8.21053e-09-2.6387e-08i,1.97118e-08-4.8332e-08i,-1.74692e-08+6.39571e-08i,-1.8461e-08-8.28493e-08i,4.19049e-08+8.41524e-08i,-2.11379e-08-1.61041e-08i,-1.58845e-08-9.49485e-09i,1.33037e-08-1.61709e-08i,-1.1526e-08+1.90307e-09i,1.94773e-08+2.36629e-08i,-1.9839e-08-4.3956e-08i,5.60763e-08+4.27734e-08i,-4.91132e-08+1.62323e-09i,4.30332e-09-3.87578e-08i,-7.30565e-09+3.66017e-08i,6.31719e-09-4.5003e-08i,2.37898e-08+5.33312e-08i,-2.60863e-08-4.27196e-08i,3.68051e-08+3.74704e-08i,-5.71861e-08-8.90437e-09i,2.3092e-08-3.63047e-08i,6.18879e-09+6.78928e-08i,-1.75233e-09-5.29785e-08i,-8.2159e-09-1.38462e-08i,4.90602e-09+7.60898e-08i,2.92143e-08-8.84744e-08i
-5.02116e-08-1.27269e-08i,6.45954e-08-4.46982e-08i,-3.43267e-08+3.52502e-09i,-1.54276e-08+4.08207e-08i,3.84318e-08-3.77065e-08i,-4.71487e-08+3.53807e-08i,1.18242e-08-6.88083e-08i,4.2482e-08+7.1507e-08i,-5.719e-08-9.33767e-09i,6.61508e-08+9.14895e-09i,-6.09615e-08-2.27979e-08i,-2.33926e-08-1.38147e-08i,1.07291e-07-5.23371e-09i,-4.45066e-08+3.78959e-08i,-6.41395e-08-3.45569e-08i,5.72705e-08+2.281e-08i,-4.70641e-10+1.39522e-08i,6.32899e-09-5.30216e-08i,-6.7283e-09+3.64153e-08i,-3.54888e-08-3.47314e-08i,3.87877e-08+4.58821e-08i,-1.16859e-08+6.54134e-08i,-2.15641e-08-1.5909e-07i,5.23934e-08+3.6208e-08i,-8.14593e-08+7.9019e-08i,8.80091e-08-2.80321e-08i,-3.88911e-08+1.6514e-08i,-1.59361e-10-6.38409e-09i,-1.74902e-08-8.41722e-08i,4.43113e-08+1.07955e-07i,-3.0482e-08-2.2226e-08i,3.56509e-08-5.45356e-08i,-8.56072e-08+1.85024e-08i,3.14828e-08+4.86291e-08i,7.21594e-08-6.9562e-08i,-3.096e-08+6.45768e-08i,-2.91714e-08-4.10177e-08i,7.90138e-09-1.69154e-08i,-2.92928e-08+4.36538e-08i,6.32259e-08+4.0774e-08i,-3.1627e-08-1.12353e-07i,2.82713e-08+5.40711e-08i,-8.34593e-08+7.62482e-09i,6.00486e-08+1.26243e-08i,-4.91969e-08+3.23112e-08i,1.03612e-07-1.02927e-07i,-2.81804e-08+4.19311e-08i,-9.33302e-09+6.60245e-08i,-7.66255e-08-1.14826e-07i,2.30296e-08+5.13133e-08i,7.91088e-08+7.1923e-08i,-5.99917e-08-8.65112e-08i,7.01344e-08+4.03031e-08i,-1.0083e-07-3.78278e-08i,7.73127e-08+1.18938e-08i,-8.06786e-08-1.76426e-08i,4.85679e-08+5.95536e-08i,6.24896e-09+1.61862e-08i,-2.72298e-08-1.36868e-07i,6.51826e-08+1.49236e-07i,-8.68838e-08-9.12143e-08i,8.64623e-08+5.75789e-08i,-8.2092e-08-2.99942e-08i,4.95789e-08-9.01366e-08i,8.37006e-09+1.93719e-07i,-3.9233e-08-8.85191e-08i,2.19124e-08-4.97309e-08i,-3.55894e-08+3.80787e-08i,1.01489e-07-1.30098e-08i,-9.20041e-08+3.10503e-08i,4.09828e-08+1.59609e-09i,-7.06702e-08-3.97483e-08i,6.38661e-08+4.33959e-08i,-2.55645e-08-6.02728e-08i,3.82607e-08+4.02037e-08i,-3.32016e-08-2.65043e-08i,4.95682e-08+6.11918e-08i,-4.25007e-08-6.06065e-08i,-5.71304e-09+3.48805e-08i,-3.31916e-08-2.19002e-08i,6.50859e-08-5.45523e-09i,-5.73233e-08+2.2643e-08i,8.05402e-08+2.38097e-08i,-7.38961e-08-5.1074e-08i,3.97982e-08-1.98932e-08i,1.73098e-08+1.10219e-07i,-7.56144e-08-1.52424e-07i,8.43066e-08+1.34685e-07i,-3.43776e-08-5.08284e-08i,-4.53692e-08-4.17901e-08i,8.12668e-08+2.49437e-08i,-1.0658e-07+5.13275e-08i,1.00273e-07-1.20395e-08i,-7.89222e-08-3.89837e-08i,9.66915e-08+2.79147e-08i,-1.41525e-08-6.39527e-08i,-9.41276e-08+9.30174e-08i,7.67918e-08-8.59863e-08i,-1.43134e-08+8.68557e-08i,-7.81107e-09-6.39199e-08i,1.91424e-08+4.3705e-08i,-5.86759e-08-4.20673e-08i,7.26418e-08-2.24933e-08i,-6.92203e-08+1.02695e-07i,6.29069e-08-1.22911e-07i,-3.69135e-08+1.35651e-07i,2.88083e-08-1.39708e-07i,-6.98703e-08+8.87646e-08i,1.12477e-07-4.38653e-08i,-7.64291e-08+6.28629e-08i,3.18651e-08-6.76032e-08i,-5.18619e-08+3.55641e-08i,9.00913e-08-1.214e-08i,-1.15202e-07-2.11836e-08i,8.91428e-08+4.89087e-08i,-2.94356e-08-1.67669e-08i,-1.77585e-08-3.31012e-08i,8.51939e-08+2.69129e-08i,-1.14014e-07-1.02427e-08i,9.74737e-08+2.16251e-08i,-1.00831e-07-1.19942e-08i,3.51005e-08-2.18949e-08i,6.01221e-08+4.48804e-08i,-3.11561e-08-4.58819e-08i,-3.12755e-08+6.97972e-09i,5.3367e-09+3.26273e-08i,1.1917e-08-5.71102e-08i,2.1097e-08+7.34052e-08i
