-2.90598e-07+0i,3.5578e-07-3.65016e-07i,-1.71319e-07+2.6738e-08i,-3.46107e-07+3.47772e-07i,6.16842e-07-1.27479e-07i,-4.32767e-07-9.40113e-08i,-8.41653e-08+1.14496e-07i,3.71611e-07-1.41324e-07i,-1.50661e-07-1.95062e-07i,4.97485e-08+4.13199e-07i,3.80722e-08-1.09412e-07i,-2.92386e-07+2.03231e-08i,2.19049e-07-3.17741e-07i,3.54663e-08+4.99455e-07i,-1.10064e-07-4.28942e-07i,-1.02184e-07+2.52391e-07i,2.84429e-07+3.11396e-08i,-1.5432e-07-2.55919e-07i,-6.46723e-09+3.48088e-07i,1.13502e-07-2.82615e-07i,7.2403e-08+7.83634e-08i,-3.11415e-07-3.05419e-08i,-6.20653e-08+1.02963e-07i,4.17401e-07-3.01334e-07i,-2.04792e-07+4.48609e-07i,8.24351e-08-1.93759e-07i,-2.01462e-07-6.37802e-08i,6.3281e-08+1.08705e-08i,2.43318e-08+1.52971e-07i,1.23082e-09-2.38653e-07i,1.17053e-07+1.32094e-07i,-2.78477e-07+5.4835e-08i,3.55741e-07-1.54673e-07i,-5.34986e-08+2.7112e-09i,-3.51238e-07+8.55371e-08i,3.47365e-07+2.28472e-07i,-2.17413e-07-3.58476e-07i,2.65712e-07+3.32936e-07i,3.88592e-09-2.30837e-07i,-3.64657e-07-5.9293e-08i,1.96993e-07+1.83811e-07i,5.42459e-08-3.4494e-07i,1.08576e-07+4.35306e-07i,-3.86583e-07-1.36264e-07i,2.33313e-07-2.40569e-07i,-5.35955e-08+4.87409e-07i,2.10173e-07-5.05674e-07i,-3.41215e-07+2.15066e-07i,5.29943e-07-8.72355e-08i,-6.79637e-07+1.53828e-07i,4.25124e-07+1.27714e-07i,-1.66338e-07-5.13108e-07i,2.04762e-07+4.10178e-07i,-9.93706e-08-5.06633e-08i,-2.10524e-07+2.79595e-08i,3.22572e-07+9.17335e-08i,4.07058e-08-3.07778e-07i,-4.53028e-07+1.93497e-07i,4.78826e-07-2.518e-07i,-4.6061e-07+3.62836e-08i,4.56155e-07+5.16421e-07i,-2.87809e-07-3.95956e-07i,3.41669e-08+1.52096e-07i,2.14676e-07-3.01469e-07i,-3.32216e-07+0i,2.14676e-07+3.01469e-07i,3.41669e-08-1.52096e-07i,-2.87809e-07+3.95956e-07i,4.56155e-07-5.16421e-07i,-4.6061e-07-3.62836e-08i,4.78826e-07+2.518e-07i,-4.53028e-07-1.93497e-07i,4.07058e-08+3.07778e-07i,3.22572e-07-9.17335e-08i,-2.10524e-07-2.79595e-08i,-9.93706e-08+5.06633e-08i,2.04762e-07-4.10178e-07i,-1.66338e-07+5.13108e-07i,4.25124e-07-1.27714e-07i,-6.79637e-07-1.53828e-07i,5.29943e-07+8.72355e-08i,-3.41215e-07-2.15066e-07i,2.10173e-07+5.05674e-07i,-5.35955e-08-4.87409e-07i,2.33313e-07+2.40569e-07i,-3.86583e-07+1.36264e-07i,1.08576e-07-4.35306e-07i,5.42459e-08+3.4494e-07i,1.96993e-07-1.83811e-07i,-3.64657e-07+5.9293e-08i,3.88592e-09+2.30837e-07i,2.65712e-07-3.32936e-07i,-2.17413e-07+3.58476e-07i,3.47365e-07-2.28472e-07i,-3.51238e-07-8.55371e-08i,-5.34986e-08-2.7112e-09i,3.55741e-07+1.54673e-07i,-2.78477e-07-5.4835e-08i,1.17053e-07-1.32094e-07i,1.23082e-09+2.38653e-07i,2.43318e-08-1.52971e-07i,6.3281e-08-1.08705e-08i,-2.01462e-07+6.37802e-08i,8.24351e-08+1.93759e-07i,-2.04792e-07-4.48609e-07i,4.17401e-07+3.01334e-07i,-6.20653e-08-1.02963e-07i,-3.11415e-07+3.05419e-08i,7.2403e-08-7.83634e-08i,1.13502e-07+2.82615e-07i,-6.46723e-09-3.48088e-07i,-1.5432e-07+2.55919e-07i,2.84429e-07-3.11396e-08i,-1.02184e-07-2.52391e-07i,-1.10064e-07+4.28942e-07i,3.54663e-08-4.99455e-07i,2.19049e-07+3.17741e-07i,-2.92386e-07-2.03231e-08i,3.80722e-08+1.09412e-07i,4.97485e-08-4.13199e-07i,-1.50661e-07+1.95062e-07i,3.71611e-07+1.41324e-07i,-8.41653e-08-1.14496e-07i,-4.32767e-07+9.40113e-08i,6.16842e-07+1.27479e-07i,-3.46107e-07-3.47772e-07i,-1.71319e-07-2.6738e-08i,3.5578e-07+3.65016e-07i
1.44038e-07-2.13819e-07i,-3.70428e-08+3.99518e-07i,-9.22333e-08-3.69036e-08i,2.67669e-07-2.94697e-07i,-4.17524e-07+2.83421e-08i,4.81456e-07+2.55679e-07i,-1.52214e-07-2.32849e-07i,-1.44783e-07+1.36393e-07i,-4.45843e-08+1.19625e-07i,2.38405e-07-4.66287e-07i,-2.91231e-07+3.53092e-07i,2.73989e-07-4.75139e-08i,-1.12252e-07+3.47253e-08i,-4.45717e-08+2.07165e-08i,4.6579e-08+4.45376e-09i,1.87962e-07-2.2899e-07i,-4.4855e-07+1.30231e-07i,3.96381e-07+1.42523e-07i,-2.18023e-07-2.02993e-07i,9.02078e-08+1.2792e-07i,-4.05125e-08+2.89565e-08i,8.54804e-08-1.78153e-07i,1.68295e-07+1.93719e-07i,-4.13513e-07-1.00365e-07i,1.01655e-07+1.44973e-08i,6.66545e-08+4.75642e-09i,1.04088e-07+2.43967e-08i,1.11272e-08+4.35756e-08i,-9.27209e-08-3.11916e-07i,-2.95111e-08+4.31428e-07i,5.985e-08-1.53491e-07i,4.71215e-08-2.12255e-07i,-1.36357e-07+3.31541e-07i,-5.16137e-08-1.07854e-07i,2.93913e-07+3.70169e-08i,-1.37198e-07-3.00297e-07i,-4.22317e-08+1.94044e-07i,-1.70371e-07-2.34263e-08i,7.85077e-08+5.64449e-08i,2.0588e-07+6.64503e-08i,-1.6548e-07-1.58505e-07i,2.12116e-07+3.41384e-07i,-2.45902e-07-4.62355e-07i,9.46442e-08+7.53117e-08i,-5.78711e-08+4.29841e-07i,1.73713e-07-6.49838e-07i,-2.39612e-07+6.48021e-07i,2.23841e-07-3.40447e-07i,-1.84182e-07+2.89521e-08i,1.64318e-07-1.06486e-07i,-2.35351e-07-1.5978e-08i,1.81883e-07+4.61135e-07i,1.7006e-09-4.40099e-07i,-1.68776e-07+2.50395e-08i,2.90172e-07+1.96242e-07i,-3.32932e-07-3.47465e-07i,1.39114e-07+3.29047e-07i,1.53617e-07-2.30855e-07i,-2.52521e-07+5.7485e-07i,1.62501e-07-5.1645e-07i,-5.23043e-08-1.96039e-07i,8.50283e-08+4.43884e-07i,-1.20151e-07-2.93478e-07i,8.05556e-08+1.36985e-07i,2.01242e-07+3.83174e-07i,-2.97695e-07-5.8896e-07i,-2.5462e-09+2.36413e-07i,3.49702e-07-3.67353e-07i,-6.16052e-07+5.53306e-07i,4.46616e-07-2.66725e-07i,-3.26611e-07+5.05157e-08i,3.54671e-07+1.45347e-07i,1.3169e-07-3.25053e-07i,-5.76863e-07+1.97997e-07i,4.42622e-07-7.12971e-09i,3.27236e-08-3.25191e-08i,-3.55227e-07+5.51096e-08i,2.37447e-07-7.2794e-08i,-3.21779e-07-8.42392e-08i,6.72097e-07+1.87814e-07i,-5.02864e-07-1.51149e-07i,1.37991e-07+2.0605e-07i,-9.03246e-08-2.75906e-07i,5.17484e-08+2.46921e-07i,-1.82642e-07-7.95341e-08i,2.72775e-07-7.302e-08i,1.78211e-07+2.28866e-07i,-3.42259e-07-2.85994e-07i,-1.01062e-07+1.94423e-07i,2.40215e-07-1.82437e-07i,2.127e-09-2.12978e-08i,-1.03527e-07+2.42584e-07i,1.69753e-07-1.48013e-07i,-4.4742e-07-7.13509e-08i,4.75294e-07+1.7235e-07i,-3.53287e-08-8.23277e-08i,-1.70836e-07-1.59181e-08i,1.16776e-07+1.82644e-09i,2.91002e-10+8.3753e-08i,-1.81037e-07-1.92678e-08i,9.90866e-08-5.58412e-08i,-1.05499e-07+3.8087e-08i,2.3216e-07-5.65562e-08i,-1.54222e-07-1.9199e-07i,2.56489e-07+4.80413e-07i,-3.78734e-07-2.80911e-07i,-1.19752e-07+3.88691e-08i,6.24361e-07-5.79049e-08i,-3.59282e-07+1.24304e-07i,1.02593e-08-2.94296e-07i,9.14637e-08+3.68486e-07i,-1.51057e-07-2.1261e-07i,8.43525e-08+1.33214e-08i,-1.78316e-07+2.88706e-07i,3.01419e-07-6.29544e-07i,-1.35046e-07+5.51327e-07i,-1.73192e-07-1.83132e-07i,3.37913e-07-1.10422e-07i,-1.7409e-07+1.17565e-07i,-6.98148e-09+2.30108e-07i,2.38729e-08-2.0896e-07i,-1.60968e-07+2.63299e-08i,2.56652e-07-9.02489e-08i,-1.24149e-08+1.10314e-07i,-2.20751e-07-2.57317e-07i,1.52522e-07+3.64629e-07i,1.63848e-07-2.16843e-07i,-3.04353e-07+5.77267e-08i
-7.7001e-08+3.04596e-07i,-1.5406e-07-2.41668e-07i,1.6695e-07-9.69082e-08i,7.09903e-09+2.77106e-07i,4.42894e-09-1.10734e-09i,-2.02913e-07-2.53628e-07i,1.75615e-07-5.66109e-09i,1.9571e-09+3.08183e-07i,7.39694e-08-3.54673e-07i,-4.91141e-07+5.50812e-07i,5.74083e-07-3.74283e-07i,-1.65842e-07-5.40016e-08i,3.44975e-09+1.67913e-07i,1.20508e-08-2.82933e-07i,4.21939e-08+2.25471e-07i,-3.17238e-07+6.93465e-08i,5.03175e-07-1.83283e-08i,-4.31498e-07-1.59234e-07i,2.82926e-07-9.15076e-08i,-1.42816e-07+3.11184e-07i,6.49195e-08-2.68241e-07i,-1.42622e-07+2.16198e-07i,1.03468e-08-6.45829e-08i,2.39014e-07+3.80117e-08i,-4.04454e-08-8.85049e-08i,-1.83144e-07-7.11574e-08i,1.77623e-08+2.25769e-08i,-6.29411e-08+8.9759e-08i,2.06945e-07+1.71774e-07i,-2.24444e-08-3.26018e-07i,-1.46683e-07+1.2901e-07i,2.0937e-07+1.74045e-07i,-1.58472e-07-3.74376e-07i,8.75393e-08+2.27265e-07i,-1.52697e-07-9.92951e-08i,1.08649e-08+1.22141e-07i,2.87121e-08+1.76099e-07i,2.11706e-07-4.01318e-07i,-1.16011e-07+2.29144e-07i,-1.43043e-07-3.81917e-08i,2.81797e-07-6.12798e-08i,-4.58619e-07+5.14916e-08i,2.90474e-07+1.52251e-07i,1.69412e-07-1.96668e-07i,-1.15392e-07-2.61758e-07i,-1.56117e-07+5.80522e-07i,-5.34638e-09-3.68137e-07i,1.98339e-07+1.63854e-07i,-3.18143e-07-6.70484e-08i,4.73313e-07+1.53564e-07i,-1.95425e-07-1.57964e-07i,-8.51837e-08-1.94177e-07i,-1.45475e-07+3.30158e-07i,4.5531e-07-1.74167e-07i,-5.009e-07-2.77003e-07i,4.36922e-07+6.98864e-07i,-3.36757e-07-4.21559e-07i,2.15037e-07+1.50874e-07i,-2.12565e-07-4.82353e-07i,2.28023e-07+5.40687e-07i,-2.29872e-07-8.77501e-08i,1.4796e-07-2.14521e-07i,1.71132e-08+2.69387e-07i,-1.6121e-07-1.46756e-07i,6.50334e-08-2.84573e-07i,1.56996e-08+4.63067e-07i,1.36676e-07-1.91472e-07i,-2.64094e-07+1.99204e-07i,4.08747e-07-3.26627e-07i,-3.95511e-07+3.57595e-07i,3.62329e-07-2.6782e-07i,-2.77486e-07-3.38996e-08i,-1.51356e-07+1.76281e-07i,3.35135e-07-1.50018e-07i,-9.35228e-08+7.01052e-09i,-1.89717e-07+3.74503e-08i,2.84736e-07+1.23561e-07i,-1.29381e-07-1.73696e-07i,1.39786e-07+1.82946e-07i,-3.30675e-07-5.01913e-08i,2.14732e-07-3.946e-08i,-2.50972e-08-1.66769e-07i,4.65083e-08+2.63628e-07i,5.2753e-09-2.01446e-07i,8.91489e-08+1.52477e-07i,-2.74675e-07-9.7263e-08i,-1.04179e-08-7.31429e-08i,1.79239e-07+1.14957e-07i,7.6908e-08-7.10717e-08i,-2.44179e-08+2.7274e-07i,-9.06931e-08-2.02301e-07i,-1.07586e-07-1.62342e-07i,1.49898e-07+1.80697e-07i,1.97816e-07+2.84596e-08i,-3.34589e-07-1.68609e-07i,5.32826e-08+2.36511e-07i,4.33812e-09-5.48117e-08i,4.01357e-08-1.31135e-07i,-7.48377e-08-6.54106e-09i,1.34986e-07-3.64859e-08i,-4.35722e-09+2.10713e-07i,1.12713e-07-2.20566e-07i,-4.36988e-07+2.15549e-07i,4.68296e-07+3.42996e-08i,-3.38548e-07-2.89919e-07i,1.34862e-07+7.27799e-08i,2.39824e-07+1.43339e-07i,-4.5683e-07+3.71537e-08i,3.21805e-07-3.06601e-07i,-2.16075e-07+4.50103e-07i,1.45629e-07-3.28392e-07i,2.04685e-07+8.43375e-08i,-4.4223e-07+1.22149e-08i,3.88301e-07-2.00413e-07i,-3.1168e-07+3.47747e-07i,1.81436e-07-2.14509e-08i,1.25454e-07-2.61377e-07i,-4.46765e-07+3.75013e-07i,4.09493e-07-5.07153e-07i,-2.00115e-07+2.89099e-07i,2.51942e-07-5.06512e-08i,-1.9222e-07-2.7415e-08i,-7.34564e-08+5.55089e-08i,8.63193e-08-8.6913e-08i,-7.93397e-08+2.04815e-07i,7.45323e-08-2.45865e-07i,-6.59339e-08+3.01363e-07i,1.76135e-07-3.1975e-07i
-3.36915e-08-2.13812e-07i,5.08926e-08+1.03963e-07i,-8.84796e-08+1.47039e-07i,8.63573e-08-1.46657e-07i,-1.42009e-07-3.09489e-08i,2.1755e-07+7.72718e-09i,-1.84424e-07+3.64819e-07i,-2.07187e-08-5.3443e-07i,8.42626e-08+3.75644e-07i,2.34658e-07-3.65394e-07i,-1.95625e-07+8.11812e-08i,-7.10458e-08+2.11817e-07i,-1.21397e-07-1.85054e-07i,1.25067e-07+2.24244e-07i,-7.22034e-08-1.81831e-07i,3.08186e-07+8.6001e-08i,-3.0771e-07-2.62916e-07i,1.93763e-07+2.66766e-07i,-1.91606e-07+1.89381e-07i,1.33406e-07-4.86935e-07i,-1.40034e-07+3.98312e-07i,2.61248e-07-9.50004e-08i,-2.24282e-07-2.62354e-07i,-3.73099e-08+3.89307e-07i,4.0752e-08-3.17921e-07i,1.09093e-07+2.29949e-07i,9.43704e-08-1.76017e-08i,-7.53027e-08-1.93127e-07i,-2.15214e-07+1.14927e-07i,2.17217e-07+6.69168e-08i,-7.1912e-08-1.25783e-08i,-9.08079e-08-1.81514e-07i,9.73704e-08+2.80988e-07i,5.37041e-08-1.74321e-07i,-7.59204e-08+7.83121e-08i,2.09191e-08+2.39774e-08i,2.35171e-07-3.61627e-07i,-4.14089e-07+5.30112e-07i,7.97052e-08-2.74069e-07i,2.50783e-07-5.08418e-08i,-3.26281e-07+2.00035e-07i,4.76391e-07-2.36277e-07i,-3.38732e-07+8.22709e-08i,-7.78354e-08-1.76575e-08i,2.5542e-08+4.04338e-07i,1.31591e-07-5.72228e-07i,1.08533e-07+1.09385e-07i,-3.69454e-07+1.87072e-07i,4.7992e-07-1.60801e-07i,-5.25735e-07+1.90453e-08i,3.20062e-07+1.30824e-07i,-1.31821e-07+2.07199e-10i,2.15059e-07-1.15197e-07i,-2.79297e-07+1.59836e-07i,3.01004e-07+3.43109e-08i,-2.73096e-07-5.16109e-07i,1.52895e-07+5.21441e-07i,-1.19885e-07-2.51861e-07i,2.35546e-07+1.99653e-07i,-2.48394e-07-5.85098e-08i,1.80629e-07+4.40575e-08i,-1.19717e-07-1.35856e-07i,2.26903e-08-5.82356e-08i,5.96614e-08+2.56011e-07i,-1.21104e-07-1.60378e-07i,1.22562e-07-2.88605e-08i,-1.02107e-07+4.89553e-08i,8.92824e-08+3.57062e-08i,-2.02542e-07+4.19422e-09i,4.14274e-07-3.77152e-07i,-4.64325e-07+5.28952e-07i,2.57679e-07-1.94994e-07i,-5.05205e-08-3.24549e-08i,2.22735e-07+4.88342e-08i,-4.34498e-07+5.75145e-08i,3.72683e-07-1.16024e-07i,-1.90727e-07+1.28994e-07i,3.94929e-08-2.24591e-07i,-5.18272e-08+2.26578e-07i,-8.54985e-09-3.05288e-07i,-1.89972e-08+4.10837e-07i,2.49836e-07-1.30241e-07i,-2.52544e-07-2.30698e-07i,1.17501e-07+1.9529e-07i,-2.48394e-07-1.45355e-07i,5.38046e-07+2.23467e-07i,-5.57685e-07-1.89381e-07i,4.23051e-07+3.29712e-07i,-2.48398e-07-2.64953e-07i,4.34198e-08-1.58131e-07i,-2.7164e-08+1.46555e-07i,8.1811e-08+2.28207e-07i,-1.51663e-07-3.42768e-07i,1.25706e-07+1.0846e-07i,-2.01333e-09+1.45351e-07i,-2.50992e-08-2.1942e-07i,-1.25242e-08+3.18534e-08i,8.86053e-08+3.02777e-07i,-8.05876e-08-2.49998e-07i,1.00033e-07+9.11069e-08i,-1.58088e-07-3.15321e-07i,-6.44668e-08+5.01081e-07i,3.45469e-07-3.4344e-07i,-4.13922e-07-4.67535e-08i,2.25927e-07+2.0579e-07i,1.9556e-07+3.62521e-08i,-3.47134e-07-1.93721e-07i,1.77216e-07-1.19995e-08i,-9.28845e-08+3.32731e-07i,1.96576e-07-3.88545e-07i,-2.95178e-07+1.46591e-07i,1.91662e-09-3.00756e-08i,3.62463e-07+8.25008e-08i,-2.93496e-07+7.85025e-08i,6.82122e-08-5.7097e-08i,9.22139e-12-3.11285e-07i,-2.30855e-07+3.99941e-07i,5.65725e-07-3.82296e-07i,-4.15324e-07+4.11156e-07i,1.40791e-07-2.48321e-07i,-2.10521e-07+1.20454e-07i,1.93527e-07-1.44639e-09i,1.38874e-08-9.7813e-08i,5.41387e-08+1.18753e-07i,-1.02942e-07-1.88156e-07i,-4.9887e-08+2.86596e-07i,-3.82387e-08-4.10964e-07i,1.16103e-07+3.36024e-07i
2.17679e-07+1.90211e-07i,-1.75831e-07+5.80104e-08i,3.333e-07-3.38675e-07i,-4.30567e-07+3.29838e-08i,3.70093e-07+1.31185e-07i,-1.95263e-07+1.40617e-07i,6.57006e-08-3.58106e-07i,-4.58164e-08+2.81877e-07i,4.08293e-08-1.88159e-07i,-3.01824e-08+1.35695e-07i,-1.97853e-07+1.68377e-07i,3.16921e-07-2.6474e-07i,2.46384e-08+1.74976e-07i,-1.37591e-07-1.13341e-07i,2.00036e-08-5.17972e-08i,-1.43184e-07-1.1625e-08i,8.71482e-08+3.05822e-07i,9.49064e-08-2.7167e-07i,1.13353e-07-1.08389e-07i,-4.45648e-07+3.68233e-07i,5.42799e-07-3.166e-07i,-5.36721e-07+2.8723e-08i,3.92027e-07+1.7323e-07i,-3.19418e-08-2.63646e-07i,-1.82093e-08+3.16724e-07i,-1.66257e-07-1.98419e-07i,1.62387e-08+1.77568e-07i,1.6881e-07-1.14581e-07i,-1.39475e-07-1.08968e-07i,5.46169e-08+2.12813e-07i,-3.34261e-08-3.72918e-07i,2.58461e-08+4.03197e-07i,8.59626e-08-1.80297e-07i,-1.04215e-07+1.32868e-07i,8.81102e-08-2.91515e-07i,-1.14157e-07+1.48753e-07i,-5.01251e-08+3.24794e-07i,1.58231e-07-5.42949e-07i,2.54884e-08+2.98622e-07i,-1.19649e-07+2.49055e-08i,7.21472e-08-7.4414e-08i,-2.41861e-07-9.24589e-08i,2.49838e-07+7.64025e-08i,-2.16539e-08+2.8278e-07i,3.69506e-08-5.97652e-07i,-1.13921e-07+5.17247e-07i,-4.43745e-08-1.32647e-07i,3.35172e-07-1.55383e-07i,-3.21191e-07+2.3557e-07i,1.00909e-07-1.381e-07i,-4.53204e-08-8.21247e-08i,7.07647e-08+2.35488e-07i,-7.11555e-08-1.61447e-07i,6.42397e-08-1.21159e-07i,-1.41382e-07+1.97614e-07i,9.82407e-08+1.96168e-07i,2.65577e-08-5.51059e-07i,-3.41317e-08+4.3767e-07i,-4.43811e-08-8.29852e-08i,7.77993e-08-1.31397e-07i,2.2321e-08-5.71014e-08i,-1.8299e-07+1.89189e-07i,2.45327e-07+1.81618e-07i,-9.42796e-08-6.35685e-07i,4.88658e-08+7.12295e-07i,-9.19781e-08-4.22903e-07i,-3.20862e-08+1.09147e-07i,6.24445e-08-1.27167e-07i,2.16786e-07+2.51182e-07i,-5.17488e-07+6.40538e-08i,5.01399e-07-4.19418e-07i,-1.99156e-07+2.64914e-07i,3.79591e-08+4.93624e-08i,-2.79336e-07-1.65111e-07i,4.10905e-07+1.5025e-07i,-2.61016e-07-1.49943e-08i,1.7075e-07-2.86829e-07i,-1.26222e-07+3.81621e-07i,8.37423e-08-1.20601e-07i,1.17831e-07+4.73475e-08i,-7.60815e-08-2.17736e-07i,-2.54508e-07+9.70168e-08i,2.19517e-07+1.5605e-07i,-1.26204e-07-1.40911e-07i,1.80039e-07+2.51254e-07i,-3.16239e-07-3.49269e-07i,4.60056e-07+2.12126e-07i,-2.9127e-07-3.32646e-07i,-6.6664e-08+2.05391e-07i,2.82459e-08+1.25554e-07i,1.09857e-07+5.09977e-08i,2.28701e-07-3.25866e-07i,-3.95214e-07+2.67741e-07i,1.22149e-07-2.41992e-08i,-3.63819e-08-6.22354e-08i,1.9235e-07+8.34956e-08i,-4.76054e-08-5.34195e-08i,-1.99274e-07-2.63137e-07i,1.52595e-07+2.9368e-07i,-1.43213e-07-2.97482e-08i,1.08218e-07+1.75409e-07i,5.27796e-08-4.2884e-07i,-8.094e-08+3.61128e-07i,1.35221e-07-8.26426e-08i,-1.11177e-07-3.10677e-08i,-1.47619e-07-1.48299e-07i,1.53637e-07+1.97426e-07i,-2.27113e-08+1.05636e-07i,1.51733e-07-3.56958e-07i,-2.55139e-07+2.66956e-07i,2.06375e-07-8.91561e-08i,1.09519e-09+1.30223e-07i,-2.60187e-07-1.40276e-07i,2.16425e-07-2.0144e-07i,1.33282e-07+2.30087e-07i,-3.56297e-07+1.67972e-07i,4.45938e-07-3.14185e-07i,-4.3348e-07+1.48287e-07i,5.96802e-08+1.30102e-07i,7.42709e-08-1.54931e-07i,1.96563e-07-8.46882e-08i,-8.90502e-08+3.30647e-08i,-2.55284e-07+1.60813e-07i,5.75766e-08-1.94273e-07i,2.72779e-07+2.51304e-07i,-2.37749e-07-4.12753e-07i,2.70754e-07+4.99101e-07i,-3.4117e-07-3.0521e-07i
-6.43359e-08-3.21154e-07i,8.68062e-08-1.26798e-08i,-3.13754e-07+3.63868e-07i,3.91633e-07-7.96634e-08i,-2.72854e-07-1.66884e-07i,2.99532e-08+3.11245e-08i,1.20055e-07+7.84159e-08i,9.09512e-08-7.96904e-08i,-3.11153e-07+4.95963e-08i,2.13631e-07+2.02769e-07i,6.64963e-08-3.59411e-07i,-2.41721e-07+1.35302e-07i,1.48094e-07-1.64514e-07i,-7.96511e-08+1.67056e-07i,9.73074e-08+1.98272e-07i,2.94218e-08-2.32446e-07i,3.7511e-08-1.43882e-07i,-2.94892e-07+3.20775e-07i,-1.10071e-08+5.45053e-08i,5.53799e-07-2.93235e-07i,-5.80766e-07-1.10568e-07i,4.67254e-07+4.14792e-07i,-3.70824e-07-1.60714e-07i,4.90552e-08-1.34084e-07i,1.63396e-07+1.34146e-07i,2.27999e-08-8.30491e-08i,-1.97617e-07-8.85222e-08i,-6.17941e-08+1.61652e-07i,4.39595e-07+8.99533e-08i,-4.39932e-07-3.66307e-07i,3.16545e-07+5.05348e-07i,-2.5626e-07-3.44607e-07i,6.58534e-08+3.26951e-08i,-8.91951e-08-6.01856e-08i,7.65527e-08+3.49405e-07i,1.89195e-07-2.60734e-07i,-2.78082e-07-2.3273e-07i,2.25893e-07+4.25954e-07i,-9.62337e-08-1.36507e-07i,-6.78332e-08-9.06495e-08i,1.07016e-07-4.32695e-08i,4.5567e-09+3.93668e-07i,-3.71254e-08-3.29774e-07i,-9.50089e-08-2.38229e-07i,2.25571e-07+6.09436e-07i,-1.70596e-07-5.85028e-07i,1.74537e-07+3.28066e-07i,-4.55389e-07-1.94993e-07i,2.7216e-07+3.98302e-07i,1.58262e-07-3.93216e-07i,-1.25496e-07+1.69565e-07i,1.01326e-07-2.17171e-07i,-1.90452e-07+4.68195e-08i,4.12463e-08+3.3713e-07i,4.74603e-08-2.45546e-07i,8.04808e-08-1.70177e-07i,7.0598e-08+4.29325e-07i,-1.69761e-07-3.09791e-07i,3.21372e-08+8.88096e-08i,2.88231e-08-1.67629e-07i,-1.68175e-07+3.00356e-07i,4.05341e-07-7.37359e-08i,-3.8917e-07-3.70812e-07i,3.90962e-08+6.97545e-07i,3.5889e-08-6.82722e-07i,1.30502e-07+3.75484e-07i,6.69673e-08-1.22294e-07i,-3.1333e-07+7.383e-08i,9.1613e-08-2.40602e-07i,2.57455e-07+2.26133e-07i,-3.56558e-07+1.79958e-07i,2.33086e-07-3.54937e-07i,-1.93397e-07+1.49898e-07i,2.21865e-07+5.0879e-08i,-7.38612e-08-2.00493e-07i,5.35028e-08+2.29576e-07i,-2.85199e-07+4.04619e-08i,3.34934e-07-1.46013e-07i,-1.39166e-07-2.81834e-07i,-1.32109e-07+4.82048e-07i,1.51473e-07-1.64233e-07i,4.80186e-08+4.6561e-08i,-2.9435e-08-1.12215e-07i,3.87697e-10+1.33826e-07i,2.75308e-08-2.99363e-07i,3.31647e-08+1.36517e-08i,-1.49747e-07+3.45693e-07i,-1.1994e-07-1.63663e-08i,3.64778e-07+4.32162e-08i,-5.01401e-08-2.61289e-07i,-1.25417e-07-9.4087e-08i,-3.12593e-07+3.22364e-07i,5.99214e-07-5.68397e-08i,-4.0089e-07-5.45041e-08i,2.28529e-07-1.39942e-07i,-1.62085e-07-1.5389e-09i,-8.39721e-08+9.97674e-08i,2.06659e-07+2.94372e-07i,-2.01223e-07-3.88685e-07i,3.17098e-07+1.93048e-08i,-2.28395e-07-1.70027e-08i,3.21967e-08+2.85581e-07i,-1.2546e-09-3.2507e-07i,-2.66826e-08+1.52646e-07i,5.57705e-09+7.24465e-09i,1.45779e-08+7.58125e-08i,1.04247e-07-7.23238e-08i,-7.56343e-08-2.37139e-07i,-1.75053e-07+4.5759e-07i,3.05862e-07-3.40934e-07i,-2.60414e-07+1.13528e-07i,1.49326e-08+5.13855e-09i,2.92971e-07-1.41725e-07i,-1.78185e-07+3.87212e-07i,-2.34229e-07-4.40127e-07i,4.65579e-07+1.12698e-07i,-3.90992e-07+2.25281e-07i,1.21177e-07-8.44178e-08i,1.58026e-07-1.99946e-07i,-4.50603e-08+1.65957e-09i,-3.30633e-07+7.40744e-08i,1.14833e-07+2.50568e-07i,2.84482e-07-3.19005e-07i,-5.01646e-08+2.60923e-07i,-2.32751e-07-2.4381e-07i,2.5505e-07+3.30037e-07i,-2.80018e-07-4.71485e-07i,2.25017e-07+3.9086e-07i
