-1.52581e-08+0i,1.45479e-08+7.90423e-09i,-2.26937e-08+8.84173e-09i,1.33961e-08-6.57513e-09i,2.13411e-08-2.40887e-08i,-1.31223e-08+3.79073e-08i,-2.57843e-08-3.98944e-08i,1.83527e-08+4.59223e-08i,2.73382e-09-4.52711e-08i,-3.44704e-08+2.57595e-08i,6.94306e-08+1.22201e-08i,-1.657e-08-3.19029e-08i,-6.18267e-08+2.10837e-08i,3.99619e-08-1.29158e-08i,2.4109e-08-6.25517e-10i,-3.02572e-09-5.11461e-09i,-2.26906e-08+4.20439e-08i,-2.11167e-08-4.45067e-08i,4.74875e-08+2.94647e-08i,-4.56282e-08-4.2824e-08i,5.11696e-08+4.89937e-08i,-5.48908e-08-3.38435e-08i,4.96889e-08+3.77999e-08i,-5.26948e-08-3.31663e-08i,5.03865e-08+3.98144e-09i,-3.52032e-08-5.6404e-09i,2.92872e-08+7.03039e-09i,-4.67839e-08+3.49546e-08i,7.62557e-08-3.55362e-08i,-5.5303e-08+8.90636e-09i,6.75329e-09-2.18341e-08i,1.69291e-08+1.25579e-08i,-3.70995e-08+1.2495e-08i,3.50812e-08-5.09643e-09i,7.58715e-09-5.57381e-09i,-1.79447e-08-7.34336e-09i,-2.14418e-08+1.83278e-08i,1.94017e-08-1.59547e-08i,-2.03652e-09+1.1652e-08i,3.35794e-08-3.50179e-08i,-5.65384e-08+4.67556e-08i,3.04721e-08+2.6546e-09i,2.92932e-08+8.26459e-09i,-6.72965e-08-4.79539e-08i,2.27957e-08+2.08035e-08i,1.91085e-08-1.50814e-08i,1.38118e-08+2.61004e-08i,-1.02515e-08-3.09191e-08i,-1.83365e-08+3.18138e-08i,8.26067e-09-1.16395e-08i,-2.41395e-08-2.61612e-09i,2.37244e-08+1.66916e-08i,2.7945e-08-2.76644e-08i,-2.41113e-08+2.80838e-08i,-4.53529e-08-3.99576e-08i,5.47504e-08+3.78007e-08i,2.03154e-09-2.58695e-08i,2.81672e-09+1.93656e-08i,-3.37639e-08+9.36216e-09i,-1.05699e-08-1.43955e-08i,4.09544e-08-3.26926e-08i,5.4807e-09+5.44849e-08i,-3.89578e-08-3.11626e-08i,-6.18276e-09+1.51231e-08i,4.90625e-08+0i,-6.18276e-09-1.51231e-08i,-3.89578e-08+3.11626e-08i,5.4807e-09-5.44849e-08i,4.09544e-08+3.26926e-08i,-1.05699e-08+1.43955e-08i,-3.37639e-08-9.36216e-09i,2.81672e-09-1.93656e-08i,2.03154e-09+2.58695e-08i,5.47504e-08-3.78007e-08i,-4.53529e-08+3.99576e-08i,-2.41113e-08-2.80838e-08i,2.7945e-08+2.76644e-08i,2.37244e-08-1.66916e-08i,-2.41395e-08+2.61612e-09i,8.26067e-09+1.16395e-08i,-1.83365e-08-3.18138e-08i,-1.02515e-08+3.09191e-08i,1.38118e-08-2.61004e-08i,1.91085e-08+1.50814e-08i,2.27957e-08-2.08035e-08i,-6.72965e-08+4.79539e-08i,2.92932e-08-8.26459e-09i,3.04721e-08-2.6546e-09i,-5.65384e-08-4.67556e-08i,3.35794e-08+3.50179e-08i,-2.03652e-09-1.1652e-08i,1.94017e-08+1.59547e-08i,-2.14418e-08-1.83278e-08i,-1.79447e-08+7.34336e-09i,7.58715e-09+5.57381e-09i,3.50812e-08+5.09643e-09i,-3.70995e-08-1.2495e-08i,1.69291e-08-1.25579e-08i,6.75329e-09+2.18341e-08i,-5.5303e-08-8.90636e-09i,7.62557e-08+3.55362e-08i,-4.67839e-08-3.49546e-08i,2.92872e-08-7.03039e-09i,-3.52032e-08+5.6404e-09i,5.03865e-08-3.98144e-09i,-5.26948e-08+3.31663e-08i,4.96889e-08-3.77999e-08i,-5.48908e-08+3.38435e-08i,5.11696e-08-4.89937e-08i,-4.56282e-08+4.2824e-08i,4.74875e-08-2.94647e-08i,-2.11167e-08+4.45067e-08i,-2.26906e-08-4.20439e-08i,-3.02572e-09+5.11461e-09i,2.4109e-08+6.25517e-10i,3.99619e-08+1.29158e-08i,-6.18267e-08-2.10837e-08i,-1.657e-08+3.19029e-08i,6.94306e-08-1.22201e-08i,-3.44704e-08-2.57595e-08i,2.73382e-09+4.52711e-08i,1.83527e-08-4.59223e-08i,-2.57843e-08+3.98944e-08i,-1.31223e-08-3.79073e-08i,2.13411e-08+2.40887e-08i,1.33961e-08+6.57513e-09i,-2.26937e-08-8.84173e-09i,1.45479e-08-7.90423e-09i
1.4484e-08-2.13004e-08i,5.88021e-09+1.12273e-08i,5.2242e-08-2.406e-08i,-7.04622e-08-2.75411e-09i,-1.42541e-08+4.80826e-08i,5.11671e-08-3.08228e-08i,1.14433e-09+1.37573e-08i,-1.91672e-08-3.22494e-08i,1.75846e-08+3.36055e-08i,4.01529e-09-1.78438e-08i,-3.85227e-08+1.01956e-09i,-4.94987e-09+4.607e-09i,7.21509e-08+1.44239e-08i,-5.29283e-08-2.69462e-09i,3.06126e-09-2.87986e-08i,-2.37538e-08+2.68071e-08i,3.14712e-08-2.946e-08i,1.66583e-08+3.06856e-08i,-4.33445e-08-3.79898e-08i,3.17323e-08+6.13201e-08i,-2.06985e-08-4.62615e-08i,3.70372e-08+3.28505e-08i,-4.15785e-08-4.17334e-08i,3.06138e-08+3.29593e-08i,-3.02247e-08-3.18887e-08i,2.64718e-08+3.37709e-08i,-2.662e-08-2.53978e-08i,4.01636e-08-2.12187e-09i,-5.33576e-08+7.42326e-09i,3.67908e-08+2.63579e-08i,-2.26245e-09-2.55638e-08i,-5.53446e-09+2.0975e-08i,4.62174e-09-3.52972e-08i,-1.05387e-09+2.00082e-08i,-2.12061e-08+8.41339e-09i,1.80554e-08-1.26979e-08i,7.73382e-09-4.72891e-09i,1.542e-09+1.52565e-08i,-1.49009e-08+6.96238e-09i,-2.16156e-08-1.86742e-08i,4.76537e-08-6.185e-09i,-1.29784e-08+1.16609e-08i,-4.32277e-08-2.15944e-08i,5.58526e-08+3.47145e-08i,-1.56147e-08-1.21815e-08i,-1.16157e-08-7.80093e-10i,1.48821e-09+6.79746e-09i,1.32303e-08+1.53797e-08i,-3.26045e-08-3.74803e-08i,2.95689e-08+1.39761e-08i,3.73017e-08-8.28102e-09i,-6.37985e-08-4.37393e-09i,1.04057e-08+3.15895e-08i,1.29346e-08-2.76577e-08i,1.01644e-08+3.90492e-08i,5.61082e-09-5.57121e-08i,-4.18935e-08+4.67383e-08i,6.7466e-09-1.81927e-08i,4.53732e-08-2.63628e-08i,-4.04101e-08-3.02033e-10i,2.68255e-08+7.37388e-08i,-3.85615e-08-8.59858e-08i,3.92099e-08+5.21362e-08i,-2.32288e-09-1.51857e-08i,-2.79962e-08+1.23373e-09i,8.54724e-09-4.60932e-09i,1.43142e-08-1.19322e-08i,4.21229e-09+1.2424e-08i,-4.82182e-08+1.88071e-08i,5.18472e-08-1.62667e-08i,-2.04946e-08+5.42304e-09i,2.00576e-09-1.35e-08i,3.18949e-08-1.04911e-08i,-6.61095e-08+5.12035e-08i,5.66644e-08-4.6294e-08i,-2.25683e-09+2.73696e-08i,-2.14718e-08-3.63752e-08i,-1.32497e-08+1.93555e-08i,2.41672e-08+1.43213e-08i,-3.3543e-08-4.4456e-09i,6.13929e-08-7.48812e-09i,-1.81618e-08-1.96879e-08i,-2.384e-08+3.55164e-08i,6.68073e-09-2.04706e-08i,-2.63171e-08+2.59525e-08i,4.64439e-08-3.26154e-08i,-1.15145e-08-3.58093e-09i,-2.20124e-08+4.28192e-09i,2.97416e-08+4.29877e-08i,-1.36818e-08-4.97936e-08i,-1.27418e-08+1.88058e-08i,-6.9612e-10+7.92358e-09i,1.23672e-08+9.92497e-09i,1.65746e-08-3.32457e-08i,-3.0292e-08+1.24274e-08i,5.57961e-09-1.32588e-09i,2.2724e-08-3.96839e-09i,-2.25884e-08+1.81582e-08i,-5.78439e-09+2.72099e-09i,2.34675e-08-2.10275e-08i,2.27913e-09-6.76744e-09i,-1.26001e-08+5.42863e-09i,-8.86935e-09+1.57835e-08i,3.73575e-08+9.18052e-09i,-7.72647e-08-1.61221e-08i,6.52175e-08+8.32757e-09i,-2.24831e-08-1.49789e-08i,2.62642e-08-2.81813e-08i,-3.98036e-08+5.05279e-08i,4.21322e-08-2.29236e-08i,-4.10104e-08+3.21397e-08i,1.11515e-08-4.69656e-08i,2.14462e-08+2.50922e-08i,-1.3889e-08+1.39078e-08i,2.63838e-08-1.21437e-08i,-6.56974e-08-4.51322e-09i,3.99151e-08+2.40114e-09i,3.95601e-08-3.58145e-08i,-9.56224e-08+3.01415e-08i,8.19406e-08+2.05727e-08i,-3.14628e-08-1.83725e-08i,8.76661e-09+2.59716e-08i,6.33239e-09-5.43621e-08i,-2.51888e-08+5.00285e-08i,1.12472e-08-2.69968e-08i,2.5804e-09-1.43538e-08i,2.49558e-08+2.81017e-08i,-4.88186e-08+9.49122e-09i
1.18081e-08+2.45976e-08i,-3.6267e-08-4.32142e-08i,-1.23753e-08+8.27922e-08i,4.86137e-08-1.36725e-08i,1.79321e-09-7.00999e-08i,-5.45236e-08+5.29533e-08i,4.06318e-08-1.93491e-08i,1.08819e-08+1.451e-08i,-3.91641e-08-1.83147e-08i,-5.66314e-10+2.0807e-08i,3.19969e-08-1.31485e-08i,-1.0273e-08+3.20301e-08i,-2.94871e-08-7.14473e-08i,4.89706e-08+3.16546e-08i,-4.05206e-08+3.58119e-08i,5.8016e-08-3.66015e-08i,-6.09945e-08+2.29432e-08i,1.1186e-08-1.3526e-08i,2.263e-08+3.29598e-08i,-1.06096e-08-5.1943e-08i,-1.46497e-08+1.9991e-08i,4.14002e-09-1.30151e-08i,1.53448e-08+7.68997e-09i,-1.46364e-10+5.13432e-09i,-9.49945e-09+3.64565e-08i,-7.56968e-09-5.21136e-08i,2.45652e-08+4.5448e-08i,-1.74655e-08-3.54641e-08i,1.23376e-08+6.3578e-09i,-1.25266e-08-2.8624e-08i,-1.77404e-08+5.05586e-08i,3.11782e-08-4.41963e-08i,-8.09689e-10+4.71473e-08i,-3.97048e-08-6.83902e-09i,4.33787e-08-4.3264e-08i,-1.25562e-08+5.61587e-08i,6.09395e-09-5.84296e-08i,-8.87365e-09+4.28718e-08i,1.94152e-08-4.406e-08i,-1.69062e-08+7.56893e-08i,-2.15062e-08-5.16882e-08i,2.8028e-08-2.26233e-08i,4.35552e-09+5.61013e-08i,-1.2999e-08-5.14582e-08i,3.15905e-09+2.33674e-08i,1.29357e-08+2.7687e-08i,-3.39571e-08-4.62181e-08i,1.9938e-08-4.74606e-09i,2.37121e-08+5.23766e-08i,-2.82665e-08-5.13996e-08i,-2.44929e-08+4.27384e-08i,4.76043e-08-3.13615e-09i,-8.47856e-09-3.80681e-08i,-2.77196e-08+1.31654e-08i,2.02174e-08-8.96638e-09i,-2.28822e-08+4.55453e-08i,3.05758e-08-3.6766e-08i,9.4667e-09-1.0371e-08i,-3.67601e-08+4.09879e-08i,2.88779e-08-1.92727e-08i,-3.6361e-08-2.40353e-08i,4.18355e-08+4.68887e-08i,-2.23816e-08-2.6554e-08i,5.55089e-09-1.78283e-08i,-5.90173e-09+3.39801e-08i,-3.74652e-09-2.97085e-08i,1.44496e-08+2.57911e-08i,6.08225e-09+7.55249e-09i,-4.19803e-09-3.9084e-08i,-2.91613e-08+2.21133e-08i,4.53272e-08-2.23943e-08i,-1.15484e-08+3.5115e-08i,-4.79099e-08+1.14727e-08i,6.50512e-08-6.76562e-08i,-6.3865e-08+6.6387e-08i,5.0659e-08-4.91142e-08i,-7.72511e-09+3.99054e-08i,-1.05862e-09-6.81144e-09i,-1.59237e-08-2.13348e-08i,1.05964e-08-6.47014e-09i,-1.74336e-08+4.55139e-08i,1.33235e-08-1.84946e-08i,1.39566e-08-9.47945e-09i,-2.88595e-08+1.06193e-08i,3.34278e-08-2.97698e-08i,-8.7852e-09+5.92318e-09i,-1.87034e-08+3.03689e-08i,1.01019e-08-4.84585e-09i,-3.58734e-10-3.72683e-08i,-1.1736e-08+5.11147e-08i,4.10938e-08-3.68327e-08i,-4.2781e-08+1.74338e-08i,2.28233e-08-3.40124e-08i,-2.26471e-08+4.0734e-08i,4.70508e-08-7.21346e-09i,-6.135e-08+1.2809e-09i,4.33624e-08-6.26109e-09i,-2.31805e-08+6.39757e-09i,3.19912e-08-2.39487e-08i,-5.42677e-09+2.51177e-08i,-6.62511e-08-2.99059e-08i,6.86387e-08+5.91459e-08i,-2.7653e-08-5.07356e-08i,-1.67712e-08+2.3764e-08i,6.5927e-08-2.59774e-08i,-4.32001e-08-5.63648e-09i,-1.85991e-09+4.11312e-08i,-1.12038e-09+2.46708e-08i,3.5773e-11-8.28771e-08i,-1.03803e-08+4.28387e-08i,1.29999e-08-1.30808e-08i,1.79331e-08+2.01154e-08i,-3.13488e-08-7.57429e-09i,4.71478e-08-9.43105e-09i,-8.04035e-08+4.74944e-09i,8.76446e-08-1.67986e-08i,-3.826e-08+3.44093e-08i,-4.25622e-08+1.22579e-08i,1.12933e-07-3.8281e-08i,-1.11845e-07+9.1941e-09i,4.3984e-08-1.0923e-08i,-2.54858e-08-1.20358e-08i,3.02902e-08+3.56565e-08i,5.21888e-09-1.24194e-08i,-3.519e-08+3.33042e-09i,5.54935e-08+2.63102e-08i,-5.83076e-08-3.4945e-08i,3.51914e-08-1.60406e-08i
-2.05697e-08-2.37115e-08i,3.64853e-08+1.92012e-08i,6.76257e-09-5.12426e-08i,-4.08066e-08-7.25069e-09i,1.75465e-09+6.79913e-08i,5.24629e-08-5.48243e-08i,-4.01452e-08+1.65967e-08i,-4.83846e-08-6.37159e-10i,5.71833e-08+1.11413e-08i,4.02356e-08-9.67816e-09i,-7.2841e-08-5.81797e-09i,3.54557e-08-1.6127e-08i,-7.2579e-09+6.12314e-08i,-2.63206e-08-4.42164e-08i,5.20871e-08+1.046e-08i,-5.40208e-08+1.95561e-09i,4.57977e-08-2.88319e-08i,-1.09135e-08+2.21854e-08i,-1.66131e-08-1.43509e-08i,-3.77918e-09+2.66489e-08i,2.67691e-08-6.09366e-10i,-9.21096e-09-1.53543e-09i,-9.06805e-09-2.07829e-08i,-1.52666e-09+1.22799e-08i,1.7636e-08-4.10939e-08i,-2.3881e-08+6.86623e-08i,2.56381e-08-5.8436e-08i,-1.88267e-08+4.34405e-08i,-1.09078e-08+5.17426e-09i,1.06191e-08-1.60852e-08i,3.34e-08-4.10533e-08i,-4.42891e-08+7.22034e-08i,-1.70954e-09-4.17645e-08i,5.98665e-08-3.21746e-08i,-5.63323e-08+9.73647e-08i,1.70554e-09-1.12196e-07i,2.34608e-08+9.17054e-08i,-3.34636e-08-5.69377e-08i,1.93382e-08+4.09584e-08i,7.81758e-09-4.89179e-08i,9.62188e-09+3.00457e-08i,-2.74133e-08+1.74503e-08i,2.6136e-08-4.16579e-08i,6.28628e-09+5.23883e-08i,-3.36079e-08-3.48711e-08i,-2.39646e-08-4.75464e-08i,6.78432e-08+7.43166e-08i,-3.11582e-08-1.0848e-08i,-1.8307e-08-1.92885e-08i,2.82362e-08+2.00533e-08i,-2.17176e-08-1.03899e-08i,2.71615e-08-2.45732e-08i,-3.84034e-08+4.04565e-08i,6.89876e-08-1.62629e-08i,-4.78218e-08+6.92922e-09i,-1.2815e-08-3.07495e-08i,3.60194e-08+2.21764e-08i,-5.76582e-08+5.12686e-09i,4.86032e-08-3.45692e-09i,-3.21046e-09+7.07567e-09i,2.55845e-09-2.44966e-08i,-3.06549e-08+2.60904e-08i,3.03817e-08-8.03092e-09i,-1.82493e-08+6.10457e-09i,2.52348e-08-5.81806e-08i,-4.24094e-12+5.00386e-08i,-2.52789e-08+3.31067e-08i,-1.49223e-08-6.53501e-08i,3.38128e-08+6.90627e-08i,-1.09576e-08-4.31991e-08i,-1.58718e-08+7.32795e-09i,2.44662e-08-1.39903e-08i,1.80978e-08-4.54079e-09i,-5.15931e-08+4.54184e-08i,4.63284e-08-6.33727e-08i,-2.83944e-08+8.03121e-08i,-6.6235e-09-4.83345e-08i,9.25593e-09-1.8875e-08i,3.59079e-08+4.37058e-08i,-4.26874e-08-4.32374e-08i,-2.59377e-09+2.0972e-08i,1.5737e-08-2.20742e-09i,-7.74745e-09-7.83764e-09i,3.0369e-08+9.19564e-09i,-3.17039e-08+8.06838e-10i,-7.99407e-09+4.16553e-08i,3.70479e-08-6.95621e-08i,-4.8248e-08+1.43953e-08i,4.01174e-08+2.27002e-08i,-3.21203e-09-7.29846e-09i,-2.59574e-08+1.30406e-08i,4.95833e-08-4.80438e-08i,-5.9948e-08+5.85566e-08i,1.61288e-08-1.06819e-08i,-4.97162e-10-3.12961e-08i,5.16338e-08+1.04958e-08i,-7.5684e-08+1.31255e-08i,6.47995e-08-3.47997e-09i,-7.19832e-08-1.23021e-08i,4.40312e-08+1.995e-09i,2.50564e-08+5.35719e-08i,-4.42895e-08-9.84087e-08i,2.95795e-08+7.43158e-08i,-9.70912e-09-4.37308e-08i,-1.52163e-08+2.22581e-08i,-1.13559e-08+1.51553e-08i,4.03288e-08-3.06186e-08i,2.01543e-09-2.93833e-09i,-1.4311e-08+6.52259e-08i,-2.24525e-08-5.36746e-08i,4.19368e-08-2.78808e-08i,-5.19164e-08+3.74611e-08i,5.14101e-08+1.26046e-08i,-5.77963e-08-4.2787e-08i,6.61624e-08+6.14793e-08i,-4.93091e-08-3.89533e-08i,2.01349e-08-2.13133e-08i,1.74813e-08+3.1142e-08i,-6.24994e-08-6.50045e-09i,7.22424e-08-8.95171e-09i,-4.28698e-08+4.01455e-08i,4.06991e-08-1.86448e-08i,-5.71022e-08-1.189e-08i,4.77976e-08-1.98451e-08i,-1.29853e-08+2.66119e-08i,-1.93379e-08-3.43024e-08i,5.2497e-09+7.18829e-09i,9.94563e-09+5.21916e-08i
-7.7965e-09+2.90584e-08i,-1.52248e-08+2.73301e-08i,-2.99408e-08-5.44266e-08i,4.63799e-08+8.03258e-08i,1.95717e-08-1.00215e-07i,-7.03764e-08+7.69673e-08i,1.5808e-08-1.8191e-08i,8.30193e-08-4.66673e-09i,-4.5296e-08-6.42165e-09i,-6.20467e-08+6.65614e-09i,5.68381e-08+1.25047e-08i,1.69986e-08-2.70673e-08i,-3.65803e-08-3.59653e-09i,3.14789e-08+4.56648e-08i,-7.25955e-08-5.8563e-08i,5.42937e-08+1.93324e-08i,5.09876e-09+2.24379e-08i,-1.79293e-08-1.21314e-08i,4.13632e-08+1.01973e-08i,-2.33498e-08-2.43848e-08i,-3.88265e-09+1.46638e-08i,-1.32944e-08-2.65392e-08i,-5.46775e-09+6.05449e-08i,7.37642e-09-3.59931e-08i,-1.01947e-08+3.47816e-08i,6.60352e-08-6.71644e-08i,-7.34539e-08+4.25105e-08i,8.74344e-09-1.56059e-08i,5.59489e-08-5.76417e-10i,-3.53188e-08+1.07311e-09i,-1.1321e-08+4.64644e-08i,-4.7901e-09-7.17296e-08i,3.86703e-08+3.93906e-08i,-5.35632e-08+1.28205e-08i,4.28595e-08-7.44081e-08i,-1.04929e-08+1.04702e-07i,-3.10422e-08-7.6039e-08i,6.03268e-08+2.25226e-08i,-6.53335e-08-3.63758e-09i,5.0712e-08-3.99274e-10i,-2.58605e-08+2.93337e-08i,1.39648e-08-2.79617e-08i,-2.15109e-08-1.27908e-08i,-1.9023e-08+2.34272e-08i,3.79884e-08-3.60143e-09i,3.85057e-08+4.59367e-08i,-5.00901e-08-6.69283e-08i,-1.73367e-08+2.8445e-09i,5.70992e-08-4.3378e-09i,-6.20497e-08+2.77376e-08i,4.88121e-08-6.77044e-09i,-3.49096e-08+1.49874e-08i,4.56633e-08-4.25334e-08i,-7.04439e-08+5.57385e-08i,4.23611e-08-5.13934e-08i,2.87415e-08+2.30389e-08i,-7.31609e-08-1.30094e-09i,7.86333e-08+2.90774e-08i,-4.78377e-08-4.29923e-08i,7.81492e-09+1.26792e-08i,4.33304e-09+3.64485e-08i,1.38194e-08-8.49705e-08i,-5.32112e-08+3.32884e-08i,7.14431e-08+3.69e-08i,-3.39706e-08+2.32082e-08i,-3.34556e-08-4.01139e-09i,3.73288e-08-1.16306e-07i,2.53182e-08+1.12465e-07i,-3.0327e-08-8.39968e-08i,-7.04875e-09+5.42979e-08i,4.18875e-08+9.71112e-09i,-7.15235e-08+2.10936e-10i,5.14722e-08-1.92181e-08i,-3.5833e-08+5.63885e-09i,3.85109e-08+3.02606e-08i,-4.14464e-08-8.0145e-08i,4.96169e-08+4.8866e-08i,-1.25081e-08+1.47946e-08i,-5.55098e-08-6.18315e-08i,8.54839e-08+1.16351e-07i,-4.89433e-08-1.00826e-07i,1.92652e-08+2.98347e-08i,8.65804e-09-1.19714e-10i,-5.64986e-08+9.33104e-09i,3.98216e-08+8.11385e-09i,-1.5425e-08-6.02743e-08i,1.48075e-08+6.97287e-08i,4.42964e-08-1.90984e-08i,-7.65842e-08+9.8909e-10i,2.73902e-08-3.04482e-08i,-4.8999e-09+2.16633e-08i,-2.03246e-08+2.00689e-08i,4.6804e-08-7.96425e-09i,8.57421e-09-4.79442e-08i,-3.74509e-08+5.07604e-08i,-5.1689e-09-3.49838e-08i,2.47054e-08+3.81243e-08i,-4.63184e-08-3.97016e-08i,7.28062e-08+5.83099e-08i,-6.13329e-08-2.92867e-08i,4.88691e-08-3.05228e-08i,-3.27988e-08+3.97142e-08i,7.04473e-09-2.79041e-08i,1.88614e-09+4.40937e-10i,1.1775e-09+6.37126e-08i,9.87073e-09-6.57131e-08i,-2.42207e-08+8.48578e-09i,-1.87139e-08-2.08723e-09i,4.20605e-08-1.11625e-08i,1.70059e-08+3.8589e-08i,-4.13576e-08+1.47593e-08i,4.11928e-08-5.14539e-08i,-4.90011e-08+4.29282e-09i,5.81527e-08+2.77338e-08i,-7.45807e-08-8.20836e-08i,3.10406e-08+1.21753e-07i,1.85627e-08-3.89353e-08i,-2.91607e-08-5.17294e-08i,3.06755e-08+7.24919e-08i,-3.40406e-08-3.66607e-08i,4.91692e-08-5.44253e-08i,-3.66118e-08+4.38613e-08i,3.90763e-08+3.55098e-08i,-5.72646e-08-2.55199e-08i,2.84125e-08+7.57723e-09i,-9.25301e-09-5.13805e-09i,7.94048e-09+2.94789e-08i,1.67114e-08-6.56864e-08i
8.34654e-09-6.82849e-08i,1.35386e-08+3.30992e-08i,3.19385e-08+4.47465e-08i,-2.71132e-08-8.86445e-08i,-4.98713e-08+1.06028e-07i,7.94349e-08-6.32834e-08i,7.26864e-09-1.20112e-08i,-8.44006e-08+2.56824e-08i,4.46776e-08-4.35981e-09i,1.63772e-08-1.5812e-08i,3.08727e-09+6.38739e-09i,-7.44765e-08+3.56739e-08i,1.03675e-07-1.09909e-08i,-6.40921e-08-7.01346e-08i,6.24348e-08+8.11644e-08i,-3.35374e-08+3.70195e-09i,-4.4069e-08-3.22422e-08i,5.07516e-08-2.9982e-08i,-7.34472e-08+2.78203e-08i,6.97538e-08+6.10916e-09i,-2.25234e-08-6.97055e-09i,-4.7194e-09+4.51698e-08i,4.92407e-08-6.95186e-08i,-5.21392e-08+1.14407e-08i,6.59196e-08+3.47161e-09i,-1.13379e-07+1.61232e-08i,5.21912e-08+2.29493e-08i,6.53068e-08-5.24694e-08i,-1.1966e-07+3.29722e-08i,7.53555e-08-2.98872e-09i,-2.7817e-08+1.37787e-08i,6.14292e-08-4.80787e-08i,-7.12247e-08+3.62623e-08i,1.33598e-08-2.22463e-10i,5.68225e-08+1.12485e-08i,-6.57147e-08-4.98794e-08i,2.46828e-08+7.58503e-08i,5.30468e-09-4.55713e-08i,-3.21335e-09-6.05467e-09i,-2.22131e-08+1.64768e-08i,3.05269e-08-4.27676e-08i,-4.07879e-08+4.7022e-08i,5.47566e-08+3.40949e-08i,-1.36376e-08-8.54108e-08i,-1.42515e-08+2.97441e-08i,-1.6551e-08+2.50089e-09i,-7.34902e-09+1.1567e-08i,8.39417e-08+1.72162e-08i,-1.27196e-07-1.81633e-08i,1.32187e-07+3.12905e-09i,-8.05522e-08-3.58533e-08i,1.79079e-08+4.79389e-08i,-3.56808e-08+4.03451e-09i,5.77351e-08-7.7917e-08i,-3.1956e-08+1.02035e-07i,7.774e-09-3.8594e-08i,2.41679e-08-2.9296e-09i,-3.17924e-08-3.41642e-08i,1.7382e-08+9.77643e-09i,-1.8387e-08+2.76165e-08i,-2.21229e-08-4.94189e-08i,4.29195e-08+1.04109e-07i,2.52958e-08-4.18275e-08i,-7.05553e-08-5.70532e-08i,3.8127e-08+2.11578e-08i,1.65747e-08-2.19357e-08i,-2.58669e-08+1.01215e-07i,-1.98057e-08-8.90323e-08i,1.72623e-08+7.85248e-08i,4.5093e-08-1.04261e-07i,-1.05456e-07+6.19407e-08i,1.405e-07-3.52296e-08i,-1.27947e-07+6.56529e-08i,1.05435e-07-8.16657e-08i,-6.21991e-08+2.69253e-08i,2.59939e-08+2.35011e-08i,-4.83988e-08-1.16568e-08i,2.09792e-08+9.38369e-09i,5.82025e-08+5.49723e-08i,-7.62809e-08-1.4867e-07i,6.50521e-08+1.00712e-07i,-6.99889e-08-9.45253e-09i,3.44518e-08+1.66618e-08i,3.22305e-09-5.78183e-08i,1.71566e-09+4.31396e-08i,3.88505e-08+1.70639e-08i,-9.38563e-08-4.7842e-08i,4.34852e-08+3.57917e-08i,3.291e-08-3.33577e-08i,-2.93041e-08+4.36811e-08i,2.10709e-08-4.31663e-08i,-2.38083e-08+5.2643e-08i,-1.08053e-10-6.18927e-08i,8.48276e-09+4.30919e-08i,1.36408e-08-1.12308e-08i,-3.32522e-08+2.5778e-08i,1.93774e-08-4.69037e-08i,9.87083e-09+2.99941e-08i,1.83737e-08-4.04548e-08i,-2.79216e-08+1.56359e-08i,-6.97734e-08+6.28711e-09i,9.88789e-08+3.95855e-08i,-1.0549e-08-3.70862e-08i,-3.31269e-08+3.60531e-08i,2.57987e-08-1.06018e-07i,2.24052e-09+9.58303e-08i,-1.47859e-08-1.31164e-08i,-3.26077e-09+1.42049e-09i,-1.56689e-08-1.4823e-08i,1.45012e-08-7.21368e-11i,1.69174e-08-2.27058e-08i,-2.8804e-08+3.12304e-08i,3.00346e-08+2.18377e-08i,-5.73541e-08-3.30477e-08i,9.66342e-08+6.52465e-08i,-5.83903e-08-1.32805e-07i,-9.40602e-09+7.7138e-08i,6.28583e-08+4.10802e-08i,-8.36017e-08-8.59066e-08i,6.92748e-08+5.4454e-08i,-5.51161e-08+8.59224e-09i,-3.10716e-09+1.83353e-08i,8.45977e-09-8.39147e-08i,4.18809e-08+8.54526e-08i,-4.52162e-09-1.00126e-07i,-4.37203e-08+9.82055e-08i,5.01076e-08-6.27577e-08i,-5.19394e-08+5.33899e-08i
