-6.97338e-07+0i,8.41775e-07-6.79049e-08i,-3.37715e-07-3.19712e-08i,-4.71946e-07-1.15171e-07i,2.31315e-07-1.74174e-07i,-3.35986e-08+5.08123e-07i,2.2051e-07-1.68022e-07i,-4.34318e-08-3.08675e-08i,-1.54753e-07-2.85143e-07i,4.2478e-07+2.92285e-07i,-5.07749e-07+1.95888e-07i,2.26975e-07-5.76039e-07i,-2.55445e-07+4.14585e-07i,3.19395e-07-1.54754e-07i,-1.75652e-07+3.44481e-07i,3.61784e-07-4.37064e-07i,-4.68862e-07+2.57336e-07i,3.86197e-07-1.71635e-07i,-3.63617e-07+9.03476e-08i,8.81545e-08+2.23979e-07i,1.82254e-07-7.78061e-07i,-3.65907e-07+9.65483e-07i,4.46829e-07-2.46115e-07i,-3.97881e-07-5.5754e-07i,3.7609e-07+4.0813e-07i,-9.87565e-08+1.5291e-07i,-3.72532e-07-4.01003e-07i,5.91766e-07+4.87837e-07i,-5.08558e-07-1.83463e-07i,1.30203e-07-3.98707e-07i,-1.63336e-07+2.76944e-07i,6.68821e-07+1.46565e-07i,-5.83858e-07-4.38933e-08i,1.18212e-07+4.56092e-09i,-9.95581e-08-4.62964e-07i,3.11055e-07+7.31457e-07i,-9.0825e-08-2.12737e-07i,1.34875e-08-3.30193e-07i,-1.14766e-07+3.96645e-07i,-1.50516e-07-1.03428e-07i,4.93288e-07-9.71908e-08i,-5.33286e-07-5.94272e-07i,2.79989e-07+1.06095e-06i,-3.35802e-07-4.79784e-07i,4.29235e-07+1.71685e-07i,-1.53482e-07-3.86766e-07i,-6.16966e-09-2.02735e-08i,6.19115e-08+7.80375e-07i,3.94057e-08-6.08614e-07i,-5.81163e-07+5.45788e-08i,5.74207e-07-7.58806e-08i,1.6227e-07+3.6343e-07i,-2.34593e-07-6.87878e-07i,-2.01523e-07+7.44537e-07i,2.86321e-07-6.91641e-07i,-1.7893e-07+8.15499e-07i,2.26175e-07-6.52225e-07i,-3.3173e-07+6.91382e-08i,4.18362e-07+1.8854e-07i,-3.99931e-07+6.57938e-08i,4.78184e-08+2.81044e-08i,3.01757e-07-2.55872e-07i,-3.68849e-07+3.26627e-07i,2.55686e-07-3.57608e-07i,-1.6528e-07+0i,2.55686e-07+3.57608e-07i,-3.68849e-07-3.26627e-07i,3.01757e-07+2.55872e-07i,4.78184e-08-2.81044e-08i,-3.99931e-07-6.57938e-08i,4.18362e-07-1.8854e-07i,-3.3173e-07-6.91382e-08i,2.26175e-07+6.52225e-07i,-1.7893e-07-8.15499e-07i,2.86321e-07+6.91641e-07i,-2.01523e-07-7.44537e-07i,-2.34593e-07+6.87878e-07i,1.6227e-07-3.6343e-07i,5.74207e-07+7.58806e-08i,-5.81163e-07-5.45788e-08i,3.94057e-08+6.08614e-07i,6.19115e-08-7.80375e-07i,-6.16966e-09+2.02735e-08i,-1.53482e-07+3.86766e-07i,4.29235e-07-1.71685e-07i,-3.35802e-07+4.79784e-07i,2.79989e-07-1.06095e-06i,-5.33286e-07+5.94272e-07i,4.93288e-07+9.71908e-08i,-1.50516e-07+1.03428e-07i,-1.14766e-07-3.96645e-07i,1.34875e-08+3.30193e-07i,-9.0825e-08+2.12737e-07i,3.11055e-07-7.31457e-07i,-9.95581e-08+4.62964e-07i,1.18212e-07-4.56092e-09i,-5.83858e-07+4.38933e-08i,6.68821e-07-1.46565e-07i,-1.63336e-07-2.76944e-07i,1.30203e-07+3.98707e-07i,-5.08558e-07+1.83463e-07i,5.91766e-07-4.87837e-07i,-3.72532e-07+4.01003e-07i,-9.87565e-08-1.5291e-07i,3.7609e-07-4.0813e-07i,-3.97881e-07+5.5754e-07i,4.46829e-07+2.46115e-07i,-3.65907e-07-9.65483e-07i,1.82254e-07+7.78061e-07i,8.81545e-08-2.23979e-07i,-3.63617e-07-9.03476e-08i,3.86197e-07+1.71635e-07i,-4.68862e-07-2.57336e-07i,3.61784e-07+4.37064e-07i,-1.75652e-07-3.44481e-07i,3.19395e-07+1.54754e-07i,-2.55445e-07-4.14585e-07i,2.26975e-07+5.76039e-07i,-5.07749e-07-1.95888e-07i,4.2478e-07-2.92285e-07i,-1.54753e-07+2.85143e-07i,-4.34318e-08+3.08675e-08i,2.2051e-07+1.68022e-07i,-3.35986e-08-5.08123e-07i,2.31315e-07+1.74174e-07i,-4.71946e-07+1.15171e-07i,-3.37715e-07+3.19712e-08i,8.41775e-07+6.79049e-08i
7.67483e-07+7.6908e-08i,-1.19934e-06+6.70405e-08i,4.86709e-07+2.88734e-08i,4.85197e-07+2.24068e-07i,-1.58293e-07-3.72751e-07i,-8.21008e-08+1.49107e-07i,-4.7013e-07-1.04474e-07i,5.65806e-07+1.02507e-07i,1.9924e-08+2.26516e-07i,-4.14719e-07-5.22591e-07i,2.97281e-07+3.11757e-07i,-4.30233e-07+2.48751e-07i,5.95284e-07-4.0816e-07i,-3.7905e-07-5.85979e-08i,2.95632e-07+1.37382e-07i,-5.33689e-07+1.49144e-07i,6.38333e-07-1.11294e-07i,-5.10969e-07+2.54774e-08i,2.68057e-07+1.79329e-08i,1.53925e-07-1.69938e-07i,-3.70865e-07+3.69643e-07i,1.71217e-07-3.02466e-07i,-1.10228e-08+1.89935e-07i,2.34657e-07-2.19813e-07i,-4.63046e-07+2.61825e-07i,3.06796e-07-5.69753e-07i,2.3483e-07+8.4029e-07i,-5.13661e-07-7.97712e-07i,1.52758e-07+5.66939e-07i,1.38833e-07-2.48923e-07i,1.0336e-07+1.98707e-07i,-6.38048e-07-2.66429e-07i,8.38727e-07-8.4176e-08i,-2.33084e-07+5.61109e-07i,-1.96194e-07-3.70145e-07i,7.58961e-08-1.76152e-07i,-1.70321e-07+7.98416e-08i,5.16077e-08+3.57088e-07i,1.385e-07-5.85168e-07i,-3.41837e-08+4.36984e-07i,-1.907e-07-1.37689e-07i,1.2719e-07+6.5863e-07i,4.60031e-07-1.30067e-06i,-3.04625e-07+7.53355e-07i,-3.24611e-07+8.60112e-08i,2.27775e-07-2.06505e-07i,1.62025e-07+3.10932e-07i,-4.30117e-07-6.54727e-07i,8.91271e-10+4.52493e-07i,7.2139e-07-1.744e-07i,-4.64061e-07+2.18509e-07i,5.55865e-09-1.50793e-07i,-1.35436e-07+3.02179e-07i,2.18178e-07-5.3575e-07i,-2.19949e-07+5.70331e-07i,1.56559e-07-5.05383e-07i,-4.42183e-08+1.6365e-07i,4.09186e-08+2.58163e-07i,-2.79254e-07-2.93124e-07i,5.28212e-07+8.80674e-08i,-1.82013e-07-4.08194e-07i,-2.31026e-07+8.36259e-07i,2.11382e-07-6.27473e-07i,-6.58761e-08+4.03297e-07i,1.44074e-07-1.61058e-07i,-5.09141e-08-5.12804e-08i,-2.17207e-07-1.97561e-07i,-4.91113e-08+2.37963e-07i,2.36626e-07+8.47859e-08i,2.97873e-07-4.86801e-07i,-7.92691e-07+4.01774e-07i,7.41054e-07+2.5663e-07i,-3.98236e-07-5.61799e-07i,-1.3266e-08+5.74872e-07i,2.68948e-07-6.70801e-07i,-3.32257e-07+5.58861e-07i,2.76408e-07-1.55536e-07i,9.75694e-08-4.96826e-08i,-7.00641e-07+3.32746e-08i,5.74842e-07+2.77697e-07i,-1.51648e-07-7.65523e-07i,4.1784e-07+5.905e-07i,-5.48505e-07+1.20806e-07i,3.57631e-07-3.94953e-07i,-4.53213e-07+7.53396e-08i,5.9896e-07-2.34981e-08i,-4.43387e-07+2.02552e-07i,2.60946e-07+1.70263e-07i,-1.4542e-07-6.30437e-07i,-1.73581e-07+5.0845e-07i,2.9928e-07-1.79721e-07i,3.96073e-08-1.45778e-08i,2.47515e-08-1.02518e-07i,-3.45155e-07+4.36259e-07i,3.52049e-07-5.34746e-07i,-1.79956e-07+2.54588e-07i,1.8314e-07-1.04567e-07i,-4.20408e-07+2.90638e-07i,1.67894e-07-1.89163e-07i,-4.21196e-08-2.50617e-08i,3.55465e-07-7.63779e-08i,-4.89186e-07+1.93851e-07i,5.02631e-07-1.59421e-07i,-4.36778e-07-4.88856e-08i,8.31627e-08+5.97e-07i,4.98888e-07-8.76141e-07i,-5.95796e-07+1.04149e-07i,4.01976e-08+6.42734e-07i,2.34655e-07-5.5083e-07i,-2.24975e-07+2.86606e-07i,3.80496e-07-1.09388e-07i,-2.35034e-07-1.26044e-07i,2.11788e-07+4.57606e-07i,-2.17843e-07-6.94154e-07i,2.92118e-08+5.72476e-07i,-1.41242e-07-2.47402e-07i,-1.08181e-07+2.01365e-07i,3.49056e-07-4.02989e-07i,-8.97855e-08+3.72144e-07i,9.3922e-08+1.36303e-07i,1.73925e-07-5.94797e-07i,-5.81007e-07+4.70893e-07i,8.46255e-08-3.70318e-07i,2.13461e-07+7.123e-07i,-3.94054e-08-7.16632e-07i,1.88959e-07+2.31928e-07i,-9.16368e-08+4.70991e-08i,-2.71436e-07-1.95501e-07i
-6.04645e-07-2.24172e-07i,6.42623e-07+7.42816e-08i,-1.80151e-07-1.39246e-08i,-2.87075e-07-3.02361e-07i,3.85786e-08+4.08363e-07i,2.41388e-07-4.45142e-07i,-1.75372e-08+3.64846e-07i,-2.22267e-07+1.1753e-07i,8.80769e-08-4.70484e-07i,2.16816e-07+5.37245e-07i,-3.13605e-07-3.52449e-07i,6.88701e-07-3.28668e-07i,-1.02583e-06+6.50277e-07i,7.25493e-07+1.88998e-07i,-1.83535e-07-6.5944e-07i,-3.70705e-08+1.21777e-07i,-1.83826e-07-3.1447e-08i,3.83708e-07+3.15161e-07i,-1.1193e-07-2.11213e-07i,-2.52049e-07+1.39159e-07i,2.65257e-07-1.34245e-07i,-1.56285e-08-8.1727e-08i,-3.05182e-08-2.38e-08i,-2.30242e-07+4.03583e-07i,2.41548e-07-6.00938e-07i,-1.86537e-07+9.08028e-07i,1.50594e-07-1.15634e-06i,-1.54177e-07+9.89707e-07i,3.77881e-07-7.99718e-07i,-3.75127e-07+7.31008e-07i,2.22942e-07-3.19458e-07i,2.31424e-08-3.22389e-07i,-1.46527e-07+6.09373e-07i,-5.31569e-07-6.85898e-07i,8.37007e-07+5.84629e-07i,-4.28339e-07-2.57024e-07i,4.94948e-07+9.67962e-08i,-4.30028e-07-1.19943e-07i,-7.66232e-08+3.26511e-07i,3.72481e-07-3.14333e-07i,-1.40997e-07+1.21092e-07i,-9.78755e-09-3.33999e-07i,-5.749e-07+3.68375e-07i,6.74467e-07+1.29397e-07i,-2.25487e-07-5.80454e-07i,1.85521e-07+4.69175e-07i,-2.29962e-07-2.39163e-07i,2.64579e-07+5.71334e-07i,1.46779e-07-7.65141e-07i,-6.86445e-07+4.38404e-07i,5.00105e-07+1.62561e-08i,-3.69289e-07-5.4671e-07i,3.05493e-07+6.30954e-07i,2.68866e-07-4.97551e-08i,-4.96486e-07-3.01332e-07i,5.20929e-08+2.6058e-08i,3.10679e-07+1.10072e-07i,-1.3677e-07+1.01113e-07i,2.58351e-08+6.44241e-09i,-2.88311e-09-3.89429e-07i,-3.49567e-07+9.60939e-07i,5.5883e-08-1.15873e-06i,5.49835e-07+5.62769e-07i,-2.83847e-07-4.63865e-07i,-1.69251e-07+5.78468e-07i,-2.76144e-07-2.35428e-07i,7.8266e-07+1.39491e-07i,-3.33269e-07-1.18925e-07i,5.73569e-08-2.36893e-07i,-5.54346e-07+8.33579e-07i,9.17414e-07-8.53176e-07i,-7.75598e-07+1.80805e-07i,4.44411e-07+2.70417e-08i,-1.05648e-07-1.09152e-07i,-2.36758e-07+5.79965e-07i,2.91077e-07-3.07953e-07i,4.65463e-08-3.12451e-07i,-2.40867e-07+2.07902e-08i,2.05575e-07+2.09136e-07i,-1.57447e-07-5.21013e-08i,2.18762e-07+2.49467e-07i,-3.74993e-07-3.40003e-07i,3.90993e-07+7.68055e-08i,-4.28877e-07-1.82018e-08i,5.76759e-07+2.09043e-07i,-5.57754e-07-1.60706e-07i,3.65372e-08+2.3814e-07i,4.18201e-07-6.0375e-07i,-4.11073e-07+5.88908e-07i,5.70232e-07-3.15839e-07i,-5.00824e-07+2.62927e-07i,1.65414e-07-2.59511e-07i,-3.44196e-07+6.74034e-08i,4.58558e-07-3.46755e-08i,-4.77272e-07+2.00339e-07i,3.97838e-07-1.0605e-07i,-2.29659e-07+6.84966e-08i,6.5738e-07-3.20479e-07i,-5.95312e-07+6.59585e-07i,-1.72652e-07-6.32626e-07i,3.68431e-07+1.44415e-07i,-1.15015e-07-5.01995e-08i,-1.48471e-07+2.36723e-07i,5.93865e-07-1.53861e-07i,-5.74823e-07-1.18619e-07i,-1.34858e-07+2.89789e-07i,3.99836e-07-1.17675e-07i,8.88627e-08+1.03962e-07i,-3.03176e-07-2.77314e-07i,1.79642e-07+1.76908e-07i,-4.59017e-07-7.81965e-08i,4.10592e-07+2.07516e-07i,-8.02151e-08-5.79838e-07i,1.1915e-07+7.66387e-07i,-2.79633e-08-4.05413e-07i,1.72666e-08+8.32442e-08i,-7.41482e-08+2.00651e-08i,-2.7755e-07-7.4512e-08i,4.49062e-07-1.71443e-07i,-2.7869e-07+2.24147e-07i,6.67807e-08+2.91635e-07i,6.15778e-08-5.86657e-07i,3.88205e-07+5.06067e-07i,-6.31897e-07-5.43396e-07i,1.1212e-07+6.53381e-07i,1.99788e-08-4.30741e-07i,2.53097e-07-1.15903e-07i,6.35184e-08+4.31092e-07i
1.17048e-07+2.64949e-07i,3.65675e-07-5.33622e-08i,-4.28411e-07-1.42751e-07i,3.62743e-07+5.29054e-07i,-2.0926e-07-4.89859e-07i,1.04037e-08+5.47859e-07i,-2.254e-07-4.99528e-07i,5.0277e-07-2.24889e-07i,-3.2483e-07+4.56806e-07i,-3.45174e-07-2.26622e-07i,8.18828e-07+3.25969e-08i,-1.03134e-06+6.44275e-07i,1.09876e-06-8.99714e-07i,-8.79987e-07+2.25639e-09i,2.88711e-07+5.45536e-07i,1.72375e-07-1.61092e-07i,2.1449e-07+1.40467e-07i,-5.52984e-07-4.02948e-07i,5.60022e-08-1.06866e-07i,3.27015e-07+4.64501e-07i,-3.08745e-07-1.00475e-07i,1.09786e-07-1.37644e-07i,1.54462e-07+1.35299e-07i,-1.13812e-07-3.06834e-07i,4.59305e-08+7.55721e-07i,9.86082e-08-1.04744e-06i,-4.12722e-07+1.10251e-06i,6.28123e-07-9.55054e-07i,-6.54783e-07+7.80422e-07i,4.99824e-07-6.64505e-07i,-3.91686e-07-1.34985e-07i,2.10027e-07+1.05014e-06i,-2.83264e-07-1.02024e-06i,1.08884e-06+5.93318e-07i,-9.53595e-07-9.5081e-08i,-1.53754e-07-2.24103e-07i,4.6619e-08+1.75276e-07i,4.45896e-07-1.6787e-07i,-1.3536e-07-2.90358e-07i,-1.82416e-07+7.80274e-07i,6.09361e-08-7.37644e-07i,1.10259e-07+4.706e-07i,9.64798e-08+2.42451e-07i,-3.59372e-07-6.74292e-07i,4.52284e-07+5.3889e-07i,-4.39288e-07-2.52429e-07i,2.1622e-07+1.02212e-07i,-3.36809e-08-5.43815e-07i,-1.8954e-07+8.34541e-07i,6.36813e-07-3.23947e-07i,-7.07739e-07-3.43462e-07i,2.0348e-07+6.72011e-07i,1.89825e-07-6.52691e-07i,-2.79317e-07+1.85943e-07i,2.28642e-07+2.12387e-07i,1.07381e-07-2.70129e-08i,-2.83278e-07+1.31022e-07i,-8.77747e-08-5.88284e-07i,3.16029e-07+3.43939e-07i,-5.03393e-07+3.80725e-07i,7.67388e-07-1.09634e-06i,4.72223e-08+1.18738e-06i,-9.36978e-07-5.1638e-07i,3.60792e-07+3.88653e-07i,3.05652e-07-7.74169e-07i,5.85909e-08+6.09753e-07i,-2.5883e-07-1.63238e-07i,-1.80527e-07+3.2883e-08i,3.88363e-08-2.5544e-08i,3.60206e-07-2.20249e-07i,-3.90049e-07+5.09563e-07i,4.5742e-07-3.78992e-07i,-3.31042e-07+3.31161e-07i,9.53457e-08-2.74489e-07i,1.6649e-08-2.10979e-07i,4.40137e-08+8.77656e-08i,-2.59541e-07+1.42409e-07i,1.74011e-08+4.55015e-07i,6.98412e-07-4.45968e-07i,-5.88588e-07-2.50105e-07i,-2.5084e-07+1.29326e-07i,7.50412e-08+4.04325e-07i,3.96518e-07-5.42961e-07i,1.41195e-07+5.61363e-07i,-4.95085e-07-5.9597e-07i,1.87991e-07+4.34187e-07i,2.53405e-07-2.38533e-07i,-4.36174e-07+4.68742e-07i,1.96137e-07-7.32879e-07i,-2.01342e-07+5.47255e-07i,3.62627e-07-4.41623e-07i,-4.36281e-07+3.1838e-07i,4.13118e-07+1.96379e-07i,1.17129e-08-3.13362e-07i,-1.76278e-07+9.86541e-10i,6.12666e-08-2.67122e-08i,2.4616e-08+4.70259e-08i,-4.22838e-07+5.68333e-08i,3.77244e-07-1.93782e-07i,2.82166e-07+2.40452e-07i,-6.59909e-07+7.19932e-08i,6.09767e-07-4.44705e-08i,-9.38646e-08-1.49579e-07i,-5.17079e-07-1.93581e-07i,4.85794e-07+5.28791e-07i,-9.19191e-08-2.75947e-07i,-1.32534e-07-1.59198e-07i,4.19977e-08-1.34527e-07i,8.34569e-08+6.34146e-07i,-1.79804e-07-4.61772e-07i,1.80488e-07+1.96836e-07i,1.97379e-07-2.3634e-07i,-4.75773e-07+7.32086e-07i,3.21993e-07-7.7186e-07i,-2.82346e-07-5.93807e-08i,2.17025e-07+4.33917e-07i,2.60923e-07-4.3697e-07i,-3.11109e-07+3.64388e-07i,2.20041e-07+1.82719e-07i,-9.35284e-08-5.6919e-07i,-3.62919e-07+2.85448e-07i,3.23822e-07+1.09474e-07i,-2.53938e-07-2.13421e-07i,3.86502e-07+1.2127e-07i,-9.44675e-08-2.43153e-07i,-1.45887e-07+3.99758e-07i,-5.30776e-08-1.19432e-08i,-7.79865e-08-4.27245e-07i
2.07011e-07-5.44685e-08i,-6.41825e-07-1.98913e-07i,6.65079e-07+3.95184e-07i,-5.40601e-07-6.96374e-07i,4.58088e-07+7.57055e-07i,-5.24235e-07-6.05567e-07i,7.58486e-07+2.78527e-07i,-7.98784e-07+2.08765e-07i,5.21064e-07-7.78282e-08i,1.08438e-07-1.7118e-07i,-5.54438e-07+1.86217e-07i,7.9725e-07-4.84012e-07i,-7.21923e-07+6.37111e-07i,3.65062e-07-4.19294e-07i,-1.93363e-07+1.98514e-07i,2.69263e-07+4.16893e-08i,-4.95694e-07-2.68703e-07i,4.99849e-07+2.46862e-07i,-1.2696e-07+9.41621e-08i,-1.95828e-07-2.04148e-07i,3.35598e-07-1.23506e-07i,-1.67031e-07+3.88631e-07i,-4.55354e-07-2.86343e-07i,6.02069e-07+1.02759e-07i,-2.14518e-07-3.86041e-07i,1.341e-07+7.13908e-07i,-7.68838e-08-9.31909e-07i,-2.36675e-07+9.5117e-07i,3.18399e-07-6.76798e-07i,-2.31082e-07+4.43983e-07i,3.83204e-07+8.4511e-08i,-5.7779e-07-5.5896e-07i,5.84169e-07+6.57854e-07i,-6.98594e-07-6.58213e-07i,3.82185e-07+2.65825e-07i,4.22287e-07+2.66091e-07i,-3.72098e-07-4.72961e-07i,-5.19063e-08+4.76699e-07i,1.77285e-07+1.38652e-07i,-2.41939e-07-1.05268e-06i,1.54862e-07+1.29046e-06i,-2.74596e-07-7.8802e-07i,3.25884e-07+8.20868e-08i,1.29812e-08+2.05041e-07i,-2.50006e-08-3.03802e-07i,-2.98238e-07+4.39627e-07i,2.68406e-07-4.43395e-07i,8.70134e-08+4.05434e-07i,2.38828e-08-4.46624e-07i,-6.60273e-07+1.42532e-07i,6.30129e-07+3.19707e-07i,2.7228e-07-2.25041e-07i,-6.6092e-07+1.07121e-07i,6.35157e-09-4.94861e-08i,6.62042e-07-2.51597e-07i,-6.05396e-07+3.50475e-07i,8.87606e-08-4.41044e-07i,3.43742e-07+5.39942e-07i,-4.67685e-07-2.45952e-07i,5.73138e-07-1.25796e-07i,-6.48162e-07+5.18815e-07i,1.16193e-07-7.37879e-07i,3.65887e-07+3.89147e-07i,-2.9597e-08-1.74572e-07i,-4.42147e-07+6.22559e-07i,4.19169e-07-8.16941e-07i,-3.41381e-07+5.68608e-07i,4.23144e-07-5.20452e-07i,-9.77671e-09+3.02063e-07i,-7.93173e-08+7.35306e-09i,-3.38597e-07+2.25802e-08i,1.96721e-07-4.69198e-08i,4.85965e-08-1.35511e-07i,-1.72109e-07+1.14055e-07i,2.86494e-07+1.56778e-07i,-2.86825e-07-1.38463e-07i,4.3069e-07+1.51752e-07i,-1.98826e-07-4.94652e-07i,-5.57794e-07+4.62702e-07i,4.39909e-07-1.28373e-07i,3.65455e-07+8.82827e-08i,1.97371e-08-3.23981e-07i,-7.6642e-07+5.35673e-07i,1.194e-07-4.80606e-07i,5.17025e-07+4.59312e-07i,-1.7856e-07-4.84682e-07i,-1.26872e-07+2.08644e-07i,1.3092e-07-3.92081e-07i,9.12087e-08+9.21388e-07i,-1.27661e-07-8.93233e-07i,-3.98299e-07+7.48506e-07i,6.46218e-07-3.54954e-07i,-6.46357e-08-4.71122e-07i,-5.16066e-07+6.5006e-07i,4.81857e-07-2.4777e-07i,-2.82229e-07+2.16956e-07i,3.31447e-07-1.68647e-07i,-3.86783e-07+5.53888e-08i,2.73697e-07-2.23687e-07i,-2.26489e-07+2.78063e-07i,3.03269e-07-2.71718e-07i,-2.55681e-07+1.30532e-07i,-1.11218e-07-9.64272e-08i,3.1395e-07+7.60206e-07i,-1.31302e-08-1.23363e-06i,-9.59252e-08+7.17306e-07i,-2.06938e-07+1.38363e-07i,3.42469e-07-1.7867e-07i,-2.91845e-07-4.00545e-07i,3.89294e-07+4.67677e-07i,3.67668e-08-3.30835e-07i,-6.24915e-07+4.13908e-07i,5.54825e-07-6.77845e-07i,-5.69057e-07+5.78635e-07i,6.63319e-07+1.08332e-07i,-5.25545e-07-6.47013e-07i,1.77475e-07+8.67768e-07i,2.90807e-07-4.71095e-07i,-7.73247e-07-3.93561e-07i,6.09106e-07+7.92444e-07i,6.3462e-08-5.78359e-07i,5.20623e-08+2.32911e-07i,-3.10535e-07-9.416e-08i,2.04627e-07+6.49268e-08i,-2.35186e-07+3.69603e-08i,2.08735e-07-1.36739e-07i,-2.8654e-08+1.45065e-07i,-2.22418e-08+4.34674e-08i
-1.55561e-07-2.99769e-07i,3.3107e-07+3.66792e-07i,-4.76134e-07-3.99657e-07i,5.56787e-07+5.33798e-07i,-7.06139e-07-4.35559e-07i,1.14202e-06-8.12735e-08i,-1.06297e-06+4.61919e-07i,5.44419e-07-4.31576e-07i,-4.58444e-07+4.02482e-09i,4.72808e-07+2.15471e-07i,-2.34444e-07-2.12941e-07i,-2.34893e-07+5.53346e-07i,2.85559e-07-7.30134e-07i,2.07701e-07+5.40895e-07i,-3.22227e-08-4.11238e-07i,-5.48115e-07+3.17995e-08i,3.0213e-07+2.53148e-07i,5.34221e-08-1.3551e-07i,1.87398e-07+1.56538e-07i,-3.7003e-07-3.84605e-07i,2.45983e-07+2.8523e-07i,-1.1204e-07-2.53024e-08i,2.33148e-07+1.45963e-07i,-2.28239e-07-6.31994e-08i,1.11356e-07-1.04218e-07i,-5.67056e-07-1.59111e-07i,7.71007e-07+6.20705e-07i,-3.21837e-08-8.43025e-07i,-2.86563e-07+5.63695e-07i,-3.5967e-08-2.63181e-08i,-1.44008e-07-2.56596e-07i,7.88651e-07+1.0778e-07i,-7.94749e-07-2.73507e-07i,2.17719e-07+7.15606e-07i,-4.14814e-08-7.23375e-07i,3.13467e-09+2.52495e-07i,1.76009e-07+3.10314e-07i,-3.69659e-07-3.07143e-07i,1.20263e-07-2.45209e-07i,2.9693e-07+7.4763e-07i,-2.03691e-07-7.82537e-07i,3.29383e-07+3.48782e-07i,-4.64166e-07-2.53132e-07i,1.49094e-07+2.79212e-07i,-6.59812e-08+1.65958e-07i,2.8e-07-4.22146e-07i,-1.95354e-07+3.70711e-07i,-7.47507e-08-1.99494e-07i,-1.84988e-07+6.84827e-08i,5.38839e-07+2.11914e-07i,-3.06935e-07-4.12273e-07i,-9.63266e-08+1.23242e-07i,1.92092e-07-8.57894e-08i,6.63317e-08+9.01127e-08i,-4.55507e-07+3.10468e-07i,5.96499e-07-5.57871e-07i,-3.70188e-07+6.49235e-07i,-3.72972e-08-6.42541e-07i,2.32525e-07+2.84483e-07i,-9.74343e-08-4.86151e-08i,-1.27784e-08+1.47726e-07i,2.95735e-08-1.13561e-07i,1.26103e-07-2.35471e-07i,-4.47263e-07+5.58506e-07i,7.6269e-07-6.66566e-07i,-9.11957e-07+6.66051e-07i,7.49721e-07-8.28179e-07i,-1.79876e-07+8.13914e-07i,-5.79265e-07+1.33391e-07i,2.85697e-07-9.32725e-07i,6.51192e-07+5.28751e-07i,-7.05221e-07-1.42238e-08i,2.28817e-07+4.49966e-09i,2.50038e-07+1.26101e-07i,-4.74643e-07-2.49258e-07i,3.63641e-07+1.16066e-07i,-5.10885e-07-1.40054e-07i,5.54091e-07+3.87797e-07i,-1.56203e-07-5.60645e-07i,4.27386e-07+5.69224e-07i,-9.40092e-07-3.39375e-07i,2.77325e-07+1.47436e-07i,6.00331e-07-1.52244e-07i,-3.37662e-07-9.67223e-08i,-2.49043e-07+2.86735e-07i,2.14731e-07-1.64534e-07i,-1.24457e-07-3.97609e-08i,1.10549e-07+4.73816e-07i,-5.57969e-08-6.63242e-07i,1.39727e-08+4.7494e-07i,4.34559e-07-4.3904e-07i,-4.27632e-07+2.97127e-07i,-5.4814e-07+2.35314e-07i,9.03115e-07-4.36044e-07i,-3.2042e-07+1.56355e-07i,1.6478e-07-1.58683e-07i,-4.86887e-07+3.63931e-07i,6.06565e-07-4.5516e-07i,-2.22375e-07+2.03493e-07i,-2.44647e-07-6.79768e-08i,1.69372e-07+3.27611e-07i,6.79299e-08-1.73024e-07i,-1.06183e-07-9.95666e-09i,-7.45982e-08-5.99104e-07i,7.07212e-08+1.1138e-06i,-1.50436e-09-7.12614e-07i,4.10006e-07-6.71633e-08i,-7.62725e-07+4.83208e-07i,7.58383e-07-2.7698e-07i,-5.66042e-07-1.06047e-07i,-3.89116e-08+5.29808e-07i,4.27481e-07-7.73861e-07i,-1.20463e-07+3.79447e-07i,2.0494e-07-8.63589e-08i,-3.16439e-07+3.70126e-08i,6.58611e-08+4.57236e-07i,-6.63936e-09-6.80882e-07i,-3.45672e-07+1.55291e-07i,8.46384e-07+4.24687e-07i,-9.0275e-07-7.72016e-07i,5.9763e-07+7.50244e-07i,-5.81089e-07-2.4368e-07i,7.84356e-07-1.87038e-07i,-6.71191e-07+1.77876e-07i,3.00017e-07+2.16966e-07i,-5.09186e-08-5.0671e-07i,1.48624e-07+8.54421e-08i,-1.14982e-07+3.03016e-07i
