-1.36935e-07+0i,1.02368e-07-1.54012e-07i,7.86338e-08+6.71879e-08i,-2.48663e-07-1.70465e-07i,2.77277e-07+2.66803e-07i,-2.74884e-07-3.69599e-08i,2.0017e-07-1.29675e-07i,-1.68438e-07+5.7198e-08i,8.83367e-08-1.64741e-08i,-2.55134e-08+1.27621e-07i,1.31877e-07-9.73733e-08i,-5.43998e-08-1.75627e-07i,-6.54748e-08+4.89761e-07i,-8.06211e-08-4.15857e-07i,5.5027e-07+4.62333e-08i,-8.12434e-07-1.20839e-08i,4.15298e-07+1.29399e-07i,-4.06027e-08+1.3336e-07i,-3.0377e-08-3.34441e-07i,5.37973e-08-3.77957e-08i,1.30863e-07+3.8272e-07i,-4.2367e-07-2.56104e-07i,3.10142e-07-1.11379e-07i,5.90403e-08+2.46613e-07i,-4.69699e-08-1.90891e-07i,-2.47707e-07+2.74332e-07i,2.42746e-07-4.53264e-07i,3.39231e-08+4.67355e-07i,-1.41266e-07-2.72728e-07i,4.02254e-08+1.96395e-07i,1.09097e-07-1.0728e-07i,-1.23995e-07-7.73867e-08i,-1.83905e-07+6.06856e-08i,3.64785e-07+1.13429e-07i,-2.13354e-07+3.18493e-11i,1.16898e-07-2.40418e-07i,1.14078e-07+1.44547e-07i,-5.27994e-07+1.16206e-08i,6.48164e-07+1.40809e-07i,-3.36279e-07-5.67516e-07i,-9.37133e-08+7.60051e-07i,2.0591e-07-4.46976e-07i,-7.35693e-08-9.77691e-08i,2.12594e-07+3.8616e-07i,-4.68779e-07-2.50321e-07i,3.02559e-07+2.30422e-07i,-1.29763e-07-2.78079e-07i,4.08981e-07+1.55765e-07i,-6.12317e-07+1.93411e-08i,3.99686e-07+3.47235e-08i,2.08549e-08-3.75434e-07i,-2.95815e-07+3.33415e-07i,3.85155e-07-4.81325e-08i,-5.0615e-07+5.53527e-09i,4.9203e-07-1.41942e-07i,-4.13892e-07+1.1228e-07i,4.48739e-07+1.42977e-07i,-3.42782e-07-6.36036e-08i,-2.052e-08-3.24796e-08i,3.61192e-07+1.48726e-07i,-3.12247e-07-5.48003e-07i,1.25316e-07+4.76328e-07i,-7.77789e-08-5.96658e-08i,2.364e-07-1.28749e-07i,-4.10132e-07+0i,2.364e-07+1.28749e-07i,-7.77789e-08+5.96658e-08i,1.25316e-07-4.76328e-07i,-3.12247e-07+5.48003e-07i,3.61192e-07-1.48726e-07i,-2.052e-08+3.24796e-08i,-3.42782e-07+6.36036e-08i,4.48739e-07-1.42977e-07i,-4.13892e-07-1.1228e-07i,4.9203e-07+1.41942e-07i,-5.0615e-07-5.53527e-09i,3.85155e-07+4.81325e-08i,-2.95815e-07-3.33415e-07i,2.08549e-08+3.75434e-07i,3.99686e-07-3.47235e-08i,-6.12317e-07-1.93411e-08i,4.08981e-07-1.55765e-07i,-1.29763e-07+2.78079e-07i,3.02559e-07-2.30422e-07i,-4.68779e-07+2.50321e-07i,2.12594e-07-3.8616e-07i,-7.35693e-08+9.77691e-08i,2.0591e-07+4.46976e-07i,-9.37133e-08-7.60051e-07i,-3.36279e-07+5.67516e-07i,6.48164e-07-1.40809e-07i,-5.27994e-07-1.16206e-08i,1.14078e-07-1.44547e-07i,1.16898e-07+2.40418e-07i,-2.13354e-07-3.18493e-11i,3.64785e-07-1.13429e-07i,-1.83905e-07-6.06856e-08i,-1.23995e-07+7.73867e-08i,1.09097e-07+1.0728e-07i,4.02254e-08-1.96395e-07i,-1.41266e-07+2.72728e-07i,3.39231e-08-4.67355e-07i,2.42746e-07+4.53264e-07i,-2.47707e-07-2.74332e-07i,-4.69699e-08+1.90891e-07i,5.90403e-08-2.46613e-07i,3.10142e-07+1.11379e-07i,-4.2367e-07+2.56104e-07i,1.30863e-07-3.8272e-07i,5.37973e-08+3.77957e-08i,-3.0377e-08+3.34441e-07i,-4.06027e-08-1.3336e-07i,4.15298e-07-1.29399e-07i,-8.12434e-07+1.20839e-08i,5.5027e-07-4.62333e-08i,-8.06211e-08+4.15857e-07i,-6.54748e-08-4.89761e-07i,-5.43998e-08+1.75627e-07i,1.31877e-07+9.73733e-08i,-2.55134e-08-1.27621e-07i,8.83367e-08+1.64741e-08i,-1.68438e-07-5.7198e-08i,2.0017e-07+1.29675e-07i,-2.74884e-07+3.69599e-08i,2.77277e-07-2.66803e-07i,-2.48663e-07+1.70465e-07i,7.86338e-08-6.71879e-08i,1.02368e-07+1.54012e-07i
2.01105e-07+6.02891e-09i,-2.68811e-07+1.14307e-07i,6.29647e-08-1.5263e-07i,1.51936e-07+2.6789e-07i,-3.06751e-07-4.64973e-07i,5.13774e-07+2.54169e-07i,-4.14157e-07+3.41004e-08i,2.91745e-10-7.22874e-08i,2.68744e-07+4.07761e-07i,-1.84147e-07-4.57244e-07i,1.05114e-08-1.29689e-07i,6.49023e-08+4.5977e-07i,-1.04573e-07-4.55543e-07i,7.93517e-08+2.60413e-07i,-5.38344e-07-1.50887e-08i,9.46081e-07+1.3366e-07i,-3.35235e-07-3.93232e-07i,-2.39402e-07+2.65524e-07i,2.1881e-07+1.05748e-07i,-1.79847e-07-5.61675e-08i,1.4028e-07-2.18592e-07i,-4.68584e-08-2.84794e-08i,9.61576e-08+5.09017e-07i,-1.74448e-07-3.74577e-07i,1.02658e-07+1.95445e-08i,8.22834e-08-1.9945e-07i,-1.47495e-07+5.11357e-07i,1.18571e-07-3.86267e-07i,-1.1754e-07+1.34866e-07i,9.20925e-08-1.06744e-07i,-1.50003e-07-2.70636e-09i,6.75674e-08+1.85734e-07i,2.37748e-07-1.36686e-07i,-3.66894e-07-7.79035e-08i,3.23991e-07+7.44087e-08i,-1.45352e-07+6.51755e-08i,-1.28627e-07+5.40741e-08i,2.65113e-07-2.06327e-07i,-3.6875e-07+3.17711e-08i,3.15788e-07+3.41273e-07i,6.76343e-08-4.34093e-07i,-1.66638e-07+2.16049e-07i,-1.44888e-07+4.17708e-08i,8.82563e-08-2.42087e-07i,2.33604e-07+1.92183e-07i,-2.91152e-07-1.10283e-07i,2.08152e-07+1.96064e-07i,-2.54578e-07-2.83173e-07i,2.67961e-07+4.11934e-08i,-2.18926e-07+2.33706e-07i,-5.84275e-09+6.2252e-08i,3.86188e-07-1.72032e-07i,-4.95524e-07-1.16123e-07i,5.59398e-07+1.42336e-07i,-5.48708e-07+3.02438e-09i,2.93149e-07+4.46556e-09i,-9.07818e-08-1.61131e-07i,4.49696e-08+2.7065e-08i,7.04002e-08+1.07669e-07i,-3.66103e-07-4.75382e-08i,4.4186e-07+2.9804e-07i,-2.36246e-07-4.63634e-07i,5.02441e-08+2.29544e-07i,-7.29223e-08+5.60723e-08i,3.79964e-07-5.65484e-08i,-4.99938e-07-5.00637e-08i,2.16513e-07-9.51671e-08i,2.29455e-09+3.31204e-07i,1.10366e-07-2.78367e-07i,-1.3715e-07-2.55425e-08i,-2.21598e-07+7.65277e-08i,5.82047e-07-2.531e-08i,-5.20438e-07+8.68381e-08i,2.82675e-07-9.91136e-08i,-2.71313e-07+1.01661e-07i,2.60218e-07+1.10366e-07i,-7.27302e-08-2.63575e-07i,-4.32158e-08+1.7444e-07i,8.22462e-08-2.73251e-07i,-4.10934e-07+2.01031e-07i,6.99432e-07+1.09266e-07i,-3.90562e-07-1.38399e-07i,-8.4352e-08-2.53641e-08i,-4.63715e-08+7.94306e-08i,3.90283e-07-1.77307e-07i,-2.71137e-07+4.1549e-07i,-1.27604e-08-2.48859e-07i,1.65887e-07-2.79408e-07i,-1.68991e-07+5.43543e-07i,2.79604e-07-4.90394e-07i,-5.06795e-07+3.93046e-07i,3.72477e-07-3.27995e-07i,-4.83667e-08+4.14664e-07i,2.47251e-08-4.60431e-07i,4.98779e-08+8.41911e-08i,-3.25382e-07+1.24369e-08i,3.26397e-07+1.62893e-07i,-2.66064e-07+1.68397e-07i,2.62685e-07-3.85855e-07i,-3.39703e-08+2.93632e-07i,-5.54998e-08-4.24915e-07i,6.76059e-08+4.38383e-07i,-2.84279e-07-1.32835e-07i,2.21291e-07+1.17816e-07i,5.37229e-08-2.06461e-07i,2.63313e-08+7.77555e-09i,-3.36327e-07+2.05571e-07i,4.99271e-07-4.83685e-07i,-3.81333e-07+5.57064e-07i,1.25511e-07-4.74188e-08i,-9.55659e-08-5.03403e-07i,2.9871e-07+4.0809e-07i,-4.76901e-07-3.10804e-08i,4.29184e-07+2.70811e-08i,-1.67175e-07-5.75743e-08i,-1.47112e-07-1.91402e-07i,2.6602e-07+2.38591e-07i,-1.52183e-08-1.64261e-08i,-1.26703e-07-7.12197e-08i,1.48544e-07-1.36253e-07i,-3.87135e-07+4.82014e-08i,2.15755e-07+3.23394e-07i,1.10854e-07-2.51788e-07i,8.50353e-08-6.29579e-08i,-2.11189e-07+3.48548e-07i,1.73028e-07-3.5812e-07i,-1.8012e-07+1.8018e-07i,2.5079e-08-1.06613e-07i
-2.57614e-07-2.16116e-08i,7.39485e-08-8.97445e-08i,2.90359e-08+3.4657e-07i,-1.23563e-07-5.47326e-07i,3.6956e-07+6.6542e-07i,-4.70204e-07-2.60287e-07i,1.91816e-07-2.54911e-07i,1.87795e-07+2.5098e-07i,-2.81659e-07-3.12414e-07i,1.02864e-07+4.25113e-07i,1.41926e-08-3.75666e-08i,-9.85597e-08-3.66128e-07i,1.47109e-07+3.3363e-07i,-2.39761e-08-1.69924e-09i,3.18607e-07-1.06992e-07i,-5.57233e-07-3.44921e-07i,8.00396e-08+5.88563e-07i,1.41714e-07-2.68469e-07i,-7.53082e-08-4.70011e-08i,1.50498e-07+9.76953e-09i,-2.08968e-07+2.42172e-07i,3.79876e-07-4.45896e-08i,-4.17276e-07-3.3411e-07i,1.96853e-07+8.88487e-08i,-1.64427e-07+2.00087e-07i,1.79818e-07-6.75248e-09i,-7.1927e-08-1.63088e-07i,-1.65756e-07+1.49251e-07i,3.41521e-07-9.70793e-08i,-2.10098e-07-7.2539e-08i,-1.32554e-08+2.65344e-07i,2.51264e-07-3.37816e-07i,-3.86455e-07+1.0025e-07i,4.66813e-07+2.31527e-07i,-5.20959e-07-1.09447e-07i,2.60144e-07-7.09932e-08i,9.92203e-08-5.15032e-08i,-1.77605e-07+6.89518e-08i,1.1586e-07+3.42579e-08i,7.85162e-08-1.76921e-07i,-4.03676e-07+2.83921e-07i,3.87964e-07-1.06973e-07i,-4.18157e-08-5.62073e-08i,1.12549e-08+1.87068e-08i,-1.44435e-07+1.78245e-09i,2.07522e-08+5.24904e-09i,5.46869e-08-4.42494e-08i,3.31162e-08+1.16783e-07i,1.76312e-08+8.68897e-08i,-6.64548e-08-3.73013e-07i,1.07265e-07+1.06467e-07i,-2.71401e-07+2.3075e-07i,3.4444e-07-3.71695e-08i,-3.46158e-07-2.41109e-07i,1.94572e-07+3.33859e-07i,2.85467e-08-2.39032e-07i,-1.7976e-07+5.9111e-08i,3.31883e-07+8.85318e-08i,-3.12966e-07-1.55819e-07i,2.96835e-07-2.85424e-08i,-4.44708e-07-5.54585e-08i,4.12958e-07+3.85005e-07i,-2.71703e-07-4.03742e-07i,1.84404e-07+2.23295e-07i,-2.37003e-07-1.37148e-07i,2.90046e-07+4.34457e-08i,-1.16088e-07+2.31769e-07i,2.6166e-08-2.1226e-07i,-7.11434e-08-2.58266e-08i,1.82552e-08+1.0958e-07i,1.82235e-07-8.73902e-08i,-2.45469e-07+2.97596e-08i,-6.54548e-09+3.48305e-09i,1.5022e-07+7.57659e-08i,-6.31433e-08-2.78294e-07i,-1.10015e-07+1.05346e-07i,7.96445e-08+2.69086e-08i,1.63907e-07+3.60708e-07i,-1.51835e-07-2.46621e-07i,2.53762e-07-1.44012e-07i,-4.47017e-07+3.73287e-08i,1.17974e-07+8.61675e-08i,3.67446e-07-2.19541e-08i,-3.61807e-07-4.39442e-08i,1.33735e-07+1.21591e-07i,-1.72591e-07-3.22709e-07i,3.61937e-07+3.96372e-07i,-5.8511e-07-8.78821e-08i,5.57907e-07-9.82156e-08i,-2.36391e-07+3.04932e-08i,-3.18101e-08-1.22866e-07i,2.31852e-07+2.65857e-07i,-2.5451e-07-4.53161e-07i,8.90053e-08+4.11871e-07i,-7.56848e-09+1.05841e-08i,1.08697e-07+6.30342e-08i,-1.67354e-07-1.74626e-07i,2.17944e-07-3.65536e-07i,-2.9351e-07+3.68922e-07i,1.4975e-08-1.54334e-07i,1.78327e-07+4.83404e-07i,-1.86056e-07-4.09199e-07i,2.79967e-07+6.84448e-08i,-1.29158e-07-1.59259e-07i,2.16061e-08+1.64575e-07i,-9.31989e-08+8.48835e-08i,7.34589e-08-1.37157e-07i,-1.99964e-07+1.97378e-07i,3.82889e-07-1.11318e-07i,-1.3107e-07-2.30635e-07i,-2.07925e-07+3.33639e-07i,-5.43311e-08-1.78807e-07i,4.9134e-07+3.87374e-08i,-2.6501e-07-1.05332e-07i,-1.40654e-07+2.55464e-07i,1.52806e-07-2.22655e-07i,-2.93146e-08+7.06196e-08i,-7.132e-08+1.09164e-07i,-1.40614e-07-1.93255e-07i,2.83903e-07+1.57517e-07i,1.67476e-07-3.79906e-08i,-3.29422e-07-1.52244e-07i,1.43652e-07+8.32761e-08i,-3.40027e-07+1.63639e-07i,3.67386e-07-2.58264e-07i,-1.50711e-07+9.95756e-08i,2.4764e-09+1.68205e-07i,2.21236e-07-1.60474e-07i
1.61115e-07-1.0593e-07i,-2.35561e-08+1.67033e-07i,-1.71112e-07-2.04483e-07i,2.83112e-07+3.68171e-07i,-3.50433e-07-5.09877e-07i,2.70052e-07+5.72897e-08i,-1.34412e-07+4.69968e-07i,1.10588e-07-1.52337e-07i,-7.25505e-08-3.60256e-07i,1.03735e-07+2.34186e-07i,-2.99928e-07-1.66675e-07i,4.94656e-07+2.95212e-07i,-3.77756e-07-1.44383e-07i,-5.18601e-08-1.4302e-07i,8.7614e-08+1.5845e-07i,1.14926e-07+2.93306e-07i,-8.81699e-08-4.78822e-07i,1.45001e-07+3.09679e-07i,-8.58277e-08-3.97749e-07i,-1.22352e-07+3.73103e-07i,9.89434e-08-2.75474e-07i,-1.84568e-07+3.19213e-07i,2.76352e-07-2.28588e-07i,-7.86785e-10+2.29902e-07i,5.55797e-08-2.32326e-07i,-3.6422e-07-5.66055e-08i,1.93176e-07+1.48771e-07i,2.43872e-07-8.37141e-08i,-3.26279e-07+4.9263e-08i,1.3403e-07+2.56637e-07i,2.62502e-08-5.56071e-07i,-2.08444e-07+5.03959e-07i,3.31538e-07-7.22182e-08i,-5.19403e-07-2.12624e-07i,5.44992e-07+1.644e-08i,-2.3505e-07+1.65493e-08i,3.93849e-08+1.447e-07i,-3.52164e-08+6.44087e-08i,9.54064e-08-2.83133e-07i,-2.4581e-07+3.58874e-07i,3.2206e-07-4.76095e-07i,-3.24181e-07+2.22661e-07i,2.91735e-07+7.10785e-08i,-1.33821e-07+1.86232e-08i,-4.68663e-08-2.5299e-08i,1.01787e-07-1.85018e-07i,3.86459e-08+2.37728e-07i,-1.45402e-07-7.20442e-08i,2.9479e-08-2.24708e-07i,1.08345e-07+4.83285e-07i,-1.60287e-07-2.82562e-07i,1.92698e-07-1.44038e-07i,-1.97495e-07+9.7106e-08i,8.90224e-09+2.37417e-07i,1.88658e-07-2.35826e-07i,-1.04727e-07-4.20892e-08i,2.01957e-07+9.23084e-08i,-5.93125e-07-6.80003e-09i,5.76088e-07+3.5016e-08i,-2.28429e-07+8.02105e-08i,2.03164e-07-9.93613e-08i,-3.57845e-07-5.21035e-08i,3.60639e-07+2.60525e-07i,-6.68888e-08-4.24047e-07i,-1.84779e-07+3.65412e-07i,1.51366e-07-1.27196e-07i,-1.43461e-07-1.51514e-07i,2.27501e-09+2.03161e-08i,1.09033e-07+6.57746e-08i,2.93798e-08+6.45599e-08i,-1.0685e-07-2.7745e-09i,-6.2353e-08+1.18513e-07i,3.28326e-07-2.69779e-07i,-3.54589e-07+1.08829e-07i,1.88788e-07+1.65508e-07i,5.67854e-08-2.38095e-07i,-1.70768e-07+2.28291e-07i,4.77616e-08-4.41293e-07i,2.43092e-08+3.52609e-07i,-9.42439e-08+8.64794e-08i,1.23699e-07-1.93769e-07i,2.18856e-07+7.59986e-08i,-6.44971e-07-8.09837e-08i,6.1371e-07+2.06479e-07i,-3.23227e-07-2.18344e-07i,1.16383e-07+1.83072e-07i,-4.10887e-08-3.00524e-07i,1.96101e-07+1.39512e-07i,-2.78116e-07-4.64361e-08i,2.24057e-08+3.62057e-07i,2.22667e-07-3.13052e-07i,-2.94034e-07-4.0259e-08i,2.93561e-07+3.36369e-07i,-2.80709e-07-2.07285e-07i,1.91003e-07-2.49297e-07i,-6.40576e-08+1.02836e-07i,-1.44117e-07+8.4849e-08i,2.69406e-07+2.36204e-07i,-9.36899e-08-7.51457e-08i,-5.62344e-08-3.09976e-08i,2.24929e-07-4.37783e-07i,-1.6097e-07+3.31703e-07i,-1.62326e-07-5.01582e-09i,1.71367e-07+1.37698e-07i,-1.0959e-07-1.75277e-07i,1.54429e-07+7.79479e-08i,-6.72145e-08-1.42175e-07i,2.66436e-08+1.84804e-07i,-1.53502e-07-2.25297e-07i,1.71445e-08+2.35636e-07i,3.16509e-07-2.63077e-08i,-2.03831e-07-1.14245e-07i,-1.60742e-07-4.91372e-08i,4.0888e-08+2.84923e-07i,1.4627e-07-4.25562e-07i,2.98494e-08+4.18673e-07i,-9.33714e-08-1.55224e-07i,1.44188e-08-2.41641e-07i,2.84267e-07+3.87473e-07i,-5.04274e-07-2.97939e-07i,2.43134e-07+2.66531e-07i,2.42743e-08-1.52498e-07i,-1.62435e-07+7.21664e-08i,2.50899e-07-9.05014e-08i,-8.01401e-08+8.16062e-08i,-2.06176e-07-1.71149e-08i,2.02379e-07-2.40037e-07i,-1.29037e-07+2.62873e-07i
3.97436e-08-3.99755e-08i,1.883e-09-1.7971e-08i,1.98484e-07+6.28229e-08i,-2.00029e-07-7.20416e-08i,1.36548e-07+2.67161e-08i,-1.10177e-07+1.28426e-07i,9.6412e-08-3.07819e-07i,-2.74484e-07+6.16304e-08i,3.40681e-07+4.44201e-07i,-2.25682e-07-5.28719e-07i,4.64783e-07+5.31047e-07i,-8.05762e-07-3.87672e-07i,5.62249e-07-4.129e-08i,1.07132e-07+2.06614e-07i,-3.47026e-07-1.74396e-07i,3.69566e-08+6.65374e-09i,1.96991e-07+1.0901e-07i,-1.62187e-07-2.68892e-07i,5.1969e-08+7.326e-07i,4.2915e-08-6.61584e-07i,-4.33959e-08+3.10368e-07i,2.82073e-08-4.22721e-07i,-5.35874e-08+3.10341e-07i,-9.57725e-08-7.11607e-09i,6.99618e-08+4.85957e-09i,2.94028e-07+1.63552e-07i,-2.77869e-07-3.42192e-07i,-1.16056e-07+1.68094e-07i,1.55554e-07+4.93924e-08i,-4.73756e-09-2.19734e-07i,1.78397e-08+2.86634e-07i,1.88823e-07-1.89806e-07i,-5.4582e-07+2.69357e-08i,6.17208e-07-5.47518e-08i,-4.1009e-07+1.10467e-07i,2.02258e-07+6.0933e-08i,-2.2356e-07-2.18397e-07i,2.6229e-07+4.25385e-08i,-2.23077e-08+3.00694e-07i,-1.56913e-07-4.14442e-07i,1.87791e-07+3.5436e-07i,-1.43365e-07-9.74368e-08i,-9.89575e-08-1.61374e-07i,-3.59495e-08+8.30377e-08i,3.43414e-07+1.33591e-08i,-6.32301e-08+1.57187e-07i,-3.12293e-07-3.2676e-07i,2.94896e-07+2.21343e-07i,-1.98023e-07+1.24928e-07i,2.33904e-07-3.73216e-07i,-1.32128e-07+3.41721e-07i,-1.49625e-07-1.57893e-07i,2.51545e-07+1.17699e-07i,-1.07231e-07-2.23503e-07i,2.04964e-08-7.57544e-08i,-5.96732e-08+3.98387e-07i,1.66036e-08-1.68736e-07i,1.60246e-07-1.18759e-07i,-3.72213e-07+1.84856e-07i,2.62978e-07-3.02801e-08i,1.08135e-07+1.55395e-08i,-1.31562e-07-3.74371e-07i,-1.49733e-07+3.36114e-07i,-5.50801e-08+1.45289e-07i,5.35954e-07-3.16458e-07i,-5.34102e-07+6.07753e-08i,3.27762e-07+1.13749e-07i,6.44371e-08+9.64985e-08i,-3.09107e-07-6.13684e-08i,-2.27585e-08-1.62676e-07i,2.49686e-07+4.47223e-08i,-9.99995e-08-9.93494e-08i,-6.31332e-08+1.44848e-07i,3.11753e-08+1.10772e-07i,4.56672e-08-1.32817e-07i,-7.65007e-08+7.95396e-08i,1.78285e-07-2.5486e-07i,-2.02619e-07+4.31466e-07i,6.62535e-08-2.50165e-07i,6.2739e-09-1.04617e-07i,-2.54413e-09+1.51832e-07i,-2.42488e-07-8.63691e-08i,6.15717e-07+1.48507e-07i,-5.32356e-07-3.72374e-07i,9.85811e-08+4.7743e-07i,2.97677e-07-2.16732e-07i,-4.73808e-07+3.02768e-08i,2.77062e-07+2.03436e-08i,-3.71471e-08+9.06581e-08i,9.32182e-08-4.59997e-07i,-1.42322e-07+4.803e-07i,4.9424e-08-1.14937e-07i,-6.08075e-08-1.5812e-07i,1.71017e-07+7.34179e-08i,-1.11072e-07+1.74793e-07i,-5.46659e-08+8.53892e-08i,1.86354e-07-2.7947e-07i,-3.4858e-07-2.51392e-08i,3.8206e-07+8.05102e-09i,-1.70151e-09+1.25856e-07i,-5.46354e-07+7.73808e-08i,4.92406e-07-1.82084e-07i,-3.84262e-08-2.84037e-08i,-5.61651e-08+8.76951e-08i,-4.75629e-09+9.28284e-08i,-2.89849e-08-1.57322e-07i,6.65867e-08+1.81775e-07i,-1.18166e-07-1.38536e-07i,6.26911e-08+3.64576e-08i,9.59347e-09-7.57018e-08i,-5.74644e-08+6.57755e-08i,2.02726e-07+7.90727e-08i,-2.03601e-07-1.79391e-08i,3.07038e-07-1.5214e-07i,-3.21677e-07+2.17094e-07i,-9.17716e-09-3.66245e-07i,-3.51803e-08+2.88663e-07i,2.34015e-07+1.23131e-07i,-1.86363e-07-2.48114e-07i,8.83197e-08+1.77414e-07i,-2.54964e-07-1.93729e-07i,4.05653e-07+6.91317e-08i,-1.32287e-07-1.05305e-07i,1.3261e-08+2.82631e-07i,-3.36651e-07-3.02138e-07i,5.61105e-07+3.13152e-07i,-1.06432e-07-1.82489e-07i,-2.76046e-07+4.34198e-08i
-1.1858e-07+1.8924e-07i,1.79406e-07-2.24449e-07i,-2.98352e-07+5.96542e-08i,3.22397e-07-3.68866e-08i,-3.79741e-07+2.20033e-07i,2.80283e-07-1.05118e-07i,4.30944e-08-1.15552e-07i,-1.93376e-08+1.0058e-07i,-3.14376e-07-6.1185e-08i,3.76244e-07+7.94708e-08i,-4.41272e-07-2.61533e-07i,6.35678e-07+2.31613e-07i,-5.21816e-07+1.20992e-07i,-4.37953e-08-2.92871e-07i,3.76958e-07+3.04603e-07i,-1.23283e-07-2.5394e-07i,-1.26649e-07+3.47759e-07i,1.69304e-07-2.50574e-07i,-2.16819e-07-2.84557e-07i,2.52933e-07+4.18903e-07i,-2.0978e-08-2.41104e-07i,-2.45246e-07+2.5687e-07i,1.69133e-07-3.02179e-09i,1.14643e-07-3.3975e-07i,-3.05801e-07+1.81097e-07i,5.73976e-08-4.54902e-08i,1.76502e-07+1.25487e-07i,2.13016e-08-4.91659e-08i,-2.13063e-07-7.28593e-08i,2.12386e-07+8.13381e-08i,-1.63573e-07+1.52006e-07i,-9.51606e-08-3.65262e-07i,4.90447e-07+2.19814e-07i,-4.75861e-07+5.32336e-08i,4.05503e-07-9.00305e-09i,-4.5325e-07-1.53412e-07i,2.8483e-07+1.95406e-07i,-1.52348e-07-2.31245e-07i,-2.23728e-07+1.0941e-07i,4.92012e-07+8.23349e-08i,-2.7056e-07-9.97225e-08i,1.45712e-07-1.89613e-08i,-3.95655e-08+2.77632e-08i,2.2232e-07+8.62325e-08i,-3.97164e-07-1.19797e-07i,2.05729e-08-1.74091e-09i,1.89698e-07+2.2223e-07i,-1.17512e-07-1.5998e-07i,3.03432e-07-1.65422e-07i,-6.181e-07+1.76989e-07i,4.18423e-07-8.19721e-08i,9.08622e-08+8.48933e-08i,-3.25625e-07-1.58301e-07i,3.29938e-07+3.78107e-07i,-2.19012e-07-1.68696e-07i,7.58887e-08-1.89489e-07i,-1.31945e-07+8.19094e-08i,7.48544e-08+1.85915e-07i,4.48496e-07-2.8241e-07i,-5.86007e-07-1.00714e-07i,4.78527e-08+3.93341e-07i,3.04987e-07+8.83705e-08i,-1.09357e-07-4.36176e-07i,2.49378e-08+7.65891e-08i,-3.75741e-07+8.20533e-08i,5.78537e-07+2.17548e-07i,-4.20769e-07-1.72283e-07i,-4.75282e-08-8.95358e-08i,2.31494e-07-8.59233e-08i,9.11586e-08+2.31946e-07i,-2.73104e-07-5.45949e-09i,1.76972e-07-1.59876e-07i,-1.29989e-07+2.72291e-07i,3.27736e-07-3.09021e-07i,-3.83278e-07-5.20494e-08i,1.81398e-07+3.25243e-07i,-6.35064e-08+1.16091e-07i,-3.92536e-08-5.68165e-07i,9.30121e-08+2.41092e-07i,4.69066e-08+7.92692e-08i,-1.00633e-07+1.27435e-07i,2.00295e-07-1.15183e-07i,-4.49574e-07-1.22164e-07i,3.72708e-07+2.53332e-07i,1.24381e-08-3.95788e-07i,-3.24555e-07+2.90143e-07i,3.52559e-07+3.16478e-08i,-9.85922e-08-4.47409e-08i,-3.81177e-08-1.79581e-07i,-8.68709e-08+4.35032e-07i,2.00664e-07-5.33547e-07i,-1.48507e-07+2.54716e-07i,-5.4405e-09-4.2141e-08i,-5.64809e-08+1.12387e-08i,7.21709e-08+1.0829e-07i,3.47345e-08-4.06726e-07i,1.26716e-07+4.36982e-07i,-4.67345e-09+2.42231e-08i,-3.47293e-07-1.76434e-07i,6.77052e-08-1.16422e-07i,4.25873e-07+1.49325e-07i,-3.49209e-07+2.09757e-07i,9.49909e-08-1.04293e-07i,-4.766e-08-3.4642e-07i,-6.69321e-08+3.34799e-07i,-3.7317e-08-1.24685e-07i,2.50015e-07-4.22841e-08i,-8.83564e-08+6.93337e-08i,7.14122e-08-6.23851e-08i,-1.26739e-07+2.75535e-07i,8.37606e-08-5.03434e-07i,-2.18943e-07+2.77079e-07i,1.41419e-07+1.27311e-07i,-2.18592e-07-2.12011e-07i,3.75137e-07+1.33647e-07i,-7.96971e-08+7.81549e-08i,5.58841e-08-1.80693e-07i,-3.47457e-07+1.15188e-07i,2.83358e-07-2.60944e-07i,3.06336e-08+3.83355e-07i,3.58425e-08-1.90446e-07i,-2.42377e-07+2.22754e-08i,4.64615e-08+2.20928e-07i,5.87643e-08-6.0965e-07i,2.84852e-07+5.80624e-07i,-3.69812e-07-3.0109e-07i,-1.8669e-07+2.27058e-07i,3.77531e-07-1.81393e-07i
