-7.2086e-07+0i,3.37689e-07-8.4906e-08i,4.3332e-07+1.1418e-07i,-2.24595e-08-9.4525e-08i,-5.63546e-07+9.86911e-08i,-6.44455e-08+1.01342e-08i,3.07352e-08+3.09599e-07i,-1.61465e-07-1.16728e-06i,5.77596e-07+1.07791e-06i,1.36896e-07-4.328e-07i,-7.20562e-07+4.16392e-07i,7.96334e-07-1.82301e-07i,-6.78218e-07-5.05723e-07i,1.8384e-07+8.49221e-07i,4.99565e-07-6.26204e-07i,-7.79929e-07-2.44412e-07i,8.24572e-07+7.56173e-07i,-4.83796e-07-7.15176e-07i,-4.88412e-07+7.22072e-07i,1.01759e-06+1.07086e-07i,-1.08011e-06-7.20136e-07i,1.01247e-06+2.62436e-07i,-5.5647e-07+3.08754e-07i,-1.17382e-08-1.06143e-06i,2.39038e-07+9.62354e-07i,-1.61493e-07-3.50445e-07i,3.71006e-08+5.45101e-07i,2.82565e-07-1.74729e-07i,-9.67183e-07-1.0738e-06i,1.40951e-06+9.82628e-07i,-1.48416e-06+3.17422e-07i,1.45108e-06+7.88146e-08i,-9.37249e-07-1.06008e-06i,4.35686e-07+5.82133e-07i,-7.87648e-07+5.44041e-07i,8.40428e-07-9.30044e-07i,-6.60296e-08+5.19788e-07i,-7.13546e-07-5.95436e-07i,9.22267e-07+1.43e-07i,-1.76422e-07+1.14972e-06i,-3.06182e-07-1.4129e-06i,3.14328e-07+9.39981e-07i,-6.21886e-07-6.50421e-07i,-7.65725e-08+6.49181e-08i,1.28767e-06+6.87132e-07i,-4.98482e-07-9.1425e-07i,-2.01731e-07+5.03679e-07i,-7.50884e-07+5.68016e-08i,1.14579e-06-5.66233e-07i,-9.60149e-07+6.72391e-07i,5.33303e-07+1.34698e-07i,3.41592e-08-7.16291e-07i,6.08343e-09+7.64752e-07i,2.59075e-07-7.76064e-07i,-8.9395e-07+1.44566e-08i,8.12049e-07+3.35654e-07i,-4.90847e-07+6.65201e-07i,4.97886e-07-1.31305e-06i,-4.90933e-07+6.34717e-07i,3.18161e-07+3.92122e-08i,-2.55239e-07+9.20673e-08i,1.34201e-08-3.13713e-07i,7.68705e-08+4.7085e-07i,2.21516e-07-4.06305e-07i,-3.52845e-07+0i,2.21516e-07+4.06305e-07i,7.68705e-08-4.7085e-07i,1.34201e-08+3.13713e-07i,-2.55239e-07-9.20673e-08i,3.18161e-07-3.92122e-08i,-4.90933e-07-6.34717e-07i,4.97886e-07+1.31305e-06i,-4.90847e-07-6.65201e-07i,8.12049e-07-3.35654e-07i,-8.9395e-07-1.44566e-08i,2.59075e-07+7.76064e-07i,6.08343e-09-7.64752e-07i,3.41592e-08+7.16291e-07i,5.33303e-07-1.34698e-07i,-9.60149e-07-6.72391e-07i,1.14579e-06+5.66233e-07i,-7.50884e-07-5.68016e-08i,-2.01731e-07-5.03679e-07i,-4.98482e-07+9.1425e-07i,1.28767e-06-6.87132e-07i,-7.65725e-08-6.49181e-08i,-6.21886e-07+6.50421e-07i,3.14328e-07-9.39981e-07i,-3.06182e-07+1.4129e-06i,-1.76422e-07-1.14972e-06i,9.22267e-07-1.43e-07i,-7.13546e-07+5.95436e-07i,-6.60296e-08-5.19788e-07i,8.40428e-07+9.30044e-07i,-7.87648e-07-5.44041e-07i,4.35686e-07-5.82133e-07i,-9.37249e-07+1.06008e-06i,1.45108e-06-7.88146e-08i,-1.48416e-06-3.17422e-07i,1.40951e-06-9.82628e-07i,-9.67183e-07+1.0738e-06i,2.82565e-07+1.74729e-07i,3.71006e-08-5.45101e-07i,-1.61493e-07+3.50445e-07i,2.39038e-07-9.62354e-07i,-1.17382e-08+1.06143e-06i,-5.5647e-07-3.08754e-07i,1.01247e-06-2.62436e-07i,-1.08011e-06+7.20136e-07i,1.01759e-06-1.07086e-07i,-4.88412e-07-7.22072e-07i,-4.83796e-07+7.15176e-07i,8.24572e-07-7.56173e-07i,-7.79929e-07+2.44412e-07i,4.99565e-07+6.26204e-07i,1.8384e-07-8.49221e-07i,-6.78218e-07+5.05723e-07i,7.96334e-07+1.82301e-07i,-7.20562e-07-4.16392e-07i,1.36896e-07+4.328e-07i,5.77596e-07-1.07791e-06i,-1.61465e-07+1.16728e-06i,3.07352e-08-3.09599e-07i,-6.44455e-08-1.01342e-08i,-5.63546e-07-9.86911e-08i,-2.24595e-08+9.4525e-08i,4.3332e-07-1.1418e-07i,3.37689e-07+8.4906e-08i
3.03804e-07-4.36948e-07i,1.32409e-08+4.06076e-07i,-1.30494e-06-2.99607e-07i,7.06372e-07+1.23465e-07i,2.78223e-07-4.65878e-07i,2.15311e-07+4.6207e-07i,2.29759e-07-3.27095e-07i,-1.53911e-07+9.67792e-07i,-3.96234e-07-1.45396e-06i,-1.7375e-07+1.2433e-06i,3.78661e-07-1.00537e-06i,-3.17991e-07+1.35471e-06i,2.6373e-07-1.3684e-06i,3.16947e-07+3.77448e-07i,-9.70034e-07-2.06326e-07i,8.56629e-07+1.13352e-06i,-8.42188e-07-7.18882e-07i,8.03489e-07-4.26395e-08i,3.7594e-07-4.18216e-07i,-1.57092e-06+2.33757e-07i,2.16929e-06+5.12406e-07i,-2.13871e-06-4.40736e-07i,1.40772e-06+2.89429e-07i,-5.1505e-07-1.94147e-07i,1.26453e-07-1.95529e-08i,-3.68703e-07+3.23828e-07i,6.06099e-07-4.09609e-07i,-1.12096e-06-6.24143e-07i,1.48966e-06+1.77906e-06i,-9.20607e-07-9.34917e-07i,6.58153e-07-6.38225e-07i,-3.68113e-07+1.90956e-07i,-4.86446e-07+4.48125e-07i,4.77776e-07-1.74391e-07i,6.20694e-07-1.05758e-07i,-8.42253e-07+5.49313e-07i,-2.54888e-07-7.81455e-07i,6.61712e-07+9.38885e-07i,-3.00581e-07-5.02405e-07i,2.08227e-07-6.53818e-07i,-4.29584e-07+7.26006e-07i,-8.64314e-08-2.54591e-07i,8.24132e-07+3.00898e-07i,2.16705e-07+6.3664e-07i,-1.01275e-06-1.32148e-06i,3.6963e-07+6.00905e-07i,-7.83847e-07-3.0062e-07i,1.34522e-06+4.95683e-07i,-7.46569e-07-4.40897e-07i,2.03892e-07+7.22341e-07i,-3.7105e-08-1.29331e-06i,3.93163e-07+6.31837e-07i,-6.61637e-07+1.25057e-07i,-5.2669e-08+2.52564e-07i,5.31797e-07+2.89212e-07i,2.98594e-08-1.0071e-06i,-5.77064e-07+8.30613e-08i,4.79914e-07+4.94112e-07i,-2.71544e-07-1.88782e-07i,4.64601e-08+5.77132e-07i,4.072e-08-6.60257e-07i,8.53846e-08+2.44939e-07i,6.98298e-07-5.71828e-07i,-1.18318e-06+8.13561e-07i,3.23967e-07-4.9045e-07i,1.50587e-07+6.25421e-08i,-1.59555e-07+1.83603e-07i,-5.00548e-08-2.00972e-08i,8.48557e-07-1.77994e-07i,-1.18221e-06-1.34062e-07i,8.26962e-07+7.17662e-07i,-5.22391e-07-8.42046e-07i,5.29028e-07+8.25184e-07i,-7.88509e-07-7.24487e-07i,3.76311e-07+5.90152e-07i,4.08972e-07-6.58258e-07i,-1.62722e-07+8.41837e-07i,-2.97737e-07-8.37046e-07i,-2.90072e-07-3.24205e-07i,1.09425e-06+1.57439e-06i,-1.23231e-06-1.29509e-06i,1.94304e-07-8.1517e-08i,9.84639e-07+1.15819e-06i,-4.86642e-08-8.77322e-07i,-4.59788e-07-2.59906e-07i,-7.83799e-07+7.85237e-07i,7.70052e-07-7.20386e-07i,-5.41318e-07+8.31659e-07i,8.54161e-07-1.00487e-06i,-6.82064e-08+1.06269e-06i,-4.32975e-07-8.38458e-07i,-2.84589e-07+9.31676e-07i,1.02045e-06-5.7193e-07i,-1.28236e-06-7.87403e-07i,1.34829e-06+7.32775e-07i,-1.54323e-06+8.49702e-07i,1.43754e-06-1.87604e-06i,-1.13045e-06+1.25561e-06i,1.49175e-06-4.79969e-07i,-1.37461e-06+7.13063e-07i,5.50371e-08-4.38416e-07i,5.96338e-07+1.50084e-08i,-5.42958e-07-4.01736e-08i,3.78258e-07-4.32287e-07i,-1.55256e-07+1.07856e-06i,-1.10951e-07-6.73191e-07i,6.23071e-07+2.0966e-07i,-3.826e-07-6.68465e-07i,-3.42519e-07+2.41767e-07i,3.03023e-07+3.16067e-07i,6.03478e-07+5.0244e-07i,-1.15707e-06-1.23932e-06i,7.38504e-07+1.21667e-06i,-2.14431e-07-6.3521e-07i,2.35016e-07-4.08145e-08i,-6.66876e-07+7.41756e-07i,5.64342e-07-1.46868e-06i,-4.26451e-08+1.21555e-06i,3.45134e-08-2.47307e-07i,8.51089e-08-1.6039e-07i,-2.00742e-07+1.85133e-08i,1.09028e-07+1.71399e-07i,-8.70997e-07-1.47392e-07i,8.37764e-07-2.08498e-08i,7.9966e-07-2.01715e-07i,-1.48881e-06+3.81986e-07i,9.09615e-07-3.04603e-07i,-2.65568e-07+4.28268e-07i
4.04775e-07+6.88716e-07i,-3.15168e-07-1.58223e-08i,6.33308e-07-3.04873e-07i,-1.70333e-08+4.36063e-07i,3.76517e-08+4.45617e-07i,-9.78617e-07-1.19556e-06i,1.45143e-08+7.50774e-07i,3.61032e-07-5.76822e-07i,4.25795e-07+9.42611e-07i,3.27476e-07-7.06079e-07i,-8.99988e-07+4.63114e-07i,1.72088e-07-1.33154e-06i,1.13174e-07+2.31977e-06i,-2.55955e-07-1.97838e-06i,7.86523e-07+1.99956e-06i,-1.64577e-07-2.38853e-06i,-4.11116e-07+9.22962e-07i,1.18812e-08+3.9403e-07i,-2.37558e-07-1.87196e-07i,1.0217e-06-6.69941e-08i,-1.83425e-06-1.37033e-07i,2.13421e-06+2.29608e-07i,-1.52453e-06-7.63663e-07i,7.97991e-07+1.37971e-06i,-5.71562e-07-6.27467e-07i,7.57955e-07-3.03471e-07i,-1.02244e-06+2.80194e-07i,9.84985e-07+5.52525e-07i,-6.72512e-07-1.32675e-06i,3.42227e-07+4.42152e-07i,-1.24394e-07+5.18433e-07i,-3.74289e-07+2.97772e-07i,8.44148e-07-1.07936e-06i,-5.25159e-07+1.12968e-06i,-5.85463e-07-6.66166e-07i,9.46906e-07-3.07775e-07i,1.32113e-07+6.45387e-07i,-2.95644e-07-1.50925e-07i,-9.50283e-08+1.35345e-07i,1.16952e-07-6.15694e-07i,-2.94001e-07+1.05797e-06i,2.236e-07-1.35982e-06i,-4.28737e-07+9.28609e-07i,-1.0177e-07-1.04565e-06i,4.5652e-07+1.36609e-06i,3.04356e-07-7.33293e-07i,4.58861e-07+7.35987e-07i,-1.21235e-06-1.09123e-06i,1.50518e-07+9.31103e-07i,8.12654e-07-9.09325e-07i,-5.65618e-07+9.93441e-07i,-7.88166e-07-1.53345e-07i,1.28245e-06-5.56437e-07i,-4.51187e-07-6.02146e-08i,1.03901e-07+3.00076e-07i,-4.19873e-07+2.86186e-07i,9.24194e-07-8.72383e-07i,-1.00162e-06+9.53173e-07i,6.27823e-07+1.40688e-07i,-1.25187e-07-1.42921e-06i,5.00709e-08+1.31518e-06i,8.88929e-08-4.69687e-07i,-1.48074e-06+3.06276e-07i,1.82187e-06-5.23061e-07i,-5.84014e-07+3.26395e-07i,2.74258e-07+2.27308e-07i,1.38947e-08-3.44067e-07i,-4.46745e-07-5.24277e-08i,-4.6406e-07-2.42841e-07i,6.8556e-07+5.69584e-07i,2.10601e-07-2.19172e-07i,-5.28005e-07+5.79769e-07i,4.16185e-07-9.99948e-07i,2.47141e-07+3.63545e-07i,-3.92881e-07+2.90535e-07i,-3.09309e-07-4.61782e-07i,3.50984e-07+3.63661e-07i,-1.08043e-07-4.14099e-07i,2.3066e-07+9.60352e-07i,-4.70837e-07-1.47121e-06i,5.57852e-07+1.05393e-06i,-2.79068e-07+4.21125e-07i,7.7459e-08-1.19805e-06i,-4.6879e-08+1.15642e-07i,-3.68691e-07+9.69908e-07i,8.54464e-07-5.18922e-07i,-7.02608e-07+1.74844e-07i,7.19412e-07-6.52483e-07i,-7.80795e-07+7.37502e-07i,1.07532e-07-9.815e-07i,-3.80998e-07+1.1362e-06i,1.35398e-06-1.07018e-06i,-1.19861e-06+9.5329e-07i,2.10651e-07+1.00672e-07i,-1.13128e-07-8.73311e-07i,8.14803e-07+2.85487e-07i,-8.37455e-07+9.1483e-07i,7.52554e-07-1.31421e-06i,-1.25415e-06+7.24238e-07i,1.26999e-06-1.92407e-07i,-1.29039e-07+1.06425e-07i,-6.04162e-07-8.12215e-07i,2.4449e-07+1.17987e-06i,5.19081e-07-2.51457e-07i,-7.30641e-07-3.44253e-07i,5.82861e-07-1.67835e-07i,-7.50928e-07+1.47914e-07i,3.29418e-07+8.79784e-07i,3.08547e-07-7.37141e-07i,-5.2184e-07-3.08385e-08i,-2.3345e-07-4.43191e-07i,1.32319e-06+1.03133e-06i,-1.26605e-06-7.28052e-07i,8.34325e-07-1.52698e-08i,-8.57413e-07+4.18419e-07i,1.24491e-06-5.16912e-07i,-7.32515e-07+5.8693e-07i,-8.24217e-07-3.35826e-07i,1.16663e-06-3.05013e-07i,-3.26659e-07+1.42878e-07i,-1.51573e-07+9.24029e-07i,-2.25724e-07-1.04136e-06i,1.12799e-06+4.06306e-07i,-5.76646e-07-7.43455e-10i,-1.17389e-06-1.38229e-08i,1.66955e-06-8.9373e-08i,-1.06398e-06+4.32181e-07i,3.74726e-08-1.04002e-06i
-2.81832e-07-3.84236e-07i,-3.03201e-07-9.71803e-07i,5.00196e-07+1.1664e-06i,-4.55794e-07-9.04174e-07i,5.82568e-08+6.65949e-07i,4.21116e-07-1.86019e-07i,4.804e-07+2.33558e-08i,-7.80676e-07+6.88392e-08i,2.40781e-07+2.62968e-08i,-1.20485e-06-6.71339e-07i,1.56973e-06+1.43357e-07i,-4.26289e-07+1.19801e-06i,4.96788e-07-1.78419e-06i,-8.58236e-07+1.7181e-06i,1.38209e-07-1.73903e-06i,-4.63641e-07+1.4112e-06i,6.54085e-07-1.40031e-07i,2.67315e-07-4.46529e-07i,-1.89382e-07+3.347e-07i,-4.59292e-07-2.84802e-07i,9.3123e-07+2.59877e-07i,-1.15707e-06-1.09676e-07i,1.0006e-06+6.31586e-07i,-9.78238e-07-1.49431e-06i,1.06854e-06+1.13035e-06i,-1.1083e-06-7.03347e-07i,1.05173e-06+4.28379e-07i,-5.04917e-07-3.13927e-07i,3.01784e-07+3.67693e-07i,-8.52899e-07+6.81768e-07i,8.80053e-07-1.24524e-06i,-3.80329e-07+2.37821e-07i,-1.09333e-07+1.07378e-06i,5.44204e-07-1.56728e-06i,-3.35571e-08+7.85485e-07i,-4.23604e-07+1.62193e-07i,-1.45395e-08-2.79052e-07i,-1.98496e-07-4.04638e-07i,-6.40016e-08+3.14922e-07i,5.21646e-09+8.02119e-07i,1.2249e-06-1.16406e-06i,-7.5146e-07+1.48665e-06i,-9.79467e-08-1.79734e-06i,2.81404e-07+1.41612e-06i,-8.37715e-08-8.3003e-07i,-6.84375e-07+1.79306e-07i,-5.12651e-08-4.67096e-07i,8.00039e-07+9.39097e-07i,3.70141e-07-4.09596e-07i,-1.19418e-06-1.28979e-07i,6.54163e-07+3.07882e-07i,3.84471e-07-7.33612e-07i,-6.70004e-07+7.81923e-07i,9.38174e-08-9.55881e-09i,-5.11406e-09-5.76015e-07i,1.53101e-07+5.29326e-07i,-3.06524e-07+4.36475e-07i,6.05439e-07-9.20093e-07i,-3.08447e-07-4.68913e-07i,-2.93745e-07+1.62148e-06i,2.98739e-07-1.36308e-06i,-2.58628e-07+6.37597e-07i,1.00286e-06+3.87519e-08i,-1.29308e-06-4.5173e-07i,5.07187e-07+7.94032e-07i,-6.99133e-08-1.23539e-06i,-1.6202e-07+1.19853e-06i,3.89974e-07-5.36516e-07i,6.29161e-08+4.26279e-07i,-3.0453e-08-3.76464e-07i,-4.46458e-07-2.38303e-07i,4.69973e-07-1.23185e-07i,-5.92699e-07+6.87736e-07i,2.15272e-07-3.13668e-07i,2.65707e-07-3.95149e-07i,8.02036e-08+8.30884e-07i,-4.77282e-07-9.16339e-07i,6.18267e-07+1.45358e-06i,-1.55354e-07-1.63434e-06i,-3.79943e-07+1.25142e-06i,2.13433e-07-9.51907e-07i,4.78164e-07+3.12293e-07i,-1.00841e-06+2.49807e-08i,5.41417e-07+5.98066e-07i,-1.05093e-07-9.58133e-07i,1.44691e-08-3.39658e-07i,3.78852e-07+1.11386e-06i,-9.51538e-07-2.11692e-07i,7.48224e-07+2.09891e-08i,3.94058e-07-6.45707e-08i,-3.51403e-07-1.86071e-07i,-7.30099e-07+1.52017e-07i,5.37483e-07-6.79697e-07i,1.06433e-06+7.48323e-07i,-1.43866e-06+1.83155e-07i,3.10117e-07-3.04512e-07i,3.78656e-07-3.28095e-07i,-9.62538e-07+5.32786e-07i,1.15457e-06-3.09991e-07i,-5.42884e-07-1.83356e-07i,-3.31626e-07+3.52162e-07i,6.64432e-07+4.90152e-07i,2.11241e-07-1.05577e-06i,-9.62561e-07+3.10347e-07i,7.26049e-07+4.15136e-07i,-4.57922e-07-2.22206e-07i,2.62937e-07-1.23423e-07i,3.21284e-07+2.91427e-08i,-4.3152e-07-5.30876e-08i,3.82732e-07+5.07723e-09i,-5.12637e-07+3.99789e-07i,2.55125e-07-4.14155e-07i,1.26299e-07-3.01574e-08i,-5.64705e-07+6.34571e-07i,8.51809e-07-8.52548e-07i,-9.35852e-07+2.32746e-07i,4.63168e-07+4.55112e-07i,3.38691e-07-7.71813e-07i,-3.30076e-07+7.55833e-07i,7.72528e-08+1.17381e-07i,-5.46899e-07-8.60982e-07i,9.36465e-07+6.01513e-07i,-7.37896e-07-3.45932e-07i,-2.55799e-07+5.56148e-08i,1.33553e-06+3.00291e-07i,-9.7514e-07-4.54263e-07i,2.96597e-07+5.24008e-08i,1.42231e-07+8.78129e-07i
-3.96858e-08+9.29641e-08i,7.02112e-07+1.20232e-06i,-4.86366e-07-9.10111e-07i,1.94722e-08+3.93185e-07i,-9.66629e-08-1.16033e-06i,4.31733e-07+1.74513e-06i,-9.65879e-07-1.44297e-06i,1.10478e-06+1.17836e-06i,-1.11919e-06-1.04836e-06i,1.37586e-06+1.35504e-06i,-5.99051e-07-1.06974e-06i,4.33393e-08+2.88212e-08i,-1.019e-06+1.81569e-07i,1.24824e-06-1.85283e-07i,-4.48519e-07+4.52452e-07i,3.90646e-07-4.24985e-07i,-9.42299e-08+6.40058e-08i,-7.12669e-07+2.10772e-07i,4.61412e-07-1.60275e-07i,3.02841e-08+3.00496e-08i,8.66733e-08-3.01808e-08i,6.94984e-08+1.38006e-07i,-7.89122e-07-6.38465e-07i,1.0919e-06+1.01293e-06i,-6.14129e-07-7.78637e-07i,2.80386e-07+7.13642e-07i,-2.15882e-07-9.2821e-07i,4.51759e-08+1.0294e-06i,-3.5586e-07-1.89167e-07i,1.43241e-06-1.17576e-06i,-1.88349e-06+1.23821e-06i,1.19058e-06-3.45519e-07i,-4.5365e-07-2.90099e-07i,2.77057e-08+1.88754e-07i,-2.53054e-07+3.71758e-07i,6.03594e-07-3.61346e-07i,-3.24583e-07-8.55824e-08i,1.49889e-07+5.27417e-07i,2.03104e-07-4.849e-07i,-1.26373e-07-2.78494e-07i,-1.05139e-06+3.93736e-07i,1.01479e-06-2.46949e-07i,1.1157e-07+1.05623e-06i,-5.45792e-07-1.43116e-06i,2.52122e-07+2.80332e-07i,3.75056e-07+9.52701e-07i,-8.95569e-08-4.85928e-07i,-4.21145e-07-4.16724e-07i,-1.35913e-07+5.78791e-08i,4.92541e-07+6.71814e-07i,-3.83562e-07-1.02908e-06i,3.05086e-07+1.03358e-06i,-2.01141e-07-5.88394e-07i,1.50736e-07+3.29223e-08i,3.39876e-07+5.07788e-07i,-5.72742e-07-8.54156e-07i,2.06749e-07+4.39964e-07i,-3.44442e-07-1.6771e-07i,-2.04934e-07+5.85858e-07i,1.57867e-06-7.85374e-07i,-1.61525e-06+6.8335e-07i,7.18157e-07-4.29676e-07i,-2.29984e-07-1.92657e-07i,7.93169e-08+8.7614e-07i,3.70157e-07-1.12249e-06i,-6.82638e-07+1.16534e-06i,3.97717e-07-1.18776e-06i,1.1659e-07+8.67349e-07i,-7.69947e-07-3.81198e-07i,1.09079e-06+1.45894e-08i,-7.24887e-07+4.73301e-07i,8.19282e-08-3.80373e-07i,1.48496e-07-6.60131e-07i,1.35515e-07+1.16815e-06i,1.09454e-07-4.76642e-07i,-7.57462e-07-2.95122e-07i,6.2161e-07+4.30306e-07i,-2.84212e-07-6.04277e-07i,-5.58167e-09+7.42018e-07i,2.38432e-07-1.11143e-06i,8.64338e-08+1.42339e-06i,-8.59377e-07-1.03004e-06i,9.91611e-07+9.80424e-07i,-1.91368e-07-1.00329e-06i,-1.44826e-07+5.1044e-07i,3.39703e-07+6.92928e-07i,-6.76853e-07-1.42088e-06i,9.56154e-07+6.90166e-07i,-6.45784e-07-3.30969e-07i,-3.09062e-07+7.21991e-07i,2.37969e-07-8.96408e-07i,5.57031e-07+8.00727e-07i,-4.62907e-07+5.95448e-08i,-8.18919e-07-7.71508e-07i,1.16287e-06+3.02746e-07i,-1.91178e-07-4.45558e-07i,-6.11058e-08+7.00154e-07i,4.37501e-07-8.22249e-08i,-4.31825e-07-8.02593e-09i,-7.17901e-07-3.27449e-08i,1.00494e-06-4.43825e-07i,-3.46347e-07+4.9375e-07i,-6.03417e-07-1.43513e-07i,7.40181e-07+5.4271e-07i,2.58275e-08-1.19979e-06i,5.264e-08+8.91156e-07i,-2.58804e-07+4.29606e-08i,-3.12214e-07-5.17434e-07i,6.35264e-07+6.21774e-07i,-6.27942e-07-4.87812e-07i,8.44288e-07+1.239e-07i,-1.01569e-06-4.6299e-07i,2.46062e-07+3.81167e-07i,8.04911e-07+2.27743e-08i,-6.6194e-07+1.07718e-07i,4.74308e-08+2.89957e-07i,1.28936e-07-2.32457e-07i,5.5831e-07+1.76774e-07i,-1.20001e-06-6.08555e-07i,2.84646e-07+2.61136e-07i,1.03153e-06+2.22857e-08i,-1.15472e-06-7.75964e-08i,6.49384e-07+5.07539e-07i,-1.84142e-07-5.84699e-07i,-2.83948e-07+3.62062e-07i,-9.2506e-08-1.25757e-07i,7.3141e-07+1.68235e-07i,-6.08417e-07-7.44839e-07i
-3.29745e-07-4.16952e-07i,-1.75456e-07-6.69324e-07i,3.21845e-07+5.81703e-07i,9.87301e-08-1.2379e-07i,1.18626e-07+5.5344e-07i,-6.6112e-07-8.75367e-07i,5.83438e-07+7.37047e-07i,-5.63646e-07-1.14336e-06i,7.15165e-07+1.45222e-06i,-3.2679e-07-1.4266e-06i,-5.00094e-07+1.42993e-06i,2.4468e-07-1.36036e-06i,9.48266e-07+1.46715e-06i,-5.78185e-07-1.26565e-06i,-1.59413e-07+6.04482e-07i,-3.30836e-07+1.79699e-07i,8.31209e-07-4.65759e-07i,-4.29458e-07-1.78472e-07i,-2.86947e-07+2.98495e-07i,3.61326e-07+1.82256e-07i,-7.43293e-07-2.0286e-07i,9.33851e-07-3.7858e-07i,-1.73083e-08+7.59816e-07i,-2.96463e-07-2.4119e-07i,-9.21387e-08-1.68876e-07i,3.75061e-07+4.02189e-07i,-5.0975e-07-6.24997e-08i,3.97996e-07-6.15391e-07i,-1.44374e-07+1.11915e-07i,-7.23967e-07+1.92123e-07i,1.40613e-06+3.77101e-07i,-5.85329e-07-1.55022e-07i,-1.09316e-07-8.25449e-07i,-2.9995e-07+1.421e-06i,4.45342e-07-1.46439e-06i,-1.70288e-07+1.01098e-06i,-2.26037e-07-5.95223e-07i,5.02854e-07+3.44597e-07i,-3.67079e-07+8.12929e-09i,4.89301e-07+1.50625e-07i,-4.29662e-07-1.50852e-07i,6.41861e-08-6.4175e-07i,-3.68513e-07+5.9314e-07i,5.27605e-07+4.32052e-07i,-3.02911e-07-2.7893e-07i,-1.44004e-07-6.0192e-07i,7.09367e-07+3.43574e-07i,-3.76511e-07+3.96302e-07i,-1.12297e-07-2.53211e-07i,1.35171e-08-5.44033e-07i,2.38608e-07+1.05147e-06i,-3.30973e-07-7.34645e-07i,2.63956e-07-5.5649e-09i,-1.12858e-07+1.93663e-07i,-1.7134e-07-3.12574e-07i,2.56118e-07+6.77208e-07i,-4.56855e-07-7.69903e-07i,8.97318e-07+6.24012e-07i,1.49051e-07+2.15409e-07i,-2.12186e-06-4.48237e-07i,2.10865e-06-4.24796e-07i,-1.16188e-06+4.22397e-07i,8.44225e-07+8.21699e-08i,-2.87884e-07-2.81431e-07i,-3.3382e-07+6.76902e-08i,3.67437e-07+5.60871e-07i,-1.89224e-07-4.94549e-07i,-5.8756e-08-2.93692e-07i,8.05471e-07+5.65137e-07i,-1.5836e-06-1.26004e-07i,1.23394e-06-4.8555e-07i,-2.16634e-07+6.16905e-07i,4.48196e-07+9.6749e-08i,-9.18095e-07-6.28974e-07i,-2.6882e-07+3.15782e-07i,1.24283e-06+2.39456e-07i,-1.69931e-07-2.50752e-07i,-6.50387e-07-5.26717e-07i,1.10758e-07+9.09231e-07i,4.24271e-07+2.13064e-07i,-6.45218e-07-9.45794e-07i,8.5192e-07+2.311e-07i,-1.01166e-06-4.7986e-07i,5.61216e-07+1.25102e-06i,-1.51775e-08-8.98036e-07i,-2.0495e-07+4.0993e-08i,2.36335e-07+5.30131e-07i,-3.30312e-07-2.35047e-07i,3.99357e-07-4.20075e-07i,-4.33283e-07+1.63674e-07i,5.76745e-07+7.22048e-07i,-8.39662e-07-1.10771e-06i,1.0107e-06+4.99454e-07i,-2.42797e-07+3.3716e-07i,1.02365e-07-2.16335e-07i,-9.12918e-07+3.35575e-07i,5.58915e-07-5.90066e-07i,-7.75744e-08+2.59554e-07i,-2.49276e-07-4.71443e-07i,1.01356e-06+7.97001e-07i,-6.51563e-07-1.09074e-07i,-2.9752e-07-9.44606e-07i,8.46843e-07+1.32419e-06i,-8.64735e-07-1.7312e-06i,4.4859e-07+1.92239e-06i,-6.2284e-07-1.11555e-06i,5.92076e-07+1.34655e-07i,-4.83386e-08+4.48106e-07i,-2.54561e-07-4.81556e-07i,3.88678e-07+5.06151e-08i,-4.11178e-07-1.00351e-07i,4.8994e-07+8.97856e-07i,1.58904e-07-3.52139e-07i,-8.19725e-07-1.00799e-06i,2.97634e-07+9.73623e-07i,6.23092e-08-4.75897e-07i,2.52347e-07+3.04306e-09i,-7.39263e-07+2.11464e-07i,6.67439e-07+3.33556e-07i,1.94336e-07-7.7264e-07i,-7.28255e-07+7.08702e-07i,7.9845e-07-6.16821e-07i,-1.28301e-06+2.25407e-07i,1.86452e-06+4.16047e-07i,-1.45673e-06-9.41012e-07i,9.76563e-07+1.30512e-06i,-8.96705e-07-1.45615e-06i,6.01989e-07+1.35489e-06i
