6.73885e-08+0i,-1.12191e-09-1.22028e-07i,-3.5804e-08+7.74713e-08i,-8.08464e-08-2.70248e-10i,1.57264e-07-7.56622e-08i,-8.7382e-08+4.20822e-08i,-2.71727e-08-3.14673e-09i,7.23867e-08-9.74703e-09i,-4.44914e-08+7.68119e-08i,3.95224e-08+2.68214e-09i,-3.03298e-08-9.80864e-08i,2.47652e-08+3.73924e-08i,-6.71095e-08+2.98508e-08i,4.85456e-08-1.22e-08i,1.30362e-08-2.48993e-08i,-2.26167e-08+4.31909e-08i,-3.68379e-08-8.1068e-08i,4.41944e-08+5.72315e-08i,1.34383e-07-1.86622e-08i,-1.97896e-07-2.25938e-08i,-5.41617e-09+1.66395e-07i,4.64747e-08-1.30399e-07i,8.53497e-08-1.15057e-07i,1.40342e-08+1.55687e-07i,-2.03584e-07-1.10474e-07i,2.80294e-07+1.42208e-07i,-2.17546e-07-6.07812e-08i,6.06275e-08+3.68226e-08i,-3.38125e-08-6.68573e-08i,8.78047e-08+1.41852e-08i,-8.82555e-08-9.92006e-08i,2.74777e-08+2.47877e-07i,3.00657e-08-1.90947e-07i,-1.03661e-08-1.62176e-08i,-6.46005e-08+8.68176e-08i,1.30691e-07-6.39303e-08i,-7.6907e-08+1.21397e-07i,3.86008e-09-9.22819e-08i,-6.47748e-08-6.21852e-08i,7.74881e-08+9.80643e-08i,-1.53529e-08+3.05249e-08i,1.33045e-07-1.82829e-08i,-2.89882e-07-7.91785e-08i,1.65695e-07+2.60074e-08i,2.78012e-09+1.6154e-08i,-4.07167e-08-1.35579e-08i,4.90551e-08+5.22083e-08i,9.38901e-08-6.99257e-08i,-1.85081e-07+2.66186e-09i,6.95692e-08+5.20469e-08i,-1.74004e-08+1.29711e-08i,-2.90878e-08-5.67686e-08i,9.42284e-08+4.91788e-08i,-6.05714e-10-3.95173e-08i,-1.17505e-07-1.76328e-08i,1.28908e-07-2.7637e-08i,-8.7249e-08+9.71756e-08i,2.42808e-08-3.05515e-08i,2.79319e-08-1.03638e-09i,-5.70724e-08-1.84678e-09i,5.84284e-08+2.75604e-08i,1.0268e-08-8.56501e-08i,-3.42601e-08+1.19783e-07i,-2.1758e-09-1.3333e-07i,6.44059e-09+0i,-2.1758e-09+1.3333e-07i,-3.42601e-08-1.19783e-07i,1.0268e-08+8.56501e-08i,5.84284e-08-2.75604e-08i,-5.70724e-08+1.84678e-09i,2.79319e-08+1.03638e-09i,2.42808e-08+3.05515e-08i,-8.7249e-08-9.71756e-08i,1.28908e-07+2.7637e-08i,-1.17505e-07+1.76328e-08i,-6.05714e-10+3.95173e-08i,9.42284e-08-4.91788e-08i,-2.90878e-08+5.67686e-08i,-1.74004e-08-1.29711e-08i,6.95692e-08-5.20469e-08i,-1.85081e-07-2.66186e-09i,9.38901e-08+6.99257e-08i,4.90551e-08-5.22083e-08i,-4.07167e-08+1.35579e-08i,2.78012e-09-1.6154e-08i,1.65695e-07-2.60074e-08i,-2.89882e-07+7.91785e-08i,1.33045e-07+1.82829e-08i,-1.53529e-08-3.05249e-08i,7.74881e-08-9.80643e-08i,-6.47748e-08+6.21852e-08i,3.86008e-09+9.22819e-08i,-7.6907e-08-1.21397e-07i,1.30691e-07+6.39303e-08i,-6.46005e-08-8.68176e-08i,-1.03661e-08+1.62176e-08i,3.00657e-08+1.90947e-07i,2.74777e-08-2.47877e-07i,-8.82555e-08+9.92006e-08i,8.78047e-08-1.41852e-08i,-3.38125e-08+6.68573e-08i,6.06275e-08-3.68226e-08i,-2.17546e-07+6.07812e-08i,2.80294e-07-1.42208e-07i,-2.03584e-07+1.10474e-07i,1.40342e-08-1.55687e-07i,8.53497e-08+1.15057e-07i,4.64747e-08+1.30399e-07i,-5.41617e-09-1.66395e-07i,-1.97896e-07+2.25938e-08i,1.34383e-07+1.86622e-08i,4.41944e-08-5.72315e-08i,-3.68379e-08+8.1068e-08i,-2.26167e-08-4.31909e-08i,1.30362e-08+2.48993e-08i,4.85456e-08+1.22e-08i,-6.71095e-08-2.98508e-08i,2.47652e-08-3.73924e-08i,-3.03298e-08+9.80864e-08i,3.95224e-08-2.68214e-09i,-4.44914e-08-7.68119e-08i,7.23867e-08+9.74703e-09i,-2.71727e-08+3.14673e-09i,-8.7382e-08-4.20822e-08i,1.57264e-07+7.56622e-08i,-8.08464e-08+2.70248e-10i,-3.5804e-08-7.74713e-08i,-1.12191e-09+1.22028e-07i
-3.14286e-08-8.25457e-08i,-8.46486e-08+1.01228e-07i,4.55472e-08-8.32234e-08i,7.1776e-08+9.06286e-08i,-6.69659e-08-7.74075e-08i,1.76426e-08+8.50403e-08i,4.30626e-08+2.37851e-08i,-7.23148e-08-1.38233e-07i,5.46923e-08+7.65659e-08i,-2.23516e-08-1.00138e-08i,-3.01984e-08-3.28383e-09i,-4.37353e-08+1.0471e-08i,1.98941e-07-4.97746e-08i,-1.63288e-07+8.50239e-08i,5.88048e-08-4.9189e-08i,-2.95455e-08-8.14407e-09i,2.47414e-08+1.14418e-08i,-2.27321e-08-1.60493e-09i,-6.40286e-08-1.08485e-08i,6.72206e-08+7.85237e-08i,9.8362e-08-1.89715e-07i,-7.31089e-08+1.92496e-07i,-6.25961e-08+1.6143e-09i,-5.42978e-08-1.20266e-07i,1.67716e-07+1.65453e-07i,-1.11083e-07-2.49339e-07i,2.30451e-08+1.25196e-07i,-3.40245e-08+4.60933e-08i,9.59793e-08-6.78804e-09i,-4.39022e-09-9.83428e-08i,-5.49452e-08+1.61632e-07i,9.63918e-08-1.95298e-07i,-2.28886e-07+1.99556e-07i,1.83962e-07-1.32834e-07i,2.41746e-08+1.22447e-07i,-1.52386e-07-1.0838e-07i,6.74002e-08-2.42082e-08i,1.00103e-07+8.99899e-08i,-1.94386e-08-7.36916e-08i,-1.06632e-07+2.73181e-08i,3.63711e-08-4.90119e-09i,-1.44382e-07-5.40902e-08i,3.32622e-07+1.47505e-07i,-1.75427e-07-5.6696e-08i,-3.26357e-08-7.20971e-08i,4.89096e-08+3.36657e-08i,-5.04849e-08-7.80887e-09i,1.07056e-08+4.25273e-08i,3.11427e-09-3.55722e-08i,7.02435e-08+7.39099e-08i,-5.80341e-08-8.33114e-08i,2.88915e-08+3.39533e-08i,-5.3582e-08-9.06776e-08i,6.98428e-09+9.03252e-08i,7.45296e-08+3.17307e-08i,-1.30899e-07-7.18972e-08i,1.8373e-07+5.14993e-08i,-1.10088e-07-1.31596e-08i,-7.21238e-08-4.17035e-08i,1.4255e-07+8.2296e-08i,-1.02033e-07-1.37723e-07i,3.60652e-09+1.78965e-07i,3.62092e-08-1.72841e-07i,7.06542e-08+1.68559e-07i,-9.60319e-08-1.57625e-07i,4.15527e-08+1.34422e-07i,-7.05706e-08-5.83468e-08i,7.83625e-08-6.65523e-08i,-1.40966e-08+1.27922e-08i,-3.05667e-08+1.04238e-07i,2.29782e-08-5.32652e-08i,5.70363e-08-8.96837e-08i,-1.01367e-07+1.4563e-07i,-2.92925e-08-1.59632e-08i,1.79899e-07-6.91903e-08i,-1.63066e-07+8.17936e-08i,3.04301e-08-6.72484e-08i,4.71467e-08-4.03976e-08i,-7.1831e-08+5.58829e-08i,8.29739e-09-2.43449e-08i,1.02913e-07+5.40162e-08i,2.26946e-08-6.99248e-08i,-1.33442e-07+6.91501e-08i,3.28527e-08-9.54357e-09i,-1.25557e-08-4.70102e-08i,-2.92514e-08+6.67002e-08i,1.22367e-07-2.82895e-08i,-5.83235e-08-1.84664e-07i,-2.48349e-08+2.71918e-07i,-3.77373e-08-6.63111e-08i,1.58045e-07-2.15452e-08i,-1.87994e-07-9.30974e-08i,1.15617e-07+1.14351e-07i,-1.64721e-08-5.85298e-08i,2.15737e-08+7.33364e-08i,-1.00908e-07-1.0382e-08i,1.02524e-07-1.59111e-07i,-1.02766e-07+1.64184e-07i,1.69656e-07+1.40929e-08i,-1.83037e-07-9.01708e-08i,9.11245e-08-1.10398e-08i,-7.46302e-08+1.2337e-08i,2.30298e-07+8.45847e-08i,-3.44972e-07-1.38358e-07i,2.68879e-07+1.08671e-07i,-5.88694e-08+7.31871e-08i,-8.95661e-08-1.08969e-07i,3.46847e-08-7.57892e-08i,4.45318e-08+1.02008e-07i,1.9598e-08-4.17354e-09i,-5.43595e-08-2.03554e-08i,-4.88119e-09+7.01672e-08i,-4.13311e-08-1.46588e-07i,6.22861e-08+1.85862e-07i,3.64715e-08-1.42562e-07i,-2.69268e-08+5.59251e-08i,-1.44057e-08+2.4278e-08i,-7.56445e-08-3.40871e-08i,1.40763e-07-6.3484e-08i,-5.83828e-08-9.75382e-09i,-1.81277e-08+1.53818e-07i,-2.38641e-08-1.57011e-07i,3.51527e-08+9.46701e-08i,8.60604e-08+5.3818e-08i,-1.68438e-07-7.94307e-08i,7.14242e-08-6.02531e-08i,3.38108e-08+1.03618e-07i,2.35427e-08-2.62302e-08i
-3.52836e-08+1.90809e-07i,2.97642e-08-4.32008e-08i,1.75703e-08+7.91846e-08i,-4.13598e-08-2.11778e-07i,-1.43983e-08+2.19584e-07i,2.30545e-08-1.91133e-07i,-1.37442e-09+4.35576e-08i,-4.63753e-08+9.95574e-08i,9.65947e-08-7.27461e-08i,-1.10938e-07-5.54651e-08i,1.09232e-07+1.23412e-07i,2.90278e-08-3.92714e-08i,-2.38625e-07-2.36486e-08i,2.35179e-07-1.33529e-08i,-1.60985e-07+1.57866e-08i,1.31594e-07-3.97721e-08i,-8.12236e-08+1.00649e-07i,7.67314e-08-2.03324e-08i,-8.32504e-08-5.01071e-08i,4.43301e-08-1.85994e-08i,-4.18218e-09+1.3772e-07i,-7.14498e-08-1.83875e-07i,9.26079e-08+3.41635e-08i,8.0644e-08+5.20719e-08i,-1.49528e-07+2.49783e-09i,-1.33217e-08+3.8333e-08i,1.55249e-07-3.49525e-08i,-2.2354e-08-7.80482e-08i,-1.2566e-07+1.24168e-07i,-4.6425e-08+5.0392e-08i,1.52478e-07-2.30817e-07i,-1.0974e-07+1.53287e-07i,1.32196e-07-9.26287e-08i,-8.2804e-08+1.78588e-07i,-5.31576e-08-3.156e-07i,1.26551e-07+3.54363e-07i,-3.10963e-08-2.09307e-07i,-1.11241e-07+2.12691e-08i,-2.91952e-08+1.93567e-07i,2.12314e-07-2.73811e-07i,-1.52306e-07+8.99855e-08i,1.78512e-07+9.85749e-08i,-2.37917e-07-1.55133e-07i,9.35996e-08+9.99389e-08i,-3.24216e-09+5.0347e-08i,2.78768e-08-1.08396e-07i,4.6901e-08+5.08107e-08i,-1.33423e-07-2.05015e-08i,1.77846e-07-1.95189e-09i,-1.95306e-07-4.66961e-08i,1.19742e-07+7.72771e-08i,-1.269e-08-2.32548e-08i,-4.60894e-08+2.59803e-08i,7.71334e-08+3.02115e-08i,-7.28553e-08-1.21792e-07i,7.78999e-08+1.11714e-07i,-1.47975e-07-5.92032e-08i,6.76488e-08+1.25179e-09i,1.55983e-07-1.23741e-08i,-1.8833e-07-2.09716e-08i,7.3956e-08+1.53326e-07i,-4.09507e-08-1.84932e-07i,5.9802e-08+5.68959e-08i,-1.62478e-07+5.23327e-08i,1.61e-07+5.03596e-08i,-3.09467e-08-1.7771e-07i,1.09956e-07+9.29687e-08i,-1.84316e-07+9.68685e-08i,7.75314e-08-9.64049e-08i,-1.72743e-08-1.7741e-08i,3.80329e-08+1.20552e-08i,-1.12908e-07+2.90383e-08i,1.43269e-07-9.1187e-09i,-1.42264e-08-5.12746e-08i,-1.06352e-07+7.21157e-08i,1.53097e-07-8.40371e-08i,-1.1432e-07+5.90586e-08i,-2.68863e-08+6.44871e-08i,1.66558e-07-1.34992e-07i,-9.47493e-08+8.09949e-08i,-9.45338e-08-1.5227e-08i,3.59887e-08+1.41462e-08i,4.16004e-08+7.43735e-09i,-1.80125e-08-7.02748e-08i,1.03568e-07+7.92724e-08i,-6.37857e-08-7.64704e-08i,-8.87934e-08-2.46396e-08i,2.30923e-08+2.74702e-07i,9.98462e-08-3.83579e-07i,-3.58877e-08+2.02353e-07i,-1.11813e-07-1.08227e-08i,1.85346e-07+2.18422e-08i,-1.26192e-07-1.00685e-07i,3.46111e-08+1.79568e-07i,-2.37315e-08-1.64527e-07i,-2.06589e-08-3.17126e-08i,8.36157e-08+1.42217e-07i,-2.88629e-08-5.38629e-08i,-8.75786e-08-6.40396e-09i,1.79376e-07-3.29673e-09i,-1.29529e-07-2.15738e-08i,-9.28406e-09+9.81795e-08i,-4.07679e-08-1.7885e-07i,2.15833e-07+2.21133e-07i,-2.11199e-07-1.19482e-07i,5.54328e-08-3.84391e-08i,1.00544e-07+5.8902e-08i,-1.09138e-07-2.92102e-08i,-6.52865e-08-4.81517e-08i,9.7286e-08+7.27157e-08i,2.77277e-08+3.30916e-08i,-3.10921e-08-1.10648e-07i,5.60895e-08+2.31041e-07i,-6.50864e-08-3.51617e-07i,-7.96812e-08+2.40032e-07i,4.25914e-08-1.26601e-08i,7.61197e-08-1.61654e-07i,5.27487e-08+1.78386e-07i,-2.11114e-07+1.42614e-08i,2.09235e-07-1.45723e-07i,-8.23966e-08+5.24087e-08i,-8.20259e-09+1.16202e-07i,6.84565e-09-1.12093e-07i,-9.47974e-08-2.3998e-08i,1.55333e-07+4.15076e-08i,-8.73982e-09+6.08967e-08i,-1.67931e-07-6.30192e-08i,1.39315e-07-1.26299e-07i
-1.11345e-08-2.13162e-07i,7.17278e-08+4.69186e-08i,-2.91463e-08-5.8143e-08i,-3.6389e-08+1.22296e-07i,1.29717e-08-1.29052e-07i,2.61716e-08+1.47183e-07i,-6.63437e-08-1.05056e-07i,1.33079e-07+8.20584e-09i,-1.08022e-07+8.22469e-08i,6.01992e-08-4.37079e-08i,-1.20367e-07-4.82639e-08i,9.04706e-08+3.71425e-08i,6.88303e-08+1.20522e-08i,-1.42537e-07-7.26943e-08i,1.91102e-07+9.92611e-08i,-2.71185e-07+9.63842e-09i,1.826e-07-1.26354e-07i,-2.67843e-08+1.00922e-07i,1.06447e-07-3.00063e-08i,-1.2747e-07+4.7536e-08i,-6.11467e-08-1.72039e-07i,1.87495e-07+2.07211e-07i,-1.47887e-07-2.47077e-08i,-4.16998e-08-4.00134e-08i,1.47041e-07-1.28762e-07i,-4.35148e-08+2.0638e-07i,-1.18066e-07-1.21978e-07i,1.34013e-07+3.64081e-08i,-8.31085e-08-6.18425e-08i,1.19733e-07-6.06254e-08i,-1.37117e-07+2.63794e-07i,5.64727e-08-1.54268e-07i,3.22813e-08-1.23653e-08i,-1.0331e-07-9.75055e-09i,2.19381e-07+9.15432e-08i,-1.82179e-07-1.7155e-07i,-9.02535e-08+2.0468e-07i,2.00274e-07-9.30116e-08i,3.98037e-08-1.62029e-07i,-2.37379e-07+2.74451e-07i,2.51198e-07-1.29033e-08i,-2.32077e-07-2.0348e-07i,1.39168e-07+9.27369e-08i,-6.6581e-08-2.31991e-08i,1.07804e-07+1.33444e-08i,-1.2458e-07+5.39208e-08i,1.30349e-08-1.55224e-08i,8.35709e-08-5.27233e-08i,-1.28102e-07+9.67877e-08i,1.20419e-07-8.84827e-08i,-1.77129e-08+7.82412e-09i,-1.68554e-08+4.86669e-08i,7.64102e-09-4.54928e-08i,-3.4601e-08-2.67185e-08i,3.51774e-08+4.14976e-08i,-7.20595e-08+6.183e-09i,6.4181e-08-4.51723e-09i,4.71429e-08-2.29061e-08i,-1.18409e-07+5.61644e-08i,9.41033e-08-4.24308e-09i,7.51102e-10-9.17627e-08i,1.76409e-08+1.09788e-07i,-9.23123e-08+2.12447e-08i,9.6788e-08-1.91994e-07i,-4.41203e-08+1.35266e-07i,4.02609e-08-3.29745e-08i,-1.71434e-07+7.45973e-08i,1.97913e-07-1.43206e-07i,-1.15329e-07+1.45634e-07i,1.62675e-07-8.18331e-08i,-2.44472e-07-2.77147e-08i,2.01579e-07+7.7948e-08i,-7.90635e-08-5.46509e-08i,-5.87741e-08+9.1195e-08i,3.47299e-08-1.47299e-07i,7.08498e-09+9.76029e-08i,7.97595e-08+7.0992e-08i,-1.60631e-08-1.93451e-07i,-8.69362e-08+1.26255e-07i,-1.01359e-07+1.0847e-08i,3.21744e-07-2.23656e-08i,-2.2728e-07-8.82759e-09i,5.64449e-08-3.83534e-08i,7.22968e-08+8.1287e-08i,-1.89141e-07-1.09772e-07i,6.03181e-08+1.69823e-07i,1.47161e-07-9.19498e-08i,-8.58839e-08-9.02244e-08i,-7.19642e-08+1.41591e-07i,7.57152e-08-5.30363e-08i,-5.18552e-09-4.17974e-08i,-3.61579e-08+5.12939e-08i,7.8372e-08+1.79768e-08i,-1.07146e-07-2.10671e-07i,7.69491e-08+2.52573e-07i,5.63163e-08-3.5444e-08i,-1.52153e-07-5.93104e-08i,3.46567e-08+4.82826e-08i,6.23252e-08-6.59415e-08i,-6.37777e-08+1.6856e-08i,5.88521e-08+1.33001e-07i,7.14462e-08-1.9824e-07i,-1.10328e-07+1.2903e-07i,-4.45379e-08-1.10608e-07i,8.16307e-08+7.12023e-08i,-3.03656e-09-1.20072e-08i,-3.7798e-08-9.4911e-08i,4.63474e-08+2.2708e-07i,-3.01061e-08-8.28102e-08i,3.19439e-08-2.71481e-08i,-5.24803e-08-8.14126e-08i,1.19042e-08+9.38306e-08i,-9.25259e-09-1.33e-07i,2.54676e-08+2.2716e-07i,7.533e-08-1.6385e-07i,-4.40478e-08-1.74154e-08i,-5.88592e-08+1.46811e-07i,-5.61457e-08-1.34069e-07i,1.64513e-07+4.38767e-08i,-1.48219e-07+4.90554e-08i,1.55107e-08-7.9854e-08i,1.58574e-07+7.32773e-08i,-1.31705e-07-1.10719e-07i,7.71612e-08+9.75042e-08i,-4.96666e-08-6.14879e-08i,-9.85914e-08+2.23949e-08i,1.75014e-07-4.09151e-08i,-9.93668e-08+2.10324e-07i
1.11369e-07+3.3459e-08i,-1.11406e-07+3.73932e-08i,1.31383e-08-6.37631e-08i,1.177e-07+1.64824e-07i,-6.57707e-08-1.53993e-07i,-7.97554e-08+7.59828e-09i,1.40615e-07+1.43824e-07i,-1.41246e-07-1.12246e-07i,4.18726e-08-6.37906e-08i,6.5448e-08+7.11851e-08i,1.62922e-08+1.29633e-08i,-7.26779e-08-1.49709e-08i,2.54392e-08+1.62436e-08i,8.51634e-09+1.5053e-08i,-9.56364e-08-5.01185e-08i,2.1229e-07+4.19868e-08i,-7.28126e-08-4.53366e-08i,-1.62074e-07-6.56961e-08i,-5.69789e-08+1.45059e-07i,2.94471e-07-8.7475e-08i,-1.1684e-07+1.2113e-07i,-9.69004e-08-1.47119e-07i,9.2429e-08+5.77787e-08i,3.46972e-08-4.0055e-08i,-1.47219e-07+1.03186e-07i,1.84317e-07-1.71453e-07i,-6.53852e-08+1.54913e-07i,-1.42054e-07-4.28573e-08i,2.30695e-07-3.26475e-08i,-1.27088e-07+1.23342e-07i,-6.41476e-09-1.30777e-07i,5.19732e-08+1.04879e-08i,-6.2912e-08+7.59493e-08i,6.34251e-08-1.20068e-07i,-4.79863e-08+1.7377e-07i,-5.30469e-08-7.81015e-08i,2.53585e-07-1.091e-07i,-2.41706e-07+8.17889e-08i,2.71809e-08+6.29659e-08i,9.69467e-08-1.48841e-07i,-2.051e-07-3.89672e-08i,1.97747e-07+2.88706e-07i,-9.18186e-08-1.35128e-07i,9.57041e-08-5.37579e-08i,-1.04023e-07+1.89218e-08i,8.56424e-08+5.81946e-08i,4.4863e-08-1.25247e-07i,-1.17756e-07+5.00509e-08i,2.7909e-08+3.17754e-08i,-3.06679e-08+8.8997e-11i,8.33078e-09-5.92791e-08i,-1.41961e-08+1.04528e-07i,6.77578e-08-5.25066e-08i,3.28763e-09-1.50244e-08i,-9.70676e-08+8.08124e-08i,1.46606e-07-1.24773e-07i,-1.95276e-08+2.75421e-08i,-1.0664e-07+1.17078e-07i,5.22011e-08-1.19459e-07i,-1.9652e-08+9.32225e-09i,-3.1461e-08+3.95439e-08i,3.3963e-08-4.03342e-08i,3.07431e-09-6.02706e-08i,9.10658e-08+2.31386e-07i,-1.26518e-07-2.31035e-07i,-7.03968e-08+1.82304e-07i,1.80034e-07-2.18251e-07i,-3.22717e-08+2.15133e-07i,-9.43768e-09-1.62728e-07i,-1.40699e-07+5.7419e-08i,1.99565e-07+1.06768e-07i,-1.2667e-07-7.27861e-08i,3.2073e-08-4.77611e-08i,1.33912e-07-7.51966e-08i,-1.12387e-07+2.02291e-07i,-6.33243e-08-8.71365e-08i,2.74007e-08-1.6683e-07i,-2.46218e-08+2.64811e-07i,6.4202e-09-1.03814e-07i,2.4097e-07+4.31894e-09i,-3.54226e-07-5.27895e-08i,1.78018e-07+1.38331e-08i,1.54996e-08+2.11646e-08i,-9.63813e-08+4.32486e-08i,1.41247e-07-2.96186e-09i,-5.51016e-08-1.37246e-07i,-8.60594e-08+1.58109e-07i,7.91309e-08-8.83168e-08i,4.2907e-08+6.83786e-08i,-1.80076e-07-1.27092e-07i,1.52248e-07+1.59269e-07i,-4.91072e-08-1.02932e-07i,-1.5799e-08+6.30551e-08i,1.07014e-07+5.26546e-08i,-1.22006e-07-1.58063e-07i,3.37436e-08+9.70988e-08i,4.30986e-08-8.05056e-10i,4.00468e-08-1.07999e-07i,-6.56972e-08+1.26708e-07i,-7.58378e-08-2.98396e-08i,8.37429e-08-1.14985e-07i,-6.82431e-08+1.79218e-07i,4.77278e-08-1.00172e-07i,5.35049e-08+1.18286e-07i,-2.35241e-08-1.57049e-07i,-6.87742e-08+7.6508e-08i,1.20597e-08+4.20803e-08i,6.7611e-08-1.66726e-07i,-9.30164e-10+1.3999e-07i,-1.00197e-07-2.69644e-08i,1.17107e-07-1.70199e-08i,-1.0164e-07+1.0372e-07i,1.23448e-07-1.36343e-07i,-2.46447e-08+7.51649e-08i,-1.7322e-07-4.77086e-08i,1.96164e-07+8.69271e-08i,-1.65809e-07-1.01987e-07i,2.07209e-07+2.12031e-08i,-1.54434e-07-5.57728e-08i,7.28932e-08+1.97834e-07i,6.05545e-08-8.04227e-08i,-2.45473e-07-2.83519e-07i,1.77802e-07+3.81939e-07i,-6.27293e-08-1.14058e-07i,1.80766e-08-5.67474e-08i,1.14956e-07+2.2265e-08i,-9.65687e-08+7.23617e-08i,-5.01145e-08-1.30701e-07i
-8.37386e-08+8.43908e-08i,9.81087e-08-1.92931e-07i,-5.52428e-09+2.50239e-07i,-1.22315e-07-3.19748e-07i,6.64288e-08+2.09408e-07i,1.5748e-07+1.60718e-08i,-2.21062e-07-1.83796e-07i,1.56681e-07+1.44095e-07i,-8.38576e-08+6.47038e-08i,-2.71906e-08-7.28543e-08i,9.16751e-08-1.88728e-08i,-1.37586e-07-8.88751e-09i,6.72477e-08-5.37581e-08i,1.55854e-07+1.30148e-07i,-1.9384e-07-9.78723e-08i,4.37157e-08+4.75274e-08i,-1.97957e-08+4.79268e-08i,5.53098e-08-1.30348e-08i,1.25084e-07-9.79227e-08i,-2.92713e-07+3.18158e-08i,1.75982e-07+5.10057e-08i,-3.61205e-08-4.44904e-08i,8.76738e-08+4.15037e-08i,-1.10911e-07-3.54803e-08i,1.06054e-07+1.3511e-08i,-1.96525e-07+1.35508e-07i,1.22888e-07-2.10835e-07i,8.95661e-08+4.68911e-08i,-1.23371e-07+8.6313e-08i,2.95328e-08-1.22438e-07i,-1.88912e-08+7.13362e-09i,8.057e-08+1.30719e-07i,-2.51477e-08-1.06826e-07i,6.54412e-09+8.4293e-08i,-1.81348e-07-1.38479e-07i,2.79406e-07+3.76924e-09i,-2.77826e-07+1.25968e-07i,2.0578e-07-4.09787e-08i,-8.31822e-08+2.80511e-08i,-1.55753e-09+4.78708e-08i,9.12362e-08-2.34001e-08i,-1.03555e-07-1.58735e-07i,9.62851e-08+7.37693e-08i,-7.74589e-08+3.60049e-08i,2.85669e-08+8.06798e-09i,-1.16351e-07-9.72875e-08i,2.98561e-08+1.37099e-07i,9.25551e-08+4.4048e-08i,5.38852e-08-1.36904e-07i,1.34221e-08-2.31638e-08i,-1.24728e-07+1.85037e-07i,8.5605e-08-2.3936e-07i,-1.06392e-07+1.76306e-07i,-3.96945e-08-6.57652e-08i,1.98807e-07-4.76628e-08i,-1.54773e-07+6.93122e-08i,5.41078e-08+9.84388e-08i,9.85969e-09-2.89114e-07i,3.0847e-09+2.61715e-07i,-1.87205e-08-9.35886e-08i,1.64984e-09-4.41399e-09i,5.77418e-08-4.78104e-09i,4.94524e-09+1.19517e-07i,-2.3032e-07-2.60318e-07i,2.54362e-07+2.9058e-07i,-8.1952e-09-2.20481e-07i,-6.30846e-08+2.04732e-07i,-8.34329e-08-2.46437e-07i,3.28965e-08+1.93163e-07i,5.9077e-08-4.74089e-08i,-7.96055e-09-9.32529e-08i,9.07448e-09+3.57639e-08i,-2.81911e-08+7.95443e-08i,-1.06204e-07+4.31197e-08i,1.48957e-07-1.45365e-07i,6.691e-08+1.96027e-08i,-1.3646e-07+1.4907e-07i,6.05835e-08-1.85197e-07i,-3.29868e-08+1.14139e-07i,-5.10078e-08-8.50713e-08i,1.20106e-07+5.79709e-08i,-7.57862e-08+4.33691e-08i,-3.9124e-09-8.97251e-08i,2.25335e-08-3.0278e-08i,-1.0686e-08+1.9233e-07i,-4.36891e-08-1.92129e-07i,5.28147e-08+8.01234e-08i,8.00695e-09-2.9095e-08i,-7.3094e-08+7.66034e-08i,2.14712e-07+5.15295e-08i,-2.12315e-07-2.9001e-07i,1.17387e-07+1.9247e-07i,-1.01496e-07-7.37724e-09i,-4.36335e-08-5.01e-08i,1.22742e-07+1.17983e-07i,-5.36683e-08-5.57711e-08i,3.84558e-08-1.07235e-07i,-3.98489e-10+2.17021e-07i,-5.27029e-08-2.30454e-07i,1.04982e-07+2.06219e-07i,-1.4127e-07-1.20863e-07i,6.26161e-08-4.76508e-08i,1.71194e-08+6.39195e-08i,3.87152e-08-2.23444e-08i,-1.17742e-07+8.01091e-08i,1.52722e-07-6.52591e-08i,-1.50756e-07+7.66171e-08i,6.31247e-08-6.15298e-08i,3.57088e-08-4.48989e-08i,2.06457e-08+4.66077e-08i,-1.24488e-07+2.61661e-09i,1.75336e-07-1.10733e-07i,-1.77253e-07+2.03241e-07i,-6.40107e-08-1.58968e-07i,3.1207e-07+8.65983e-08i,-2.9834e-07-9.16619e-08i,2.20943e-07+6.53203e-08i,-1.78298e-07-1.94737e-08i,1.31145e-07+1.03476e-07i,-1.31198e-07-2.16497e-07i,1.05886e-07+1.38755e-07i,6.25016e-08+1.38848e-07i,-1.11639e-07-2.1631e-07i,4.72912e-08-3.31561e-08i,-5.43898e-08+1.63227e-07i,5.23335e-09-1.87782e-08i,8.5797e-08-1.06412e-07i,-4.08586e-08+7.07756e-08i
