-3.54744e-07+0i,3.50816e-07-3.43487e-08i,-2.32784e-07+1.14469e-08i,-2.33126e-08-1.04498e-07i,3.60047e-09+1.01742e-07i,3.05879e-07-6.41398e-08i,-4.53094e-07+8.32384e-08i,3.46697e-07-2.94749e-08i,-1.04026e-07+1.34665e-07i,-1.16665e-07-1.57623e-07i,1.51814e-07-1.78189e-07i,3.26695e-08+3.9845e-07i,-1.11887e-08-3.21607e-07i,-2.09983e-07+2.00839e-07i,1.42418e-07-1.46965e-07i,1.65473e-07+1.48511e-07i,-1.46031e-07-1.45264e-07i,-1.77983e-07+1.14406e-07i,1.75166e-08-1.11598e-07i,2.35688e-07-5.06637e-09i,-8.82075e-08+2.46099e-07i,-4.33125e-08-3.88602e-07i,2.62049e-08+5.01347e-07i,5.18371e-08-6.64564e-07i,-7.14363e-08+5.69393e-07i,6.27992e-08-2.89979e-07i,-4.21303e-08+3.13582e-07i,1.97842e-09-4.22589e-07i,-8.43053e-08+4.23276e-07i,1.46414e-07-3.61576e-07i,3.15786e-10+1.17649e-07i,-1.4935e-07+1.13608e-08i,3.28493e-08-2.61911e-08i,1.76961e-07+1.45793e-07i,-1.24149e-07-2.8472e-07i,-5.78683e-08+3.85248e-07i,1.82153e-08-2.77798e-07i,4.67071e-08+1.34616e-07i,-4.73802e-08-1.91875e-07i,1.15258e-07+1.34138e-07i,-1.61727e-08+4.1968e-08i,-6.97143e-08-1.65065e-08i,8.44459e-08-9.20641e-08i,-7.94343e-08+4.52875e-08i,-5.96854e-08+8.29753e-08i,1.79613e-07-1.96477e-07i,-2.53529e-07+3.10208e-07i,1.80645e-07-2.25728e-07i,-2.21447e-08+6.64294e-09i,7.46837e-08+6.60338e-08i,-2.04256e-07-1.35445e-07i,1.73092e-07+1.53762e-07i,-1.51496e-07+1.09771e-08i,3.00966e-07-5.48414e-08i,-3.19987e-07+2.10618e-08i,1.21233e-07-1.00825e-07i,-5.91554e-08+4.5577e-08i,4.94906e-08+5.93488e-08i,3.83625e-08-1.10967e-07i,-1.11977e-07+2.52638e-07i,1.2666e-08-3.56813e-07i,1.53597e-07+3.29653e-07i,-2.00058e-07-2.27037e-07i,3.59713e-07+1.07768e-07i,-5.04865e-07+0i,3.59713e-07-1.07768e-07i,-2.00058e-07+2.27037e-07i,1.53597e-07-3.29653e-07i,1.2666e-08+3.56813e-07i,-1.11977e-07-2.52638e-07i,3.83625e-08+1.10967e-07i,4.94906e-08-5.93488e-08i,-5.91554e-08-4.5577e-08i,1.21233e-07+1.00825e-07i,-3.19987e-07-2.10618e-08i,3.00966e-07+5.48414e-08i,-1.51496e-07-1.09771e-08i,1.73092e-07-1.53762e-07i,-2.04256e-07+1.35445e-07i,7.46837e-08-6.60338e-08i,-2.21447e-08-6.64294e-09i,1.80645e-07+2.25728e-07i,-2.53529e-07-3.10208e-07i,1.79613e-07+1.96477e-07i,-5.96854e-08-8.29753e-08i,-7.94343e-08-4.52875e-08i,8.44459e-08+9.20641e-08i,-6.97143e-08+1.65065e-08i,-1.61727e-08-4.1968e-08i,1.15258e-07-1.34138e-07i,-4.73802e-08+1.91875e-07i,4.67071e-08-1.34616e-07i,1.82153e-08+2.77798e-07i,-5.78683e-08-3.85248e-07i,-1.24149e-07+2.8472e-07i,1.76961e-07-1.45793e-07i,3.28493e-08+2.61911e-08i,-1.4935e-07-1.13608e-08i,3.15786e-10-1.17649e-07i,1.46414e-07+3.61576e-07i,-8.43053e-08-4.23276e-07i,1.97842e-09+4.22589e-07i,-4.21303e-08-3.13582e-07i,6.27992e-08+2.89979e-07i,-7.14363e-08-5.69393e-07i,5.18371e-08+6.64564e-07i,2.62049e-08-5.01347e-07i,-4.33125e-08+3.88602e-07i,-8.82075e-08-2.46099e-07i,2.35688e-07+5.06637e-09i,1.75166e-08+1.11598e-07i,-1.77983e-07-1.14406e-07i,-1.46031e-07+1.45264e-07i,1.65473e-07-1.48511e-07i,1.42418e-07+1.46965e-07i,-2.09983e-07-2.00839e-07i,-1.11887e-08+3.21607e-07i,3.26695e-08-3.9845e-07i,1.51814e-07+1.78189e-07i,-1.16665e-07+1.57623e-07i,-1.04026e-07-1.34665e-07i,3.46697e-07+2.94749e-08i,-4.53094e-07-8.32384e-08i,3.05879e-07+6.41398e-08i,3.60047e-09-1.01742e-07i,-2.33126e-08+1.04498e-07i,-2.32784e-07-1.14469e-08i,3.50816e-07+3.43487e-08i
1.56152e-07+1.06175e-07i,-2.94917e-07+4.51963e-08i,1.87576e-07-9.29246e-08i,1.15375e-07+2.2591e-07i,-2.07519e-07-2.72355e-07i,-3.7135e-08+1.77497e-07i,2.7487e-07-5.88431e-08i,-1.61479e-07-1.27694e-07i,-8.37466e-08+9.47292e-09i,2.46985e-07+1.68784e-07i,-2.7986e-07+5.40477e-08i,-3.26049e-08-2.55456e-07i,1.48381e-07+1.89231e-07i,9.00501e-08-1.63243e-07i,-1.30627e-07+1.49335e-07i,-1.81911e-08-8.17105e-08i,1.44955e-07+1.47142e-07i,-8.24484e-08-1.34427e-07i,2.24882e-08-5.52308e-08i,-4.91276e-08+2.87061e-07i,-7.49774e-10-4.10782e-07i,7.95347e-08+2.81448e-07i,-6.54911e-08-2.25007e-07i,-2.62851e-08+4.24534e-07i,1.61331e-08-4.07686e-07i,3.96201e-08+1.94804e-07i,-5.04359e-08-2.47315e-07i,3.3732e-08+2.94345e-07i,4.54669e-08-2.87816e-07i,-2.36375e-08+3.60773e-07i,-9.48531e-08-2.59663e-07i,7.2536e-08+1.19619e-07i,4.21037e-08-4.42574e-08i,-1.91046e-07-8.53852e-08i,1.86183e-07+2.20022e-07i,-9.8135e-08-2.77493e-07i,1.31409e-07+3.1105e-07i,-3.55996e-08-2.76589e-07i,4.78723e-09+1.73266e-07i,-7.82031e-08+9.29859e-10i,-6.27413e-09-1.38284e-07i,6.85319e-08+3.75956e-08i,-7.95934e-08+1.28034e-08i,5.16509e-08+6.84152e-08i,5.91575e-09-9.76096e-08i,-9.88143e-08+1.59983e-07i,1.93354e-07-2.40797e-07i,-1.61318e-07+1.47092e-07i,1.64861e-07-4.41128e-08i,-1.83082e-07+4.36854e-08i,1.80446e-07+5.67738e-08i,-1.90256e-07-5.76142e-08i,1.29722e-07-9.53829e-08i,-2.72532e-07+6.88101e-08i,4.1977e-07-7.99334e-09i,-2.63176e-07+1.112e-07i,1.36249e-07-8.64235e-08i,-8.4581e-09-2.9868e-08i,-1.39736e-07+1.5594e-07i,2.18423e-07-3.27459e-07i,-1.45319e-07+3.52794e-07i,5.60915e-08-2.88508e-07i,-1.34821e-07+1.07932e-07i,-1.12065e-07+1.19215e-07i,5.07727e-07-1.86756e-07i,-5.1798e-07+2.28049e-07i,3.32559e-07-2.99946e-07i,-2.02971e-07+3.31177e-07i,8.202e-08-3.7239e-07i,1.4043e-08+3.73719e-07i,-4.40546e-08-1.82108e-07i,9.11594e-08-7.85422e-09i,-1.38579e-07+6.52294e-08i,7.44447e-08-6.92204e-08i,1.04253e-07-4.00439e-08i,-1.45708e-07+1.8078e-07i,9.642e-08-1.68084e-07i,-1.33086e-07+1.1737e-07i,7.22774e-10-1.92453e-07i,1.99026e-07+2.70182e-07i,-1.4087e-07-1.36912e-07i,4.55263e-08-8.42684e-08i,-3.35131e-08+9.66542e-08i,8.12254e-08-8.43931e-09i,-1.17368e-07-1.28613e-07i,6.29493e-08+2.11935e-07i,3.68472e-08-3.46356e-08i,-8.63101e-08-1.19441e-07i,1.28983e-07+2.85175e-08i,-1.43786e-07+5.9766e-08i,-1.4914e-09-5.67956e-11i,1.53763e-07+1.60009e-08i,-2.70498e-07-1.84434e-07i,2.48912e-07+2.0481e-07i,-4.49535e-08-8.82077e-08i,-4.11838e-08-5.09991e-08i,-2.41495e-07+1.15511e-07i,3.60249e-07+4.35653e-08i,2.1831e-08-1.95994e-08i,-2.45394e-07-2.28787e-07i,1.34699e-07+3.7705e-07i,-4.20456e-08-3.99893e-07i,2.02794e-08+3.08931e-07i,-7.63156e-08-3.11488e-07i,1.33449e-07+3.97496e-07i,-8.33945e-08-3.53627e-07i,1.89183e-07+2.92059e-07i,-2.94539e-07-1.94902e-07i,2.44351e-07+3.269e-08i,-2.22621e-07+2.9771e-08i,-7.54079e-08+4.15e-08i,3.0109e-07-1.79539e-08i,3.70305e-08-2.07323e-07i,-2.5564e-07+2.4637e-07i,1.04498e-07-7.83944e-08i,-3.60599e-08+1.21289e-07i,7.33808e-08-3.69969e-07i,-1.14739e-08+4.18382e-07i,-7.31508e-08-1.0948e-07i,-4.65401e-08-1.48107e-07i,3.14524e-07+1.77269e-07i,-4.11261e-07-1.97048e-07i,4.41029e-07+1.70715e-07i,-4.72133e-07-1.0473e-07i,1.97842e-07+1.43383e-07i,-2.32195e-08-2.20721e-07i,1.20572e-07+2.28719e-07i,-1.07365e-07-2.16954e-07i
1.50234e-07-5.25493e-08i,-6.86193e-08-4.7492e-08i,6.74523e-08+1.80297e-07i,-2.37315e-07-3.51938e-07i,3.00391e-07+2.70356e-07i,-1.70141e-07-6.68593e-08i,8.39143e-08-1.70516e-08i,-7.29465e-08+1.20523e-07i,9.90997e-08-1.52889e-07i,-2.03114e-07+1.22625e-07i,1.78843e-07-1.63458e-07i,7.60976e-08+1.90053e-07i,-8.34389e-08-1.36818e-07i,-9.90372e-08+1.98146e-07i,-7.04916e-09-2.75887e-07i,1.27053e-07+2.32096e-07i,-1.22403e-07-2.08984e-07i,1.70875e-07+1.02882e-07i,-1.34121e-07+1.63278e-07i,2.55808e-08-4.05486e-07i,-4.24169e-08+3.65781e-07i,2.85991e-08-1.33989e-07i,1.41391e-07-3.57978e-08i,-2.10639e-07+9.33181e-08i,2.27584e-07-8.68585e-08i,-2.72645e-07+1.66638e-08i,2.34131e-07+1.72984e-07i,-1.30032e-07-2.04076e-07i,-5.75196e-08+4.87829e-08i,1.43827e-07-5.3147e-08i,-2.48134e-08+8.03596e-08i,-1.11526e-07-2.22528e-08i,3.722e-08+8.42436e-08i,2.5495e-07-5.64548e-08i,-2.67254e-07-1.56834e-07i,9.07685e-08+2.22921e-07i,-4.28615e-08-2.04331e-07i,-9.52639e-09+1.57835e-07i,-4.58403e-08+1.59121e-08i,1.24689e-08-1.13392e-07i,1.5816e-07-1.35616e-09i,-1.7613e-07+1.04652e-07i,1.06058e-07-1.37486e-08i,-4.94581e-08-4.02227e-08i,2.51151e-08-2.27158e-08i,1.28838e-07-1.8813e-08i,-2.30236e-07+6.65087e-08i,1.30092e-07+7.40614e-08i,-1.73021e-07-1.46915e-07i,1.59999e-07+1.18574e-07i,-7.08005e-08-1.0399e-07i,3.84169e-08-4.23293e-08i,4.64797e-08+8.39912e-08i,1.5997e-07+2.47635e-08i,-4.1685e-07-6.82763e-08i,2.72831e-07+9.02738e-09i,4.18834e-08+1.27756e-07i,-2.93409e-07-7.43224e-08i,3.46284e-07-2.77072e-07i,-3.2843e-07+4.80816e-07i,2.89691e-07-3.75106e-07i,-2.48935e-07+2.49358e-07i,2.72919e-07+4.76325e-08i,-2.23591e-08-3.01642e-07i,-3.50973e-07+2.49046e-07i,4.31186e-07-2.83214e-07i,-2.84975e-07+3.29965e-07i,1.11708e-07-2.30426e-07i,-8.03597e-08+2.15618e-07i,1.004e-07-2.15529e-07i,9.40047e-08+2.00191e-08i,-2.72437e-07+1.61954e-07i,1.99572e-07-1.66807e-07i,-6.54092e-08+1.06986e-07i,2.20836e-08+1.29333e-07i,-4.75579e-08-4.67326e-07i,-5.15847e-08+3.60646e-07i,9.39204e-08-2.03774e-08i,1.55281e-07+3.11223e-08i,-3.3188e-07-1.34736e-07i,3.19648e-07+3.05505e-08i,-3.50271e-07+3.7786e-08i,3.0536e-07+3.81452e-09i,-1.72192e-07-2.90933e-08i,1.02863e-08+1.13717e-07i,6.97626e-08-7.33549e-08i,-1.24767e-07-1.41107e-07i,2.67057e-07+2.26391e-07i,-1.9454e-07-1.75817e-07i,8.16609e-09+2.50893e-07i,1.3229e-07-3.38472e-07i,-2.26617e-07+1.1662e-07i,1.71484e-07+2.15099e-08i,-1.32847e-07+1.8882e-07i,1.25347e-07-2.21288e-07i,-6.7758e-08+1.55147e-07i,2.60859e-07-1.85783e-07i,-3.93138e-07+3.76596e-08i,6.88846e-08+5.75658e-08i,1.44111e-07-1.67173e-09i,-1.06593e-07-4.42186e-08i,9.66006e-08+1.79621e-07i,-3.92458e-08-3.22079e-07i,1.53337e-07+2.74035e-07i,-3.07891e-07-1.0114e-07i,1.56759e-07-5.84151e-08i,-1.73239e-07+8.21186e-08i,2.95232e-07-8.25314e-08i,-1.86274e-07+1.68861e-07i,3.22623e-08-1.44976e-07i,1.17307e-07-1.19342e-08i,-1.58285e-07+2.76862e-08i,2.22274e-08+1.34619e-07i,1.88319e-07-8.28661e-08i,-2.84855e-07-4.45629e-08i,2.15105e-07-8.22739e-08i,-5.91186e-08+2.04001e-07i,-9.2182e-08-1.2776e-07i,1.29749e-07-3.87958e-08i,-3.54408e-08+7.32986e-08i,-1.05694e-07-1.02945e-07i,1.03488e-07+2.35439e-07i,-8.58598e-08-2.69319e-07i,1.46711e-07+1.52038e-07i,-9.42513e-08+4.34725e-08i,3.31129e-08+1.90663e-08i,2.12324e-08-2.14851e-07i,-1.3095e-07+1.8111e-07i
-1.59234e-07-6.52461e-08i,2.76421e-07-9.48666e-09i,-1.65982e-07-2.08424e-08i,9.43049e-08+6.96537e-08i,-2.4293e-07+1.44487e-07i,3.74754e-07-2.9049e-07i,-3.86036e-07+4.39101e-08i,2.88564e-07+1.5551e-07i,-1.91213e-07+1.29225e-07i,1.33533e-07-4.57116e-07i,-8.50609e-09+4.34085e-07i,-4.9621e-08-2.56863e-07i,-1.75479e-07+1.42461e-07i,2.89491e-07-3.13924e-07i,6.8831e-08+5.13389e-07i,-3.23698e-07-4.39162e-07i,1.57043e-07+2.60235e-07i,-1.51274e-08-1.05447e-07i,6.79909e-08-5.27744e-08i,-9.30722e-08+1.32265e-07i,6.58213e-08-2.26015e-08i,4.23971e-08-4.98669e-08i,-2.47764e-07+1.15669e-07i,2.56729e-07-2.66914e-07i,-1.43927e-07+2.50846e-07i,1.47343e-07-8.81363e-08i,-2.36174e-07-1.03565e-07i,2.94115e-07+8.94984e-08i,-1.39144e-07+7.74368e-08i,-1.45612e-07-1.11039e-07i,1.67572e-07+2.30027e-07i,4.04615e-08-2.3949e-07i,1.45937e-08-1.23601e-07i,-3.38365e-07+2.3618e-07i,4.46553e-07+1.39807e-07i,-2.32113e-07-3.4575e-07i,-1.91602e-08+1.53071e-07i,-1.80496e-08+2.43096e-08i,1.78787e-07-1.03022e-07i,1.60064e-08+9.00171e-08i,-3.11122e-07+5.15415e-08i,3.29943e-07-1.37099e-07i,-2.17679e-07+6.83032e-08i,1.50809e-07+7.80817e-08i,-5.74544e-08-1.1516e-07i,-1.76196e-07+1.06531e-07i,1.91395e-07-4.97516e-08i,-9.7525e-10-1.05144e-07i,7.55417e-08+7.61087e-08i,-2.30374e-07+1.05808e-07i,2.25462e-07-2.02568e-07i,-2.65584e-08+1.23461e-07i,-1.74094e-07+9.81914e-08i,-1.04357e-08-1.46062e-07i,3.57688e-07+9.53884e-08i,-3.81066e-07-7.02443e-08i,1.11764e-08-1.32424e-07i,3.39961e-07+1.15356e-07i,-3.09811e-07+1.66482e-07i,2.1117e-07-2.13954e-07i,-2.57333e-07+1.33287e-07i,2.19854e-07-8.46359e-08i,-1.32121e-07-1.46825e-07i,1.03921e-07+3.38234e-07i,4.46186e-08-2.52421e-07i,-2.86393e-07+2.14898e-07i,3.04309e-07-2.02659e-07i,-1.44333e-07+7.36241e-08i,1.12558e-07+5.87356e-08i,-5.02414e-08-1.7155e-07i,-2.70001e-07+2.32156e-07i,4.02693e-07-2.89876e-07i,-2.28312e-07+2.90208e-07i,2.7615e-08-1.59246e-07i,-2.30084e-09-2.29273e-08i,9.11261e-08+2.83111e-07i,-6.69408e-09-3.65056e-07i,1.484e-08+1.37581e-07i,-1.95393e-07+7.06847e-08i,3.15861e-07-1.14163e-07i,-3.62356e-07+5.23328e-08i,2.93387e-07+6.77137e-09i,-2.29743e-07+3.65454e-08i,1.69772e-07-6.78464e-08i,-1.63908e-08+5.66196e-08i,1.97287e-08-1.25758e-07i,-1.27107e-08+9.25041e-08i,-1.48932e-07+6.04591e-09i,5.19773e-08+1.29294e-07i,1.10335e-07-4.37847e-07i,-4.39522e-08+5.9334e-07i,-1.10356e-07-3.63798e-07i,2.4568e-07+1.7515e-07i,-1.3267e-07-3.51161e-07i,-4.32304e-08+2.82098e-07i,-3.31353e-08+5.49447e-08i,-5.52903e-08-6.84812e-08i,2.30875e-07-1.51036e-08i,-5.52688e-09-1.1626e-07i,-1.9701e-07+2.29399e-07i,1.18922e-07-1.53868e-07i,-1.29021e-07-1.28936e-07i,1.0905e-07+3.4607e-07i,-2.84419e-08-1.82793e-07i,1.29816e-07-4.74094e-08i,-9.5742e-08+1.28913e-07i,-1.99316e-08-1.14435e-07i,3.97924e-08+3.14867e-08i,-1.32589e-07-8.00818e-08i,1.62179e-07+2.59493e-07i,-9.08984e-08-3.05311e-07i,2.79201e-08+1.07432e-07i,1.37632e-08+8.1123e-08i,-1.41208e-07-1.50551e-07i,2.2104e-07+7.55186e-08i,-1.04918e-07+8.11105e-08i,-5.2322e-08-1.27069e-09i,9.1736e-08-5.61429e-08i,-9.91961e-08-1.10024e-07i,1.66093e-07+1.59437e-07i,-1.02141e-07-2.83058e-08i,6.70681e-08-6.69678e-08i,-1.22726e-07+1.17896e-07i,1.00606e-07+2.78289e-08i,-3.65845e-08-3.74924e-07i,2.08746e-08+3.29028e-07i,-1.11003e-07-8.41622e-08i,1.15654e-07+6.83049e-08i
-2.09535e-08+8.03156e-08i,1.11235e-08-3.29692e-08i,-1.54678e-07-2.12111e-08i,2.40561e-07+1.09686e-07i,-6.44496e-08-3.76929e-07i,-1.94211e-07+5.03043e-07i,2.92572e-07-1.30372e-07i,-2.80054e-07-2.20711e-07i,1.7976e-07-4.41409e-08i,-3.92561e-08+3.99923e-07i,-5.42198e-08-4.07749e-07i,1.46929e-07+2.64399e-07i,-4.86086e-08-2.37597e-08i,-7.99883e-08+1.47642e-08i,-8.37535e-08-2.64293e-07i,1.91995e-07+3.44574e-07i,-9.60268e-08-2.39471e-07i,5.53613e-08+5.49013e-08i,-6.4281e-08+7.42164e-08i,-2.51329e-08-2.96158e-08i,1.58404e-07-9.24987e-08i,-2.90357e-07+1.58901e-07i,3.48142e-07-1.78787e-07i,-1.85698e-07+7.138e-08i,-9.51254e-08+5.65086e-08i,2.0268e-07+9.35796e-09i,-1.36088e-08+4.78532e-08i,-1.91681e-07-1.02285e-07i,1.50627e-07+1.41168e-08i,-2.19153e-09+6.77448e-08i,-4.56373e-08-4.01421e-07i,8.07818e-08+4.37225e-07i,-1.59987e-07+3.44096e-08i,3.39322e-07-1.53332e-07i,-5.00504e-07-1.49398e-07i,2.52767e-07+3.18373e-07i,1.27225e-07-1.43154e-07i,-7.28358e-08-6.56225e-08i,-1.09473e-07+7.25302e-08i,-8.42821e-08-1.73606e-09i,2.84812e-07-3.64415e-08i,-2.22179e-07+1.42101e-07i,1.78519e-07-1.32114e-07i,-2.69934e-07-1.45212e-07i,2.58229e-07+2.57838e-07i,-6.10668e-08-2.08428e-07i,1.32108e-07+1.30183e-07i,-2.71878e-07-8.97525e-08i,1.21103e-07+2.3707e-07i,1.18654e-07-4.09393e-07i,-2.75759e-07+3.51119e-07i,1.49311e-07-5.56075e-08i,3.83972e-08-1.36085e-07i,-4.53555e-08+1.12869e-07i,-1.72038e-07-1.31099e-07i,3.48887e-07+1.3224e-07i,-1.6436e-07-1.54505e-08i,-9.97631e-08+2.41967e-08i,1.2544e-07+1.5069e-08i,-2.12825e-08-1.22206e-07i,6.88226e-09+1.46303e-07i,1.54887e-08-1.68901e-07i,-3.96906e-08+1.38983e-07i,-1.22034e-07-1.14027e-07i,1.26872e-07+5.37455e-08i,1.83509e-07+1.33449e-08i,-2.97267e-07+5.56081e-08i,1.66441e-07-1.69847e-08i,-5.45626e-08-2.61508e-07i,-1.08807e-07+3.83099e-07i,3.07184e-07-2.14666e-07i,-2.76789e-07+2.34353e-07i,1.03763e-07-3.55965e-07i,8.33307e-09+1.67815e-07i,1.2625e-08-1.9823e-08i,-1.0937e-07-3.40256e-08i,1.3865e-07+2.18114e-07i,-2.18783e-07-2.19425e-07i,2.58658e-07-3.42326e-08i,-2.07902e-07+1.08728e-07i,1.79807e-07+6.93071e-08i,-1.25046e-07-1.17857e-07i,2.21779e-07+2.62124e-08i,-4.13628e-07-9.4445e-09i,4.00984e-07-2.38351e-08i,-2.51266e-07+1.5415e-07i,7.57066e-08-1.03859e-07i,4.2302e-08-7.79811e-08i,-2.99845e-08-5.93508e-08i,-2.05726e-08+3.65845e-07i,-4.42619e-08-4.65832e-07i,2.80398e-07+3.60717e-07i,-4.23374e-07-2.60223e-07i,1.65481e-07+3.23914e-07i,1.12242e-07-2.73539e-07i,7.01355e-08-8.84097e-08i,-7.61422e-08+2.27537e-07i,-2.13119e-07-5.26908e-08i,4.44587e-08+5.02882e-08i,1.6926e-07-1.52927e-07i,-2.06087e-08+1.45401e-07i,-7.09682e-09+8.54752e-08i,-7.08606e-08-3.26704e-07i,-6.16138e-08+2.89193e-07i,1.02931e-07-1.35473e-07i,6.42035e-09-5.37653e-08i,1.55952e-08+1.59285e-07i,-1.32483e-07-1.50743e-08i,2.24475e-07-5.55125e-08i,-2.2097e-07-2.66654e-07i,2.216e-07+4.55339e-07i,-1.36904e-07-1.07492e-07i,-5.19834e-08-1.51099e-07i,1.29905e-07+9.22121e-08i,-8.96898e-08+3.1775e-08i,-4.05454e-09-1.03354e-07i,1.2884e-07-3.61898e-08i,-1.44974e-07+3.40027e-10i,1.22199e-07+2.04892e-07i,-1.58314e-07-6.7028e-08i,2.84802e-09-1.44741e-07i,8.5661e-08+6.20818e-08i,3.90495e-08+2.81731e-08i,-1.10873e-07-1.11671e-07i,1.4598e-07+3.0503e-07i,-1.70042e-07-2.75114e-07i,1.15319e-07+1.38092e-07i,8.1785e-09-9.56397e-08i
2.25955e-07-1.11915e-07i,-3.85759e-07+3.26703e-08i,3.55492e-07-1.87298e-09i,-1.95691e-07+5.22334e-08i,5.87622e-08+1.88007e-07i,8.46045e-08-3.55746e-07i,-2.50674e-07+2.09931e-07i,2.22607e-07-3.26335e-08i,-1.61526e-10+1.05633e-07i,-6.82485e-08-2.68024e-07i,1.55196e-07+2.09679e-07i,-3.36742e-07-6.6809e-08i,2.57444e-07-1.36424e-07i,-4.97563e-08+2.69663e-07i,-1.0916e-07-1.17447e-07i,1.42769e-07-1.08117e-07i,-7.11862e-09+9.60085e-08i,-1.35188e-07+1.91881e-07i,1.54536e-07-2.64006e-07i,-3.35065e-10+1.35916e-07i,-2.03477e-07-7.72742e-08i,3.49996e-07-7.70029e-08i,-3.9431e-07+1.30371e-07i,2.61419e-07+4.02135e-08i,4.1702e-08-9.3107e-08i,-2.56516e-07-6.17452e-08i,1.32113e-07+4.33405e-08i,2.88962e-08+8.2652e-08i,6.57887e-08-4.76469e-08i,-8.16074e-08-2.42847e-08i,-1.2137e-08+2.50092e-07i,-9.49127e-08-3.39213e-07i,2.07981e-07+1.08115e-07i,-2.64442e-07-3.51845e-08i,2.56138e-07+8.60359e-08i,4.00943e-08-8.83897e-08i,-3.44896e-07+4.63007e-08i,2.41722e-07+3.36195e-08i,-6.24347e-08-4.36027e-08i,1.7641e-07-7.5425e-09i,-1.72573e-07-2.30743e-08i,-7.13822e-08+1.80055e-08i,1.13559e-07-3.13896e-08i,8.06584e-08+1.61397e-07i,-2.06438e-07-9.43203e-08i,2.33993e-07+6.86388e-08i,-2.9961e-07-1.50918e-07i,2.55509e-07+1.35778e-07i,-1.78922e-07-1.4954e-07i,1.48641e-07+1.43549e-07i,-6.39687e-08-6.4522e-08i,-9.84993e-09+1.79064e-08i,9.80502e-08-1.82086e-08i,-2.824e-08-1.36454e-07i,6.32067e-08+3.37346e-07i,-2.54168e-07-2.4766e-07i,2.58076e-07+1.32507e-07i,-9.3116e-08-1.8506e-07i,-1.08292e-07+2.74785e-08i,6.93099e-08+1.27769e-07i,5.63235e-08-1.86347e-07i,-1.56087e-07+2.48067e-07i,2.19516e-07-2.28965e-08i,-5.93025e-08-1.76639e-07i,9.99538e-09+9.00987e-08i,-1.86201e-07-6.37292e-09i,2.07184e-07+2.01694e-08i,4.81858e-10-1.34188e-07i,-2.00287e-07+2.91922e-07i,1.52919e-07-2.10164e-07i,-9.72061e-08-6.0771e-08i,9.46219e-08-2.25189e-08i,3.89414e-09+2.69158e-07i,-2.84188e-08-8.27411e-08i,-3.15838e-08-1.35572e-07i,1.38877e-07+4.48082e-09i,-3.49264e-07+9.00277e-08i,4.8385e-07+5.01394e-08i,-3.22493e-07-8.92384e-08i,1.08963e-07+1.90639e-08i,-7.56814e-08-8.97297e-09i,1.33558e-07-6.25347e-08i,-2.31549e-07+7.83931e-08i,3.43461e-07+6.37168e-08i,-3.01017e-07-1.24429e-07i,5.82336e-08-1.00177e-07i,1.09693e-07+2.41746e-07i,-9.94309e-08-6.20766e-08i,8.97796e-08+5.55967e-08i,-3.79129e-08-1.84293e-07i,-5.32032e-08+2.91394e-08i,-6.00979e-08+8.0162e-08i,1.82294e-07+1.42998e-07i,4.50309e-08-3.43391e-07i,-2.02002e-07+3.11805e-07i,-6.17978e-08-9.57606e-08i,1.09523e-07-8.43181e-08i,1.97149e-07+5.0579e-08i,-2.48781e-07+5.15656e-08i,1.35868e-07+4.95886e-09i,-1.39349e-07-1.84459e-07i,1.17749e-07+5.27791e-08i,5.52179e-08+2.02994e-07i,-1.35689e-07-2.70179e-07i,-1.0282e-07+1.54221e-07i,2.41549e-07+1.86732e-07i,-1.46495e-07-2.9044e-07i,1.17164e-07+4.62086e-08i,-1.04363e-07+3.86721e-08i,1.57313e-07+2.50848e-07i,-2.67789e-07-3.56108e-07i,1.45316e-07+5.97233e-08i,4.47721e-08+7.54324e-09i,-1.05419e-07+6.96058e-08i,1.50312e-07-8.24803e-08i,-1.51749e-07+1.70999e-07i,1.57742e-08-9.3976e-08i,1.54101e-07+6.54908e-08i,-1.5835e-07-7.33027e-08i,1.53838e-08-2.35939e-07i,1.56793e-07+3.73873e-07i,-1.61919e-07-1.55035e-07i,3.52096e-08+4.56731e-08i,9.58104e-08-8.77786e-08i,-3.10936e-07-5.91962e-09i,3.85047e-07+1.23498e-07i,-1.52446e-07+1.73084e-08i,-6.95956e-08-5.45461e-08i
