1.34291e-08+0i,-4.58134e-07-5.73635e-07i,7.95028e-07-1.1104e-07i,-5.76311e-07+1.80609e-07i,4.09232e-07-2.26599e-07i,-3.30773e-07+5.64972e-07i,4.21227e-07-3.9892e-07i,-3.1023e-07-1.05046e-07i,1.44043e-07+9.05687e-07i,-8.70427e-08-1.26625e-06i,-1.82181e-07+8.24336e-07i,2.5483e-08-2.53463e-07i,2.07697e-07-1.49389e-07i,7.51354e-10+3.93901e-07i,1.92955e-07-4.11299e-07i,-4.202e-07+2.67264e-07i,1.13623e-07-1.63391e-07i,-1.12871e-07-8.0479e-09i,4.91763e-07+4.04573e-07i,-3.12013e-07-4.28346e-07i,-4.26972e-07+1.3117e-07i,5.36468e-07+2.35314e-07i,6.39076e-08-8.09727e-07i,-5.47241e-07+9.07615e-07i,8.50869e-07-3.19865e-07i,-6.5164e-07-3.76664e-07i,1.50123e-07+5.59293e-07i,1.70733e-07-2.60244e-07i,-4.40407e-07+1.50675e-07i,2.605e-07-7.58894e-07i,-3.47642e-07+1.15729e-06i,8.75906e-07-7.07889e-07i,-5.87882e-07+3.41367e-07i,-1.64779e-07+1.61113e-09i,2.68461e-07-4.22146e-07i,3.99096e-07+4.8659e-07i,-7.04205e-07-1.05818e-07i,2.17662e-07-3.54378e-07i,1.52044e-07+9.87286e-08i,-1.23573e-07+3.21076e-07i,2.04781e-07-1.08539e-07i,-5.45281e-07-5.23471e-08i,4.37882e-07+1.23494e-07i,-1.43455e-07-1.05744e-07i,2.20177e-07-3.15412e-08i,-3.51305e-07+1.39791e-07i,4.96736e-07-4.56113e-07i,-4.89244e-07+3.00863e-07i,4.65205e-07-8.3082e-08i,-1.81565e-07+4.24054e-07i,-5.57331e-07-3.53549e-07i,8.83602e-07+3.73444e-08i,-4.86697e-07-1.44662e-07i,-1.17274e-07+7.43239e-09i,3.84371e-07+4.14522e-07i,-2.56587e-07-1.21164e-07i,2.0024e-07-5.14716e-07i,-1.53506e-07+4.1998e-07i,-3.45818e-07-2.33081e-07i,5.24428e-07+3.71436e-07i,-3.51454e-07-3.3019e-07i,6.16186e-07+5.02639e-07i,-6.87061e-07-2.63208e-07i,2.28199e-07-4.2743e-07i,6.91673e-08+0i,2.28199e-07+4.2743e-07i,-6.87061e-07+2.63208e-07i,6.16186e-07-5.02639e-07i,-3.51454e-07+3.3019e-07i,5.24428e-07-3.71436e-07i,-3.45818e-07+2.33081e-07i,-1.53506e-07-4.1998e-07i,2.0024e-07+5.14716e-07i,-2.56587e-07+1.21164e-07i,3.84371e-07-4.14522e-07i,-1.17274e-07-7.43239e-09i,-4.86697e-07+1.44662e-07i,8.83602e-07-3.73444e-08i,-5.57331e-07+3.53549e-07i,-1.81565e-07-4.24054e-07i,4.65205e-07+8.3082e-08i,-4.89244e-07-3.00863e-07i,4.96736e-07+4.56113e-07i,-3.51305e-07-1.39791e-07i,2.20177e-07+3.15412e-08i,-1.43455e-07+1.05744e-07i,4.37882e-07-1.23494e-07i,-5.45281e-07+5.23471e-08i,2.04781e-07+1.08539e-07i,-1.23573e-07-3.21076e-07i,1.52044e-07-9.87286e-08i,2.17662e-07+3.54378e-07i,-7.04205e-07+1.05818e-07i,3.99096e-07-4.8659e-07i,2.68461e-07+4.22146e-07i,-1.64779e-07-1.61113e-09i,-5.87882e-07-3.41367e-07i,8.75906e-07+7.07889e-07i,-3.47642e-07-1.15729e-06i,2.605e-07+7.58894e-07i,-4.40407e-07-1.50675e-07i,1.70733e-07+2.60244e-07i,1.50123e-07-5.59293e-07i,-6.5164e-07+3.76664e-07i,8.50869e-07+3.19865e-07i,-5.47241e-07-9.07615e-07i,6.39076e-08+8.09727e-07i,5.36468e-07-2.35314e-07i,-4.26972e-07-1.3117e-07i,-3.12013e-07+4.28346e-07i,4.91763e-07-4.04573e-07i,-1.12871e-07+8.0479e-09i,1.13623e-07+1.63391e-07i,-4.202e-07-2.67264e-07i,1.92955e-07+4.11299e-07i,7.51354e-10-3.93901e-07i,2.07697e-07+1.49389e-07i,2.5483e-08+2.53463e-07i,-1.82181e-07-8.24336e-07i,-8.70427e-08+1.26625e-06i,1.44043e-07-9.05687e-07i,-3.1023e-07+1.05046e-07i,4.21227e-07+3.9892e-07i,-3.30773e-07-5.64972e-07i,4.09232e-07+2.26599e-07i,-5.76311e-07-1.80609e-07i,7.95028e-07+1.1104e-07i,-4.58134e-07+5.73635e-07i
-1.70599e-07+5.38244e-07i,1.39081e-07+8.98096e-08i,-1.74849e-07-1.42855e-07i,2.85734e-07+2.44044e-07i,-3.98293e-07+1.01661e-07i,2.95194e-07-5.08909e-07i,-3.72905e-07+5.34377e-07i,4.80281e-07-2.81216e-07i,-5.13225e-07-2.47301e-07i,4.63761e-07+4.73912e-07i,-2.07175e-07-5.11943e-07i,2.24862e-07+3.25931e-07i,-1.63862e-07+1.74947e-07i,-2.06464e-07-2.32424e-07i,2.41776e-07-1.55828e-07i,-2.43456e-07+3.50333e-07i,3.41539e-07-2.44068e-07i,-8.15254e-08+1.48035e-07i,-7.45098e-07-8.0532e-08i,1.11348e-06-1.08467e-07i,-2.2593e-07-6.79676e-08i,-1.2444e-07+1.48783e-07i,-5.48441e-07+7.13729e-07i,7.52815e-07-1.15802e-06i,-6.67965e-07+3.03849e-07i,4.8475e-07+4.4442e-07i,1.85918e-07-2.47336e-07i,-7.17798e-07-8.84369e-08i,8.45461e-07-1.08402e-07i,-6.42404e-07+8.45084e-07i,4.79578e-07-1.15476e-06i,-3.71657e-07+6.81512e-07i,7.14349e-08-3.01314e-07i,-2.08573e-07-3.18167e-08i,2.24783e-07+4.90534e-07i,-9.3424e-08-8.2881e-07i,2.83019e-07+3.79812e-07i,3.25334e-08+3.56604e-07i,-2.4509e-07-4.07416e-08i,1.42957e-07-5.04757e-07i,-3.73433e-07+2.68624e-07i,4.89227e-07+7.62275e-08i,-2.77679e-07+2.46624e-08i,2.95114e-07-1.81371e-07i,-5.69139e-07+2.58701e-07i,6.42343e-07-2.95219e-07i,-7.7252e-07+2.20966e-07i,9.80722e-07-2.16283e-07i,-1.18474e-06+3.59575e-07i,6.85537e-07-5.71676e-07i,6.84659e-07+4.43383e-07i,-1.19515e-06-1.96583e-07i,4.83503e-07+4.33603e-07i,2.37135e-07-5.19281e-07i,-3.61324e-07+5.75539e-08i,1.86189e-07-1.40273e-07i,-4.83332e-08+8.87733e-07i,-1.91555e-07-9.77508e-07i,3.41891e-07+5.15727e-07i,-8.33707e-08-2.37779e-07i,-5.29537e-08+1.91647e-07i,1.16405e-07-5.49714e-07i,-3.32492e-07+5.19536e-07i,2.69151e-07+1.19852e-07i,-3.42475e-08+1.11841e-08i,-5.15299e-07-2.75629e-07i,1.15341e-06-2.3659e-07i,-9.66069e-07+1.38456e-07i,4.34083e-07+1.65138e-07i,-3.45112e-07+1.48725e-07i,-5.82284e-08-3.17758e-08i,4.10079e-07-2.54476e-07i,-9.28807e-08+2.86333e-07i,-7.95852e-08-5.55905e-07i,1.1444e-07+8.90231e-07i,-1.61364e-07-8.42233e-07i,1.23122e-07+4.8467e-07i,-1.08966e-07-1.22257e-07i,9.87875e-08-2.5816e-07i,-2.87916e-07+1.39952e-07i,4.05694e-07+4.37078e-07i,5.43361e-08-1.77611e-07i,-3.24376e-07-2.90907e-07i,4.64752e-08+2.65568e-07i,1.84044e-07-2.75942e-08i,-9.8578e-08-3.70307e-07i,-3.5144e-07+2.90423e-07i,3.20144e-07-2.33007e-07i,2.1341e-07+2.32068e-07i,-2.71126e-07-5.35581e-08i,9.39153e-08+3.42043e-07i,-2.11203e-07-4.28535e-07i,7.0356e-07+1.11362e-07i,-5.64296e-07-8.55226e-08i,-3.77713e-07+2.46803e-08i,3.39116e-07+3.61618e-07i,7.14688e-07-3.23826e-07i,-1.11944e-06-5.75286e-07i,5.1464e-07+1.2392e-06i,-2.79469e-07-8.16419e-07i,4.77496e-07+3.47741e-07i,-1.43577e-07-5.05618e-07i,-2.51374e-07+4.53255e-07i,5.25547e-07-1.31826e-07i,-6.08647e-07+2.01677e-07i,2.27439e-07-7.04868e-08i,2.64604e-07-4.22659e-07i,-6.19188e-07+4.78469e-07i,6.14693e-07+9.76079e-08i,-3.89794e-07-7.34361e-07i,3.17753e-07+3.96208e-07i,-1.49975e-07+1.4326e-07i,-5.0771e-07-6.78383e-08i,8.25464e-07+3.04684e-08i,-3.44145e-07-1.65651e-07i,1.69922e-07+1.63955e-07i,-1.82378e-07-5.50296e-08i,-2.7032e-07+2.4226e-07i,3.57837e-07+1.42494e-07i,-2.44289e-08-8.91943e-07i,-6.5351e-09+7.2342e-07i,2.52864e-07-2.25326e-07i,-6.33278e-07-2.99602e-07i,5.2075e-07+6.53608e-07i,-2.03102e-07-2.60004e-07i,2.8949e-07+3.59297e-07i,-6.82598e-07-4.76068e-07i,5.61592e-07-5.28254e-07i
2.90214e-07+3.51459e-07i,3.41543e-07-5.38522e-07i,-5.56559e-07+3.96365e-07i,6.8759e-08-4.89583e-07i,2.60087e-07+4.22256e-07i,-3.89727e-07+5.45625e-08i,4.91558e-07-4.61329e-07i,-5.95739e-07+4.38069e-07i,5.18044e-07-9.12181e-08i,-8.85679e-08-1.15671e-07i,-5.66114e-08+2.32402e-07i,-4.36655e-07-2.30837e-07i,4.59248e-07-1.40439e-07i,1.87852e-07+3.13907e-07i,-1.93399e-07+3.30352e-07i,-1.69207e-07-7.47568e-07i,2.17019e-08+7.69645e-08i,4.68365e-07+3.58609e-07i,1.50767e-07-4.1366e-08i,-1.23487e-06-1.1806e-07i,6.13381e-07+2.34248e-07i,7.23664e-08-2.2857e-07i,3.4425e-07-4.97228e-07i,-4.20771e-07+8.21e-07i,-6.33817e-08-1.9238e-07i,3.01802e-07-6.6145e-08i,-5.20386e-07-8.45141e-08i,9.3775e-07+1.33756e-07i,-1.05783e-06+3.11554e-08i,8.33644e-07-5.78736e-07i,-4.95476e-07+6.19451e-07i,6.23153e-08-3.94732e-08i,1.44512e-07-7.23594e-08i,3.49691e-07-2.69153e-07i,-4.52736e-07+1.20017e-07i,6.00816e-08+6.1448e-07i,-1.47023e-07-4.08576e-07i,2.64451e-07-1.82298e-07i,-3.84011e-07-3.70276e-07i,3.97025e-07+8.36854e-07i,-1.74327e-07-5.05936e-07i,1.74946e-07+9.66186e-08i,-3.31685e-07-3.21224e-07i,3.52604e-07+6.14228e-07i,-1.22029e-07-4.63655e-07i,-3.34498e-07+1.29582e-07i,8.52696e-07+3.3989e-07i,-1.02329e-06-3.74884e-07i,8.94082e-07+1.03614e-07i,-5.60762e-07+2.53239e-07i,-1.32308e-07-3.9946e-07i,6.20294e-07+2.31344e-07i,-3.81459e-07-4.30439e-07i,-8.02103e-08+7.18952e-07i,5.98957e-08-3.25799e-07i,1.79116e-07+4.6334e-08i,-2.53295e-07-5.58487e-07i,2.62399e-07+8.76638e-07i,2.43935e-08-7.28255e-07i,-5.54017e-07+3.14672e-07i,7.61783e-07-9.81217e-08i,-8.5474e-07+4.84083e-07i,8.35866e-07-5.20824e-07i,-4.23215e-07-5.89245e-08i,-6.9875e-09+3.53727e-07i,4.57449e-07-2.19002e-07i,-8.17621e-07-1.86108e-08i,8.00648e-07+4.66923e-07i,-4.8475e-07-5.16768e-07i,1.73873e-07-7.35938e-08i,2.50183e-07+1.52171e-07i,-5.93904e-07+1.02945e-07i,2.80898e-07-1.8061e-07i,2.14525e-07+4.95282e-07i,-4.13258e-07-8.33e-07i,8.4999e-08+7.61951e-07i,3.31613e-07-2.71342e-07i,-1.21714e-07-2.4804e-07i,-1.01032e-08+5.97544e-07i,8.13922e-08-1.73556e-07i,-5.68396e-07-7.95503e-07i,5.39557e-07+6.3582e-07i,3.49491e-08+2.29699e-07i,-3.32705e-07-6.18185e-07i,4.1671e-07+2.58533e-07i,-4.68358e-07+2.58368e-07i,2.83454e-07-3.21862e-07i,-9.4955e-08+3.74865e-07i,-8.56029e-08-2.60275e-07i,2.21932e-07+2.97173e-08i,-2.15347e-07+6.24646e-09i,1.98664e-07+7.94145e-08i,-1.03327e-07-3.94103e-07i,-6.82433e-08+7.79124e-07i,3.7722e-07-3.27656e-07i,-4.13979e-07-9.27221e-07i,-1.12264e-07+1.23544e-06i,7.16338e-07-1.14756e-07i,-5.44238e-07-7.24849e-07i,2.7441e-07+5.51243e-07i,-7.34045e-07-2.22359e-07i,7.67061e-07+1.34458e-07i,-1.52313e-07-1.22699e-07i,-1.28675e-07+2.56975e-07i,1.47284e-07-6.61574e-07i,-2.70249e-07+7.40085e-07i,1.95037e-07-2.99669e-07i,-2.04863e-08-2.2772e-07i,1.34568e-08+1.53862e-07i,1.90191e-08+5.09315e-07i,-1.11752e-07-4.07413e-07i,3.53597e-08+8.9275e-08i,3.44025e-07-3.58832e-07i,-5.23369e-07+4.02156e-07i,2.96962e-07-2.37413e-07i,-1.60982e-07+1.69866e-07i,-7.85483e-08-9.90256e-08i,3.26511e-07-2.94198e-07i,-4.17573e-08+5.27468e-07i,-1.59362e-07-2.72406e-07i,-6.0745e-08-1.83919e-08i,-5.89039e-08+1.07218e-07i,3.65099e-07+3.6641e-07i,-2.86879e-07-8.23583e-07i,1.85971e-08+6.44416e-07i,9.60131e-08-6.73618e-07i,4.09711e-08+8.06159e-07i,-3.29084e-07-3.83635e-07i
-4.80152e-07-5.95177e-07i,-3.88538e-07+9.43014e-07i,6.67973e-07-6.98385e-07i,-7.37914e-08+3.84832e-07i,-3.60959e-07-4.02984e-07i,6.01804e-07+2.05011e-07i,-5.61989e-07+1.34036e-07i,5.64842e-07-1.82637e-07i,-3.4103e-07-6.62994e-08i,-3.37529e-07+1.80195e-08i,5.51934e-07+4.79779e-08i,-6.74404e-08+2.10989e-07i,-1.61896e-07+7.51776e-08i,-7.71119e-08-6.31429e-07i,-2.94953e-08+1.51784e-07i,4.58905e-07+4.22708e-07i,-4.83397e-07+2.58164e-07i,-2.50617e-07-6.54709e-07i,1.80421e-07+8.13927e-08i,7.15623e-07+3.45513e-07i,-2.59347e-07-3.26163e-07i,-4.73274e-07-7.10722e-08i,1.31388e-07+5.29854e-07i,2.2284e-07-4.28159e-07i,2.61321e-07+3.3409e-08i,-6.79979e-07-1.22354e-07i,5.65822e-07+2.57813e-07i,-7.146e-07-3.49595e-07i,8.24924e-07+4.18372e-07i,-5.48766e-07-1.24494e-07i,1.42683e-07+1.92539e-07i,1.25676e-07-5.54038e-07i,1.41242e-08+3.41503e-07i,-3.08945e-07+2.33941e-07i,3.18638e-07-1.78086e-07i,-1.95199e-07-3.49239e-07i,1.6354e-07+2.5765e-07i,-3.72273e-07-2.27418e-07i,6.4226e-07+7.97829e-07i,-7.44814e-07-1.10891e-06i,8.4268e-07+9.39816e-07i,-9.69257e-07-3.65193e-07i,9.39313e-07+3.62786e-07i,-7.39889e-07-7.92746e-07i,5.63181e-07+4.92299e-07i,-1.68853e-07+1.54087e-07i,-2.57033e-07-7.2525e-07i,2.40637e-07+8.26892e-07i,-8.00435e-08-4.57187e-07i,3.10722e-07+1.07079e-07i,-4.67445e-07+2.95574e-08i,-9.406e-08-1.75892e-07i,3.47902e-07+5.21463e-07i,2.08498e-07-6.51969e-07i,-4.86018e-07+2.35327e-07i,2.23292e-07-9.06637e-08i,1.07654e-07+4.69923e-07i,-2.22996e-07-7.50269e-07i,1.32742e-07+8.2693e-07i,-9.48894e-08-3.51406e-07i,-1.36858e-07-2.72494e-08i,4.99991e-07-2.72551e-07i,-3.11335e-07+3.681e-07i,-1.73928e-07-4.37092e-08i,3.21164e-07-3.67952e-07i,-3.07188e-07+2.46752e-07i,2.89673e-07+4.9182e-07i,-3.46013e-07-5.55956e-07i,2.09182e-07-4.16067e-07i,1.08915e-08+1.04947e-06i,-2.2825e-07-3.73075e-07i,7.30105e-07-4.12336e-08i,-6.84655e-07-2.27012e-07i,2.35356e-08-6.49332e-08i,2.7709e-07+1.97743e-07i,3.31893e-08+1.31934e-07i,-1.23876e-07-2.90772e-07i,-3.72753e-07+5.88644e-07i,5.46299e-07-9.71698e-07i,-1.57412e-07+2.39035e-07i,2.03663e-07+7.28572e-07i,-5.72145e-07-4.05274e-07i,-2.44344e-08-3.17834e-07i,7.85786e-07+5.29035e-07i,-8.32777e-07-1.87182e-07i,6.95762e-07-2.91928e-09i,-1.89297e-07-5.13846e-08i,-8.24449e-08-1.52338e-07i,2.67453e-08+2.67725e-07i,-1.92148e-07-4.01126e-08i,5.61655e-07-3.12662e-07i,-6.43177e-07+2.20026e-07i,-1.80486e-07+2.38889e-07i,6.39442e-07-4.75665e-07i,-2.77056e-07+1.04511e-07i,1.39662e-07+9.22236e-07i,-2.48808e-08-1.44199e-06i,-4.57461e-07+7.45505e-07i,4.04099e-07-8.0739e-08i,-1.05272e-07+1.72105e-08i,5.83448e-07-9.13771e-08i,-8.73711e-07+2.60864e-07i,4.74289e-07-1.02032e-07i,-3.45525e-07-2.484e-07i,3.12106e-07+2.4395e-07i,1.66575e-07-1.61736e-07i,-5.10065e-07+2.6522e-07i,6.2162e-07-5.05264e-09i,-5.78626e-07-3.60707e-07i,4.14216e-07-1.60827e-07i,-4.10195e-07+4.67405e-07i,2.19721e-07-1.43991e-07i,2.01052e-08+2.74524e-07i,1.50857e-07-2.66205e-07i,-2.87398e-07+1.05297e-07i,1.8703e-07-2.27238e-07i,5.5724e-08+1.97193e-07i,-1.78884e-07-1.02996e-07i,-2.01535e-07-2.19405e-07i,2.46387e-07+3.80996e-07i,3.39256e-07+1.77139e-07i,-4.22454e-07-2.89952e-07i,2.85289e-07-3.17321e-07i,-2.38971e-07+4.17932e-07i,-1.03706e-07-3.16693e-07i,-1.3581e-07+5.41576e-07i,5.40827e-07-5.20652e-07i,1.15635e-07+3.59625e-07i
6.43819e-07+1.95609e-07i,1.57652e-08-5.19094e-07i,-4.36006e-07+6.58905e-07i,4.17137e-07-3.99187e-07i,-2.21708e-07+1.80194e-07i,-9.92881e-08-2.16215e-07i,1.9389e-07+2.58243e-07i,-2.97547e-07-1.94001e-07i,3.33829e-07+6.6886e-08i,-1.18112e-07+3.12977e-07i,-2.24526e-07-5.65012e-07i,4.85954e-07+3.81402e-07i,-3.1137e-07-3.06689e-07i,-8.5995e-08+4.81133e-07i,7.36063e-08-3.10708e-07i,3.68073e-08+6.57749e-08i,5.51642e-08-3.2709e-07i,1.12874e-07+4.12339e-07i,-3.16257e-08-7.0468e-08i,-3.34265e-07-2.26382e-07i,-1.94749e-08+9.52473e-08i,3.99458e-07+4.14498e-07i,5.4349e-08-4.45777e-07i,-4.44987e-07-2.1423e-07i,1.27619e-07+5.01618e-07i,2.8955e-07-1.07099e-08i,-3.91083e-07-3.5944e-07i,6.08082e-07+6.22478e-07i,-6.22751e-07-8.17431e-07i,2.30347e-07+5.66688e-07i,-2.96806e-09-3.53174e-07i,-2.51561e-08+4.07002e-07i,-1.73597e-08-3.57517e-07i,1.07338e-08+1.38145e-07i,-1.55045e-07-2.6468e-07i,3.82816e-07+5.92927e-07i,-5.99872e-08-6.19173e-07i,-7.44183e-08+4.49746e-07i,-3.39767e-07-3.44418e-07i,6.79694e-07+4.91547e-07i,-9.84644e-07-7.84066e-07i,1.0136e-06+6.22354e-07i,-7.44583e-07-3.91792e-07i,5.42061e-07+6.32985e-07i,-4.93906e-07-5.19755e-07i,3.48363e-07-2.60066e-08i,-1.68601e-07+4.86414e-07i,1.2801e-07-5.02899e-07i,-3.19486e-10-1.72101e-08i,-1.79413e-07+2.17881e-07i,1.19658e-07-7.9553e-08i,1.6435e-07+1.97432e-07i,-6.14099e-08-3.48725e-07i,-5.13308e-07+2.26511e-07i,8.98119e-07+6.31891e-08i,-6.65549e-07-1.36454e-08i,4.42252e-08-2.04743e-07i,1.96654e-07+4.0032e-07i,-3.33974e-07-6.5924e-07i,8.52664e-07+5.65602e-07i,-7.24522e-07-2.6161e-07i,2.50533e-08+2.35997e-07i,-1.23449e-07-3.86296e-07i,6.98648e-07+4.04536e-07i,-7.06769e-07-1.79244e-07i,2.64054e-07+1.48743e-07i,-2.60875e-08-4.18528e-07i,9.35375e-08+1.69372e-07i,1.38057e-07+6.15035e-07i,-2.64806e-07-7.92776e-07i,5.1946e-08-5.25759e-08i,-2.60708e-07+6.42342e-08i,5.27234e-07+5.20115e-07i,-3.80383e-07-2.27944e-07i,2.3131e-07+1.93018e-07i,-1.94147e-07-3.62813e-07i,-1.47728e-07+6.64996e-08i,3.23226e-07-7.88353e-08i,-2.50542e-07+3.29279e-07i,1.31346e-07+1.33396e-07i,1.6882e-07-4.65285e-07i,-1.22948e-07+3.12071e-07i,3.51917e-07-2.59996e-07i,-7.5877e-07+2.73375e-07i,6.52457e-07-4.42745e-07i,-1.2421e-07+1.32151e-07i,-5.60421e-07+3.48532e-07i,5.63709e-07-1.87028e-07i,-4.08302e-07-1.79862e-07i,5.57904e-07+1.53082e-07i,-8.13637e-07+7.11241e-08i,7.66732e-07+1.21878e-08i,8.396e-08-6.08155e-08i,-3.12446e-07-1.09744e-07i,-5.01556e-07+2.47244e-07i,7.59057e-07-7.12079e-07i,-4.41554e-07+1.02732e-06i,3.98296e-07-6.74305e-07i,-3.45157e-07+2.88518e-07i,4.03676e-08-6.97697e-08i,-8.0686e-08+2.57518e-08i,2.89074e-07-1.85575e-07i,-2.05659e-07+2.55748e-07i,3.5096e-07-1.42402e-07i,-5.22727e-07+3.62165e-07i,1.44505e-07-6.74139e-07i,2.55255e-07+4.10122e-07i,-3.86641e-07-1.45446e-07i,2.80917e-07+3.447e-07i,6.30465e-08-1.89455e-07i,-3.90505e-08-1.44428e-07i,-1.72954e-07-1.7724e-07i,6.83058e-08+2.74695e-07i,1.14261e-07-8.22388e-08i,-1.60001e-07+1.26054e-07i,3.21439e-08-7.02386e-08i,8.05079e-08-6.67989e-09i,-1.62006e-07-1.21803e-08i,4.73231e-07+2.67334e-07i,-2.58391e-07-2.72485e-07i,-6.6515e-07-2.99002e-07i,8.7756e-07+3.59817e-07i,-6.78856e-07-3.51744e-08i,5.57363e-07+1.96038e-07i,-1.26105e-08-1.17046e-07i,1.76072e-08-3.79592e-07i,-3.77711e-07+4.11403e-07i,-2.41834e-07-1.61102e-07i
-4.1189e-07-8.14556e-08i,2.68074e-07+9.76037e-08i,-5.48883e-08-2.04801e-07i,-3.60432e-07+1.07237e-07i,5.01665e-07+4.54668e-08i,-9.09502e-08+2.01964e-07i,-3.94282e-07-4.77948e-07i,5.88983e-07+3.8096e-07i,-6.79554e-07+8.96729e-08i,8.38197e-07-4.11575e-07i,-3.86671e-07+4.36288e-07i,-3.61437e-07-6.24625e-07i,4.10931e-07+4.0689e-07i,-4.69843e-08+1.93988e-07i,1.34771e-07-3.48251e-07i,-5.43084e-07-1.18446e-07i,5.42648e-07+5.63509e-07i,-8.18992e-08-2.99974e-07i,-4.02719e-07-2.69198e-07i,4.90776e-07+4.58397e-07i,-2.99421e-07-2.04321e-07i,3.22008e-07+3.99857e-09i,-4.91957e-07-1.90863e-07i,3.71128e-07+5.67347e-07i,-1.72083e-07-7.39939e-07i,-1.30415e-07+3.4775e-07i,5.18226e-07+1.72166e-07i,-7.28405e-07-5.2771e-07i,6.85592e-07+7.18258e-07i,-2.77642e-07-4.9027e-07i,3.09543e-08+1.90635e-07i,-9.95117e-08-1.8417e-07i,4.59552e-08+3.28524e-07i,8.07613e-08-4.48323e-07i,-2.94516e-08+4.24992e-07i,-1.23689e-09-3.46609e-07i,-3.16475e-07+5.91256e-07i,2.43313e-07-5.83814e-07i,1.84185e-07+1.13838e-07i,-2.76937e-07+1.17314e-08i,3.56927e-07+4.3676e-07i,-2.70631e-07-7.98076e-07i,1.85915e-07+5.54917e-07i,-3.65107e-07-5.87373e-07i,4.27079e-07+6.1074e-07i,-2.257e-07-1.63137e-08i,2.31879e-07-2.5007e-07i,-2.98353e-07+2.90699e-08i,-2.36819e-07+2.70467e-07i,2.60218e-07-3.12921e-07i,3.68104e-07+7.98326e-08i,-3.24315e-07-9.27075e-09i,-5.18212e-08+1.4821e-07i,2.21653e-07+8.18017e-08i,-4.70914e-07-6.09481e-07i,4.49669e-07+6.5665e-07i,-1.65993e-07-3.08457e-07i,2.58357e-07+2.0141e-07i,-8.93538e-08-3.44147e-07i,-4.97857e-07+8.96412e-08i,3.68947e-07+3.77412e-07i,1.32263e-07-4.24077e-07i,1.20679e-07+3.12977e-07i,-6.79267e-07-2.97136e-07i,8.28608e-07+2.01339e-07i,-5.25874e-07-2.24174e-07i,1.55639e-07+1.96038e-07i,8.14305e-08+1.00169e-07i,-4.18391e-07-2.46494e-07i,3.2941e-07-6.6609e-09i,-1.9912e-08+5.59072e-07i,1.01859e-07-2.40394e-07i,-1.91693e-07-3.31512e-07i,2.83923e-07+5.67606e-08i,-5.67626e-07+1.1768e-07i,7.17139e-07-1.67554e-07i,-5.62709e-07+1.12267e-07i,5.88708e-07+8.66645e-08i,-5.15631e-07+6.1258e-09i,7.3451e-08-4.12231e-07i,-8.00037e-08+5.65903e-07i,3.53554e-07-3.78338e-07i,-3.50749e-07+3.8263e-07i,3.57522e-07-7.4886e-07i,-4.88299e-07+9.5565e-07i,-2.01753e-07-3.70108e-07i,1.21504e-06-2.79126e-07i,-1.03788e-06+4.18195e-07i,5.66502e-07-1.1308e-07i,-5.29503e-07-6.20196e-08i,5.98524e-07-1.65845e-07i,-5.03047e-07+2.23161e-08i,1.13508e-07+1.97145e-07i,-1.94901e-07-8.82562e-08i,8.5872e-07-1.276e-07i,-1.00553e-06+6.06494e-07i,5.18492e-07-9.48966e-07i,-1.59115e-07+8.91061e-07i,2.05841e-07-3.50758e-07i,-2.03706e-08-3.27188e-07i,-1.79897e-07+3.46891e-07i,-1.18502e-07-1.19591e-07i,2.06421e-07-2.32142e-07i,-2.48534e-07+2.91752e-07i,2.49226e-07-2.30816e-07i,2.25863e-07+4.77179e-07i,-5.09118e-07-3.09604e-07i,2.44381e-07+1.0971e-07i,8.46671e-08-2.94167e-07i,-2.97656e-07+4.35047e-07i,2.90235e-07-2.47761e-07i,5.20885e-08+1.38146e-07i,-2.23659e-07-1.7141e-07i,-1.4003e-07+1.00352e-07i,4.96203e-07-3.02178e-07i,-5.05486e-07+6.28161e-07i,8.67807e-08-3.9979e-07i,4.75998e-07+1.22331e-07i,-4.54105e-07-3.02152e-07i,-1.92645e-07+1.42771e-07i,7.74895e-07+1.43371e-07i,-6.90245e-07+7.73002e-08i,5.31325e-07-6.32627e-08i,-7.36476e-07-1.95724e-07i,6.26848e-07-1.39704e-07i,-6.24398e-08+5.98346e-07i,-3.63705e-07-5.09125e-07i,4.77291e-07+2.26976e-07i
