3.34987e-07+0i,-3.61016e-07+1.28904e-08i,5.2641e-07+2.79541e-07i,-6.57668e-07-5.57975e-07i,3.22361e-07+1.23651e-07i,5.3096e-08+1.86402e-07i,-1.11696e-07-5.63528e-08i,1.64667e-07+3.42215e-07i,-6.08189e-08-5.62754e-07i,9.99827e-08+1.34394e-07i,-3.3523e-07+4.18118e-07i,5.02233e-07-6.16819e-07i,-7.80992e-07+1.6291e-07i,8.82011e-07+5.65558e-07i,-6.51771e-07-2.65666e-07i,1.7603e-07-4.90585e-07i,4.00668e-07+4.22755e-07i,-4.31385e-07-6.32306e-07i,-1.19862e-07+9.5336e-07i,4.20436e-07-3.59109e-07i,-5.23269e-07-5.04369e-07i,4.65809e-07+1.02427e-06i,-2.56653e-07-5.55366e-07i,5.22635e-07-2.96492e-07i,-6.15549e-07+2.66841e-07i,-1.3538e-07-2.12699e-08i,8.16262e-07+2.57351e-07i,-9.29897e-07-3.2484e-07i,6.30511e-07+3.41431e-07i,-1.83228e-07-8.74519e-07i,2.70283e-07+7.16617e-07i,-4.15046e-07+2.12034e-07i,-2.69803e-07-5.82604e-07i,8.2826e-07+7.45344e-07i,-6.1654e-07-4.56574e-07i,3.95018e-07-3.69133e-07i,-3.86903e-08+4.20455e-07i,-3.54259e-07+3.23356e-07i,1.4086e-07-1.03532e-06i,1.26576e-07+1.03467e-06i,-2.97215e-07-4.18782e-07i,4.15215e-07+3.23772e-07i,-3.93092e-09-5.21691e-07i,-5.72785e-07+2.54295e-07i,6.77351e-07+4.12456e-08i,-3.80738e-07-1.70591e-07i,3.13823e-07+2.11581e-07i,-4.74192e-07-1.3801e-07i,2.74427e-08-8.51344e-08i,8.11041e-07+4.4636e-07i,-8.23667e-07-5.96216e-07i,3.24066e-07+1.90839e-07i,-2.02217e-07+2.87861e-07i,3.34733e-07-1.95022e-07i,-3.73346e-07-3.90695e-08i,4.19011e-07-1.26202e-07i,-5.25572e-07+2.10666e-07i,1.37546e-07+2.29403e-08i,1.67253e-07+2.16675e-08i,-3.79611e-08-2.90611e-07i,2.03761e-07+4.08586e-07i,-3.24145e-07-2.17434e-07i,9.5845e-08-7.51522e-09i,2.72492e-07-6.84744e-08i,-4.93327e-07+0i,2.72492e-07+6.84744e-08i,9.5845e-08+7.51522e-09i,-3.24145e-07+2.17434e-07i,2.03761e-07-4.08586e-07i,-3.79611e-08+2.90611e-07i,1.67253e-07-2.16675e-08i,1.37546e-07-2.29403e-08i,-5.25572e-07-2.10666e-07i,4.19011e-07+1.26202e-07i,-3.73346e-07+3.90695e-08i,3.34733e-07+1.95022e-07i,-2.02217e-07-2.87861e-07i,3.24066e-07-1.90839e-07i,-8.23667e-07+5.96216e-07i,8.11041e-07-4.4636e-07i,2.74427e-08+8.51344e-08i,-4.74192e-07+1.3801e-07i,3.13823e-07-2.11581e-07i,-3.80738e-07+1.70591e-07i,6.77351e-07-4.12456e-08i,-5.72785e-07-2.54295e-07i,-3.93092e-09+5.21691e-07i,4.15215e-07-3.23772e-07i,-2.97215e-07+4.18782e-07i,1.26576e-07-1.03467e-06i,1.4086e-07+1.03532e-06i,-3.54259e-07-3.23356e-07i,-3.86903e-08-4.20455e-07i,3.95018e-07+3.69133e-07i,-6.1654e-07+4.56574e-07i,8.2826e-07-7.45344e-07i,-2.69803e-07+5.82604e-07i,-4.15046e-07-2.12034e-07i,2.70283e-07-7.16617e-07i,-1.83228e-07+8.74519e-07i,6.30511e-07-3.41431e-07i,-9.29897e-07+3.2484e-07i,8.16262e-07-2.57351e-07i,-1.3538e-07+2.12699e-08i,-6.15549e-07-2.66841e-07i,5.22635e-07+2.96492e-07i,-2.56653e-07+5.55366e-07i,4.65809e-07-1.02427e-06i,-5.23269e-07+5.04369e-07i,4.20436e-07+3.59109e-07i,-1.19862e-07-9.5336e-07i,-4.31385e-07+6.32306e-07i,4.00668e-07-4.22755e-07i,1.7603e-07+4.90585e-07i,-6.51771e-07+2.65666e-07i,8.82011e-07-5.65558e-07i,-7.80992e-07-1.6291e-07i,5.02233e-07+6.16819e-07i,-3.3523e-07-4.18118e-07i,9.99827e-08-1.34394e-07i,-6.08189e-08+5.62754e-07i,1.64667e-07-3.42215e-07i,-1.11696e-07+5.63528e-08i,5.3096e-08-1.86402e-07i,3.22361e-07-1.23651e-07i,-6.57668e-07+5.57975e-07i,5.2641e-07-2.79541e-07i,-3.61016e-07-1.28904e-08i
3.68729e-07-3.24596e-07i,-2.2878e-07+3.53757e-07i,-1.3875e-07-4.41983e-07i,4.51528e-07+7.24902e-07i,-1.64939e-07-5.70303e-07i,-1.53157e-07-1.36009e-08i,-2.37892e-08+1.92438e-07i,1.44545e-07-1.32069e-08i,-3.97085e-08-3.05668e-08i,-4.19962e-08+2.52405e-07i,6.86482e-09-9.09715e-07i,-1.39493e-07+1.07624e-06i,4.14496e-07-5.10268e-07i,-3.83918e-07-7.68333e-08i,-1.75455e-08+3.58886e-08i,3.86223e-07+2.80864e-07i,-5.70966e-07-3.11531e-07i,2.69398e-07+7.50984e-07i,3.48171e-07-9.81725e-07i,-3.25434e-07+2.51453e-07i,5.94137e-07+6.63336e-07i,-1.00292e-06-9.96299e-07i,3.41604e-07+4.39955e-07i,-1.88508e-07+1.9444e-07i,6.31797e-07-1.75177e-07i,-1.44103e-08+1.70936e-08i,-1.17998e-06-3.4924e-08i,1.68307e-06-1.46784e-07i,-1.01648e-06+2.26639e-07i,6.60942e-08+1.79565e-07i,-8.55351e-08-7.35896e-07i,4.66428e-07+1.00356e-06i,-1.91495e-07-3.60913e-07i,-8.28388e-08-7.18446e-07i,-4.3691e-08+4.4955e-07i,-2.70043e-07+7.3844e-07i,4.46016e-07-6.6259e-07i,-5.39986e-08-2.25337e-07i,1.86827e-08+3.56094e-07i,-5.89294e-08-2.30931e-07i,1.35943e-07+2.77874e-07i,-1.8539e-07-3.97327e-07i,-2.37753e-07+3.17163e-07i,4.26255e-07+1.35816e-07i,-2.39383e-07-1.19509e-07i,7.26094e-08-1.22853e-07i,-1.01435e-07-6.39677e-09i,4.41424e-07+1.71472e-07i,-2.37012e-07-1.32453e-07i,-5.79112e-07-2.51894e-07i,5.69767e-07+4.21818e-07i,-2.2454e-07+1.40289e-07i,5.55664e-07-6.37279e-07i,-7.8026e-07+6.47899e-07i,4.34385e-07-2.96474e-07i,-2.39007e-07-1.05415e-07i,2.00898e-07+1.10975e-07i,4.08817e-07+3.73983e-08i,-7.09745e-07-3.6303e-07i,4.78658e-07+4.6339e-07i,-6.01603e-07-1.94635e-08i,6.00314e-07-4.13409e-07i,-2.45914e-07+6.0312e-07i,-1.71459e-07-3.71932e-07i,4.47936e-07+8.89007e-08i,-2.77492e-07-8.90058e-08i,5.27038e-09+2.13401e-07i,9.94092e-08-3.37127e-07i,-2.25891e-07+1.05172e-07i,1.60817e-07+2.20044e-07i,2.76543e-07-1.75481e-07i,-4.57437e-07-2.36061e-07i,1.44248e-07+6.3804e-07i,-3.24644e-07-2.13944e-07i,7.75959e-07-3.78691e-07i,-5.57693e-07+1.03506e-08i,1.42744e-07+2.69332e-07i,-1.97125e-08+1.82574e-07i,2.67491e-07-2.8945e-07i,-4.93982e-07-5.5858e-08i,3.64186e-07+2.23644e-07i,-8.80652e-08-2.28086e-07i,-1.72977e-07+9.26786e-08i,5.87712e-07+6.62596e-08i,-1.15935e-06-2.06199e-07i,1.06662e-06+4.48976e-07i,-4.66449e-07-3.93392e-07i,8.8956e-08+1.03669e-08i,1.49925e-07-1.55407e-07i,-7.91324e-08+7.8051e-07i,-3.04414e-07-8.28839e-07i,1.84479e-07+3.08404e-07i,3.38808e-07+8.61237e-08i,-4.41227e-07-2.09285e-07i,3.32751e-07+1.17076e-07i,-2.59006e-07+1.1452e-07i,-2.74755e-07-6.57618e-07i,6.84681e-07+8.18144e-07i,-2.20777e-07+2.2327e-07i,7.17435e-08-8.51434e-07i,-1.8403e-07+4.48055e-07i,-1.35137e-07-1.26984e-07i,1.80262e-07-3.54559e-10i,-1.95652e-07-1.61727e-07i,2.41037e-07+5.33691e-07i,1.27612e-07-4.41001e-07i,-4.08349e-07-1.16017e-07i,1.02231e-07+3.58158e-07i,2.10508e-07-3.47648e-08i,-2.65414e-07-3.45653e-07i,1.97592e-07+3.94689e-07i,1.73278e-07-1.78718e-07i,-8.29366e-09+2.21072e-07i,-4.20877e-07-2.30715e-07i,4.38895e-07-4.42878e-07i,-7.04828e-07+5.34104e-07i,7.77443e-07+4.14904e-08i,-5.13357e-07+1.05408e-07i,4.64476e-07-9.20116e-08i,-3.87304e-07-8.23931e-08i,3.35795e-07-5.88408e-07i,-9.00558e-08+6.93633e-07i,-2.52523e-07-7.92769e-08i,4.24432e-07+1.51664e-07i,-6.2721e-07-3.75125e-07i,6.86287e-07+2.66177e-07i,-5.43428e-07-2.9524e-07i,1.67332e-08+3.25453e-07i
-8.79795e-07-3.33893e-07i,5.40125e-07+1.9391e-07i,-2.04865e-07-3.21325e-07i,-3.15909e-08+1.0096e-07i,4.383e-08+4.81667e-07i,1.13228e-07-4.04237e-07i,-3.29688e-08-1.48877e-07i,-2.66946e-07+1.93656e-07i,8.92918e-08+2.45398e-08i,-5.05012e-08+5.03105e-08i,6.30838e-07+1.37726e-07i,-7.42638e-07-3.58333e-07i,4.39132e-07+2.52109e-07i,-4.22249e-07-1.97369e-07i,4.73783e-07+3.20962e-07i,-4.76697e-07-2.91512e-07i,4.14706e-07+9.70189e-08i,8.11294e-08-3.81494e-07i,-2.82622e-07+6.34973e-07i,-2.05665e-07-7.06932e-08i,-2.08545e-07-4.77008e-07i,6.3423e-07+3.85325e-07i,3.41794e-07-2.86735e-07i,-4.67457e-07+2.09271e-07i,-4.20039e-07-2.26987e-07i,2.68369e-07+3.56271e-07i,6.05037e-07-3.43023e-07i,-1.09831e-06+3.91138e-07i,9.03535e-07-2.36629e-07i,-3.77815e-07+4.1564e-08i,8.57463e-08+5.41501e-07i,-9.93194e-08-1.20058e-06i,3.34066e-07+4.22339e-07i,-4.05402e-07+4.46086e-07i,1.52559e-07-3.01593e-09i,3.9149e-07-5.76447e-07i,-7.70485e-07+4.97108e-07i,3.44783e-07-4.84883e-07i,2.11057e-07+8.65669e-07i,-4.54427e-07-4.73704e-07i,3.13464e-07-3.39755e-07i,-3.90747e-08+4.38777e-07i,3.85547e-08-2.5041e-07i,-1.05785e-07+1.32115e-07i,5.24592e-08-2.36926e-07i,1.58299e-07+5.27363e-07i,-1.25106e-07-4.98179e-07i,-1.68613e-07+3.34917e-08i,-3.51272e-08+3.33207e-07i,5.96592e-07-2.09634e-08i,-2.68123e-07-2.08794e-07i,-2.07194e-07-2.71117e-07i,-2.91444e-07+4.69479e-07i,6.66934e-07-3.61446e-07i,-2.80108e-07+2.88292e-07i,-4.35515e-08-7.45534e-09i,-8.7967e-08-1.29822e-07i,-3.24672e-07-8.70051e-08i,9.43906e-07+2.23532e-07i,-7.62632e-07+2.968e-07i,3.18183e-07-8.82285e-07i,1.73957e-08+8.25871e-07i,-2.59178e-07-5.91433e-07i,4.2789e-07+4.21133e-07i,-3.04007e-07-2.5399e-07i,-3.59355e-07-1.92109e-08i,8.53993e-07-5.44996e-09i,-7.69327e-07+4.69983e-07i,6.06379e-07-2.7986e-07i,-1.10831e-07-7.76895e-08i,-6.55319e-07-2.03564e-07i,3.31423e-07+3.33504e-07i,4.30413e-07-2.13601e-07i,-1.33989e-08-1.43922e-07i,-6.4943e-07+4.36711e-07i,5.19702e-07-6.72529e-09i,-1.75709e-07-2.75389e-07i,1.01783e-08-1.17836e-07i,5.06472e-08+1.20981e-07i,2.82317e-07+3.75509e-07i,-6.05021e-07-4.48769e-07i,1.9359e-07+1.08507e-07i,2.21257e-07+3.29777e-07i,-2.02379e-07-4.42725e-07i,6.08801e-07+7.07017e-08i,-1.26153e-06+9.11178e-08i,1.19342e-06-3.6893e-07i,-5.5577e-07+7.98344e-07i,-3.58872e-10-4.25308e-07i,-4.5405e-08-3.16455e-07i,4.32604e-07+5.30959e-07i,-3.24468e-07-3.17646e-07i,-1.55781e-08+3.64401e-08i,-1.5498e-07+3.65046e-07i,5.64335e-07-5.19956e-07i,-7.46688e-07+2.94161e-07i,9.72814e-07+2.01748e-07i,-8.50785e-07-6.09499e-07i,5.33017e-08+2.94449e-07i,2.0135e-07+7.34339e-08i,-8.94897e-08-8.12196e-08i,4.75197e-07-1.40598e-07i,-6.09157e-07+3.32734e-07i,3.29126e-07+1.22089e-08i,1.23446e-07-5.14759e-07i,-3.75622e-07+5.89485e-07i,1.59328e-07-1.29693e-07i,3.00135e-08-2.34547e-07i,-1.67716e-09-4.53048e-09i,9.89519e-08-8.32375e-08i,-1.26758e-07+4.67748e-07i,8.56273e-08-3.57417e-07i,-4.86524e-07+2.54924e-07i,3.88585e-07-3.20423e-07i,-1.35636e-07+5.01548e-07i,5.2863e-07-3.71123e-07i,-6.50794e-07-2.57434e-08i,8.02281e-07-9.06138e-08i,-1.02045e-06-2.56668e-07i,7.44863e-07+5.93739e-07i,-2.97793e-07+2.67898e-07i,-3.63298e-07-6.73573e-07i,6.16106e-07+8.28687e-08i,-4.38341e-07+3.3988e-07i,5.63142e-07-1.51421e-07i,-4.13195e-07-2.46573e-07i,-1.67333e-07+1.86451e-07i,7.69093e-07+2.35977e-07i
3.57947e-07+4.53293e-07i,-8.68345e-08-4.57744e-07i,2.3916e-07+4.92409e-07i,-8.21544e-08-2.044e-07i,1.55399e-07-2.19612e-07i,-4.69635e-07+1.3877e-07i,3.16022e-07+5.13334e-07i,1.64565e-07-7.93188e-07i,-2.2457e-07+7.42949e-07i,-6.82276e-08-1.07897e-06i,-1.24471e-08+1.18889e-06i,2.78078e-07-8.3269e-07i,-4.44915e-07+4.07538e-07i,2.62055e-07+1.33924e-08i,2.01624e-07-3.08951e-07i,-9.73648e-08+6.34915e-08i,-2.26838e-07+3.07895e-07i,1.03701e-07-6.33926e-08i,-5.62164e-08-4.28718e-08i,2.35476e-07-3.65733e-07i,-3.02654e-08+3.82542e-07i,-9.8711e-08-2.7169e-07i,-5.07583e-07+5.14322e-07i,5.32223e-07-4.37457e-07i,2.22161e-08+5.25125e-07i,-3.90601e-09-8.5322e-07i,-1.73449e-07+9.11304e-07i,3.84099e-07-5.74061e-07i,-6.03858e-07-3.57003e-07i,5.55216e-07+7.53718e-07i,-2.72335e-07-5.17728e-07i,-1.49615e-08+2.32103e-07i,-2.65334e-08+3.44309e-07i,-3.34675e-08-3.18898e-07i,3.4113e-07-3.53744e-07i,-4.04679e-07+5.02777e-07i,3.0972e-07-3.71573e-07i,-1.62934e-07+6.99625e-07i,-1.63747e-07-8.77314e-07i,5.97375e-07+1.7046e-07i,-6.41755e-07+5.26565e-07i,1.88124e-07-3.48698e-07i,2.96827e-07+1.90028e-07i,-2.85459e-07-3.70934e-07i,9.81158e-08+1.49326e-07i,-1.22705e-07-1.84069e-07i,-9.73082e-08+5.9174e-07i,5.82943e-08-3.90303e-07i,6.0625e-07+1.58879e-07i,-1.08541e-06-5.175e-07i,5.64154e-07+4.52126e-07i,2.36079e-07-6.31335e-08i,-3.27647e-07+2.74171e-07i,2.8173e-07-2.69293e-07i,-5.56935e-07-2.92601e-07i,7.06658e-07+3.69807e-07i,-3.23565e-07+2.14751e-07i,2.03596e-07-2.58122e-07i,-4.55302e-07+2.83379e-07i,2.88619e-07-1.01174e-06i,2.31161e-07+9.61197e-07i,-5.49804e-07-3.82648e-07i,4.56772e-07+6.99646e-08i,-4.47891e-07-2.20137e-09i,1.26578e-07+3.01916e-07i,7.16525e-07-2.47234e-07i,-1.03581e-06+2.79243e-07i,8.33276e-07-8.98408e-07i,-5.00113e-07+5.59116e-07i,-4.90107e-07+1.58639e-07i,1.27436e-06+1.28312e-07i,-7.93536e-07-9.87892e-08i,3.31024e-07-3.84959e-07i,-2.97813e-07+4.27657e-07i,8.89359e-08-3.39723e-07i,1.29811e-07+6.64547e-08i,-3.04363e-08+2.05689e-07i,-2.95664e-07+5.47469e-08i,8.14112e-08-1.01635e-07i,-4.32002e-08-4.44629e-07i,4.05808e-07+5.40281e-07i,-6.90897e-08-4.10703e-08i,-5.69245e-08-3.51449e-07i,-5.72886e-07+3.16969e-07i,5.12658e-07+2.2262e-07i,4.80359e-07-5.92894e-07i,-6.83748e-07+8.09287e-07i,-6.50661e-09-1.17011e-06i,2.01792e-07+8.26974e-07i,5.35955e-08+2.6201e-08i,-3.55189e-07-1.69428e-07i,6.08984e-07-5.4448e-08i,-7.1067e-07-5.48436e-08i,7.57706e-07-2.0517e-07i,-6.07305e-07+4.11386e-07i,5.60242e-07-8.63039e-08i,-6.98104e-07-3.16283e-07i,4.54094e-07+5.49673e-07i,-1.17688e-08-4.88831e-07i,-2.13759e-07+5.22205e-07i,3.59757e-07-2.81937e-07i,-6.00868e-07-7.49397e-08i,5.22575e-07-1.3162e-07i,-1.13228e-07+3.88783e-07i,-2.91286e-08-1.6553e-07i,-9.4816e-08-3.39508e-07i,2.04873e-07+2.04545e-07i,-1.74267e-07+2.92366e-07i,-1.69819e-07-1.9075e-07i,5.49594e-07+1.97973e-07i,-4.90131e-07-4.06606e-07i,-3.74906e-07+2.23829e-07i,1.03148e-06-1.40718e-07i,-3.85119e-07+3.50023e-08i,6.03596e-08+1.56694e-07i,-3.07338e-07+7.50061e-08i,1.6644e-07-2.17561e-07i,-3.5257e-07-1.48656e-07i,5.10762e-07+6.47963e-07i,-3.10236e-07-5.36612e-07i,7.1321e-08-8.92512e-08i,2.55151e-07+2.46622e-07i,-1.04238e-07+2.84091e-07i,-2.44317e-08-7.4161e-07i,-8.32042e-08+6.13588e-07i,-2.49137e-07-5.03129e-07i,6.96448e-07+6.48998e-07i,-8.2283e-07-6.16893e-07i
-1.95187e-07+3.94216e-08i,3.13923e-08+3.03745e-07i,-2.84894e-07-1.54024e-07i,2.63666e-08-4.07739e-07i,1.03556e-07+2.96074e-07i,1.40312e-07+2.14485e-07i,-1.75298e-07-5.64665e-07i,-2.41068e-08+3.6145e-07i,1.32578e-07-2.90768e-07i,1.87336e-07+8.47303e-07i,-4.37359e-07-1.27685e-06i,4.41852e-07+1.12322e-06i,-4.10565e-07-5.61895e-07i,5.86729e-07+3.27809e-07i,-7.88829e-07-4.09519e-07i,4.72827e-07+3.50882e-07i,-8.22012e-08-2.23484e-07i,-1.96502e-07+3.02576e-07i,6.82766e-08-8.31122e-07i,3.70008e-07+9.17306e-07i,-1.8561e-07-3.05099e-07i,-2.42122e-07+1.86834e-07i,5.19215e-07-3.68882e-07i,-5.05732e-07+2.31832e-07i,4.14247e-07-1.71624e-07i,-4.36124e-07+3.90042e-07i,1.69271e-07-9.41616e-07i,-2.39763e-07+7.41299e-07i,5.78699e-07+7.99236e-07i,-5.34302e-07-1.50144e-06i,4.38403e-07+6.37527e-07i,-3.35794e-07-4.82523e-08i,3.65626e-08-1.1466e-07i,2.52792e-07+2.95569e-07i,-2.33116e-07+2.00662e-07i,-1.10364e-07-6.03808e-07i,3.22752e-07+3.145e-07i,-2.10882e-07-1.90652e-07i,1.40735e-07-7.09398e-08i,-4.25542e-07+5.08039e-07i,7.12206e-07-5.08284e-07i,-4.07976e-07+3.75813e-07i,-2.8939e-07-2.64616e-07i,5.34346e-07-4.5781e-08i,-2.97012e-07+4.03463e-07i,-1.61098e-08-3.98344e-07i,3.09388e-07+1.09666e-07i,-1.78337e-08+2.08018e-07i,-5.82779e-07-5.42881e-07i,7.28732e-07+7.44458e-07i,-4.65366e-07-4.97928e-07i,8.14685e-09+3.40623e-07i,6.04404e-07-4.43677e-07i,-7.36501e-07+2.86117e-08i,4.03093e-07+5.46883e-07i,-6.12808e-07-3.94163e-07i,7.45689e-07-4.2054e-07i,-1.45274e-07+6.52462e-07i,-3.38665e-07-4.93866e-07i,9.27977e-08+4.25894e-07i,-1.17223e-07+8.07195e-08i,6.45019e-07-1.80158e-07i,-4.7579e-07-8.81762e-08i,4.19078e-08-4.06609e-08i,2.643e-07-7.56489e-08i,-6.35706e-07+6.3375e-07i,4.48646e-07-1.03485e-06i,-1.3399e-07+1.0696e-06i,6.86761e-09-2.95025e-07i,8.54279e-07-6.46552e-07i,-1.42324e-06+4.59201e-07i,1.00333e-06-1.16795e-07i,-6.10938e-07+4.79983e-07i,-5.36308e-08-5.74288e-07i,4.51972e-07+1.71622e-07i,-8.38518e-08+1.83497e-07i,-2.02276e-07-3.10325e-07i,4.73505e-08+1.41536e-08i,5.7851e-07+1.46945e-07i,-7.55135e-07+2.75943e-07i,2.11019e-07-3.85029e-07i,5.38471e-08+1.54007e-07i,-2.21857e-07-9.95743e-08i,6.68594e-07+1.12382e-07i,-6.81622e-07-2.60754e-07i,1.60079e-07+3.35334e-07i,-6.67103e-08-7.19368e-08i,3.60973e-07+2.71876e-07i,-2.7677e-07-8.22283e-07i,2.98174e-07+5.75164e-07i,-3.84894e-07-3.45579e-07i,-2.90438e-08+2.80702e-07i,6.29027e-07+8.13382e-08i,-8.05112e-07+1.54056e-07i,2.51604e-07-3.95541e-07i,1.24693e-07-4.63229e-08i,-1.18612e-07+5.59191e-07i,3.36691e-07-5.77869e-07i,-6.03854e-07+3.77242e-07i,7.53894e-07-6.30813e-07i,-5.33096e-07+4.19023e-07i,3.29375e-07+2.72968e-07i,-4.22698e-07-1.63362e-07i,2.22839e-07-4.87621e-07i,-2.10259e-07+6.94108e-07i,3.86995e-07-1.30658e-07i,-1.86122e-07-2.38719e-07i,1.17289e-07+1.37386e-07i,9.29856e-08-1.37152e-07i,-4.94775e-07+9.6504e-08i,2.96655e-07-1.07805e-07i,3.49792e-07+1.05262e-07i,-6.60934e-07-1.08166e-07i,2.28546e-07+5.07853e-07i,2.20076e-07-6.46152e-07i,-2.17408e-07+1.14204e-07i,1.70991e-07+1.88344e-07i,-3.19579e-07+1.5532e-07i,5.83471e-07-2.38609e-07i,-3.09035e-07-2.54118e-07i,-1.04924e-07+4.70128e-07i,2.12858e-07-2.43077e-07i,-4.01832e-07-1.74766e-07i,1.54133e-07+3.72065e-07i,9.91922e-08-4.51755e-07i,1.00988e-07+8.44883e-07i,-3.72054e-07-1.01296e-06i,5.47292e-07+4.19759e-07i
1.87212e-07+5.18764e-08i,-3.13967e-07-3.79615e-07i,4.56405e-07+6.94784e-08i,-8.97438e-08+4.24947e-07i,-4.81414e-07-3.69718e-07i,7.53252e-07-6.32742e-08i,-5.67689e-07+1.26784e-07i,1.65214e-07+4.25553e-07i,3.05937e-07-5.52254e-07i,-5.06638e-07-3.00619e-09i,1.50001e-07+5.74249e-07i,-1.91386e-07-8.62327e-07i,6.408e-07+7.85719e-07i,-7.87498e-07-6.39442e-07i,6.64639e-07+6.57021e-07i,-2.96457e-07-4.33601e-07i,1.24746e-07+5.79776e-08i,-1.87732e-07-3.55018e-07i,3.6292e-07+1.10856e-06i,-5.43289e-07-8.06845e-07i,1.6391e-07-4.79398e-08i,4.13418e-07+1.01695e-07i,-4.49981e-07+4.58347e-08i,3.33762e-07-6.11719e-08i,-5.05428e-07-1.75592e-08i,3.4061e-07+7.81526e-08i,1.50347e-07+2.2571e-07i,-8.34426e-08-9.20107e-08i,-2.12351e-07-9.69672e-07i,1.47613e-07+1.21504e-06i,-5.96173e-08-1.81429e-07i,-2.80614e-08+2.63882e-08i,3.20916e-08-2.31251e-07i,1.46073e-07-3.57784e-07i,-3.01382e-07+3.14248e-07i,5.3984e-07+1.60966e-08i,-6.69099e-07+2.51605e-07i,5.56749e-07-3.7058e-07i,-4.08128e-07+5.92469e-07i,4.11793e-07-7.48646e-07i,-6.4259e-07+3.74522e-07i,4.6227e-07-3.41704e-07i,3.09925e-07+2.70626e-07i,-6.12831e-07+2.79042e-07i,3.77554e-07-3.74725e-07i,-1.42073e-07+4.68833e-07i,-6.97637e-08-6.98837e-07i,8.77149e-08+1.18184e-07i,-1.3402e-08+4.20584e-07i,3.40302e-08-5.11661e-07i,3.39025e-09+5.29025e-07i,-1.13695e-07-4.19371e-07i,-1.09534e-07+2.96788e-07i,-6.52394e-08+2.01722e-07i,5.81369e-07-6.23515e-07i,-6.53084e-08+2.03419e-07i,-4.00275e-07+3.2624e-07i,-1.98259e-07-3.1692e-07i,7.05372e-07+1.15327e-07i,-3.59135e-07+4.29225e-07i,8.06384e-08-7.68821e-07i,-3.79326e-07+2.88967e-07i,2.25156e-07+1.32629e-07i,4.27124e-07-1.36269e-07i,-8.32891e-07+2.91906e-07i,8.44725e-07-9.58885e-07i,-4.08111e-07+1.27745e-06i,-1.94308e-07-7.5951e-07i,4.60182e-07+5.75046e-08i,-6.71189e-07+4.81061e-07i,7.73249e-07-5.78368e-07i,-4.67154e-07+3.40975e-07i,-1.70158e-07-5.15637e-07i,9.34698e-07+7.67235e-07i,-7.81913e-07-3.17612e-07i,2.74413e-08-1.73181e-07i,9.76378e-08+1.8841e-07i,3.77564e-07+6.23014e-08i,-8.53252e-07-1.31557e-07i,8.17745e-07+3.38617e-08i,-5.45463e-07-1.40341e-07i,3.29044e-07+2.3466e-09i,6.30047e-08+2.27752e-07i,-1.91534e-07-1.27044e-07i,-5.96258e-08-1.27882e-07i,2.45879e-08+3.52329e-07i,2.57809e-07-5.65207e-07i,-3.68176e-07+1.69868e-07i,1.16474e-07+4.97369e-07i,-2.35398e-07-4.10998e-07i,7.89126e-07+3.88226e-07i,-6.59587e-07-3.36041e-07i,-9.65671e-08+1.20984e-07i,4.6925e-07-4.02009e-07i,-2.42917e-07+4.99152e-07i,-1.40304e-07-2.20835e-07i,8.13876e-07+2.01123e-09i,-1.37201e-06-1.07909e-07i,1.21532e-06+3.03348e-07i,-6.73042e-07+7.18858e-08i,-5.06994e-08-2.08626e-07i,3.08558e-07-1.35394e-07i,1.77658e-07+1.3495e-07i,-2.31146e-07+2.59786e-07i,4.56396e-08-6.29076e-07i,-2.68555e-07+3.78737e-07i,2.37018e-08+1.17123e-07i,1.98786e-07-6.66681e-07i,1.36924e-07+9.33861e-07i,-3.73084e-07-4.19924e-07i,5.00889e-07+1.37117e-07i,-1.86132e-07-9.86003e-08i,-2.01448e-07-5.25168e-08i,2.51568e-07-7.33094e-09i,-5.92006e-07-1.9887e-07i,6.87175e-07+1.35814e-07i,-2.72666e-07+5.26291e-07i,4.36704e-07-5.80065e-07i,-9.8133e-07-3.99208e-08i,6.53643e-07+6.57351e-07i,6.51983e-08-9.37938e-07i,-3.67607e-07+5.54337e-07i,3.955e-07-7.73155e-08i,-6.40109e-08-1.28105e-07i,-3.11149e-07+4.9763e-07i,2.02924e-07-6.21439e-07i,1.95106e-07+4.38012e-07i,-3.15413e-07-1.01746e-07i
