-3.98741e-08+0i,5.10657e-08+3.44585e-08i,-6.23313e-08-3.463e-08i,3.56775e-08-3.36299e-08i,3.36215e-08+5.20127e-08i,-7.74603e-08-4.69186e-08i,5.7687e-08+5.12835e-08i,-7.43538e-08-6.11707e-08i,1.01418e-07+3.31479e-08i,-5.53841e-08+2.99661e-08i,2.37217e-08+1.7505e-09i,-9.36583e-09-8.23713e-08i,-1.32253e-08+3.29948e-08i,1.63226e-08+8.74583e-08i,6.07724e-09-4.03813e-08i,-1.0151e-07-4.69378e-08i,1.57654e-07+5.9915e-09i,-7.55325e-08+2.61085e-08i,-2.87021e-08-2.30324e-08i,8.24357e-08+3.80692e-08i,-6.46324e-08-1.06709e-07i,6.87246e-09+1.30097e-07i,-2.91207e-09-4.02521e-08i,6.24483e-08-5.02462e-09i,-1.10525e-07+7.20347e-09i,1.17602e-07-2.54632e-08i,-1.13554e-07-1.49671e-09i,7.7068e-08+6.69117e-08i,-3.92723e-09-6.2771e-08i,-2.58388e-08+3.99723e-08i,1.62794e-08-6.37223e-08i,-1.27958e-08+1.11281e-08i,4.77154e-11+7.37921e-08i,-3.93327e-09-6.76692e-08i,3.70306e-08+4.2578e-09i,-2.12765e-08+7.48829e-08i,-2.04606e-08-7.7518e-08i,3.48445e-08-5.26572e-09i,-5.38039e-08+2.57532e-09i,3.94389e-08-1.29703e-08i,-2.60257e-08+5.05421e-08i,4.77085e-08+2.59656e-08i,-3.27707e-09-3.74766e-08i,-4.47267e-08-6.57809e-09i,1.33885e-08-1.53491e-08i,2.9157e-08+3.16629e-08i,-5.69161e-08-2.50208e-08i,5.5883e-08-4.07911e-09i,-1.91158e-08+4.17747e-08i,1.70723e-08-1.10043e-07i,-3.64253e-08+1.57107e-07i,-8.93452e-09-1.12035e-07i,6.58683e-08+6.44322e-08i,-5.75448e-08-1.35619e-08i,-1.81187e-08+3.72684e-09i,7.41132e-08-5.53372e-08i,-2.12563e-08+4.86457e-08i,-2.83125e-08-7.67774e-09i,-2.18809e-08-4.10501e-09i,7.51055e-08-6.18697e-09i,-6.18942e-08-3.37521e-08i,6.10283e-09+1.13612e-07i,5.97234e-08-8.51652e-08i,-7.00996e-08-9.5126e-09i,4.9108e-08+0i,-7.00996e-08+9.5126e-09i,5.97234e-08+8.51652e-08i,6.10283e-09-1.13612e-07i,-6.18942e-08+3.37521e-08i,7.51055e-08+6.18697e-09i,-2.18809e-08+4.10501e-09i,-2.83125e-08+7.67774e-09i,-2.12563e-08-4.86457e-08i,7.41132e-08+5.53372e-08i,-1.81187e-08-3.72684e-09i,-5.75448e-08+1.35619e-08i,6.58683e-08-6.44322e-08i,-8.93452e-09+1.12035e-07i,-3.64253e-08-1.57107e-07i,1.70723e-08+1.10043e-07i,-1.91158e-08-4.17747e-08i,5.5883e-08+4.07911e-09i,-5.69161e-08+2.50208e-08i,2.9157e-08-3.16629e-08i,1.33885e-08+1.53491e-08i,-4.47267e-08+6.57809e-09i,-3.27707e-09+3.74766e-08i,4.77085e-08-2.59656e-08i,-2.60257e-08-5.05421e-08i,3.94389e-08+1.29703e-08i,-5.38039e-08-2.57532e-09i,3.48445e-08+5.26572e-09i,-2.04606e-08+7.7518e-08i,-2.12765e-08-7.48829e-08i,3.70306e-08-4.2578e-09i,-3.93327e-09+6.76692e-08i,4.77154e-11-7.37921e-08i,-1.27958e-08-1.11281e-08i,1.62794e-08+6.37223e-08i,-2.58388e-08-3.99723e-08i,-3.92723e-09+6.2771e-08i,7.7068e-08-6.69117e-08i,-1.13554e-07+1.49671e-09i,1.17602e-07+2.54632e-08i,-1.10525e-07-7.20347e-09i,6.24483e-08+5.02462e-09i,-2.91207e-09+4.02521e-08i,6.87246e-09-1.30097e-07i,-6.46324e-08+1.06709e-07i,8.24357e-08-3.80692e-08i,-2.87021e-08+2.30324e-08i,-7.55325e-08-2.61085e-08i,1.57654e-07-5.9915e-09i,-1.0151e-07+4.69378e-08i,6.07724e-09+4.03813e-08i,1.63226e-08-8.74583e-08i,-1.32253e-08-3.29948e-08i,-9.36583e-09+8.23713e-08i,2.37217e-08-1.7505e-09i,-5.53841e-08-2.99661e-08i,1.01418e-07-3.31479e-08i,-7.43538e-08+6.11707e-08i,5.7687e-08-5.12835e-08i,-7.74603e-08+4.69186e-08i,3.36215e-08-5.20127e-08i,3.56775e-08+3.36299e-08i,-6.23313e-08+3.463e-08i,5.10657e-08-3.44585e-08i
8.61136e-08+4.55311e-08i,-1.48351e-07-4.24385e-08i,1.15545e-07+6.4423e-08i,-4.92135e-08-7.10519e-08i,6.18797e-09+5.08231e-08i,6.63747e-08-5.03201e-08i,-1.11247e-07-6.66844e-09i,5.5376e-08+7.9605e-08i,-1.18697e-08-8.23878e-08i,2.08544e-08+3.1661e-08i,-1.40698e-08+1.59956e-08i,-2.88059e-08+1.78431e-09i,8.29366e-08+2.8681e-08i,-5.86696e-08-1.66044e-07i,-2.38625e-09+1.4523e-07i,3.74182e-08-2.90073e-08i,-4.74927e-08+1.23738e-08i,1.2903e-08+1.28128e-09i,1.90739e-08-5.10741e-08i,-4.61238e-08+9.24286e-08i,6.20474e-08-3.55996e-08i,-9.64901e-09-8.73879e-09i,-2.28061e-08-2.95556e-08i,-2.19938e-08+1.57446e-08i,7.85521e-08+4.41968e-09i,-1.03499e-07-1.6917e-08i,8.57534e-08+2.74744e-08i,-2.60608e-08-2.54449e-08i,-5.73176e-08+4.80851e-08i,5.95479e-08-6.65842e-08i,2.08647e-08+3.73819e-08i,-8.10003e-08+3.32852e-08i,9.20598e-08-6.86322e-08i,-7.08332e-08+1.99851e-08i,4.27562e-08+3.30686e-08i,-1.84321e-08-2.22875e-08i,1.99832e-08+9.783e-10i,-2.41274e-08+1.84522e-08i,1.98362e-08-1.19726e-08i,-5.56558e-08-9.0358e-09i,4.57063e-08-2.03886e-08i,2.76971e-08+1.64766e-08i,-6.55734e-08+3.19947e-08i,8.60333e-08-3.99314e-08i,-8.63659e-08+1.91548e-08i,2.64245e-08+1.10891e-08i,7.77471e-08-3.15264e-08i,-1.03556e-07+2.27844e-08i,4.19502e-08-9.61835e-09i,-8.25827e-08+4.63565e-08i,1.42824e-07-7.63402e-08i,-3.96943e-08+3.65119e-08i,-3.62976e-08-3.69121e-08i,-1.06265e-08+3.09776e-08i,3.5684e-08-3.40549e-09i,-3.34808e-08+4.07848e-08i,2.31607e-09-7.08857e-08i,1.47108e-08+3.81844e-08i,1.16801e-08+4.73796e-08i,-2.58273e-08-6.61185e-08i,2.35094e-08+5.77286e-08i,2.88565e-08-1.21782e-07i,-5.18313e-08+9.53292e-08i,-6.30969e-09+1.85782e-08i,8.53885e-09-7.63615e-08i,8.43564e-09+7.95089e-08i,3.21023e-08-6.88249e-08i,-6.28318e-08+5.84645e-08i,6.38951e-08+1.86242e-08i,-2.17347e-08-7.74e-08i,-1.44214e-08-2.5908e-08i,-1.08385e-08+9.10695e-08i,6.34946e-08+5.31757e-09i,-9.87387e-08-5.50292e-08i,4.40333e-08+1.54979e-08i,3.89143e-08-2.72159e-08i,-5.53371e-08+8.36223e-08i,4.45489e-08-1.05966e-07i,-4.18196e-08+1.13157e-07i,2.55867e-08-1.14624e-07i,2.50134e-08+5.12052e-08i,-4.30889e-08+5.35558e-08i,2.85937e-08-6.78369e-08i,-3.12441e-08-9.51248e-10i,2.33283e-08+3.28122e-08i,-1.95192e-08-1.14647e-08i,5.81381e-08-7.07447e-08i,-8.51463e-08+7.8427e-08i,5.69758e-08+3.27826e-08i,-2.12652e-08-5.42521e-08i,1.30167e-08+4.60966e-08i,-5.55043e-08-9.72584e-09i,9.7792e-08-9.80343e-08i,-3.01306e-08+9.40659e-08i,-4.44155e-08-2.74185e-08i,3.92187e-08-3.31924e-08i,-4.78665e-08+3.73797e-08i,6.9265e-08+7.19488e-08i,-4.55655e-08-1.24962e-07i,-3.02145e-08+3.58543e-08i,7.5635e-08-2.26418e-09i,-8.81829e-08+6.54591e-08i,1.05455e-07-2.48643e-08i,-9.24844e-08-2.49416e-08i,9.57118e-08+7.31429e-09i,-9.95777e-08-4.31175e-09i,4.21649e-08-6.98209e-08i,2.45511e-08+1.67983e-07i,-4.04098e-08-1.51384e-07i,1.48073e-08+7.54241e-08i,1.81516e-08-3.21412e-08i,2.60265e-08+4.07204e-08i,-1.01903e-07-3.49432e-08i,4.01085e-08-2.08485e-08i,9.25152e-08-7.44264e-09i,-1.06165e-07+5.51182e-08i,1.91248e-08+5.07778e-08i,1.99474e-08-1.27539e-07i,-1.57408e-08+5.41769e-08i,2.51477e-08+8.78254e-09i,-2.53975e-08-8.64759e-09i,-1.10211e-08+1.38896e-08i,3.32172e-08-2.8844e-08i,-5.57282e-09+1.9788e-08i,1.6e-08+5.8371e-08i,-5.07955e-08-1.21309e-07i,3.50831e-08+2.39312e-08i,-2.51784e-08+1.67347e-08i
-1.32414e-07+5.08819e-08i,1.38815e-07-6.29072e-08i,-6.46111e-08+4.8631e-08i,6.31252e-08+4.69159e-08i,-1.00881e-07-1.36846e-07i,4.3837e-08+1.46702e-07i,5.81167e-08-6.03268e-08i,-2.67603e-08-2.06418e-08i,-1.63523e-08+6.48769e-08i,-3.04285e-08-5.82979e-08i,-9.1722e-09-2.43069e-08i,8.12168e-08+4.41987e-08i,-1.19605e-07-7.29609e-08i,1.22912e-07+1.90599e-07i,-7.63283e-08-1.55248e-07i,3.44146e-08+3.17721e-08i,-2.02778e-08-1.88386e-09i,7.27039e-09-3.42683e-11i,4.03558e-08+4.48671e-08i,-4.59841e-08-9.70501e-08i,-3.85257e-09+5.78486e-08i,-2.60846e-09-2.69242e-08i,-5.14873e-09+5.9015e-08i,5.05561e-08-4.65319e-08i,-5.75737e-08-1.90142e-08i,4.92756e-08+7.27062e-08i,-1.80631e-08-2.41173e-08i,-3.6382e-08-7.86342e-08i,1.04627e-07+6.83912e-08i,-1.07958e-07+1.79377e-08i,-2.52165e-08+1.38606e-08i,1.39016e-07-1.07476e-07i,-1.03407e-07+1.17775e-07i,6.45112e-08-3.90399e-08i,-8.59954e-08-4.4659e-08i,7.4857e-08+4.0786e-08i,-6.13928e-08-7.84958e-09i,2.6852e-08-1.70701e-08i,4.54458e-08+1.70976e-08i,-2.16852e-08+3.64527e-08i,8.64996e-09-2.35115e-08i,-7.67659e-08-4.18209e-08i,7.62269e-08+3.21448e-08i,-4.60328e-08+1.49406e-08i,6.17413e-08-4.70845e-08i,-8.41644e-08+1.22116e-08i,7.4364e-10+4.72377e-08i,6.20638e-08-2.96269e-08i,-1.40413e-08-6.09276e-10i,5.53165e-08-4.32585e-08i,-1.08638e-07+7.7414e-08i,2.08122e-08-2.03706e-08i,2.71461e-08-1.47246e-09i,4.19108e-08+2.20295e-09i,-4.60263e-08-2.29648e-08i,2.29856e-09-2.96505e-08i,-3.65392e-08+5.87593e-08i,6.85379e-08+7.05576e-09i,-2.43745e-10-7.65841e-08i,-4.33239e-08+7.21063e-08i,4.84617e-08-5.8489e-08i,-1.02221e-07+6.59307e-08i,5.18914e-08-3.21855e-08i,5.85219e-08+2.00337e-09i,-7.03683e-08+4.84712e-08i,9.46754e-08-7.71327e-08i,-1.2321e-07+3.06103e-08i,7.81578e-08-1.54831e-08i,-1.24707e-08-2.7084e-08i,-3.42974e-08+6.86451e-08i,1.31206e-08+3.58698e-08i,4.59157e-08-1.1193e-07i,-6.88433e-08+8.01154e-08i,6.24416e-08-6.09065e-08i,-1.2308e-08+2.18903e-08i,-3.88614e-08+1.41165e-08i,4.14071e-08-5.05928e-08i,-2.27513e-08+6.30983e-08i,7.07732e-09-3.4591e-08i,-2.50711e-08+7.50209e-08i,3.50451e-08-5.77947e-08i,-9.15879e-09-3.79406e-08i,-1.6605e-08-9.47361e-09i,3.3667e-09+1.28554e-07i,3.9172e-08-1.0667e-07i,-3.85341e-08-3.32234e-08i,-2.7044e-09+1.48905e-07i,5.16298e-08-1.45363e-07i,-7.12155e-08+3.49865e-08i,1.86265e-08+5.52872e-08i,1.17243e-08-7.46115e-08i,4.24745e-08+4.28576e-08i,-8.10668e-08-6.45258e-09i,5.3525e-08-1.69144e-09i,-9.44687e-09+3.58085e-08i,-2.62995e-08-3.39463e-08i,6.36706e-08+3.03611e-08i,-6.84555e-08-1.11711e-07i,-1.62189e-08+1.51422e-07i,1.07445e-07-6.39129e-08i,-8.07729e-08-1.60244e-08i,4.75138e-08-2.25672e-08i,-6.415e-08+2.80261e-08i,5.864e-08-8.6571e-09i,-7.60643e-08-6.93668e-09i,1.04038e-07+5.01934e-08i,-6.86162e-08-2.43338e-08i,-2.91975e-08-1.59507e-08i,8.28342e-08+2.56835e-08i,-3.86056e-08-9.82746e-09i,-2.77764e-08-2.07586e-08i,3.07311e-08+1.94614e-08i,-5.49576e-09+4.32058e-09i,1.57204e-08+1.32165e-09i,-6.97066e-08-5.88683e-09i,1.15058e-07-2.89851e-08i,-5.70588e-08-2.69931e-09i,-6.05398e-09+7.31664e-08i,1.1397e-08-5.86863e-08i,1.46627e-08-1.19573e-08i,-4.76925e-08+2.384e-08i,3.62747e-08+1.3235e-08i,-6.30653e-08+2.60676e-08i,9.51642e-08-4.76739e-08i,-6.96816e-08-1.43575e-08i,5.91946e-08+5.59426e-08i,-4.68342e-08+4.27353e-09i,5.85243e-08-6.96104e-08i
1.36582e-07-1.2093e-07i,-8.13918e-08+7.83701e-08i,9.50705e-09-7.2232e-08i,-6.15253e-08+5.15237e-09i,1.16819e-07+9.63566e-08i,-1.08308e-07-7.82586e-08i,5.78589e-09+1.64878e-08i,4.76425e-08-5.01837e-09i,-3.84249e-08-2.28429e-08i,1.00994e-07+2.9739e-08i,-9.72437e-08+3.85119e-08i,3.86119e-08-5.61826e-08i,-1.10058e-08+5.19829e-08i,-2.89157e-08-1.06903e-07i,4.81881e-08+7.83502e-08i,-2.01218e-08+5.83173e-09i,-2.51131e-08+3.0651e-09i,5.38544e-08-4.84238e-08i,-5.33683e-08+4.5326e-08i,1.81583e-08+9.85225e-09i,2.61477e-08-4.49863e-08i,-2.12112e-08+5.54682e-08i,5.23933e-08-9.72063e-08i,-1.07107e-07+7.49508e-08i,6.48456e-08+4.26839e-08i,-1.17055e-08-9.64215e-08i,3.63717e-09+7.59427e-09i,7.47818e-09+9.38724e-08i,-7.59393e-08-7.71232e-08i,9.22578e-08-3.34612e-10i,3.82017e-08-3.56914e-08i,-1.12603e-07+1.45565e-07i,5.95211e-08-1.49752e-07i,-3.18612e-08+5.5274e-08i,4.85393e-08+4.62444e-08i,-3.85333e-08-8.45882e-08i,2.39739e-08+4.73948e-08i,-2.92878e-08-3.00257e-08i,-3.36823e-08+6.1937e-08i,8.98842e-08-7.28435e-08i,-6.68925e-08+2.91185e-08i,6.70779e-08+3.33095e-08i,-8.54967e-08-7.26958e-08i,3.28026e-08+7.73331e-08i,4.33073e-08-1.54781e-08i,-1.46063e-08+6.83312e-09i,-1.9539e-08-9.11527e-08i,5.06202e-08+7.64172e-08i,-9.23821e-08-1.40422e-08i,5.06334e-08+5.01837e-08i,-2.3572e-08-1.0451e-07i,3.27329e-08+9.36048e-08i,-4.67685e-09-5.013e-08i,-4.66447e-08+1.91952e-08i,3.63292e-08-3.22903e-09i,8.77914e-09+4.76414e-09i,6.52304e-08+1.93407e-09i,-1.43439e-07-3.64961e-08i,8.21352e-08+4.46546e-08i,-3.86118e-09-3.67819e-08i,-6.1943e-08+5.5383e-08i,1.06569e-07-4.24413e-08i,-6.37932e-08-1.38428e-08i,7.99535e-10+6.49259e-09i,2.22154e-08+3.1618e-08i,-4.25899e-08-9.37232e-09i,3.95616e-08+1.87358e-09i,2.19439e-08-1.94952e-09i,-6.70332e-08-9.40382e-09i,5.07962e-08-2.85759e-08i,-1.74483e-08+1.10009e-08i,-1.72386e-08+6.6737e-08i,4.68603e-08-1.08116e-07i,-2.85015e-08+1.10383e-07i,-2.37467e-08-5.26473e-08i,3.32334e-08+2.62434e-08i,-1.66189e-09-3.6064e-08i,-8.86647e-09-1.14007e-09i,-3.38784e-08+2.1755e-08i,1.12432e-07-2.48929e-08i,-1.18408e-07+4.76217e-09i,3.56695e-08+3.05622e-10i,7.0607e-09+9.16882e-08i,2.64277e-08-1.36092e-07i,-6.78778e-08+4.98257e-08i,5.37144e-08+6.14024e-08i,-1.97464e-08-1.43888e-07i,2.63482e-08+1.55769e-07i,-3.36037e-08-6.5108e-08i,4.02073e-08-5.55702e-08i,-3.8016e-08+1.05608e-07i,-9.31544e-10-9.46823e-08i,1.76418e-08+1.17217e-07i,-2.67211e-08-1.27094e-07i,-2.0474e-08+3.90156e-08i,9.97355e-08+3.09471e-08i,-6.44717e-08-2.5886e-08i,5.13053e-09+2.47568e-08i,5.45253e-08-2.21303e-08i,-8.46535e-08-2.20934e-08i,7.56608e-09+8.83873e-08i,1.86981e-08-1.11455e-07i,3.64239e-08+7.8712e-08i,-7.73584e-08-5.78054e-09i,8.79346e-08-1.7259e-08i,-8.50086e-08-5.87797e-08i,5.80334e-08+1.21709e-07i,2.94682e-08-1.06513e-07i,-8.1273e-08+2.57076e-08i,4.29263e-08+2.62294e-08i,5.99628e-09+1.50785e-08i,1.18099e-08-1.02645e-07i,-5.12221e-08+1.33801e-07i,2.88584e-08-6.3161e-08i,-2.62992e-09-1.42326e-08i,-3.00082e-08+7.20129e-08i,4.86032e-08-8.86263e-08i,-1.37645e-08+1.95574e-08i,4.65654e-08+2.71881e-08i,-1.07593e-07+1.62348e-08i,6.92037e-08+2.55562e-09i,-1.12796e-08-9.02779e-08i,5.34871e-08+5.80383e-08i,-8.78248e-08-1.68187e-08i,7.43985e-09+5.11418e-08i,2.53305e-08-6.63104e-08i,3.01648e-09+2.00931e-08i,-5.68783e-08+9.05399e-08i
-8.46805e-08+4.53265e-08i,7.79771e-08+3.40765e-08i,-3.78298e-08-3.30348e-08i,3.6063e-08+1.30588e-08i,-4.68374e-08-1.39716e-08i,5.86578e-08-2.32393e-08i,-2.04359e-08+5.90244e-08i,2.2256e-08-5.58836e-08i,-6.17681e-08+9.26577e-08i,-5.34119e-08-1.27962e-07i,1.74577e-07+8.09499e-08i,-1.72933e-07-3.09566e-08i,1.30373e-07+1.9574e-08i,-2.88981e-08+4.20339e-09i,-7.93888e-09-3.16446e-08i,-5.20232e-08+6.28746e-08i,6.51889e-08-8.44186e-08i,-4.08105e-08+5.41277e-08i,4.34268e-08-3.85654e-08i,-3.62047e-08+3.63175e-09i,-4.21341e-08+4.20044e-08i,7.37775e-08-2.84117e-08i,-6.19101e-08+3.94402e-08i,7.36434e-08+4.92017e-09i,-1.755e-08-1.13979e-07i,2.62598e-09+1.35219e-07i,-7.26061e-08-6.051e-08i,7.15798e-08-3.17277e-08i,3.56989e-08+5.71076e-08i,-7.62759e-08-1.95785e-08i,1.55916e-09+1.52134e-08i,8.73965e-09-5.6171e-08i,-6.52086e-09+4.3391e-08i,2.29743e-08+2.40674e-08i,-2.22972e-08-4.08745e-08i,2.43957e-08+2.1357e-08i,1.18936e-08-1.19056e-08i,-2.3374e-08+1.71106e-08i,4.11931e-08-4.68156e-08i,-5.58545e-08+4.00181e-08i,4.26433e-08+1.28555e-08i,-6.77002e-08-5.40491e-08i,5.46019e-08+7.25353e-08i,5.47531e-08-9.45804e-08i,-1.52709e-07+7.07487e-08i,1.27036e-07-2.54561e-08i,-5.3741e-08+4.84201e-08i,-1.55335e-08-2.50582e-08i,1.01261e-07-1.35081e-08i,-1.34351e-07-1.80101e-08i,9.66732e-08+4.07174e-08i,-1.19605e-08-9.05386e-08i,-7.24972e-08+1.239e-07i,5.81566e-08-9.24919e-08i,7.69186e-09+3.58328e-08i,6.55966e-09+3.67028e-08i,-1.10821e-07-6.36263e-08i,1.85231e-07+4.63419e-08i,-1.47415e-07-3.43631e-08i,5.398e-08+3.2914e-08i,5.96303e-10-1.51207e-08i,-2.40203e-08-4.13228e-08i,7.77257e-08+8.99406e-08i,-7.65835e-08-9.23303e-08i,3.34344e-08+5.58749e-08i,-4.45404e-08-4.39875e-08i,5.55378e-08+3.56667e-08i,-7.31243e-08-4.55504e-10i,7.86412e-08+2.92257e-08i,-6.02371e-08-6.78856e-09i,6.43146e-08-4.08461e-08i,-3.96148e-08-1.51025e-08i,-5.8234e-09+3.33374e-08i,1.28714e-09-1.31175e-08i,9.92359e-09+2.15875e-08i,1.96713e-08-5.8452e-08i,-4.15517e-08+1.32771e-07i,3.34864e-08-1.58845e-07i,2.36202e-08+9.39184e-08i,-1.22724e-07-4.28313e-08i,1.34112e-07+3.54007e-08i,-3.09751e-08+3.25377e-08i,-6.4539e-09-9.33005e-08i,-4.39414e-08+4.38368e-08i,8.61057e-08+1.13682e-08i,-6.79108e-08-1.01408e-08i,2.90969e-08+3.43161e-08i,-8.74128e-08-6.75282e-08i,1.34832e-07+6.75446e-09i,-1.07474e-07+9.1346e-08i,7.35194e-08-1.07182e-07i,-1.96602e-08+6.23823e-08i,-2.84822e-08-8.62196e-08i,3.70178e-08+1.14048e-07i,7.24301e-08-3.90797e-08i,-1.37414e-07-4.36517e-09i,3.55765e-09-5.1479e-08i,2.85469e-08+1.07462e-07i,2.48392e-08-1.14673e-07i,-1.29283e-08+1.17009e-07i,2.37112e-08-1.38239e-07i,7.5431e-09+1.46582e-07i,-8.68525e-08-1.02294e-07i,1.48425e-07+1.30072e-08i,-1.20223e-07+5.96317e-08i,4.59302e-08-2.78018e-08i,-1.76768e-08-7.19195e-08i,-3.08577e-08+6.96419e-08i,8.30264e-08+2.04087e-08i,-6.28944e-08-6.93683e-08i,-1.22653e-08+3.66442e-08i,1.01105e-08+6.25039e-08i,4.98963e-08-1.17165e-07i,-1.35406e-08+2.65802e-08i,-1.04476e-08+1.15558e-07i,2.95847e-09-1.63763e-07i,-3.02405e-08+1.31495e-07i,-1.63135e-08-6.05952e-08i,-8.74483e-09-4.65617e-08i,1.01134e-07+7.7542e-08i,-5.01723e-08-5.52798e-08i,-7.57732e-09+9.4847e-08i,-1.51174e-08-8.75046e-08i,9.09088e-09+6.91562e-08i,6.60734e-08-1.24597e-07i,-9.57638e-08+1.41664e-07i,5.82691e-08-4.99073e-08i,4.92952e-09-6.48707e-08i
-1.82485e-08+1.74046e-08i,-4.14831e-08-7.8697e-08i,8.18985e-08+6.28293e-08i,-2.51989e-08-4.95486e-08i,-1.30296e-08-9.18323e-09i,9.99379e-10+8.16033e-08i,6.98212e-09-8.78184e-08i,-5.243e-08+7.50046e-08i,8.67662e-08-1.21166e-07i,1.93441e-08+1.9137e-07i,-1.39983e-07-1.82708e-07i,1.18676e-07+1.24585e-07i,-3.922e-08-7.52875e-08i,-2.55608e-08+3.06171e-08i,-2.69234e-08+1.45535e-08i,1.33127e-07-8.34704e-08i,-7.66448e-08+8.1774e-08i,-2.16597e-08+1.01934e-08i,-1.17603e-08-6.37739e-08i,6.23998e-08+5.79261e-08i,1.06382e-08-5.89797e-10i,-8.6168e-08-3.77572e-08i,8.28139e-08+1.25944e-08i,-6.24386e-08-7.05644e-08i,-1.94511e-08+1.74983e-07i,3.48765e-08-1.37462e-07i,5.27039e-08+4.33185e-08i,-5.4195e-08+1.50122e-09i,-5.19379e-08-4.0706e-08i,1.14401e-07+4.38294e-08i,-9.1902e-08+1.77889e-08i,1.01863e-07-8.30532e-08i,-5.77556e-08+6.99643e-08i,-2.19006e-08-4.17037e-08i,4.25819e-08+9.85904e-09i,-7.01989e-08+4.22242e-08i,6.32008e-08-3.50861e-08i,4.6649e-09+3.4246e-08i,-6.25522e-08-5.18909e-08i,4.57147e-08+7.22107e-08i,-4.57063e-08-1.03361e-07i,9.43878e-08+1.13012e-07i,-3.51739e-08-6.9656e-08i,-8.8176e-08-4.54133e-09i,1.18577e-07+3.53546e-08i,-7.16264e-08-5.23509e-08i,3.41026e-08+8.91524e-08i,-3.20173e-08-1.10899e-07i,-2.28181e-08+3.87517e-08i,8.55964e-08+3.97575e-08i,-5.35233e-08-1.35492e-08i,-5.65268e-09+1.65535e-08i,3.20649e-08-6.80734e-08i,3.54942e-08+4.72628e-08i,-9.74259e-08+5.86005e-08i,-2.37173e-09-1.31059e-07i,1.41776e-07+9.11363e-08i,-1.49811e-07-1.13011e-08i,5.55121e-08+1.85653e-08i,1.82165e-08-7.05275e-08i,3.29717e-09+6.67083e-09i,-1.65873e-08+1.45399e-07i,-5.89125e-08-2.23841e-07i,5.93948e-08+1.82114e-07i,-2.1447e-08-1.2813e-07i,6.51938e-08+9.57983e-08i,-6.26251e-08-1.25568e-08i,3.20724e-09-5.98576e-08i,2.36004e-08+1.73082e-10i,1.84659e-08+2.40569e-08i,-4.70028e-08+5.10146e-08i,-7.28666e-10-4.92097e-08i,-6.97749e-09+1.58775e-09i,4.59008e-08+1.33569e-08i,-9.14574e-09-2.53319e-08i,-2.68944e-08+7.1786e-08i,2.27702e-08-1.65479e-07i,-6.49498e-08+2.73846e-07i,1.00041e-07-2.51266e-07i,-1.725e-08+1.15167e-07i,-6.6523e-08-2.02073e-08i,2.8085e-08-5.18072e-08i,9.10428e-10+2.63825e-08i,6.04483e-08+7.31989e-08i,-1.19056e-07-7.0387e-08i,7.30495e-08-1.87043e-08i,1.12205e-08+4.96481e-08i,5.99244e-08-2.39903e-08i,-1.64352e-07+6.86026e-08i,1.48281e-07-1.00145e-07i,-9.46909e-08+5.16224e-08i,2.01878e-08+3.11087e-08i,4.65534e-08-3.37398e-08i,-4.82463e-08-8.25295e-09i,-1.48044e-08-4.94776e-08i,4.05429e-08+5.75675e-08i,-7.33547e-09+3.45149e-08i,4.59835e-08-8.15772e-08i,-4.97335e-08+7.55771e-08i,1.00505e-08-4.69411e-08i,4.76776e-09+1.50126e-09i,-6.03134e-08+2.57542e-08i,8.73308e-08-7.43937e-08i,-7.43958e-08+1.03395e-07i,1.22088e-08-8.06905e-08i,3.52372e-08+8.98959e-08i,1.48792e-08-7.70088e-08i,-4.33542e-08+4.36556e-08i,3.23265e-09-5.0433e-08i,-1.50865e-08+8.06508e-08i,1.06286e-07-6.86846e-08i,-1.05704e-07-9.21303e-09i,1.56366e-08+1.30366e-08i,-1.30807e-10+5.93538e-08i,3.13402e-09-1.0506e-07i,-2.31953e-09+1.29947e-07i,3.14145e-08-1.15091e-07i,7.97219e-09+5.88904e-08i,-5.36601e-08+5.33625e-08i,3.27882e-08-1.13983e-07i,-6.02308e-09+2.36824e-08i,-1.91262e-08-3.85632e-08i,3.83725e-09+1.32248e-07i,4.03028e-08-1.17918e-07i,-2.58043e-08+1.07908e-07i,-4.6665e-09-9.31291e-08i,-9.18589e-09-2.49198e-10i,2.64604e-08+6.01045e-08i
