2.19577e-06+0i,-8.78642e-07+2.61006e-07i,-3.33776e-07-2.15602e-07i,-3.53095e-08+7.47295e-07i,1.81352e-07-3.66471e-07i,3.33855e-07-3.87909e-07i,-1.06355e-06+2.82987e-07i,1.73231e-06+6.1408e-07i,-1.59158e-06-1.69065e-06i,5.66378e-07+1.22062e-06i,-7.21328e-08+3.46494e-08i,6.18287e-07-6.44407e-07i,-1.48629e-06+3.92806e-07i,1.55343e-06-2.27032e-07i,-8.7277e-07+4.84355e-07i,3.25908e-07-1.51524e-07i,-2.71334e-07+4.45598e-07i,5.4143e-07-9.2853e-07i,-5.23969e-07+2.15009e-07i,2.6612e-07+4.40076e-07i,-3.00228e-08-4.56743e-07i,-7.46588e-07+5.40463e-07i,1.21116e-06-6.71604e-07i,-8.60277e-07+1.25022e-07i,1.09155e-06+8.75776e-07i,-1.22279e-06-1.14687e-06i,3.06474e-07+4.05536e-07i,-1.80824e-07+2.33701e-07i,1.10422e-06+6.54403e-08i,-9.57089e-07-6.16466e-07i,4.44542e-07-3.89791e-07i,-3.12485e-07+1.41991e-06i,1.72534e-07-2.54461e-07i,7.62556e-09-6.65092e-07i,-5.37101e-07+3.46623e-08i,1.14037e-07+3.82814e-07i,1.21581e-06-3.78013e-07i,-1.25223e-06+6.50108e-07i,-3.01581e-07-5.06326e-07i,1.47256e-06-3.66865e-07i,-1.74855e-06+9.15727e-07i,1.30845e-06-5.03841e-07i,-1.29023e-07+6.54119e-07i,-3.27696e-07-1.32863e-06i,-5.98597e-08+6.25565e-07i,3.78077e-07+2.3321e-07i,-2.06198e-07-3.91508e-07i,-2.11985e-07+3.38364e-07i,9.22559e-08-2.07625e-07i,5.65428e-08+4.50643e-07i,-2.37408e-07-1.14517e-06i,3.34998e-07+1.52104e-06i,3.66507e-08-8.50494e-07i,2.14588e-07+5.47686e-07i,-3.26505e-07-8.31026e-07i,-3.82818e-07+5.64108e-07i,9.49403e-07-4.64678e-07i,-8.38121e-07+8.7823e-07i,2.07385e-07-9.38814e-07i,-3.45689e-07+4.42879e-07i,8.21063e-07+6.24319e-07i,-5.14297e-07-8.58197e-07i,8.50412e-08-2.05051e-07i,1.21725e-07+2.92312e-07i,-2.10297e-07+0i,1.21725e-07-2.92312e-07i,8.50412e-08+2.05051e-07i,-5.14297e-07+8.58197e-07i,8.21063e-07-6.24319e-07i,-3.45689e-07-4.42879e-07i,2.07385e-07+9.38814e-07i,-8.38121e-07-8.7823e-07i,9.49403e-07+4.64678e-07i,-3.82818e-07-5.64108e-07i,-3.26505e-07+8.31026e-07i,2.14588e-07-5.47686e-07i,3.66507e-08+8.50494e-07i,3.34998e-07-1.52104e-06i,-2.37408e-07+1.14517e-06i,5.65428e-08-4.50643e-07i,9.22559e-08+2.07625e-07i,-2.11985e-07-3.38364e-07i,-2.06198e-07+3.91508e-07i,3.78077e-07-2.3321e-07i,-5.98597e-08-6.25565e-07i,-3.27696e-07+1.32863e-06i,-1.29023e-07-6.54119e-07i,1.30845e-06+5.03841e-07i,-1.74855e-06-9.15727e-07i,1.47256e-06+3.66865e-07i,-3.01581e-07+5.06326e-07i,-1.25223e-06-6.50108e-07i,1.21581e-06+3.78013e-07i,1.14037e-07-3.82814e-07i,-5.37101e-07-3.46623e-08i,7.62556e-09+6.65092e-07i,1.72534e-07+2.54461e-07i,-3.12485e-07-1.41991e-06i,4.44542e-07+3.89791e-07i,-9.57089e-07+6.16466e-07i,1.10422e-06-6.54403e-08i,-1.80824e-07-2.33701e-07i,3.06474e-07-4.05536e-07i,-1.22279e-06+1.14687e-06i,1.09155e-06-8.75776e-07i,-8.60277e-07-1.25022e-07i,1.21116e-06+6.71604e-07i,-7.46588e-07-5.40463e-07i,-3.00228e-08+4.56743e-07i,2.6612e-07-4.40076e-07i,-5.23969e-07-2.15009e-07i,5.4143e-07+9.2853e-07i,-2.71334e-07-4.45598e-07i,3.25908e-07+1.51524e-07i,-8.7277e-07-4.84355e-07i,1.55343e-06+2.27032e-07i,-1.48629e-06-3.92806e-07i,6.18287e-07+6.44407e-07i,-7.21328e-08-3.46494e-08i,5.66378e-07-1.22062e-06i,-1.59158e-06+1.69065e-06i,1.73231e-06-6.1408e-07i,-1.06355e-06-2.82987e-07i,3.33855e-07+3.87909e-07i,1.81352e-07+3.66471e-07i,-3.53095e-08-7.47295e-07i,-3.33776e-07+2.15602e-07i,-8.78642e-07-2.61006e-07i
-1.90485e-06+3.18983e-07i,7.01573e-07-5.86755e-07i,8.08815e-08-3.42718e-08i,2.56077e-07+3.81644e-08i,-3.79176e-08-1.06445e-07i,-7.24527e-08+1.15119e-07i,-3.98796e-08+2.20754e-07i,-8.09086e-07-5.66699e-07i,1.42574e-06+5.19093e-07i,-3.78724e-07+4.63477e-07i,-5.14527e-07-1.09463e-06i,1.43418e-07+1.09198e-06i,4.44971e-07-8.61756e-07i,-3.44253e-07+6.55309e-07i,5.21335e-08-6.52249e-07i,-7.45834e-08-1.0456e-07i,4.68523e-07+4.77054e-07i,-7.69145e-07+5.36749e-08i,3.65244e-07-1.27929e-07i,3.85189e-08-2.52907e-08i,-2.92343e-07+3.74071e-07i,6.55979e-07-1.08787e-06i,-5.06704e-07+1.03516e-06i,4.39259e-07-6.03294e-08i,-1.11926e-06-6.54771e-07i,1.1735e-06+9.93792e-07i,-8.85874e-08-7.13313e-07i,-8.29105e-08+1.54869e-07i,-1.03803e-06-5.87966e-07i,9.19737e-07+1.01243e-06i,-2.90445e-07+3.92747e-07i,4.59159e-07-1.79098e-06i,-6.20096e-07+1.02337e-06i,3.15869e-07+3.42227e-07i,6.35242e-07-2.67612e-07i,-4.02107e-07-6.79315e-07i,-6.11297e-07+5.64228e-07i,6.52853e-07-6.34782e-08i,8.29998e-09+1.26809e-07i,-8.90326e-07-4.40072e-08i,1.34769e-06-1.94951e-07i,-9.78447e-07+1.01758e-07i,3.47277e-07-4.61878e-07i,-1.82004e-07+6.94308e-07i,-5.94719e-08+5.57695e-07i,1.54165e-07-1.25335e-06i,-2.3176e-07+1.06505e-06i,4.09875e-07-1.08247e-06i,-3.53968e-07+9.08406e-07i,5.95451e-07-5.1369e-07i,-4.76476e-08+6.18173e-07i,-6.34266e-07-1.34619e-06i,1.58849e-07+1.13539e-06i,-2.74401e-07-2.88576e-07i,7.90336e-07+2.14003e-08i,-5.81879e-07-1.48269e-07i,3.74663e-07+3.19817e-07i,-2.77212e-08-2.28416e-07i,-3.298e-07+2.47768e-07i,4.99901e-07-4.59203e-07i,-6.98317e-07-2.29612e-07i,2.94022e-07+6.86295e-07i,2.57566e-07-1.34481e-08i,-3.02268e-08+3.23402e-09i,-1.93871e-07-3.07665e-07i,-5.89185e-08+2.42773e-07i,-1.37166e-07+2.45985e-07i,5.58935e-07-8.06156e-07i,-8.14162e-07+3.41623e-07i,3.80295e-07+4.97171e-07i,-6.99811e-08-6.12783e-07i,9.2618e-07-4.71337e-11i,-1.27833e-06+3.88134e-08i,6.57266e-07+7.07373e-07i,4.72627e-07-1.11021e-06i,-7.79645e-07+8.03524e-07i,1.53041e-07-5.05262e-07i,1.88356e-07+7.02223e-07i,-3.99893e-07-7.82286e-07i,2.33269e-07+2.77921e-07i,-1.78538e-08+4.14558e-07i,-1.68457e-08-3.92712e-07i,3.75687e-07+1.29312e-07i,-7.361e-07-2.67013e-07i,4.11969e-07+1.00328e-06i,-1.36628e-07-1.46381e-06i,6.69019e-07+1.16197e-06i,-1.16802e-06-1.15269e-06i,1.0348e-06+1.11525e-06i,-7.03998e-07-1.22313e-06i,8.85067e-08+1.02849e-06i,6.21139e-07-2.0482e-07i,-7.17617e-07+5.84337e-08i,7.80729e-07-5.5817e-08i,-5.32459e-07+1.23063e-07i,-8.24368e-08-6.74475e-07i,-1.33156e-08+4.3085e-07i,2.21561e-07+2.25701e-07i,7.12416e-08+4.23364e-08i,-1.09645e-07-3.30653e-07i,3.91878e-08+2.34644e-07i,4.5959e-08-3.0629e-07i,-6.21306e-07-2.38237e-08i,7.67422e-07+3.80552e-07i,-4.76651e-07-3.44679e-07i,7.30243e-07+3.48909e-07i,-1.00315e-06-3.24127e-07i,2.22869e-07+4.39757e-07i,6.11294e-07-7.30417e-07i,-7.07783e-07+8.88629e-07i,9.66197e-07-2.98866e-07i,-9.23504e-07-8.26146e-07i,2.45755e-07+1.0169e-06i,-1.44988e-07-4.09731e-07i,1.10697e-06-2.64515e-07i,-1.90059e-06+8.67273e-07i,1.50421e-06-6.20172e-07i,-3.66415e-07-2.11015e-08i,-2.23933e-07-7.04558e-07i,-2.63433e-07+2.28296e-06i,1.13642e-06-2.24165e-06i,-1.59888e-06+1.05507e-06i,1.13011e-06-5.75213e-07i,-2.336e-07+6.82466e-07i,9.47797e-09-1.04844e-06i,-4.60615e-07+1.1401e-06i,6.84668e-07-9.95492e-07i,6.96974e-07+6.94511e-07i
1.01565e-06+2.15092e-07i,7.94526e-08+9.04049e-07i,-2.66e-07-5.65313e-07i,3.4579e-07-3.23498e-07i,-7.49994e-07+3.39154e-07i,-5.27413e-08+3.70759e-07i,7.98338e-07-6.7541e-07i,3.96667e-08+2.34579e-07i,-8.88496e-07+3.61983e-07i,-1.0888e-07-1.17748e-06i,1.41538e-06+1.61481e-06i,-1.02694e-06-1.46632e-06i,-3.63406e-09+8.79596e-07i,2.32804e-07-4.44438e-07i,3.70246e-08+6.35219e-07i,-4.09304e-07+8.32016e-08i,7.25157e-08-1.1434e-06i,4.89004e-07+7.83947e-07i,-3.28921e-07-2.46207e-07i,3.33317e-07+1.55852e-07i,-3.35404e-07+8.87196e-09i,1.38386e-07+4.12347e-07i,-3.93707e-07-4.59319e-07i,4.91734e-07-2.78006e-07i,3.39022e-07+2.24255e-08i,-8.78368e-07+3.6663e-07i,1.44863e-07-9.74522e-08i,-7.33099e-08-1.87456e-07i,8.48365e-07+7.84561e-07i,-5.65125e-07-6.88494e-07i,2.70664e-07-3.92691e-07i,-3.76019e-07+8.16099e-07i,3.68574e-07-6.58952e-07i,-2.77317e-07+1.09034e-08i,-3.05939e-07+2.75219e-07i,-6.8532e-08+6.92385e-07i,4.26155e-07-6.8394e-07i,-3.56918e-07-2.65105e-07i,8.14161e-07+6.47739e-07i,-1.96669e-07-1.45515e-07i,-5.22952e-07-4.22703e-07i,3.19327e-07+1.51517e-07i,-1.88546e-07+3.15706e-07i,2.38016e-07+1.61096e-08i,-9.61044e-08-1.41465e-06i,6.73514e-10+2.11002e-06i,2.31597e-07-1.44288e-06i,-2.56715e-07+7.24246e-07i,4.8677e-07-4.2051e-07i,-1.24362e-06-1.45025e-07i,2.73933e-07+5.7644e-07i,8.29229e-07+2.07455e-07i,-1.23042e-07-9.18013e-07i,8.98038e-08+5.65781e-07i,-8.03096e-07-1.97348e-07i,1.06722e-06+2.87551e-07i,-1.21391e-06-2.37212e-07i,4.63163e-07-2.66373e-08i,3.65688e-07-2.4918e-07i,-1.30488e-07+3.70784e-07i,-2.93167e-09+6.027e-07i,4.32145e-08-8.9292e-07i,-6.53131e-07-6.29991e-08i,4.41124e-07+2.71773e-07i,6.9618e-07+4.05266e-07i,-6.93106e-07-3.36711e-07i,3.36195e-07-2.82656e-07i,-5.84701e-07-4.16773e-08i,8.18402e-07+4.74025e-07i,-3.76074e-07-3.05329e-07i,-1.25543e-07-2.67742e-08i,-9.70405e-07+4.88136e-07i,1.86422e-06+5.77545e-09i,-1.05243e-06-6.78762e-07i,4.0611e-08+4.56204e-07i,2.84352e-07-8.79956e-08i,-3.04374e-07-1.69462e-07i,2.70927e-08+6.74275e-08i,6.33821e-07+3.40244e-07i,-6.6754e-07-3.27535e-07i,1.29885e-07-1.58927e-07i,-7.63045e-08+1.74428e-07i,1.06918e-09+1.53285e-07i,5.02177e-07-1.47801e-07i,-6.26612e-07-6.17515e-07i,6.13053e-07+1.18481e-06i,-4.4474e-07-9.96177e-07i,1.45849e-09+9.12232e-07i,2.24859e-07-1.06801e-06i,3.35949e-08+1.64261e-06i,-5.19705e-07-1.46061e-06i,3.50103e-07+5.6869e-07i,2.509e-07-3.84863e-07i,-1.01494e-06+3.47708e-07i,9.94349e-07-1.16587e-07i,-2.85942e-08-1.06029e-07i,-1.45973e-07+3.55595e-07i,4.15243e-07-2.15021e-07i,-1.38726e-06-1.88588e-07i,1.62298e-06+1.72317e-07i,-1.23619e-06-5.2764e-07i,2.27234e-07+1.0754e-06i,8.59384e-07-2.0457e-07i,-4.62506e-07-9.76256e-07i,-1.72184e-07+8.28362e-07i,-2.45719e-07-9.73692e-08i,6.80041e-07-6.24286e-08i,-3.39257e-07-2.32058e-08i,-2.12222e-07-2.62525e-07i,4.72528e-07+4.73289e-09i,-8.14548e-07+3.14976e-07i,6.8635e-07+3.7135e-07i,-1.5025e-08-7.13651e-07i,-1.93844e-09+6.92095e-08i,-7.13966e-07+7.27849e-07i,1.09056e-06-1.00507e-06i,-7.58608e-07+7.59552e-07i,-3.22686e-07-2.20469e-07i,1.29599e-06+5.0413e-07i,-8.12089e-07-1.62092e-06i,-2.7831e-07+1.61333e-06i,7.35644e-07-9.3635e-07i,-1.21679e-07+9.9578e-07i,-3.25874e-07-1.26375e-06i,-2.99384e-07+1.05977e-06i,8.49787e-07-6.80335e-07i,-7.2178e-07+7.04053e-07i,-5.1967e-07-9.52114e-07i
-3.62876e-07-1.37808e-06i,-4.69269e-07-4.50877e-08i,5.86002e-07+6.33381e-07i,-8.17662e-07+3.21697e-07i,1.11023e-06-9.01756e-07i,-2.1573e-07+2.47201e-07i,-3.26258e-07+2.83763e-07i,1.33004e-07+1.98179e-07i,-9.53524e-08-4.50996e-07i,5.91439e-07+2.80115e-07i,-1.22113e-06-7.51063e-07i,2.70307e-07+1.2083e-06i,8.92154e-07-6.46944e-07i,-7.73361e-07+7.2643e-07i,5.15388e-07-9.41926e-07i,1.32162e-07-3.8071e-07i,-5.02386e-07+1.30907e-06i,-3.03463e-08-6.67045e-07i,4.95119e-07-8.56648e-08i,-6.98895e-07+2.84405e-07i,5.35712e-07-5.24861e-07i,-2.23608e-07+1.81975e-07i,4.11097e-07+1.77909e-07i,-6.482e-07+2.36978e-07i,-5.46693e-08-1.32603e-09i,7.01673e-07-7.8661e-07i,-9.89378e-08+8.98793e-07i,-7.53416e-09-5.51555e-07i,-6.20993e-07+3.12229e-07i,4.45695e-07-3.12372e-07i,-2.66381e-08+2.4452e-07i,-1.69584e-07+2.27311e-07i,-7.34644e-08-1.79206e-07i,3.83661e-07-2.8304e-08i,-2.89988e-08+8.42912e-08i,3.06488e-07-4.00628e-07i,-8.44812e-07+2.30079e-07i,1.02566e-06-5.28484e-08i,-1.17567e-06-3.99354e-07i,4.67988e-07+3.36235e-07i,-7.14869e-08+9.47333e-07i,6.05935e-07-1.35388e-06i,-7.81368e-07+6.74609e-07i,2.18033e-07-1.58289e-07i,2.81283e-07+6.75359e-07i,-1.46456e-07-1.63366e-06i,-2.53449e-07+1.22663e-06i,-1.49438e-07+1.1824e-08i,2.18323e-07-5.74527e-07i,9.22615e-07+9.13531e-07i,-3.99198e-07-8.97983e-07i,-6.26386e-07+8.83804e-09i,-5.8735e-08+3.11737e-07i,3.91973e-07+2.20463e-07i,-6.0082e-08+1.25886e-07i,-1.34473e-07-1.10482e-06i,3.68069e-07+1.19675e-06i,-1.23435e-07-7.77577e-07i,-1.2795e-07+8.06568e-07i,-7.85741e-09-6.39615e-07i,-3.87393e-07-2.41231e-07i,3.72993e-07+3.8143e-07i,3.62722e-07+6.36571e-07i,3.26293e-09-7.14333e-07i,-9.82963e-07-3.94301e-07i,9.45666e-07+5.32556e-07i,-5.07496e-07-1.70616e-07i,5.23025e-07+6.82521e-07i,-2.41801e-07-4.27324e-07i,-5.74745e-07-7.84732e-07i,6.95201e-07+9.98427e-07i,7.454e-07-4.39491e-07i,-1.82357e-06-9.00695e-08i,1.03302e-06+3.0275e-07i,-5.10049e-07-2.49562e-07i,4.16788e-07-1.12299e-07i,1.35292e-07+6.83079e-07i,-1.31969e-07-4.75528e-07i,-3.88857e-07-2.68652e-07i,5.2037e-07+7.02684e-07i,-1.31132e-07-6.44429e-07i,1.14308e-07+3.26094e-07i,-4.22123e-07-2.22511e-07i,3.8702e-07+2.58457e-07i,-2.56704e-07+3.21922e-07i,4.70367e-07-8.17167e-07i,-8.89553e-07+5.18541e-07i,8.22712e-07-2.52089e-07i,-4.05045e-07+6.95251e-07i,-3.69679e-07-1.05034e-06i,1.28719e-06+2.64149e-07i,-9.09706e-07+1.32592e-07i,-5.45795e-08+8.4566e-08i,3.69933e-07+1.19913e-07i,-2.49082e-07-2.73004e-07i,-4.99332e-07+5.95861e-07i,8.70534e-07-8.87841e-07i,-5.15891e-07+5.03932e-07i,8.59001e-07+3.11934e-08i,-1.37038e-06-2.10986e-07i,1.1358e-06+5.81605e-07i,6.17542e-08-8.55541e-07i,-1.08515e-06+1.89939e-07i,3.88579e-07+4.08824e-07i,2.69638e-07+1.91283e-07i,2.91323e-07-9.21565e-07i,-5.97759e-07+8.23291e-07i,4.14146e-07-1.04662e-06i,3.33955e-08+1.43963e-06i,-5.3217e-07-6.57837e-07i,6.02808e-07+4.61345e-08i,-2.7886e-07-5.47393e-07i,-4.59004e-07+3.02328e-07i,6.97098e-07+6.58708e-07i,-3.30631e-08-8.24209e-07i,-4.31066e-07+1.25628e-07i,1.06684e-07+2.73369e-07i,9.87597e-07+8.85504e-08i,-1.95624e-06-2.4568e-07i,1.16987e-06+2.43538e-07i,2.88697e-07-4.04049e-07i,-1.30746e-07+2.81675e-07i,-9.41841e-07-3.7723e-07i,3.7316e-07+8.19933e-07i,1.35887e-06-5.89182e-07i,-1.49254e-06-1.49787e-07i,4.494e-07+1.44653e-07i,4.13542e-07+1.03834e-06i
6.24673e-07+1.39815e-06i,2.06915e-07-8.31278e-07i,-1.0586e-06+2.29437e-07i,1.32543e-06-2.94131e-07i,-1.34985e-06+3.22184e-07i,1.0369e-06+2.14129e-07i,-8.06103e-07-5.12872e-07i,1.15639e-07-9.65107e-08i,6.09504e-07+2.86385e-07i,-2.77729e-07+5.48701e-07i,6.63118e-08-4.69636e-07i,6.58573e-07+7.50827e-08i,-1.36601e-06-2.45094e-07i,9.52032e-07-7.52606e-07i,-8.36401e-07+8.92295e-07i,8.22084e-07+6.13441e-07i,-3.58347e-07-1.17368e-06i,3.23088e-07+4.48838e-07i,-5.1319e-07+5.61973e-07i,1.32428e-09-7.33183e-07i,5.31426e-07+2.82922e-07i,-2.81491e-07+2.12738e-07i,-1.96677e-07-4.73252e-07i,-1.78829e-07+6.63652e-08i,7.48045e-07+3.89814e-07i,-5.93905e-07-2.90526e-07i,-4.75339e-09-1.20925e-07i,7.10998e-07+9.6824e-07i,-7.14871e-07-1.64635e-06i,3.92666e-07+9.56191e-07i,-5.2642e-07+2.29922e-07i,4.3776e-07-5.90225e-07i,1.03183e-07+3.48857e-07i,-3.15627e-07-3.60134e-07i,1.35462e-07+2.6932e-07i,-1.99414e-07-1.75752e-07i,6.42933e-07+4.67598e-07i,-1.18763e-06-1.50598e-07i,1.32826e-06-1.7716e-08i,-6.85655e-07-4.43267e-08i,1.07492e-07-8.21729e-07i,-4.48964e-07+1.61991e-06i,8.57783e-07-1.12333e-06i,-5.52269e-07-1.73843e-07i,2.72361e-07+6.50141e-07i,-4.08416e-07-3.06052e-07i,6.95311e-07+2.508e-07i,-3.33842e-07-3.7597e-07i,-2.10068e-07+4.65442e-07i,-1.95255e-07-5.69846e-07i,3.38767e-07+1.93898e-07i,-1.12569e-07+5.16974e-07i,5.09506e-08-1.55668e-07i,7.21197e-08-8.75867e-07i,1.20518e-07+3.7771e-07i,-3.94015e-07+1.05832e-06i,1.26328e-07-1.2198e-06i,3.00964e-07+4.65372e-07i,-1.18083e-07-4.62743e-07i,-3.82146e-07+9.3963e-07i,8.22896e-07-5.40797e-07i,-2.22095e-07+8.88477e-08i,-4.83441e-07-4.58726e-07i,-5.24398e-07+2.73191e-07i,1.08999e-06+3.58178e-07i,-6.83358e-07-3.70557e-08i,5.34265e-07-9.30778e-08i,-3.85121e-07-6.59098e-07i,-4.55924e-07+3.48267e-07i,1.43496e-06+1.04331e-06i,-1.00348e-06-1.37147e-06i,-2.09644e-07+4.32552e-07i,6.87408e-07+2.77977e-07i,-1.93887e-07-2.89952e-07i,-7.31031e-09+4.864e-07i,2.1766e-07-6.84095e-07i,-3.5362e-07+1.40951e-07i,-4.04036e-07+2.60026e-07i,8.04535e-07+3.96034e-08i,-6.98749e-07-7.48331e-07i,1.83364e-07+1.17716e-06i,5.75275e-08-8.58228e-07i,7.40502e-07+4.32151e-07i,-1.32679e-06-2.35008e-07i,1.19516e-06-1.42652e-07i,-1.03906e-06+6.68244e-07i,1.16257e-06-6.03364e-07i,-7.10853e-07-3.61492e-07i,-1.67443e-07+7.43888e-07i,6.79962e-07-2.0171e-07i,-1.38765e-06+2.98359e-07i,1.33582e-06-3.01371e-07i,-4.04487e-07+2.90044e-07i,-1.0717e-07-8.47345e-07i,2.9034e-07+7.75436e-07i,4.21327e-07-5.92197e-07i,-8.88524e-07+5.25235e-07i,-9.46128e-08-2.88368e-07i,4.69357e-07+1.8608e-07i,-9.51122e-09+1.46441e-07i,1.23832e-08-4.46229e-07i,-5.75537e-07+3.35187e-07i,5.5519e-07-5.73e-08i,3.50909e-07+2.84426e-07i,-1.3389e-08-9.90262e-07i,-7.42011e-07+7.09277e-07i,2.9441e-07-2.6326e-08i,3.78985e-08+7.04182e-07i,-5.40666e-07-1.24742e-06i,7.62043e-07+5.56668e-08i,-2.1589e-07+7.10487e-07i,-8.63645e-08+6.90589e-08i,7.76389e-07-4.23497e-08i,-1.46826e-06-7.25656e-07i,9.19507e-07+6.52152e-07i,4.03737e-07+7.73731e-09i,-5.27732e-07-4.85989e-07i,-6.38593e-07+8.54266e-08i,1.16947e-06-4.32016e-08i,-2.65183e-07+6.49269e-07i,-7.62566e-07-2.56453e-07i,1.32318e-07-2.41892e-07i,9.70519e-07+1.46733e-07i,-1.03522e-07-1.14008e-07i,-1.58575e-06-2.4458e-07i,1.2863e-06+8.86502e-07i,5.24281e-08-7.37344e-07i,-6.7318e-07-5.72248e-07i
-6.46174e-07-2.22761e-07i,2.65205e-08+4.27193e-07i,1.06681e-06-4.22865e-07i,-1.66058e-06+1.66878e-08i,1.80738e-06+4.79808e-07i,-1.55797e-06-8.63571e-07i,1.26306e-06+4.77928e-07i,-3.3957e-07+6.38077e-07i,-6.41624e-07-9.82427e-07i,3.84208e-08-2.89674e-08i,4.62732e-07+4.95793e-07i,-3.91273e-07-3.31706e-07i,9.54677e-07+2.75746e-07i,-1.17773e-06+2.05829e-07i,8.71615e-07-1.5149e-07i,-9.22939e-07-4.37694e-07i,2.74174e-07+9.52438e-07i,3.33928e-07-7.69202e-07i,1.83007e-07-3.55857e-07i,-6.50072e-08+8.77246e-07i,-7.56691e-07-4.29515e-07i,7.70342e-07-3.25103e-07i,-3.35535e-07+6.61297e-07i,8.17371e-07+7.7743e-08i,-1.13973e-06-8.64052e-07i,5.186e-07+9.76976e-07i,6.89188e-08-5.3749e-07i,-7.95663e-07-6.24339e-07i,1.22461e-06+1.46015e-06i,-1.04553e-06-9.33344e-07i,9.01803e-07-1.2673e-08i,-4.6745e-07+1.27438e-07i,-7.98425e-08+2.37735e-07i,1.64427e-07+9.61017e-08i,7.94481e-08-7.66271e-07i,-3.1274e-07+8.26457e-07i,7.86512e-08-1.37466e-07i,6.74944e-07-5.79725e-07i,-1.25074e-06+6.22876e-07i,7.5743e-07-2.66694e-07i,2.01573e-07+1.93391e-07i,-2.81215e-07-8.50362e-07i,-2.82677e-07+9.04889e-07i,7.02389e-07+8.6988e-08i,-6.7692e-07-6.33684e-07i,4.61911e-07+7.33279e-07i,-7.11833e-07-4.29321e-07i,7.97109e-07-3.7371e-07i,-3.99828e-07+5.25441e-07i,1.14048e-07-1.33274e-08i,-2.80629e-07+9.19524e-08i,7.4742e-07-6.71419e-07i,-2.00404e-07+6.32691e-07i,-3.40125e-07-2.58179e-07i,-1.69354e-07+4.34685e-07i,5.86724e-07-6.54811e-07i,-4.43009e-07+2.55413e-07i,-2.44693e-07+3.35266e-07i,4.10285e-07-3.58896e-08i,-9.43236e-08-5.81441e-07i,6.24595e-09+1.26564e-08i,-4.15504e-07+7.45149e-07i,5.25494e-07-8.01763e-07i,6.12901e-07+7.46081e-07i,-8.06237e-07-5.17428e-07i,5.03272e-07-1.7948e-07i,-1.02958e-06+3.97789e-07i,5.64866e-07+3.91278e-07i,8.55315e-07-5.76323e-07i,-1.34054e-06-2.70075e-07i,6.47885e-07+6.49675e-07i,-1.86516e-07-4.23253e-08i,4.69447e-07-5.70029e-07i,-6.62686e-07+2.33618e-07i,3.02172e-07+1.17574e-07i,-5.60472e-07+3.89642e-07i,7.63378e-07-4.48798e-07i,1.30949e-07-8.4573e-08i,-7.79952e-07-6.08749e-08i,9.03728e-07+6.17273e-07i,-3.65073e-07-7.61161e-07i,6.44551e-08+7.81017e-07i,-8.91609e-07-6.54984e-07i,1.18694e-06+2.22948e-07i,-5.66189e-07+3.43696e-07i,-2.22528e-07-1.09424e-06i,-1.032e-07+1.12107e-06i,4.72682e-07+1.06125e-08i,3.28143e-07-8.48488e-07i,-1.87495e-07+4.85883e-07i,2.78649e-07+2.45141e-07i,-7.00967e-07-7.91192e-07i,-2.20944e-09+5.69052e-07i,6.29496e-07+2.54877e-07i,-8.3853e-07-3.26258e-07i,1.26471e-07-5.07624e-08i,3.5795e-07-6.71302e-08i,4.68915e-07+6.10369e-07i,-7.44947e-07-7.99016e-07i,4.79411e-07+3.4699e-07i,-4.86926e-07+5.94142e-08i,4.69653e-07-4.51141e-08i,-1.32074e-08+8.12351e-08i,-5.76589e-07-4.16387e-07i,-1.71247e-07+2.94982e-07i,7.16876e-07+6.47915e-07i,3.32416e-09-1.05138e-06i,-2.94377e-07+2.03884e-08i,5.93562e-07+6.28145e-07i,-3.39665e-07+4.55638e-07i,-7.13276e-07-1.25475e-06i,1.06105e-06+5.27512e-07i,-8.69644e-07-1.61173e-07i,1.13727e-06+5.28065e-08i,-1.11801e-06+6.51208e-07i,-4.16231e-07-7.0447e-07i,1.19588e-06+3.00967e-07i,-1.77033e-07-2.95853e-07i,-3.15677e-07+7.31788e-07i,-1.16903e-07-8.23408e-07i,4.29368e-07+4.23001e-08i,-3.47022e-07+6.16563e-07i,-1.18262e-07-7.20282e-07i,1.04836e-07+2.23078e-07i,4.72082e-07+3.66071e-07i,-3.02121e-07-6.44021e-07i,-2.55793e-07+8.20509e-07i,5.25025e-07-3.33328e-07i
