1.77285e-07+0i,-1.79248e-07+1.28264e-07i,1.44866e-07-2.25777e-07i,-2.93352e-07+2.23024e-07i,3.70924e-07-6.34419e-08i,-1.27873e-07+4.15398e-08i,4.35008e-08+1.94426e-08i,-6.31748e-09-3.25703e-07i,-1.58248e-07+5.08979e-07i,1.68299e-07-2.00124e-07i,-1.41133e-07-5.9588e-08i,2.38127e-08-2.11585e-07i,3.23737e-07+2.9171e-07i,-4.683e-07+1.04456e-07i,3.93847e-07-4.33085e-07i,-2.37794e-07+2.73688e-07i,-5.70208e-08+2.69417e-07i,1.4243e-07-4.71816e-07i,1.47759e-07+3.69514e-07i,-3.69848e-08-2.1839e-07i,-4.54387e-07-9.11879e-08i,5.62735e-07+5.28231e-08i,-4.20013e-07+1.15444e-07i,1.42964e-07+8.375e-08i,5.55984e-08-3.70532e-07i,-5.0157e-08+4.36867e-07i,-4.52013e-08-1.27866e-07i,2.77865e-07-1.91254e-07i,-5.27581e-07+1.25333e-07i,3.42917e-07-1.51473e-07i,6.48714e-09+2.80888e-07i,1.17352e-07-1.20356e-07i,-2.16484e-07+1.36998e-07i,9.77292e-08-5.0613e-08i,-1.28867e-07-3.35151e-07i,2.15271e-07+3.28853e-07i,-1.43627e-07-1.48395e-07i,2.08841e-08+1.02112e-08i,2.05843e-07+2.8496e-07i,-3.65793e-07-5.35284e-07i,1.6223e-07+5.61833e-07i,-7.95725e-10-3.98459e-07i,2.47474e-07+3.2467e-08i,-4.53161e-07+1.73374e-07i,1.5525e-07-7.1609e-08i,-8.07988e-08-2.15561e-08i,1.8368e-07+3.35909e-08i,4.73362e-08-5.18928e-08i,-2.16877e-07-3.19151e-09i,4.31924e-07+3.35648e-07i,-5.92023e-07-4.64478e-07i,2.59394e-07+2.05213e-08i,1.34162e-07+3.38684e-07i,-1.94118e-07-8.07853e-08i,1.31347e-08-2.6727e-07i,2.22941e-07+2.32058e-07i,-1.03688e-07-1.2465e-07i,-8.30909e-08+2.22549e-07i,-4.72365e-08-3.07159e-07i,6.62479e-08+7.94424e-08i,-5.57142e-08+2.31569e-07i,1.75506e-07-1.08242e-08i,-8.07058e-08-4.18367e-07i,-1.42522e-07+2.86256e-07i,2.32734e-07+0i,-1.42522e-07-2.86256e-07i,-8.07058e-08+4.18367e-07i,1.75506e-07+1.08242e-08i,-5.57142e-08-2.31569e-07i,6.62479e-08-7.94424e-08i,-4.72365e-08+3.07159e-07i,-8.30909e-08-2.22549e-07i,-1.03688e-07+1.2465e-07i,2.22941e-07-2.32058e-07i,1.31347e-08+2.6727e-07i,-1.94118e-07+8.07853e-08i,1.34162e-07-3.38684e-07i,2.59394e-07-2.05213e-08i,-5.92023e-07+4.64478e-07i,4.31924e-07-3.35648e-07i,-2.16877e-07+3.19151e-09i,4.73362e-08+5.18928e-08i,1.8368e-07-3.35909e-08i,-8.07988e-08+2.15561e-08i,1.5525e-07+7.1609e-08i,-4.53161e-07-1.73374e-07i,2.47474e-07-3.2467e-08i,-7.95725e-10+3.98459e-07i,1.6223e-07-5.61833e-07i,-3.65793e-07+5.35284e-07i,2.05843e-07-2.8496e-07i,2.08841e-08-1.02112e-08i,-1.43627e-07+1.48395e-07i,2.15271e-07-3.28853e-07i,-1.28867e-07+3.35151e-07i,9.77292e-08+5.0613e-08i,-2.16484e-07-1.36998e-07i,1.17352e-07+1.20356e-07i,6.48714e-09-2.80888e-07i,3.42917e-07+1.51473e-07i,-5.27581e-07-1.25333e-07i,2.77865e-07+1.91254e-07i,-4.52013e-08+1.27866e-07i,-5.0157e-08-4.36867e-07i,5.55984e-08+3.70532e-07i,1.42964e-07-8.375e-08i,-4.20013e-07-1.15444e-07i,5.62735e-07-5.28231e-08i,-4.54387e-07+9.11879e-08i,-3.69848e-08+2.1839e-07i,1.47759e-07-3.69514e-07i,1.4243e-07+4.71816e-07i,-5.70208e-08-2.69417e-07i,-2.37794e-07-2.73688e-07i,3.93847e-07+4.33085e-07i,-4.683e-07-1.04456e-07i,3.23737e-07-2.9171e-07i,2.38127e-08+2.11585e-07i,-1.41133e-07+5.9588e-08i,1.68299e-07+2.00124e-07i,-1.58248e-07-5.08979e-07i,-6.31748e-09+3.25703e-07i,4.35008e-08-1.94426e-08i,-1.27873e-07-4.15398e-08i,3.70924e-07+6.34419e-08i,-2.93352e-07-2.23024e-07i,1.44866e-07+2.25777e-07i,-1.79248e-07-1.28264e-07i
-2.25355e-07-2.09531e-07i,4.57606e-07+2.81921e-07i,-2.422e-07-3.49738e-07i,-1.65074e-08+2.01323e-07i,-5.703e-08-3.24394e-08i,2.60259e-07+1.29745e-07i,-2.37308e-07-2.58423e-07i,3.19814e-08+2.67094e-07i,8.46542e-08-3.25888e-07i,-9.59633e-08+2.35517e-07i,6.47011e-08-1.06396e-07i,-4.07329e-08+2.03945e-07i,-6.21991e-08-1.62512e-07i,1.53922e-07-1.42102e-07i,-2.3416e-07+3.717e-07i,3.50597e-07-2.61451e-07i,-1.39672e-07-1.58834e-07i,-1.55286e-07+4.02155e-07i,1.97962e-08-2.83035e-07i,-8.51351e-08+5.34279e-08i,3.9851e-07+2.39924e-07i,-5.31566e-07-2.13108e-07i,5.53321e-07-5.36301e-08i,-4.11275e-07+5.92735e-08i,2.68518e-07+8.14337e-08i,-8.24843e-08-1.26571e-07i,1.4524e-07+1.71753e-08i,-2.93626e-07+1.43898e-07i,2.07985e-07-2.4515e-07i,-2.33964e-08+2.82621e-07i,-1.66741e-07-2.88422e-07i,-2.37039e-08+1.11204e-07i,1.90069e-07+6.26164e-08i,-6.28392e-08-1.14821e-07i,8.33393e-08+1.51656e-07i,-2.58366e-07-2.17056e-07i,2.10773e-07+3.23145e-07i,2.78849e-08-4.47634e-08i,-1.47176e-07-3.64857e-07i,-5.46586e-08+2.79364e-07i,2.80673e-07-5.03426e-08i,-9.88209e-08+5.06051e-08i,-2.08228e-07+2.14671e-08i,3.92233e-07-1.60922e-07i,-3.79318e-07+1.64777e-07i,2.95689e-07-1.28606e-08i,-1.16218e-07-2.56368e-07i,-1.5647e-07+3.22901e-07i,3.21517e-08-1.98622e-07i,9.54389e-08+9.02119e-08i,2.50667e-07+1.54224e-08i,-4.34162e-07-1.0957e-09i,4.12009e-08-3.13135e-08i,3.08221e-07-1.22591e-07i,-1.24409e-07+1.96584e-07i,-9.01458e-08+1.00742e-08i,-7.33722e-08-2.12539e-07i,2.75067e-07+3.39312e-08i,-1.52037e-07+1.89387e-07i,-8.48824e-08+3.72828e-08i,1.1156e-08-3.52574e-07i,1.25499e-07+1.95979e-07i,-7.33647e-08+2.27946e-07i,8.14165e-08-2.14708e-07i,4.70785e-08-6.54366e-08i,-1.98213e-07+2.87064e-07i,2.26418e-07-3.61879e-07i,-2.96163e-07-1.90296e-08i,1.5254e-07+2.85179e-07i,-1.63606e-07+1.09105e-07i,2.24379e-07-4.44434e-07i,7.92579e-08+3.36202e-07i,-6.01512e-08-2.37831e-07i,-2.17063e-07+2.22756e-07i,1.16382e-07-1.56262e-07i,1.5832e-07-1.75971e-07i,-2.04327e-07+3.68369e-07i,-1.23984e-07+1.34143e-07i,5.95345e-07-6.32971e-07i,-6.59585e-07+5.31564e-07i,3.66624e-07-3.55812e-07i,-1.15075e-07+2.65666e-07i,2.77033e-08+2.02855e-08i,-1.64312e-07-7.59472e-08i,1.39014e-08-9.25669e-08i,3.36056e-07+1.83229e-07i,-1.99441e-07-1.36899e-07i,-2.57001e-08-1.37692e-07i,-1.70882e-07+4.24485e-07i,3.39878e-07-3.91959e-07i,-2.56557e-08+1.1075e-07i,-1.72659e-07+8.25045e-08i,4.76783e-08-4.91579e-08i,5.64408e-09+1.81017e-07i,-3.26934e-10-4.16485e-07i,-1.34826e-08+3.55168e-08i,-1.09076e-08+2.47713e-07i,1.75098e-07-9.34954e-08i,-1.13008e-07+8.2082e-08i,-3.73779e-07+4.92663e-08i,5.72398e-07-7.67652e-08i,-3.44693e-07-3.07426e-08i,1.12e-07-8.80162e-08i,9.21768e-08+1.71385e-07i,-1.26355e-07-1.47618e-07i,-1.38363e-07+4.42193e-09i,2.62775e-07+1.95875e-07i,-2.16353e-07-2.25211e-08i,1.80696e-07-1.51598e-07i,8.93161e-08-9.36357e-08i,-1.02845e-07+1.93791e-07i,-3.31568e-07-3.00186e-07i,3.90327e-07+3.96063e-07i,3.92517e-08-9.05343e-08i,-3.36693e-07-3.02105e-08i,4.32319e-07-1.33662e-07i,-2.50152e-07+1.76348e-07i,-3.92204e-08+5.70446e-08i,3.0292e-08-4.19504e-07i,-1.05243e-07+3.04963e-07i,1.29848e-07+6.55745e-08i,1.52349e-07-4.19603e-08i,-1.79126e-07-1.58421e-07i,1.20676e-07+1.0026e-07i,-3.71548e-07-3.1392e-08i,3.50919e-07+4.12204e-07i,-1.06914e-07-6.11671e-07i,2.99901e-08+3.54401e-07i
1.89166e-07+5.95421e-08i,-3.37792e-07-4.54683e-08i,1.64139e-07+2.52404e-07i,2.32587e-07-3.5354e-07i,-2.10974e-07+2.4348e-07i,-1.92669e-07-2.83136e-07i,3.20403e-07+2.25549e-07i,-1.4355e-07-4.84579e-09i,3.34615e-08-8.99603e-08i,-3.71429e-08+1.05039e-07i,2.15852e-08-9.95808e-08i,1.14654e-07+7.81727e-08i,-1.80606e-07+1.35549e-08i,1.40248e-07-3.09279e-08i,-5.56933e-08-2.41181e-08i,-1.28343e-07-3.13865e-08i,-5.42876e-08+1.14781e-07i,3.78687e-07-1.83119e-07i,-2.28952e-07+1.77521e-07i,7.67476e-08+2.67703e-08i,-6.30141e-08-2.12523e-07i,3.1077e-07+1.81315e-07i,-6.52836e-07-1.46027e-07i,5.72576e-07+7.0072e-08i,-3.45549e-07+1.11243e-07i,1.33252e-07-1.98859e-07i,-3.0083e-07+1.03002e-07i,4.34663e-07-8.72303e-08i,-7.57362e-08+2.6612e-07i,-1.33265e-07-2.3953e-07i,1.07993e-07+1.3941e-07i,5.30287e-08-1.67986e-07i,-1.35888e-07+2.21544e-08i,-9.10237e-08+2.2196e-07i,2.42453e-07-1.16961e-07i,-1.5294e-07-5.89495e-09i,9.20034e-08-2.06675e-07i,7.56372e-09+8.87969e-08i,-1.82989e-07+1.4322e-07i,3.20196e-07+2.13948e-08i,-2.78917e-07-1.41038e-07i,8.46933e-08+1.73081e-07i,-1.42291e-08-2.93193e-07i,-1.45284e-07+3.81681e-07i,2.93925e-07-3.76892e-07i,-1.19096e-07+1.69417e-07i,-1.62149e-07+7.95803e-08i,3.08966e-07-3.27572e-08i,-1.08338e-07+1.07354e-07i,-4.84012e-08-4.25379e-07i,-3.15107e-07+3.25994e-07i,6.87509e-07+5.47592e-08i,-4.33933e-07-2.16677e-07i,-6.21132e-09+1.74555e-07i,7.57217e-08-6.95224e-08i,-1.48614e-07-9.12613e-08i,2.37762e-07+2.94591e-07i,-1.76114e-07-9.18926e-08i,1.33786e-07-2.01184e-07i,-3.90784e-08-7.3364e-08i,1.61875e-07+3.48377e-07i,-3.6785e-07-3.29772e-07i,1.48088e-07+1.18964e-07i,9.25673e-08+1.33841e-07i,-2.0499e-07-1.29047e-07i,2.29892e-07-7.53048e-08i,-6.32904e-08+2.02157e-07i,3.92666e-08+6.39452e-08i,-1.57131e-07-2.49372e-07i,2.96849e-07-1.34746e-07i,-1.37955e-07+4.22403e-07i,-3.05403e-07-2.73012e-07i,3.37542e-07-8.21557e-08i,2.62269e-08+3.00368e-07i,-1.5043e-07-9.1704e-08i,2.15576e-08+6.50755e-08i,-9.83016e-08-1.74873e-07i,1.49947e-07-2.05614e-07i,-2.18376e-07+5.36406e-07i,2.60361e-07-4.46794e-07i,-4.07524e-08+3.45264e-07i,1.85476e-08-1.6622e-07i,-1.44903e-07-5.52088e-08i,1.42243e-07-5.59686e-08i,-1.19243e-08+4.90858e-08i,-1.39114e-07+1.22146e-08i,1.29099e-07+2.49592e-07i,3.92597e-08-2.78674e-07i,6.03196e-08+9.39045e-09i,-3.47519e-07+7.08467e-08i,1.61384e-07+6.99437e-08i,2.41551e-07-1.65922e-07i,-3.24758e-07-6.28999e-08i,2.47688e-07+2.00024e-07i,-2.04384e-07+2.59765e-07i,1.40334e-07-3.18158e-07i,2.6821e-09-2.19638e-08i,-2.64058e-07+1.12328e-08i,2.25137e-07-9.7346e-08i,9.63599e-08+1.26852e-07i,-2.38441e-07-7.94387e-08i,2.54421e-07+1.55454e-07i,-1.08445e-07-1.9027e-07i,-9.19658e-08+2.02917e-07i,4.24952e-08-1.16781e-07i,2.02922e-07+1.85445e-07i,-2.8618e-07-3.62235e-07i,1.88251e-07+1.19415e-07i,-1.03726e-07+1.00951e-07i,-4.40623e-08+7.72728e-08i,3.98217e-08-2.16195e-08i,3.31905e-07-2.03443e-08i,-3.75076e-07-2.34657e-07i,-6.83311e-08+2.54089e-07i,1.91825e-07-1.86427e-07i,-1.02903e-07+1.56596e-07i,1.44918e-07-1.40844e-07i,-2.64872e-07+4.84714e-08i,2.27077e-07+2.98225e-07i,-1.05686e-08-3.49159e-07i,1.10734e-07+1.37505e-07i,-3.53807e-07-1.30563e-07i,2.92079e-07+2.08265e-07i,-1.33687e-07-6.48615e-08i,1.0626e-07-1.54785e-07i,-1.19043e-08-1.17091e-07i,-2.45229e-08+3.90974e-07i,-7.08406e-08-2.33078e-07i
-7.08226e-08+2.3669e-08i,-1.08121e-07-2.35668e-07i,3.20059e-07+1.55225e-07i,-3.94801e-07+5.60073e-08i,1.29591e-07-2.03247e-07i,1.98132e-07+2.27562e-07i,-2.94346e-07-1.54829e-07i,1.37962e-07+1.10578e-07i,3.73549e-08+1.73444e-07i,-3.37686e-08-2.59153e-07i,6.35121e-08-4.9419e-08i,-1.34591e-07+1.25858e-07i,1.38797e-07-5.05045e-08i,-2.10713e-07+2.12799e-08i,2.54926e-07-1.0868e-07i,4.71146e-09+1.9922e-07i,-8.61083e-08-6.59859e-08i,-1.33734e-07+4.58014e-08i,8.44986e-08-2.90861e-07i,1.48509e-07+2.41387e-07i,-2.38817e-07+1.072e-08i,-1.23689e-07-1.65734e-07i,4.78004e-07+3.18836e-07i,-3.4195e-07-2.29232e-07i,1.39492e-07-2.03595e-08i,-6.31676e-08+1.40102e-07i,2.60521e-07-1.22252e-07i,-3.63365e-07+1.92637e-07i,4.96719e-08-3.14366e-07i,6.36979e-08+2.62896e-07i,1.84507e-07-1.26952e-07i,-4.27934e-07+4.94896e-08i,3.19445e-07+5.74459e-08i,1.43305e-07-2.56242e-07i,-3.8531e-07+8.7174e-08i,3.42267e-07+3.89298e-07i,-3.02033e-07-4.64083e-07i,6.70046e-08+1.1999e-07i,1.33914e-07+1.82827e-07i,-1.0569e-07-1.77257e-07i,8.94573e-08+4.79299e-09i,-1.27712e-07-1.81315e-07i,2.89605e-07+5.32283e-07i,-2.44256e-07-4.74739e-07i,-1.08621e-07+2.69822e-07i,2.10467e-07-1.60406e-07i,-9.6273e-09+7.92734e-08i,-1.24306e-07-3.87097e-08i,8.0823e-08-1.46414e-07i,-1.19519e-07+3.74606e-07i,4.41159e-07-2.53877e-07i,-8.00342e-07-2.26707e-08i,8.08422e-07-2.63278e-08i,-5.57022e-07+1.70351e-07i,2.1496e-07+5.15527e-08i,2.3374e-07-1.60859e-07i,-2.58684e-07-1.53444e-07i,-7.98635e-08+1.36802e-07i,1.19774e-08+1.06948e-07i,3.07691e-07-3.29306e-08i,-4.60673e-07-9.85048e-08i,3.91866e-07+2.22291e-07i,-8.51781e-08-3.10235e-07i,-1.46742e-07+9.68909e-08i,1.05438e-07+1.48184e-07i,6.43035e-08+5.1358e-08i,-2.75996e-07-1.8099e-07i,2.35056e-07-1.33335e-07i,7.83595e-08+1.53062e-07i,-2.03685e-07+1.3919e-07i,-9.09706e-08-2.04343e-07i,3.37724e-07+1.09309e-07i,-2.77023e-07+2.76282e-07i,1.38216e-07-5.90468e-07i,5.61486e-08+1.48664e-07i,-2.69563e-07+1.80754e-07i,4.14212e-07-6.77743e-08i,-2.04042e-07+3.75212e-07i,3.28513e-09-6.77208e-07i,7.65661e-08+3.98599e-07i,-3.69617e-07+8.98401e-09i,2.88191e-07-1.59355e-07i,8.50199e-08+7.76605e-08i,-5.96871e-08+9.36768e-08i,-1.29933e-07-8.41995e-08i,1.26055e-07+3.19184e-08i,-1.84278e-07-2.17e-07i,2.0711e-07+3.63249e-07i,-2.82006e-07-1.89458e-07i,4.88696e-07-9.76076e-08i,-2.33823e-07+4.21718e-08i,-2.78266e-07+6.25292e-08i,4.01717e-07+2.46249e-07i,-3.86679e-07-3.61114e-07i,4.41199e-07-1.62431e-07i,-3.23395e-07+3.00797e-07i,1.51512e-07+4.18968e-08i,1.99601e-08-1.04245e-07i,-9.03448e-08+2.84511e-07i,1.23198e-07-3.80664e-07i,-1.0125e-07+2.9843e-07i,3.72089e-08-3.94596e-07i,-8.91435e-08+3.41141e-07i,6.94481e-08-1.12335e-07i,-3.47715e-08-3.99816e-08i,-1.42292e-07-1.34909e-07i,4.01194e-07+4.30899e-07i,-3.81776e-07-2.98682e-07i,2.6034e-07+1.20536e-07i,-1.72943e-07-2.26424e-07i,1.40085e-07+3.92723e-08i,-3.51563e-07+2.53077e-07i,3.40047e-07-1.48738e-07i,-1.06957e-08-2.03262e-08i,-4.34502e-08-2.96807e-08i,1.03132e-07+1.34577e-07i,-3.47297e-07+8.31425e-08i,4.24118e-07-2.71942e-07i,-2.78015e-07+5.10251e-08i,1.74975e-07-1.10948e-07i,-3.31134e-07+3.05359e-07i,3.69651e-07-1.35606e-07i,-1.06461e-07+5.94573e-10i,-7.07496e-08-1.72162e-07i,1.14443e-07+3.7993e-07i,-1.80276e-07-2.62608e-07i,1.19628e-07+1.56903e-08i,6.6351e-08+9.93981e-08i
3.44372e-09-1.93482e-08i,4.28518e-07-1.46339e-08i,-6.90085e-07-6.56758e-09i,4.67691e-07+1.00187e-07i,-6.05202e-08-1.25375e-07i,-2.05705e-07+4.75659e-09i,3.01802e-07+1.79963e-07i,-1.51116e-07-2.01195e-07i,-1.04355e-07-2.20332e-07i,1.6752e-07+3.77517e-07i,-1.971e-07+1.3242e-07i,2.35814e-07-2.84127e-07i,-2.12974e-07-1.61891e-07i,1.58621e-07+3.22005e-07i,-7.96314e-08+8.22725e-10i,-2.20784e-07-1.84231e-07i,4.1064e-07+2.01102e-07i,-1.47936e-07-3.54616e-07i,-4.71111e-08+5.27388e-07i,-1.18586e-08-4.22538e-07i,1.59897e-07+5.38519e-08i,-1.31608e-07+1.6943e-07i,1.95496e-08-5.32571e-08i,-2.19162e-08-5.85933e-08i,-1.07659e-07-4.96553e-08i,1.6527e-07+2.28104e-08i,-1.21236e-07+1.71675e-07i,4.99714e-08-2.95878e-07i,9.83512e-08+2.24411e-07i,-2.2842e-08-1.46625e-07i,-1.97084e-07+7.97026e-08i,4.29992e-07+1.37241e-07i,-3.75847e-07-2.88199e-07i,-1.35608e-07+2.924e-07i,3.88549e-07+4.5907e-08i,-2.82924e-07-5.34274e-07i,9.33444e-08+6.37955e-07i,8.84711e-08-2.83044e-07i,4.89199e-08-1.53901e-07i,-1.19702e-07+3.60936e-07i,-1.58239e-07-3.31906e-07i,2.94709e-07+2.98868e-07i,-3.27279e-07-3.07375e-07i,3.27541e-07+1.19348e-07i,1.72237e-09-1.0763e-08i,-3.36959e-07+1.96681e-08i,4.0331e-07+1.53006e-07i,-3.20089e-07-3.85449e-07i,1.38379e-07+3.97428e-07i,9.82592e-08-1.84696e-07i,-4.20167e-07-7.50685e-09i,6.63926e-07+5.83973e-10i,-5.8511e-07+2.80334e-07i,5.41122e-07-3.94387e-07i,-4.79827e-07-9.53987e-09i,3.95115e-08+1.85327e-07i,1.0633e-07+2.56296e-07i,1.09644e-07-4.90046e-07i,5.98422e-08+2.06169e-07i,-4.77714e-07+1.41325e-08i,5.50358e-07+9.37869e-08i,-3.44502e-07-2.99027e-07i,6.65023e-08+4.15809e-07i,1.9227e-07-1.82885e-07i,-1.86382e-07-1.05939e-07i,-8.8757e-08-1.8775e-07i,4.40756e-07+1.81462e-07i,-3.13497e-07+3.42862e-07i,-1.09613e-07-2.92818e-07i,8.24065e-08+5.89735e-08i,1.93698e-07-1.06411e-07i,-1.68984e-07+6.86066e-08i,5.63255e-08-2.25385e-07i,-2.11168e-07+5.49109e-07i,1.59881e-07-2.73854e-07i,1.18465e-07-1.48272e-07i,-2.27698e-07+1.7773e-07i,1.37504e-07-3.83401e-07i,1.59647e-08+5.91449e-07i,-1.28234e-07-2.43019e-07i,3.4161e-07-2.3736e-07i,-3.20257e-07+2.72838e-07i,5.69768e-08-9.00961e-08i,-1.92536e-07-1.0579e-07i,3.49812e-07+2.63123e-07i,-2.07123e-07-2.29643e-07i,2.90805e-07+1.16515e-07i,-3.33685e-07-2.16984e-07i,3.17154e-07+2.41268e-07i,-3.21862e-07+8.30087e-08i,-1.41453e-07-1.127e-07i,4.25994e-07+8.11721e-08i,-2.05158e-07-4.01704e-07i,1.7996e-07+3.23412e-07i,-3.45045e-07+9.92851e-08i,3.88309e-07-7.06582e-08i,-2.56787e-07-9.89548e-08i,7.40763e-08+1.13394e-07i,-1.99883e-08-3.0026e-07i,-9.92333e-08+2.51697e-07i,1.26018e-07-1.16396e-07i,-3.64974e-08+2.5157e-07i,4.17964e-08-8.60605e-08i,-6.6985e-08-2.2349e-07i,1.13056e-07+2.06929e-07i,1.52781e-07+2.85556e-08i,-5.06234e-07-3.0078e-07i,3.40332e-07+1.91634e-07i,-4.91213e-08+1.09725e-08i,5.65944e-08+2.01771e-07i,-1.7378e-07-2.29423e-07i,3.51273e-07-9.07227e-08i,-4.07146e-07+2.51344e-07i,2.65378e-07-2.18112e-07i,-8.04566e-08+3.6348e-07i,-3.09217e-07-5.07258e-07i,4.50088e-07+1.66415e-07i,-1.02605e-07+1.52465e-07i,-1.55226e-08-9.35972e-08i,-7.68531e-08+2.12077e-07i,1.04534e-07-4.08726e-07i,-1.16196e-07+4.00896e-07i,-3.37285e-08-3.92852e-07i,1.91043e-07+3.57343e-07i,-2.30279e-07-1.90689e-07i,1.91059e-07+1.0296e-07i,-5.52443e-08-1.4794e-07i,-9.06295e-08+1.01353e-07i
4.17241e-08+1.90656e-07i,-4.71676e-07-8.37083e-08i,6.64986e-07+7.65828e-08i,-5.13307e-07-2.53052e-07i,3.82288e-07+3.26605e-07i,-2.5748e-07-1.31345e-07i,-6.2966e-08-1.61231e-08i,2.63266e-07-3.55841e-08i,-6.34579e-08+1.35929e-07i,-2.01949e-07-2.22898e-07i,2.09577e-07+3.85994e-08i,-1.3319e-07-2.41735e-08i,2.66136e-07+4.97371e-07i,-2.78597e-07-5.87336e-07i,9.81928e-08+9.85522e-08i,1.82995e-07+2.95631e-07i,-2.82042e-07-5.48582e-07i,-5.73946e-08+6.0819e-07i,2.64074e-07-4.51161e-07i,-2.2287e-07+3.38039e-07i,6.92716e-08-1.07559e-07i,1.2846e-07+9.0793e-09i,-2.38986e-07-2.40125e-07i,2.90189e-07+1.66444e-07i,-8.58311e-09+2.06088e-07i,-3.41396e-07-2.28056e-07i,2.46852e-07-1.12828e-07i,3.39257e-08+3.30558e-07i,-1.41172e-07-9.77111e-08i,-8.75488e-08-2.07532e-07i,2.84843e-07+2.36387e-07i,-3.46219e-07-9.583e-08i,3.0101e-07-4.3931e-08i,9.9255e-08-6.36271e-08i,-3.23358e-07+6.55573e-08i,2.21007e-07+7.11493e-08i,-1.11074e-08-6.2799e-08i,-5.78737e-08+1.96716e-07i,-1.64784e-07-1.13285e-07i,1.37954e-07-3.86628e-07i,1.92897e-07+5.06086e-07i,-2.93553e-07-2.87146e-07i,4.99763e-08+1.21395e-07i,2.48552e-10+1.17524e-07i,2.01652e-07-7.27959e-08i,-7.39272e-08-5.39443e-08i,-3.33281e-07-1.1672e-07i,4.78959e-07+2.81062e-07i,-2.27712e-07-3.60983e-07i,-1.00234e-07+2.49646e-07i,3.09791e-07-1.00692e-07i,-3.56226e-07+1.26809e-07i,2.12262e-07-2.94376e-07i,-1.90145e-07+5.49571e-07i,1.88476e-07-6.18976e-07i,6.86018e-09+4.70435e-07i,-8.58992e-08-4.62727e-07i,1.11206e-07+4.67004e-07i,-2.1247e-07-7.56275e-08i,3.71212e-07-9.41821e-08i,-3.61942e-07-3.14093e-07i,2.01315e-07+5.38821e-07i,-6.88839e-08-4.20355e-07i,-1.81172e-07+5.18086e-08i,2.92209e-07+2.13195e-07i,-8.75578e-08+9.16657e-08i,-2.01996e-07+3.18905e-08i,1.94361e-08-5.41914e-07i,3.09745e-07+4.68222e-07i,-4.09519e-08-2.84344e-07i,-1.40522e-07+2.12549e-07i,-1.3538e-07-1.33656e-07i,1.64883e-07+2.99164e-07i,2.14362e-07-4.08657e-07i,-3.28509e-07+2.14599e-07i,1.76342e-07-6.73049e-08i,-9.69939e-08-7.31192e-08i,-2.36577e-08+2.53444e-07i,6.24727e-08-2.29105e-07i,-1.72731e-08-7.53954e-08i,-1.54997e-07+2.56725e-07i,2.73712e-07-1.40246e-07i,-2.52249e-07-7.52261e-08i,3.57802e-07+3.21261e-07i,-2.61843e-07-2.77952e-07i,1.21899e-07+1.15559e-07i,-3.24911e-07+1.51841e-09i,3.95145e-07-3.2915e-08i,-3.03571e-07-5.13435e-08i,9.94916e-08+5.01189e-08i,3.51548e-07-1.57516e-07i,-4.40687e-07+1.5171e-07i,2.05856e-07+6.83665e-08i,-1.61699e-07-9.3955e-08i,1.47895e-07-4.29019e-09i,-1.77784e-07+3.59637e-08i,1.88138e-07-7.01975e-08i,-5.2135e-09+3.58859e-08i,-1.92306e-08+1.14999e-07i,-2.32147e-08-5.27528e-08i,-1.02036e-08-5.23894e-08i,-7.40955e-08-1.01595e-07i,1.29271e-07-9.22708e-09i,-1.05984e-08+3.63662e-07i,-8.93681e-09-2.51481e-07i,-3.40815e-07-1.05836e-07i,5.3728e-07+2.45116e-07i,-1.75163e-07-7.62803e-08i,-2.40813e-07-5.44305e-08i,2.74486e-07-1.6843e-07i,-1.06679e-07+2.94129e-07i,-9.70577e-08-1.28569e-07i,3.72874e-07-1.34538e-07i,-4.60462e-07+3.21384e-07i,1.58027e-07-5.61483e-07i,2.35626e-07+6.39453e-07i,-1.87377e-07-2.34396e-07i,-1.45332e-07-1.19658e-08i,1.80654e-07-8.76103e-08i,-1.54805e-07+3.57894e-08i,1.9005e-07+1.31221e-07i,-1.00175e-07-3.2392e-07i,9.16296e-08+4.55527e-07i,-8.2395e-08-2.13899e-07i,9.39829e-08-2.00987e-07i,-1.09779e-07+2.39928e-07i,-3.81666e-08-1.50837e-08i,1.36818e-07-1.42832e-07i
